DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
1038300;1;4;1;80;2;1;1;8;POR EMBARAZO;2; ;2; ; ; ; ;9;2;1;15;1496,71970058419
1038302;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;15;1517,33287128185
1038302;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1517,33287128185
1038303;1;1;1;80;2;1;4;4; ;3; ;2; ; ; ; ;10;2;1;15;2004,72343048727
1038304;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1907,17884450805
1038304;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1907,17884450805
1038305;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;2272,72140359977
1038306;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;2600,69434684535
1038308;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;8;2;1;15;1481,04380249949
1038310;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1662,11603451312
1038310;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1662,11603451312
1038311;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1877,35086813199
1038311;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1877,35086813199
1038311;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1877,35086813199
1038344;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1691,15951699389
1038344;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1691,15951699389
1038347;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;2268,10722295877
1038347;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;2268,10722295877
1038348;1;2;1;80;2;2; ; ; ;3; ;2; ;2; ;.; ; ;1;15;1965,47396315355
1038348;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1965,47396315355
1038349;1;3;1;80;2;1;2;8;PROBLEMAS EN EL TRABAJO;2; ;2; ; ;1; ;6;1;1;15;2251,70181503577
1038349;1;5;1;80;2;2; ; ; ;2; ;2; ;1;1; ;2; ;1;15;2251,70181503577
1038349;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;2251,70181503577
1038349;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;2251,70181503577
1038351;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;3607,17421513403
1038352;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1355,27501193323
1038353;1;1;1;80;2;1;1;3; ;2; ;2; ; ; ; ;4;2;1;15;1913,97039820981
1038357;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1739,32944836041
1038357;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;1739,32944836041
1038370;1;2;1;80;2;1;3;2; ;2; ;2; ; ; ; ;1;2;1;15;2560,79144726144
1038371;1;1;1;80;2;1;3;7; ;2; ;2; ; ; ; ;1;2;1;15;3122,14277659275
1038372;1;1;1;80;2;2; ; ; ;2; ;2; ;1;4; ;4; ;1;15;2745,31956505759
1038372;1;2;1;80;2;1;4;0; ;2; ;2; ; ; ; ;1;2;1;15;2745,31956505759
1038372;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;2745,31956505759
1038373;1;2;1;80;2;1;1;2; ;2; ;2; ; ; ; ;1;2;1;15;2792,93901264403
1038388;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;2448,51609208127
1038390;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;15;2759,46862176297
1038393;1;1;1;80;2;1;4;4; ;3; ;2; ; ; ; ;10;2;1;15;2574,05584896659
1038393;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;15;2574,05584896659
1038394;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;3438,02298626528
1038396;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;15;2885,73170371219
1038398;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;2941,10284821402
1038399;1;2;1;80;2;1;2;2; ;2; ;2; ; ; ; ;9;2;1;15;3948,93085108559
1038403;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;15;2843,20126605291
1038442;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;15;2560,79144726144
1038444;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;2614,85212818145
1038446;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;4683,98561256943
1038446;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;4683,98561256943
1038446;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;4683,98561256943
1038446;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;4683,98561256943
1038447;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;3438,02298626528
1039156;1;1;1;80;2;1;4;8;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;63;1389,71211308534
1039156;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1389,71211308534
1039157;1;3;1;80;2;2; ; ; ;2; ;2; ;1;1; ;2; ;1;63;1415,64906629683
1039157;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1415,64906629683
1039157;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;1415,64906629683
1039158;1;1;1;80;2;1;4;4; ;3; ;2; ; ;3; ;8;1;1;63;1678,16294296902
1039158;1;2;1;80;2;1;3;5; ;2; ;2; ; ; ; ;8;2;1;63;1678,16294296902
1039183;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;2747,22918932388
1039185;1;3;1;80;2;1;3;2; ;2; ;2; ; ; ; ;9;2;1;63;1615,1584295285
1039897;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1408,0619775642
1039897;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1408,0619775642
1039897;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1408,0619775642
1039899;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1703,76551846061
1039900;1;2;1;80;2;1;3;2; ;2; ;2; ; ; ; ;9;2;1;05;1379,75832437581
1039903;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7343,13633491413
1039903;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7343,13633491413
1039903;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7343,13633491413
1039903;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7343,13633491413
1039906;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;5762,06149090409
1039906;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;5762,06149090409
1039906;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;5762,06149090409
1039909;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;6107,03810654491
1039909;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;6107,03810654491
1039911;1;2;1;80;2;1;3;1; ;2; ;2; ; ; ; ;2;2;1;05;1367,44055213628
1039913;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7190,96524407905
1039913;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7190,96524407905
1039917;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7570,27107643017
1039917;1;3;1;80;2;1;1;1; ;2; ;2; ; ; ; ;2;2;1;05;7570,27107643017
1039917;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7570,27107643017
1039921;1;1;1;80;2;1;1;4; ;3; ;2; ; ; ; ;10;2;1;05;3565,43256830874
1039924;1;1;1;80;2;1;2;4; ;3; ;2; ; ; ; ;10;2;1;05;3959,97677692787
1039943;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1071,73701123987
1040012;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7393,82836670554
1040012;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7393,82836670554
1040014;1;2;1;80;2;1;3;8;CAMBIO DE DOMICILIO;2; ;2; ; ; ;CARECE DE ESTUDIO;12;2;1;05;4408,1213884101
1040016;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;9520,59415497057
1040016;1;3;1;80;2;1;1;3; ;2; ;2; ; ;1; ;4;1;1;05;9520,59415497057
1040020;1;1;1;80;2;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;7009,45220105923
1040020;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;11;2;1;05;7009,45220105923
1040020;1;3;1;80;2;1;1;7; ;2; ;2; ; ;1;NECESITA TERMINAR PRIMERO LO QUE ESTA HACIENDO EN SU CA;12;1;1;05;7009,45220105923
1040021;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7570,27107643017
1040031;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;5762,06149090409
1040031;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;5762,06149090409
1040035;1;1;1;80;2;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;6561,307589577
1040035;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;6561,307589577
1040038;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;4377,8113474895
1040064;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2074,59214875525
1040081;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;4165,51401274346
1040081;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;4165,51401274346
1040084;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;5006,70087437187
1040086;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3707,32248575106
1040088;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;4919,1505683761
1040091;1;1;1;80;2;1;2;3; ;2; ;2; ; ; ; ;4;2;1;05;3255,69975714147
1040091;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3255,69975714147
1040093;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3433,3162522329
1040096;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;4045,38062293463
1040098;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;4242,99373629073
1040098;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;4242,99373629073
1040102;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2655,01482139803
1040104;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2859,11640941376
1040104;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2859,11640941376
1040104;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2859,11640941376
1040107;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3568,13386343167
1040107;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3568,13386343167
1040110;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;3478,06767433601
1040110;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3478,06767433601
1040112;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1769,15619154739
1040112;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1769,15619154739
1040115;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2273,47245449065
1040115;1;2;1;80;2;1;3;2; ;2; ;2; ; ; ; ;9;2;1;05;2273,47245449065
1040115;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2273,47245449065
1040117;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3255,69975714147
1040150;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2583,39067768096
1040150;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2583,39067768096
1040166;1;1;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;2961,89390299269
1040166;1;5;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;2961,89390299269
1040170;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2771,56610341799
1040174;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;4344,95072555697
1040176;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2975,63792458671
1040176;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;2975,63792458671
1040176;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2975,63792458671
1040179;1;1;1;80;2;1;3;3; ;2; ;2; ; ; ; ;4;2;1;05;3365,36414494091
1040179;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3365,36414494091
1040184;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;4315,46140133568
1040184;1;5;1;80;2;1;1;3; ;2; ;1;250000; ; ; ;4;2;1;05;4315,46140133568
1040185;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;2742,56512739381
1040188;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2859,11640941376
1040188;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2859,11640941376
1040191;1;2;1;80;2;1;1;2; ;2; ;2; ; ; ; ;9;2;1;05;4444,54453090791
1040195;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3768,38769882254
1040199;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;2971,81993880886
1040207;1;1;1;80;2;1;4;8;EDAD;2; ;2; ; ; ; ;8;2;1;05;3255,69975714147
1040207;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3255,69975714147
1040209;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;3780,4311981777
1040213;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7076,62476618958
1040213;1;4;1;80;2;1;1;7; ;2; ;2; ; ; ; ;1;2;1;05;7076,62476618958
1040213;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7076,62476618958
1040213;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;7076,62476618958
1040218;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;4465,36165348527
1040218;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;4465,36165348527
1042198;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;13;1395,36375199857
1042198;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1395,36375199857
1042198;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1395,36375199857
1042200;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;1;2;1;13;1282,56506734476
1042202;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1670,00129503081
1042202;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1670,00129503081
1042202;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1670,00129503081
1042204;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1899,05336830303
1042207;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1631,31367670903
1042209;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;13;1357,7641904473
1042209;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1357,7641904473
1042218;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;13;1613,08619264536
1042218;1;3;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;13;1613,08619264536
1042218;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1613,08619264536
1042221;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2116,52424029744
1042224;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;13;1929,83922483021
1042226;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2403,70113660736
1042228;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1675,72694328439
1042228;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1675,72694328439
1042228;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1675,72694328439
1042231;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1473,90669348089
1042233;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;13;1926,39233481355
1042233;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1926,39233481355
1042233;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1926,39233481355
1042237;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;13;1662,0995332362
1042240;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2248,13049120648
1042240;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2248,13049120648
1042242;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2488,31063085402
1042242;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2488,31063085402
1042242;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2488,31063085402
1042253;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1838,58045791403
1042253;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1838,58045791403
1042259;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1661,80139719829
1042260;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1600,52782018185
1042262;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1481,93008675515
1042263;1;2;1;80;2;2; ; ; ;2; ;2; ;1;2; ;4; ;1;13;1266,69641652724
1042271;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2213,56923112347
1042271;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2213,56923112347
1042282;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1357,7641904473
1042282;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1357,7641904473
1042282;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1357,7641904473
1042284;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1675,72694328439
1042284;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1675,72694328439
1042284;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1675,72694328439
1042301;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1994,777752892
1042301;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1994,777752892
1042301;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1994,777752892
1042301;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1994,777752892
1042307;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1868,26751177586
1042308;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1428,55827153332
1042308;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1428,55827153332
1042310;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1795,23622892334
1042312;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1886,3841102547
1042312;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1886,3841102547
1042317;1;2;1;80;2;1;3;2; ;2; ;2; ; ; ; ;9;2;1;13;1561,60765239351
1042327;1;1;1;80;2;1;3;3; ;2; ;2; ; ; ; ;4;2;1;13;1608,42958197646
1042327;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;13;1608,42958197646
1042327;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1608,42958197646
1042329;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2403,70113660736
1042332;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1313,35092387193
1042334;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;13;1895,60647828638
1042334;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1895,60647828638
1042336;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;13;1607,34152520594
1042338;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1858,00691673511
1042338;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1858,00691673511
1042340;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2330,95269232589
1042340;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2330,95269232589
1042340;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2330,95269232589
1042340;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2330,95269232589
1042340;2;2;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2330,95269232589
1042344;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;13;2146,26507714969
1042344;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2146,26507714969
1042346;1;2;1;80;2;1;4;2; ;2; ;2; ; ; ; ;9;2;1;13;1294,2405513698
1042346;1;3;1;80;2;1;3;3; ;2; ;2; ; ; ; ;4;2;1;13;1294,2405513698
1042357;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2010,46989915125
1042357;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;2010,46989915125
1042359;1;2;1;80;2;1;3;2; ;2; ;2; ; ; ; ;9;2;1;13;1600,52782018185
1042360;1;2;1;80;2;1;3;2; ;2; ;2; ; ; ; ;9;2;1;13;1608,42958197646
1042360;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;1608,42958197646
1043361;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;297,511375161705
1043366;1;1;1;80;2;2; ; ; ;2; ;2; ;1;4; ;4; ;1;18;242,107626554253
1043368;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;18;297,511375161705
1043369;1;1;1;80;2;2; ; ; ;2; ;2; ;1;4; ;4; ;1;18;322,026467262559
1043372;1;2;1;80;2;1;3;2; ;2; ;2; ; ; ; ;9;2;1;18;272,094938662341
1043374;1;1;1;80;2;2; ; ; ;1;2;2; ;2; ;.; ; ;1;18;161,327237455405
1043374;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;4;2;1;18;161,327237455405
1043378;1;2;1;80;2;2; ; ; ;2; ;2; ;1;3; ;9; ;1;18;313,64745570754
1043380;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;468,45351834718
1043380;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;468,45351834718
1043380;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;468,45351834718
1043384;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;189,179577136501
1043387;1;2;1;80;2;1;3;2; ;2; ;2; ; ; ; ;9;2;1;18;605,043205099898
1043393;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;272,53825543307
1043393;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;272,53825543307
1043393;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;18;272,53825543307
