DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
1030226;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;952,390771313127
1030226;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;952,390771313127
1030227;1;1;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;942,893932165622
1030227;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;942,893932165622
1030228;1;1;1;80;05;1;4;4; ;3; ;2; ; ;4; ;8;1;1;05;1041,908728277
1030228;1;2;1;80;05;1;4;6; ;2; ;2; ; ; ; ;9;2;1;05;1041,908728277
1030229;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;936,578239585263
1030231;1;1;1;80;05;1;3;4; ;3; ;2; ; ; ; ;10;2;1;05;1032,4118891295
1030231;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1032,4118891295
1030235;1;2;1;80;05;1;4;4; ;3; ;2; ; ;3; ;1;1;1;05;1032,4118891295
1030236;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;11;2;1;05;995,71078370122
1030236;1;2;1;80;05;1;3;0; ;3; ;2; ; ; ; ;8;2;1;05;995,71078370122
1030237;1;3;1;80;05;2; ; ; ;2; ;2; ;1;1; ;2; ;1;05;843,486963164815
1030238;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;1032,4118891295
1030238;1;2;1;80;05;1;4;2; ;3; ;2; ; ; ; ;9;2;1;05;1032,4118891295
1030239;1;4;1;80;05;1;2;7; ;2; ;2; ; ; ; ;2;2;1;05;1124,23746932557
1030241;1;3;1;80;05;1;4;7; ;2; ;2; ; ;4; ;9;1;1;05;1065,56639465751
1030244;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;980,003343914898
1030245;1;2;1;80;05;1;2;7; ;2; ;2; ; ;1; ;9;1;1;05;1029,07105160652
1030246;1;1;1;80;05;1;1;3; ;2; ;2; ; ; ; ;4;2;1;05;1005,20762284873
1030246;1;4;1;80;05;2; ; ; ;2; ;2; ;1;1; ;1; ;1;05;1005,20762284873
1030247;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1066,03746906465
1030251;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;1032,4118891295
1030251;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1032,4118891295
1030254;1;1;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;978,127326558293
1030254;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;978,127326558293
1030255;1;2;1;80;05;1;4;2; ;2; ;2; ; ;2; ;1;1;1;05;924,211637321918
1030255;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;924,211637321918
1030256;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;972,680880614345
1030257;1;2;1;80;05;1;4;5; ;2; ;2; ; ; ; ;11;2;1;05;996,309248100413
1030259;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;972,680880614345
1030260;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1122,7303253038
1030260;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1122,7303253038
1030262;1;1;1;80;05;1;1;5; ;2; ;2; ; ;2;NO  HAY   RECURSOS;12;1;1;05;1016,70444934317
1030262;1;3;1;80;05;1;1;1; ;2; ;1;600000; ; ; ;2;2;1;05;1016,70444934317
1030263;1;1;1;80;05;1;2;4; ;3; ;2; ; ; ; ;10;2;1;05;1122,7303253038
1030263;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1122,7303253038
1030263;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1122,7303253038
1030264;1;2;1;80;05;1;1;7; ;2; ;2; ; ; ; ;9;2;1;05;1072,49615593615
1030264;1;3;1;80;05;1;1;8;CAMBIO  DE DOMICILIO;2; ;2; ; ; ; ;2;2;1;05;1072,49615593615
1030270;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;934,103757829465
1030270;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;934,103757829465
1030271;1;1;1;80;05;1;3;4; ;3; ;2; ; ; ; ;10;2;1;05;996,309248100413
1030271;1;2;1;80;05;1;3;4; ;3; ;2; ; ; ; ;10;2;1;05;996,309248100413
1030272;1;1;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;982,17771976185
1030274;1;4;1;80;05;1;1;1; ;2; ;2; ; ; ; ;2;2;1;05;1039,73435243005
1030274;1;5;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1039,73435243005
1030275;1;5;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1015,9002225667
1030276;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1149,56571824974
1030277;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1016,70444934317
1030278;1;1;1;80;05;1;4;2; ;3; ;2; ; ; ; ;9;2;1;05;982,17771976185
1030279;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;991,674558909356
1030279;1;2;1;80;05;1;4;3; ;2; ;2; ; ; ; ;1;2;1;05;991,674558909356
1030281;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;1032,4118891295
1030281;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1032,4118891295
1030282;1;2;1;80;05;1;2;2; ;1;1;2; ; ; ; ;9;2;1;05;980,003343914898
1030282;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;980,003343914898
1030282;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;980,003343914898
1030287;1;1;1;80;05;1;1;6; ;2; ;2; ; ; ; ;11;2;1;05;1155,38103752852
1030288;1;2;1;80;05;1;1;7; ;2; ;2; ; ; ; ;9;2;1;05;1008,18247790611
1030288;1;4;1;80;05;1;1;7; ;2; ;2; ; ; ; ;2;2;1;05;1008,18247790611
1030290;1;9;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1065,83170668737
1030291;1;4;1;80;05;1;2;7; ;2; ;2; ; ; ; ;2;2;1;05;946,075078732768
1030297;1;1;1;80;05;1;4;4; ;3; ;2; ; ; ; ;10;2;1;05;1032,4118891295
1030297;1;2;1;80;05;1;4;0; ;3; ;2; ; ; ; ;10;2;1;05;1032,4118891295
1030299;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;797,192095719341
1030301;1;2;1;80;05;1;3;4; ;3; ;2; ; ; ; ;10;2;1;05;1032,4118891295
1030302;1;2;1;80;05;1;3;2; ;2; ;2; ; ; ; ;6;2;1;05;948,944841848608
1030304;1;2;1;80;05;1;4;3; ;2; ;2; ; ; ; ;4;2;1;05;1000,96563567958
1030304;1;4;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1000,96563567958
1030304;1;7;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1000,96563567958
1030306;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1109,19726136443
1030312;1;1;1;80;05;1;1;7; ;2; ;2; ; ; ; ;11;2;1;05;1076,0665845235
1030312;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;1076,0665845235
1030313;1;1;1;80;05;2; ; ; ;3; ;2; ;2; ;.; ; ;1;05;972,680880614345
1030314;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;980,003343914898
1030314;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;980,003343914898
1030318;1;2;1;80;05;2; ; ; ;3; ;2; ;2; ;.; ; ;1;05;1007,20761019567
1030319;1;2;1;80;05;1;3;7; ;2; ;2; ; ; ; ;2;2;1;05;970,506504767392
1030319;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;970,506504767392
1030320;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;984,053737118455
1030322;1;2;1;80;05;1;2;2; ;2; ;2; ; ; ; ;9;2;1;05;977,123975839817
1030324;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;918,76519137797
1030327;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;980,003343914898
1030328;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;926,180250791592
1030328;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;926,180250791592
1030329;1;3;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;980,003343914898
1030329;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;980,003343914898
1030330;1;2;1;80;05;1;1;3; ;2; ;2; ; ; ;ESTA EN EMBARAZO (ULTIMOS MESES);12;2;1;05;1137,37639535564
1030331;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;984,053737118455
1030332;1;2;1;80;05;1;4;2; ;2; ;2; ; ; ; ;9;2;1;05;1187,61056472328
1030333;1;3;1;80;05;1;1;8;POR VIAJE AL EXTERIOR PARA CAPACITARSE;2; ;1;2000000; ; ;QUIERE CAPACITARSE;12;2;1;05;1058,94892358509
1030334;1;1;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;993,834766344616
1030334;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;993,834766344616
1030335;1;1;1;80;05;1;2;3; ;3; ;2; ; ; ; ;4;2;1;05;951,61844754641
1030335;1;2;1;80;05;1;4;8;CAMBIO DE RESIDENCIA;2; ;2; ; ;4; ;1;1;1;05;951,61844754641
