DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
1950681;1;2;1;80;2;1;2;9;CAMBIO DE FINCA;2; ;2; ; ; ; ;9;2;1;63;721,625484922433
1950681;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;721,625484922433
1950683;1;2;1;80;2;1;3;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;63;581,750300090083
1950774;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;63;581,750300090083
1950774;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;63;581,750300090083
1950777;1;2;1;80;2;1;4;9;CAMBIO DE DOMICILIO;2; ;2; ; ; ; ;9;2;1;63;475,568941723996
1950778;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;633,742828249621
1950780;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;721,08070310367
1950780;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;721,08070310367
1950780;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;721,08070310367
1950780;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;721,08070310367
1950782;1;3;1;80;2;1;1;8; ;2; ;2; ; ; ; ;8;2;1;63;832,1490388966
1950783;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;9;2;1;63;513,384280860703
1950784;1;2;1;80;2;1;3;9;CAMBIO DE DOMICILIO;2; ;2; ; ; ; ;9;2;1;63;308,280342316009
1950784;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;308,280342316009
1950785;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;565,797630146757
1950785;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;565,797630146757
1950786;1;2;1;80;2;1;2;6; ;2; ;2; ; ;1; ;1;1;1;63;664,8699400283
1950787;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;444,13633009588
1950787;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;444,13633009588
1950789;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;327,637312911427
1950789;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;327,637312911427
1950792;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;545,404942024435
1950792;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;545,404942024435
1950796;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;475,568941723996
1950800;1;4;1;80;2;1;2;3; ;2; ;2; ; ; ; ;1;2;1;63;437,208820768526
1950800;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;437,208820768526
1950801;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;603,192148156947
1950801;1;3;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;63;603,192148156947
1950802;1;1;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;63;581,750300090083
1950802;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;1;2;1;63;581,750300090083
1950803;1;1;1;80;2;1;4;3; ;3; ;2; ; ; ; ;4;2;1;63;599,699419705478
1950803;1;3;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;63;599,699419705478
1950803;1;5;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;63;599,699419705478
1950803;1;9;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;63;599,699419705478
1950804;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;564,345147781861
1950804;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;564,345147781861
1950804;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;564,345147781861
1950805;1;2;1;80;2;2; ; ; ;2; ;2; ;1;1; ;9; ;1;63;475,568941723996
1950807;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;570,139825754836
1950807;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;570,139825754836
1950808;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;63;694,186037993614
1950808;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;694,186037993614
1950810;1;1;1;80;2;1;4;4; ;2; ;2; ; ;1; ;9;1;1;63;491,942432793839
1950811;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;63;581,750300090083
1950818;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;666,746591064795
1950823;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;689,343406137706
1950823;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;689,343406137706
1950824;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;707,230395662067
1950825;1;2;1;80;2;2; ; ; ;2; ;2; ;1;2; ;1; ;1;63;637,430493099481
1950827;1;2;1;80;2;2; ; ; ;2; ;2; ;1;2; ;1; ;1;63;621,100692675995
1950827;1;3;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;63;621,100692675995
1950827;1;5;1;80;2;2; ; ; ;2; ;2; ;1;1; ;8; ;1;63;621,100692675995
1950828;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;63;497,134095558529
1953419;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;23;1285,82715321861
1953434;1;2;1;80;2;1;2;4; ;2; ;2; ; ; ; ;4;2;1;23;2710,54764680194
1953435;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;2622,16975019545
1953436;1;1;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;23;2603,76263387059
1953437;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;2457,54307307866
1953437;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;2457,54307307866
1953438;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;2310,2668786434
1953440;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;23;2741,38220728008
1953440;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;2741,38220728008
1953441;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;23;3179,36760038296
1953441;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;3179,36760038296
1953444;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;3542,99606663196
1953444;1;3;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;23;3542,99606663196
1953445;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;1250,86033522953
1953447;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;1328,48117665943
1953463;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;2294,41226897304
1953463;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;2294,41226897304
1953465;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;23;2836,17337902477
