DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1950682;1;2;1;70;2;24;48;1; ;2;300;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;70;1;2;7020;63;664,8699400283
1950780;1;4;1;70;2;16;54;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;63;721,08070310367
1950788;1;2;1;70;2;24;45;3; ;2;960;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;95;1;2;9500;63;581,750300090083
1950789;1;4;1;70;2;18;48;3; ;2;22;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;63;327,637312911427
1950797;1;2;1;70;2;4;42;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;63;570,139825754836
1950828;1;2;1;70;2;6;48;4; ;2;2;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;55;54;95;1;1;9500;63;497,134095558529
1953434;1;3;1;70;2;8;40;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;230000;2;54;54;95;1;1;9500;23;2710,54764680194
1953436;1;2;1;70;2;8;40;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;23;2603,76263387059
1953439;1;1;1;70;2;12;40;3; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;56;93;1;1;9301;23;2724,47973894647
1953441;1;2;1;70;2;3;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;77;77;15;1;1;1511;23;3179,36760038296
1953445;1;2;1;70;2;26;48;3; ;2;28;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;23;1250,86033522953
1953447;1;2;1;70;2;6;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;23;1328,48117665943
1953465;1;5;1;70;2;2;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;58;45;52;1;1;5211;23;2836,17337902477
1953465;1;9;1;70;2;36;48;1; ;2;36;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;50;1;2;5051;23;2836,17337902477
1953465;1;10;1;70;2;3;60;1; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;60;60;01;1;1;0121;23;2836,17337902477
1953466;1;3;1;70;2;3;48;1; ;2;3;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;850000;2;58;58;70;1;1;7020;23;2679,65357511309
1953468;1;3;1;70;2;2;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;58;45;52;1;1;5241;23;3356,12816053723
1954651;1;4;1;70;2;4;45;8; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;63;799,946183651099
1954740;1;3;1;70;2;1;42;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;62;62;01;1;1;0140;70;843,780806766886
1960552;1;3;1;70;2;30;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;73;844,521374467769
1960555;1;2;1;70;2;6;40;4; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;45;52;1;1;5262;73;1539,88220705261
1960555;1;5;1;70;2;20;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;73;1539,88220705261
1960555;1;6;1;70;2;30;50;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;73;1539,88220705261
1960562;1;1;1;70;2;20;20;8; ;2;3;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0111;73;848,980583316627
1960562;1;4;1;70;2;18;50;1; ;2;50;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5522;73;848,980583316627
1960567;1;7;1;70;2;20;48;8; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;2; ;73;1640,37424607861
1960581;1;2;1;70;2;48;35;4; ;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5522;73;1235,41785842926
1960589;1;1;1;70;2;4;48;8; ;2;4;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;75000;2;62;62;01;1;1;0111;73;849,115831878895
1960589;1;2;1;70;2;20;60;4; ;2;20;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;45;52;1;2;5211;73;849,115831878895
1960592;1;2;1;70;2;2;48;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;1; ;73;1005,31173335118
1960596;1;3;1;70;2;4;48;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;39;39;55;1;1;5511;73;1061,32510342876
1960599;1;3;1;70;2;48;54;8; ;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;54;95;1;2;9500;73;1734,90921318062
1960607;1;3;1;70;2;8;66;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;73;1085,98866007009
1960641;1;2;1;70;2;48;40;3; ;2;96;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;73;963,292611766227
1973057;1;2;1;70;2;4;48;1; ;2;60;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;53;55;1;1;5521;13;1037,38109325313
1973057;1;3;1;70;2;8;48;1; ;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;11;1;1;1110;13;1037,38109325313
1973103;1;3;1;70;2;12;72;1; ;2;12;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6021;13;1271,88746604227
1973151;1;3;1;70;2;4;48;1; ;2;5;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;87;87;35;1;1;3511;13;1275,49497995494
1989176;1;3;1;70;2;40;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;2734,54445639249
1989205;1;5;1;70;2;4;48;8; ;2;4;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;05;2203,43305606399
1989238;1;1;1;70;2;4;24;8; ;2;4;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;62;62;01;1;1;0121;05;2973,33772560849
1989391;1;4;1;70;2;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;1340,17878609397
1989579;1;7;1;70;2;4;48;1; ;2;8;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6022;05;661,717439188636
1989989;1;2;1;70;2;3;48;3; ;2;24;3; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;25;886,244751480902
1989992;1;3;1;70;2;8;30;1; ;2;12;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;34;74;1;1;7499;25;1069,99194236386
1990011;1;1;1;70;2;24;48;1; ;2;28;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;62;01;1;2;0112;25;943,266503869656
1990037;1;6;1;70;2;16;40;3; ;2;288;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;20000;2;54;54;95;1;2;9500;25;5943,98014774103
1990041;1;1;1;70;2;28;72;1; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;3500;2;62;61;01;1;2;0117;25;3266,15829183057
1990041;1;7;1;70;2;16;70;1; ;2;16;1; ;8;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;93;36;1;2;3613;25;3266,15829183057
1990087;1;2;1;70;2;14;48;1; ;2;14;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;81;36;1;2;3611;25;923,338495491757
1990087;1;3;1;70;2;24;48;1; ;2;24;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;2;4552;25;923,338495491757
1990087;1;4;1;70;2;12;48;3; ;2;17;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;52;1;1;5233;25;923,338495491757
1990112;1;5;1;70;2;6;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;57; ; ;1;1; ;25;1087,31752509161
1990157;1;2;1;70;2;2;24;1; ;2;24;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;54;85;1;1;8532;25;1167,09052510076
1990163;1;2;1;70;2;48;60;1; ;2;48;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;2;5135;25;337,854795212952
1990166;1;3;1;70;2;24;48;1; ;2;2;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;20000;2;97;62;01;1;2;0117;25;655,398595315561
1990177;1;4;1;70;2;48;48;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;25;2899,06861659522
1990180;1;2;1;70;2;20;48;1; ;2;48;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;25;1891,98024400059
1990221;1;3;1;70;2;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;25;840,279788063116
1990226;1;2;1;70;2;8;48;1; ;2;52;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;01;1;1;0112;25;1240,01821784492
1990240;1;2;1;70;2;3;48;8; ;2;12;8; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0116;25;4192,64229784453
1990246;1;2;1;70;2;4;48;4; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0123;25;3747,93212675306
1990251;1;1;1;70;2;8;48;4; ;2;8;1; ;2;9;CARTA DE DESPLAZADOS; ; ; ; ; ; ; ; ;1; ;2; ;2;61;62;01;1;1;0130;25;2117,49863185775
1990252;1;2;1;70;2;4;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;32;74;1;1;7421;25;3416,74778856834
1990610;1;5;1;70;2;8;48;1; ;2;48;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;15;1138,78704933722
1990626;1;2;1;70;2;8;40;1; ;2;13;1; ;3;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;53;53;80;1;1;8012;15;1872,34296257977
1990632;1;1;1;70;2;16;20;8; ;2;18;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0117;15;1628,57047621149
1990646;1;3;1;70;2;5;48;8; ;2;6;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;62;62;01;1;1;0114;15;1633,23307214907
1990646;1;4;1;70;2;3;40;8; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;95;45;1;1;4521;15;1633,23307214907
1990647;1;1;1;70;2;12;20;8; ;2;13;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;15;1628,57047621149
1990702;1;2;1;70;2;4;48;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;15;1504,47588050355
1990715;1;1;1;70;2;3;48;1; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;53;53;01;1;1;0114;15;1521,99564852441
1990781;1;3;1;70;2;32;48;1; ;2;30;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;17;960,500972100946
1990800;1;2;1;70;2;16;48;1; ;2;20;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;40;52;1;2;5233;17;998,084252438949
1990802;1;2;1;70;2;24;48;1; ;2;20;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5521;17;768,063750853127
1990810;1;1;1;70;2;20;48;1; ;2;20;8; ;3;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;60;62;01;1;2;0111;17;985,062251690663
1990847;1;1;1;70;2;5;48;8; ;2;5;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;62;77;01;1;1;0114;17;1121,77419981756
1990903;1;1;1;70;2;1;50;8; ;2;1;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;62;62;01;1;1;0114;17;1538,45096522578
1990904;1;2;1;70;2;8;50;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;33;55;1;1;5522;17;678,03899586153
1990919;1;3;1;70;2;50;48;1; ;2;50;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5239;17;496,378466614178
1991158;1;2;1;70;2;8;40;4; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0123;18;255,055221129104
1991160;1;2;1;70;2;48;40;4; ;2;96;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;56;93;1;2;9301;18;382,861597332374
1991175;1;2;1;70;2;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;18;173,779920431392
1991175;1;5;1;70;2;20;48;1; ;2;48;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;40;53;55;1;2;5522;18;173,779920431392
1991176;1;2;1;70;2;8;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;61; ; ;1;1; ;18;327,479875008493
1991176;1;5;1;70;2;24;45;3; ;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;2;7493;18;327,479875008493
1991342;1;2;1;70;2;12;45;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;18;371,858863886
1991349;1;2;1;70;2;8;40;4; ;2;102;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;1;7493;18;173,779920431392
1991352;1;4;1;70;2;7;70;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;18;342,405287850156
1991390;1;2;1;70;2;7;52;3; ;2;23;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;18;296,113372506512
1991399;1;2;1;70;2;36;42;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;18;360,140339742658
1991403;1;1;1;70;2;16;46;3; ;2;18;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;18;265,782406760026
1991410;1;3;1;70;2;12;52;1; ;2;13;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;18;379,009261937794
1991432;1;1;1;70;2;20;48;1; ;2;20;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;60;60;01;1;2;0121;18;388,961043654565
1991449;1;2;1;70;2;9;48;4; ;2;12;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;62;01;1;1;0121;18;411,000381177849
1991457;1;2;1;70;2;4;40;3; ;2;20;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;18;427,075279576783
1991459;1;1;1;70;2;12;48;4; ;2;12;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;50;1;1;5020;18;470,573171124225
1991460;1;3;1;70;2;16;48;1; ;2;16;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;18;236,375275927039
1991460;1;4;1;70;2;24;48;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;18;236,375275927039
1991493;1;2;1;70;2;8;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;18;411,067884776769
1991496;1;2;1;70;2;24;42;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;51; ; ;1;2; ;18;256,904351615743
1991500;1;2;1;70;2;8;40;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;18;312,120767306526
1991504;1;3;1;70;2;12;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;18;290,013926184322
1991506;1;3;1;70;2;4;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;18;291,591691617822
1991507;1;3;1;70;2;24;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;18;291,545246414965
1991596;1;2;1;70;2;24;48;4; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;18;277,433427304447
1991598;1;2;1;70;2;12;45;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;18;265,782406760026
1991600;1;1;1;70;2;8;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;18;369,707584842549
1991608;1;3;1;70;2;32;48;4; ;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0140;18;266,706241673526
1991639;1;2;1;70;2;32;50;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;2; ;18;412,578146611349
1991641;1;2;1;70;2;48;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;18;365,759417563809
1991644;1;4;1;70;2;12;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;18;323,123500752901
1991650;1;2;1;70;2;96;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;18;324,701266186401
1991654;1;1;1;70;2;36;40;4; ;2;36;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;18;247,10246155796
1991658;1;1;1;70;2;4;60;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;340000;2;61;61;01;1;1;0140;18;380,669415431362
1991660;1;2;1;70;2;60;40;4; ;2;38;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;2;7493;18;367,33718299731
1991662;1;2;1;70;2;30;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;18;354,710238914578
1991675;1;2;1;70;2;8;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;18;1208,27353408994
1991680;1;1;1;70;2;24;48;4; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0123;18;1438,92882573356
1992044;1;2;1;70;2;12;48;1; ;2;48;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;19;1049,72798441468
1992059;1;2;1;70;2;2;52;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;56;93;1;1;9301;19;1080,19307266068
1992069;1;3;1;70;2;52;48;1; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;71;13;1;2;1320;19;1519,20330719641
1992078;1;2;1;70;2;20;52;2; ;2;46;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;54;95;1;2;9500;19;1605,28638175926
1992116;1;1;1;70;2;12;48;3; ;2;16;3; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;19;1099,85213886593
1992116;1;4;1;70;2;6;48;3; ;2;16;3; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;19;1099,85213886593
1992132;1;2;1;70;2;102;48;1; ;2;102;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4530;19;1856,02177785763
1992139;1;2;1;70;2;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;19;1049,72798441468
1992174;1;1;1;70;2;8;48;3; ;2;50;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;19;817,020193243342
1992224;1;2;1;70;2;25;40;2; ;2;12;4; ;1;8; ; ; ; ; ; ; ;1; ; ; ;2; ;2;53;61;01;1;2;0140;19;1211,21309104696
1992270;1;3;1;70;2;16;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;19;846,689989682413
