DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1992289;1;6;1;70;2;2;40;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;19;1424,59380949206
1992490;1;5;1;70;2;4;48;3; ;2;4;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;20;901,442276232876
1992512;1;1;1;70;2;5;48;4; ;2;6;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;50;1;1;5020;20;913,075355455859
1992515;1;3;1;70;2;4;48;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;1; ;20;865,065032562465
1992518;1;2;1;70;2;48;48;1; ;2;48;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;39;52;1;2;5229;20;793,686616067677
1992519;1;3;1;70;2;12;48;1; ;2;32;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;11;1;1;1110;20;854,758384927591
1992553;1;1;1;70;2;8;48;2; ;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;55;41;52;1;1;5225;20;974,702539799897
1992553;1;2;1;70;2;1;48;8; ;2;1;4; ;6;4; ; ; ; ; ; ; ; ; ;1; ;1;340000;2;62;61;01;1;1;0111;20;974,702539799897
1992645;1;2;1;70;2;104;24;4; ;2;364;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;2;7493;20;913,075355455859
1992668;1;2;1;70;2;12;40;4; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;56;54;95;1;1;9500;23;1622,19938188466
1992670;1;2;1;70;2;40;40;2; ;2;40;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;05;01;1;2;0115;23;1551,49005250852
1992678;1;2;1;70;2;12;40;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;23;1636,62089216652
1992680;1;4;1;70;2;12;40;1; ;2;12;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;75;1;1;7512;23;1837,45081606325
1992688;1;2;1;70;2;12;40;3; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;52;1;1;5211;23;1680,44182336475
1992688;1;3;1;70;2;24;48;2; ;2;24;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;2;7524;23;1680,44182336475
1992702;1;2;1;70;2;16;48;3; ;2;52;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;23;1505,04790239907
1992709;1;3;1;70;2;3;48;8; ;2;3;8; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0113;23;1614,59631299243
1992709;1;4;1;70;2;26;48;1; ;2;26;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;23;1614,59631299243
1992713;1;2;1;70;2;16;60;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;23;1526,26717071318
1992715;1;4;1;70;2;5;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;1; ;23;1647,06499195692
1992717;1;1;1;70;2;4;48;8; ;2;4;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0115;23;1519,46941268093
1992719;1;2;1;70;2;6;48;3; ;2;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;23;1120,73885115484
1992733;1;3;1;70;2;5;48;8; ;2;5;8; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0115;23;1614,03874142093
1992738;1;2;1;70;2;104;48;1; ;2;104;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;23;1540,226649352
1992741;1;2;1;70;2;5;40;4; ;2;52;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;23;1602,108741739
1992746;1;2;1;70;2;150;50;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;61; ; ;1;2; ;23;1593,03259424253
1992746;1;4;1;70;2;74;60;1; ;2;74;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;23;1593,03259424253
1992841;1;2;1;70;2;4;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;61; ; ;1;1; ;27;1713,82726764277
1992881;1;2;1;70;2;4;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;64; ; ;1;1; ;27;1860,94021305731
1993029;1;4;1;70;2;4;63;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;41;1224,56157806172
