DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2684033,1,2,1,70,73,8,48,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,21,45,52,1,1,5262,5,73,188.516.169.043.896
2684033,1,7,1,70,73,3,48,1,,2,4,4,,1,1,,,,,,,,,,1,,1,250000,2,39,45,52,1,1,5262,5,73,188.516.169.043.896
2684034,1,4,1,70,73,8,48,1,,2,120,1,,9,3,,,,,,,,,,1,,2,,2,59,59,85,1,1,8513,5,73,155.006.816.194.586
2684044,1,2,1,70,73,156,44,1,,2,156,3,,1,2,,,,,,,,,,1,,2,,2,79,54,95,1,2,9500,5,73,273.137.928.630.629
2684047,1,1,1,70,73,132,60,1,,2,48,2,,9,1,,,,,,,,,1,,ES PENSIONADO,2,,2,58,58,75,1,2,7524,5,73,225.336.555.695.058
2684048,1,2,1,70,73,12,50,1,,2,12,1,,3,1,,,,,,,,,1,,ES PENSIONADA POR SUSTITUCION,2,,2,45,53,55,1,1,5530,5,73,161.595.068.379.094
2684048,1,3,1,70,73,104,44,1,,2,104,1,,3,4,,,,,,,,,,1,,2,,2,34,32,51,1,2,5122,5,73,161.595.068.379.094
2684053,1,2,1,70,73,144,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,55,,,1,2,,5,73,264.136.121.979.028
2684055,1,3,1,70,73,8,48,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,21,44,80,1,1,8050,5,73,243.765.837.488.215
2684113,1,6,1,70,66,20,60,1,,2,20,1,,2,1,,,,,,,,,,1,,2,,2,53,53,55,1,2,5521,5,66,212.791.716.089.073
2684113,1,8,1,70,66,20,48,1,,2,20,1,,3,1,,,,,,,,,,1,,2,,2,53,45,52,1,2,5234,5,66,212.791.716.089.073
2684119,1,3,1,70,66,16,48,1,,2,20,1,,8,1,,,,,,,,,,1,,2,,2,95,62,1,1,2,111,5,66,320.507.327.056.923
2684125,1,3,1,70,66,16,48,1,,2,52,1,,4,1,,,,,,,,,,1,,2,,2,37,53,55,1,2,5521,5,66,214.063.126.891.736
2684125,1,4,1,70,66,4,48,1,,2,2,4,,1,1,,,,,,,,,,1,,1,100000,2,53,58,74,1,1,7492,5,66,214.063.126.891.736
2684125,1,5,1,70,66,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,5,66,214.063.126.891.736
2684130,1,5,1,70,66,36,14,1,,2,104,1,,6,1,,,,,,,,,,1,,2,,2,45,53,55,1,2,5521,5,66,274.158.779.888.069
2684134,1,2,1,70,66,3,48,1,,2,3,1,,2,1,,,,,,,,,,1,,1,450000,2,95,95,45,1,1,4521,5,66,285.552.509.632.811
2684136,3,1,3,70,66,4,70,1,,2,4,1,,4,1,,,,,,,,,,1,,2,,2,95,45,52,1,1,5221,5,66,27.391.380.993.667
2684143,1,2,1,70,54,4,40,4,,2,48,4,,1,4,,,,,,,,,,1,,2,,2,79,55,74,1,1,7493,5,54,400.797.942.136.107
2684148,1,1,1,70,54,4,48,1,,2,48,1,,2,1,,,,,,,,,,1,,2,,2,11,13,45,1,1,4521,5,54,389.070.182.946.075
2684148,1,2,1,70,54,20,36,1,,2,20,3,,1,1,,,,,,,,,,1,,2,,2,39,54,95,1,2,9500,5,54,389.070.182.946.075
2684151,1,1,1,70,54,120,36,8,,2,120,1,,5,8,,,,,,,,,,1,,2,,2,62,98,60,1,2,6042,5,54,465.777.834.981.722
2684175,1,3,1,70,68,104,48,1,,2,104,1,,8,1,,,,,,,,,,1,,2,,2,32,32,60,1,2,6042,5,68,519.999.356.175.458
2684185,1,2,1,70,52,25,25,1,,2,104,1,,3,7,,,,,,,,,,1,,2,,2,32,45,52,1,2,5235,5,52,210.959.387.048.226
2684211,1,1,1,70,11,1,60,1,,2,1,4,,1,1,,,,,,1,,,,,,1,450000,2,16,16,22,1,1,2213,5,11,210.578.514.543.871
2684259,1,2,1,70,5,8,48,4,,2,624,3,,1,2,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,5,5,718.677.576.984.257
2684263,1,2,1,70,5,26,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,5,5,796.114.014.015.314
2684264,1,2,1,70,5,12,48,1,,2,208,1,,3,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,5,5,854.736.527.451.575
2684267,1,2,1,70,5,6,48,1,,2,12,1,,3,1,,,,,,,,,,1,,1,300000,2,95,33,55,1,1,5529,5,5,8.587.415.079.258
2684268,1,1,1,70,5,24,50,1,,2,24,1,,2,1,,,,,,,,,,1,,1,400000,2,95,71,13,1,2,1320,5,5,101.568.672.558.375
2684269,1,4,1,70,5,8,60,1,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,95,95,45,1,1,4530,5,5,891.325.638.835.358
2684272,1,2,1,70,5,102,24,3,,2,180,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,5,5,969.197.238.404.051
2684285,1,3,1,70,5,28,24,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,97,59,52,1,2,5235,5,5,938.054.711.318.683
2684286,1,2,1,70,5,20,48,4,,2,104,4,,1,1,,,1,,,,,,,,,1,50000,2,84,3,72,1,2,7250,5,5,105.362.540.482.353
2684291,1,2,1,70,5,32,48,1,,2,32,1,,4,2,,,,,,,,,,1,,2,,2,19,19,85,1,2,8515,5,5,809.227.942.146.811
2684299,1,1,1,70,5,6,48,1,,2,6,1,,5,7,,,,,,,,,,1,,2,,2,32,32,51,1,1,5153,5,5,863.091.758.157.485
2684299,1,2,1,70,5,8,48,4,,2,40,1,,6,6,,,,,,,,,,1,,2,,2,16,45,51,1,1,5141,5,5,863.091.758.157.485
2684322,1,3,1,70,23,40,40,1,,2,104,1,,5,1,,,,,,,,,,1,,2,,2,59,45,52,1,2,5233,5,23,143.152.426.013.991
2684325,1,2,1,70,23,3,48,4,,2,8,1,,3,4,,,,,,,,,,1,,2,,2,98,95,45,1,1,4521,5,23,112.101.880.973.893
2684326,1,3,1,70,23,3,48,1,,2,12,1,,2,2,,,,,,,,,,1,,2,,2,33,32,74,1,1,7412,5,23,847.010.857.515.547
2684333,1,2,1,70,23,4,45,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,1,,5,23,107.159.967.708.969
2684349,1,2,1,70,23,16,48,1,,2,16,1,,3,1,,,,,,,,,,1,,2,,2,77,77,55,1,2,5529,5,23,137.383.838.444.422
2684350,1,1,1,70,23,12,48,1,,2,20,4,,1,2,,,,,,,,,,1,,2,,2,45,38,64,1,1,6421,5,23,186.050.938.234.564
2684350,1,3,1,70,23,12,48,1,,2,32,1,,2,4,,,,,,,,,,1,,2,,2,95,87,50,1,1,5020,5,23,186.050.938.234.564
2684352,1,1,1,70,66,52,48,1,,2,52,1,,3,2,,,,,,,,,,1,,2,,2,45,45,52,1,2,5231,5,66,296.634.098.546.037
2684353,1,3,1,70,66,20,48,1,,2,20,1,,5,4,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,5,66,314.349.377.651.843
2684358,1,2,1,70,66,3,48,1,,2,3,4,,1,1,,,,,,,,,,1,,1,100000,2,62,45,52,1,1,5262,5,66,250.957.938.397.534
2684362,1,2,1,70,66,104,48,1,,2,104,1,,9,7,,,,,,,,,,1,,2,,2,39,39,85,1,2,8511,5,66,280.783.127.725.964
2684370,1,2,1,70,66,24,24,1,,2,24,1,,3,2,,,,,,,,,,1,,2,,2,53,53,55,1,2,5521,5,66,316.858.169.748.123
2684371,2,1,2,70,66,8,20,1,,2,5,1,,3,1,,,,,,,,1,,,,2,,2,39,45,52,1,1,5233,5,66,315.804.786.571.367
2684374,1,4,1,70,66,24,48,1,,2,68,1,,8,1,,,,,,,,,,1,,2,,2,55,55,80,1,2,8045,5,66,275.711.776.295.702
2684375,1,1,1,70,66,8,48,1,,2,8,1,,2,5,,,,,,,,,,1,,2,,2,93,93,50,1,1,5020,5,66,289.538.282.881.944
