DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011;AREA
4296028;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1001,53650110647;05
4296029;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;05;859,860960342092;05
4296029;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;859,860960342092;05
4296029;1;3;1;50;1;1; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;05;859,860960342092;05
4296029;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;859,860960342092;05
4296029;1;5;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;859,860960342092;05
4296030;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1219,23236600287;05
4296030;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;04;1;05;1219,23236600287;05
4296031;1;1;1;50;1; ; ;3;6;ESTA DE VIAJE;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;798,181049126425;05
4296031;1;2;1;50;1; ; ;3;6;ESTA DE VIAJE;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;798,181049126425;05
4296031;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;798,181049126425;05
4296032;1;1;1;50;1; ; ;1;3; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;05;958,711050221948;05
4296032;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;958,711050221948;05
4296033;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1287,2802656971;05
4296033;1;2;1;50;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;05;1287,2802656971;05
4296034;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;682,231071336131;05
4296034;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;682,231071336131;05
4296034;1;3;1;50;1; ; ;3;6;VER TELEVISION;2;1; ; ; ; ; ; ; ; ; ; ;04;1;05;682,231071336131;05
4296034;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;682,231071336131;05
4296034;1;5;1;50;1; ; ;5;3; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;05;682,231071336131;05
4296034;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;682,231071336131;05
4296034;1;7;1;50;1; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;682,231071336131;05
4296035;1;1;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;657,994582073425;05
4296035;1;2;1;50;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;05;657,994582073425;05
4296035;1;3;1;50;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;05;657,994582073425;05
