DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1133873;1;1;1;70;2;13;40;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;52;1676,6689342119
1133873;1;3;1;70;2;104;40;1; ;2;26;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;85;1;2;8512;52;1676,6689342119
1133875;1;2;1;70;2;52;40;1; ;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8043;52;2345,42483911925
1133876;1;1;1;70;2;26;48;4; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0140;52;1361,8915733919
1133880;1;2;1;70;2;13;40;4; ;2;26;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;56;61;01;1;1;0140;52;1415,35999272289
1133881;1;3;1;70;2;52;40;1; ;2;256;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;74;1;2;7493;52;1776,01917185709
1133886;1;2;1;70;2;34;40;4; ;2;26;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0140;52;1721,52959424412
1133889;1;2;1;70;2;5;48;1; ;2;53;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;61;01;1;1;0140;52;1302,05402567327
1133899;1;1;1;70;2;13;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;61;61;01;1;1;0140;52;2859,38690207834
1133899;1;3;1;70;2;36;40;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;61;61;01;1;2;0140;52;2859,38690207834
1133900;1;1;1;70;2;8;40;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;61;61;01;1;1;0111;52;2641,88295092118
1133906;1;4;1;70;2;22;40;1; ;2;26;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;41;1;2;4100;52;1495,19592172574
1133910;1;1;1;70;2;104;40;1; ;2;156;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;41;1;2;4100;52;1819,18228189718
1133912;1;3;1;70;2;52;40;2; ;2;104;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;85;1;2;8513;52;2523,10798369113
1133915;1;3;1;70;2;52;40;2; ;2;52;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;2;7524;52;1392,09054173979
1133916;1;1;1;70;2;156;60;1; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;98;98;60;1;2;6031;52;1344,90450126219
1133917;1;1;1;70;2;52;40;1; ;2;13;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;52;1126,94065932743
1134665;1;2;1;70;2;1;24;4; ;2;96;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;55;1;1;5521;05;4578,22609275318
1134665;2;1;2;70;2;2;48;8; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;05;4578,22609275318
1134666;1;2;1;70;2;36;48;1; ;2;36;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;38;64;1;2;6421;05;7284,36192731832
1134718;1;3;1;70;2;6;48;1; ;2;6;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;01;1;1;0113;05;4379,1036293037
1134744;1;4;1;70;2;18;48;1; ;2;18;1; ;7;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;58;58;74;1;2;7492;05;1607,73593975029
1134745;1;1;1;70;2;7;48;1; ;2;7;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;3805,08160342822
1134748;1;1;1;70;2;8;48;1; ;2;8;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;62;92;1;1;9249;05;2518,48071326466
1134749;1;4;1;70;2;12;48;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;05;4016,11549158875
1134750;1;5;1;70;2;48;48;8; ;2;4;8; ;4;6; ; ; ; ; ; ; ; ; ;1; ;1;360000;2;62;62;01;1;2;0121;05;4203,8690450811
1134752;1;3;1;70;2;8;48;1; ;2;8;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;99;45;1;1;4530;05;5451,90913329045
1134753;1;3;1;70;2;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;3751,04063700776
1134770;1;1;1;70;2;12;48;1; ;2;12;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;1;32000;2;71;71;10;1;1;1010;05;2398,40516669844
1134796;1;1;1;70;2;14;48;1; ;2;14;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;87;87;51;1;2;5170;05;968,042195757886
1134799;1;2;1;70;2;12;48;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;1;5211;05;1140,95603669703
1134808;1;3;1;70;2;52;48;1; ;2;20;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;01;1;2;0121;05;3805,08160342822
1134810;1;3;1;70;2;8;48;3; ;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;01;1;1;0124;05;3817,07521715352
1134812;1;4;1;70;2;52;48;1; ;2;8;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;2;9500;05;1771,13797878967
1134828;1;2;1;70;2;48;48;1; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;53;10;1;2;1010;05;3244,97923005703
1135153;1;3;1;70;2;24;48;1; ;2;30;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5244;17;689,531560881046
1135159;1;1;1;70;2;3;50;8; ;2;3;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;380000;2;62;62;01;1;1;0111;17;549,22078500158
