DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;AREA;MES;DPTO;fex_c_2011
4273690;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1181,30532659453
4273690;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1181,30532659453
4273690;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1181,30532659453
4273691;1;1;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1113,52791498958
4273692;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1176,23025273442
4273692;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1176,23025273442
4273693;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1085,77610979049
4273693;1;2;1;90;2; ;1;10;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1085,77610979049
4273694;1;1;1;90;1;4;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1042,14248505207
4273694;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1042,14248505207
4273694;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1042,14248505207
4273694;1;4;1;90;2; ;1;3;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1042,14248505207
4273694;1;5;1;90;2; ;1;35;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1042,14248505207
4273694;1;9;1;90;2; ;1;20;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1042,14248505207
4273695;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;8;2; ;2; ;05;03;05;1002,0709660075
4273695;1;2;1;90;2; ;1;40;1;20;2; ;1;40;2; ;2; ;2; ;2; ;2; ;05;03;05;1002,0709660075
4273695;1;3;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1002,0709660075
4273695;1;4;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1002,0709660075
4273696;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;790,264601701451
4273696;1;2;1;90;2; ;1;14;2; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;05;03;05;790,264601701451
4273696;1;3;1;90;2; ;1;14;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;05;03;05;790,264601701451
4273697;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;927,668037865374
4273697;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;927,668037865374
4273697;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;927,668037865374
4273698;1;1;1;90;2; ;1;12;2; ;1;50;2; ;2; ;2; ;2; ;2; ;1;20;05;03;05;897,369849129821
4273698;1;3;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;897,369849129821
4273699;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1133,02678695506
4273699;1;2;1;90;2; ;1;33;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;05;03;05;1133,02678695506
4273699;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1133,02678695506
4273700;1;1;1;90;2; ;1;2;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1034,77328529374
4273700;1;2;1;90;2; ;1;20;2; ;1;40;2; ;2; ;2; ;2; ;2; ;1;3;05;03;05;1034,77328529374
4273701;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1008,56634456826
4273702;1;1;1;90;2; ;2; ;2; ;1;2;2; ;2; ;2; ;1;24;2; ;2; ;05;03;05;1013,53639850304
4273702;1;2;1;90;2; ;1;36;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1013,53639850304
4273702;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1013,53639850304
4273703;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;05;03;05;1196,7569871748
4273703;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1196,7569871748
4273703;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1196,7569871748
4273704;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;987,329457777555
4273704;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;987,329457777555
4273705;1;1;1;90;2; ;1;30;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;05;03;05;1016,79293438982
4273705;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1016,79293438982
4273705;1;3;1;90;2; ;1;8;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1016,79293438982
4273706;1;1;1;90;2; ;1;11;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;790,264601701451
4273706;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;790,264601701451
4273706;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;790,264601701451
4273707;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1016,79293438982
4273707;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1016,79293438982
4273707;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1016,79293438982
4273708;1;1;1;90;2; ;1;3;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1189,9169297327
4273708;1;2;1;90;2; ;1;48;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1189,9169297327
4273708;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1189,9169297327
4273708;1;4;1;90;2; ;1;3;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1189,9169297327
4273708;1;5;1;90;2; ;2; ;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1189,9169297327
4273709;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1134,05464942997
4273709;1;2;1;90;2; ;1;18;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1134,05464942997
4273710;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1029,09307900865
4273710;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1029,09307900865
4273711;1;1;1;90;2; ;1;13;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1044,54473958892
4273711;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;8;2; ;2; ;2; ;05;03;05;1044,54473958892
4273712;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1079,88028545126
4273712;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1079,88028545126
4273712;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1079,88028545126
4273712;1;4;1;90;2; ;1;27;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;6;05;03;05;1079,88028545126
4273713;1;1;1;90;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1160,77859215415
4273713;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1160,77859215415
4273714;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1148,47844753533
4273714;1;2;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1148,47844753533
4273714;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;1;10;2; ;2; ;2; ;05;03;05;1148,47844753533
4273715;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;996,266199949439
4273715;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;996,266199949439
4273717;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;912,601390601708
4273717;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;912,601390601708
4273717;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;912,601390601708
4273719;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1029,09307900865
4273719;1;2;1;90;2; ;1;6;2; ;2; ;1;20;2; ;1;8;2; ;2; ;2; ;05;03;05;1029,09307900865
4273720;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1002,78111835783
4273720;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1002,78111835783
4273721;1;1;1;90;2; ;1;8;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;985,784593303944
4273721;1;2;1;90;2; ;1;35;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;985,784593303944
4273721;1;3;1;90;2; ;1;5;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;985,784593303944
4273721;1;5;1;90;2; ;1;10;2; ;1;7;2; ;2; ;2; ;2; ;2; ;1;10;05;03;05;985,784593303944
4273722;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1077,37161864812
4273722;1;2;1;90;2; ;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1077,37161864812
4273723;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;05;03;05;1023,30785279821
4273723;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1023,30785279821
4273723;1;3;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1023,30785279821
4273724;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1056,84488420774
4273725;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1019,94445035127
4273725;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1019,94445035127
4273725;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1019,94445035127
4273725;1;4;1;90;2; ;1;8;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1019,94445035127
4273726;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1176,23025273442
4273726;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1176,23025273442
4273727;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;993,844376185941
4273727;1;2;1;90;2; ;1;10;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;993,844376185941
4273728;1;1;1;90;2; ;1;14;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;996,651213266043
4273728;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;996,651213266043
4273729;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;927,668037865374
4273729;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;927,668037865374
4273729;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;927,668037865374
4273730;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1015,08126297665
4273731;1;1;1;90;2; ;1;14;2; ;2; ;2; ;1;6;2; ;2; ;2; ;2; ;05;03;05;1008,56634456826
4273732;1;1;1;90;2; ;1;3;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1034,77328529374
4273732;1;2;1;90;2; ;1;18;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1034,77328529374
4273733;1;1;1;90;2; ;1;10;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;907,141303424992
4273733;1;2;1;90;2; ;1;12;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;907,141303424992
4273734;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;894,841158806169
4273734;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;894,841158806169
4273734;1;3;1;90;2; ;1;15;1;5;1;4;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;894,841158806169
4273735;1;1;1;90;2; ;1;2;2; ;1;14;2; ;2; ;2; ;1;5;2; ;2; ;05;03;05;930,196728189027
4273735;1;2;1;90;2; ;1;21;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;930,196728189027
4273736;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1016,79293438982
4273736;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1016,79293438982
4273736;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1016,79293438982
4273737;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1023,30785279821
4273737;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1023,30785279821
4273737;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1023,30785279821
4273738;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;939,968182484197
4273738;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;939,968182484197
4273739;1;1;1;90;2; ;1;14;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1134,05464942997
4273739;1;2;1;90;2; ;1;12;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1134,05464942997
4273740;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1024,01800514853
4273741;1;1;1;90;2; ;1;10;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;05;03;05;704,669914563504
4273741;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;704,669914563504
4273741;1;3;1;90;2; ;1;5;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;704,669914563504
4273741;1;5;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;704,669914563504
4273741;1;6;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;704,669914563504
4273741;1;7;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;704,669914563504
4273742;1;1;1;90;2; ;1;2;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1134,05464942997
4273742;1;2;1;90;2; ;1;20;2; ;1;19;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1134,05464942997
4273743;1;1;1;90;2; ;2; ;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1029,47809232525
4273743;1;2;1;90;2; ;1;7;2; ;1;84;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1029,47809232525
4273744;1;1;1;90;2; ;1;2;2; ;1;7;2; ;2; ;2; ;2; ;2; ;1;5;05;03;05;989,426142507332
4273744;1;2;1;90;2; ;1;8;2; ;1;21;2; ;2; ;2; ;2; ;2; ;1;3;05;03;05;989,426142507332
4273744;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;989,426142507332
4273744;1;5;1;90;2; ;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;989,426142507332
4273745;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2017,13268913652
4273746;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2321,5571843083
4273746;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2321,5571843083
4273747;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1113,52791498958
4273748;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2362,61065318907
4273748;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2362,61065318907
4273748;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2362,61065318907
4273749;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2017,13268913652
4273750;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1783,37928568944
4273750;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1783,37928568944
4273751;1;1;1;90;2; ;2; ;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;03;05;2155,04635311374
4273751;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2155,04635311374
4273751;1;3;1;90;2; ;1;30;2; ;2; ;1;18;2; ;2; ;2; ;2; ;2; ;05;03;05;2155,04635311374
4273751;1;4;1;90;2; ;1;36;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;03;05;2155,04635311374
4273751;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2155,04635311374
4273752;1;1;1;90;2; ;1;4;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1025,00183099857
4273752;1;2;1;90;2; ;1;35;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1025,00183099857
4273753;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2338,01036395142
4273753;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2338,01036395142
4273753;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2338,01036395142
4273753;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2338,01036395142
4273754;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2086,38347616057
4273754;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2086,38347616057
4273754;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2086,38347616057
4273754;1;4;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2086,38347616057
4273754;1;5;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2086,38347616057
4273755;1;1;1;90;2; ;1;7;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;927,668037865374
4273755;1;2;1;90;2; ;1;21;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;927,668037865374
4273755;1;3;1;90;2; ;1;3;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;927,668037865374
4273756;1;1;1;90;2; ;1;5;2; ;1;10;2; ;2; ;1;2;2; ;2; ;2; ;05;03;05;1002,78111835783
4273756;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1002,78111835783
4273757;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1056,84488420774
4273758;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;2377,06079470649
4273759;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;05;03;05;1077,37161864812
4273759;1;2;1;90;2; ;1;20;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;05;03;05;1077,37161864812
4273760;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1134,05464942997
4273760;1;2;1;90;2; ;1;21;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1134,05464942997
4273761;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;03;05;1008,56634456826
4273762;1;1;1;90;2; ;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;597,499905412309
4273762;1;2;1;90;2; ;1;10;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;597,499905412309
4273762;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;08;03;08;597,499905412309
4273763;1;1;1;90;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ;08;03;08;736,464501046822
4273763;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;736,464501046822
4273763;1;3;1;90;2; ;1;10;2; ;1;10;1;10;2; ;2; ;2; ;2; ;2; ;08;03;08;736,464501046822
4273763;1;4;1;90;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;736,464501046822
4273764;1;1;1;90;2; ;1;21;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;640,487717673533
4273764;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;640,487717673533
4273765;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;540,650795635877
4273765;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;540,650795635877
4273766;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;644,366420091586
4273766;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;644,366420091586
4273766;1;3;1;90;2; ;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;644,366420091586
4273766;1;4;1;90;2; ;1;14;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;644,366420091586
4273767;1;1;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;542,787267900552
4273767;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;542,787267900552
4273768;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;542,537176301052
4273769;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;08;03;08;621,026840846639
