DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4289183;1;2;1;10;2;2;5;1962;54;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;1193,68300226194
4289183;1;3;1;10;2;1;9;2010;6;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;03;19;1193,68300226194
4289186;1;1;1;10;1;2;6;1971;45;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;1355,28607109103
4289186;1;2;1;10;2;2;7;1999;17;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;03;19;1355,28607109103
4289186;1;3;1;10;3;2;4;1989;27;3;4;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;03;19;1355,28607109103
4289186;1;4;1;10;3;2;12;2007;9;4; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;03;19;1355,28607109103
4289186;1;5;1;10;3;2;1;2015;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;1355,28607109103
4289186;1;6;1;10;6;1;9;1991;25;3;2;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;03;19;1355,28607109103
4289186;1;7;1;10;7;2;12;1991;25;5;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;03;19;1355,28607109103
4289186;1;8;1;10;6;1;2;2012;5;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;03;19;1355,28607109103
4289187;1;1;1;10;1;1;2;1958;59;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;03;19;1219,24323679122
4289187;1;2;1;10;2;2;4;1967;49;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;03;19;1219,24323679122
4289188;1;1;1;10;1;1;4;1971;45;1;6;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;03;19;1450,68058584981
4289189;1;1;1;10;1;1;4;1992;24;1;2;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;03;19;984,256843028752
4289189;1;2;1;10;1;2;8;1995;21;2;2;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;03;19;984,256843028752
4289189;1;3;1;10;1;1;9;2011;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;03;19;984,256843028752
4289190;1;1;1;10;1;2;10;1964;52;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;765,903781966292
4289190;1;2;1;10;2;2;6;1986;30;3;5;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;03;19;765,903781966292
4289190;1;3;1;10;2;1;11;2004;12;4;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;03;19;765,903781966292
4289191;1;1;1;10;1;1;1;1984;33;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;03;19;1227,16438348825
4289191;1;2;1;10;1;2;1;1983;34;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;1227,16438348825
4289191;1;3;1;10;2;1;5;2005;11;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;03;19;1227,16438348825
4289193;1;1;1;10;1;1;2;1993;24;1;2;1; ; ;1;1;91500;2;1;2; ;5;11;2; ;2;11;03;19;1205,4941267723
4289193;1;2;1;10;2;2;7;1995;21;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1205,4941267723
4289193;1;3;1;10;3;1;4;2000;16;5;6;1; ; ;3; ; ;2;1;1;2;4;8; ; ;2;8;03;19;1205,4941267723
4289193;1;4;1;10;1;1;10;1932;84;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;1205,4941267723
4289194;1;1;1;10;1;2;5;1956;60;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;658,690395884463
4289194;1;2;1;10;1;1; ; ;13;4;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;03;19;658,690395884463
4289194;1;3;1;10;1;2;6;2004;12;4;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;03;19;658,690395884463
4289195;1;1;1;10;1;2;3;1991;26;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;963,859749798572
4289195;1;2;1;10;1;1;11;2012;4;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;03;19;963,859749798572
4289196;1;1;1;10;2;1;3;1967;49;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;966,096946941701
4289196;1;2;1;10;2;2;6;1971;45;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;966,096946941701
4289196;1;3;1;10;2;2;12;1999;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;03;19;966,096946941701
4289196;1;4;1;10;4;2;9;1993;23;3;4;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;966,096946941701
4289196;1;5;1;10;4;1;9;2015;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;966,096946941701
4289197;1;1;1;10;1;1;4;1981;35;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;03;19;1417,47485944542
4289197;1;2;1;10;2;2;3;1985;32;2;2;1; ; ;3; ; ;2;1;2; ;6;2;2;2;2;13;03;19;1417,47485944542
4289197;1;3;1;10;2;2;4;2006;10;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;03;19;1417,47485944542
4289197;1;4;1;10;2;1;3;2009;8;3; ;1; ; ;3; ; ;1;1;1;1;3;2; ; ;2;2;03;19;1417,47485944542
4289197;1;5;1;10;2;2;8;2011;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;03;19;1417,47485944542
4289198;1;1;1;10;1;1;4;1956;60;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;03;19;1194,55045400643
4289198;1;2;1;10;2;2;3;1957;60;2;3;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;03;19;1194,55045400643
4289198;1;3;1;10;3;1;3;1990;26;3;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;03;19;1194,55045400643
4289198;1;4;1;10;4;2;3;2002;15;5;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;03;19;1194,55045400643
4289199;1;1;1;10;1;1;12;1955;61;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;664,99744598627
4289199;1;2;1;10;2;2;9;1959;57;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;664,99744598627
4289199;1;3;1;10;3;2;4;1988;28;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;664,99744598627
4289199;1;4;1;10;1;1;9;1994;22;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;03;19;664,99744598627
4289199;1;5;1;10;3;2;10;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;03;19;664,99744598627
4289199;1;6;1;10;3;1;3;2003;14;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;03;19;664,99744598627
4289200;1;1;1;10;1;1;4;1971;45;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1100,92364957489
4289200;1;2;1;10;2;2;7;1975;41;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1100,92364957489
4289200;1;3;1;10;3;2;2;1999;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1100,92364957489
4289200;1;4;1;10;1;1;9;2009;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;03;19;1100,92364957489
4289201;1;1;1;10;1;1;1;1981;36;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1126,48388410417
4289201;1;2;1;10;2;2;8;1983;33;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;03;19;1126,48388410417
4289201;1;3;1;10;3;2;12;2002;14;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;03;19;1126,48388410417
4289202;1;1;1;10;1;1;3;1983;34;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;1464,47951409472
4289202;1;2;1;10;2;2;7;1986;30;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1464,47951409472
4289202;1;3;1;10;2;1;9;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;03;19;1464,47951409472
4289202;1;4;1;10;2;2;8;2015;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;1464,47951409472
4289202;2;1;2;10;1;2;6;1939;77;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;1464,47951409472
4289202;2;2;2;10;2;1;9;1965;51;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;03;19;1464,47951409472
4289203;1;1;1;10;1;2; ; ;57;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;939,166967013779
4289203;1;2;1;10;2;1;12;1989;27;3;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;939,166967013779
4289203;1;3;1;10;2;2; ; ;22;5;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;939,166967013779
4289203;1;4;1;10;2;1; ; ;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;939,166967013779
4289205;1;1;1;10;1;1;1;1971;46;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;03;19;1092,33768085507
4289205;1;2;1;10;2;2;8;1975;41;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;1092,33768085507
4289205;1;3;1;10;2;2; ; ;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1092,33768085507
4289205;1;4;1;10;2;1;11;2002;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;03;19;1092,33768085507
4289207;1;1;1;10;1;1;7;1967;49;1;2;1; ; ;1;2;98;2;1;2; ;5;11;2; ;2;11;03;19;2070,52253236832
4289207;1;2;1;10;2;1;1;1972;45;5;4;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;2070,52253236832
4289207;1;3;1;10;3;2;2;1979;38;5;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;2070,52253236832
4289207;1;4;1;10;4;1;10;1983;33;5;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;2070,52253236832
4289207;1;5;1;10;4;1;8;2008;8;5; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;03;19;2070,52253236832
4289207;1;6;1;10;4;2;12;2010;6;5; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;03;19;2070,52253236832
4289207;1;7;1;10;4;1;10;2015;1;5; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;2070,52253236832
4289208;1;1;1;10;1;2;12;1943;73;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;589,394991720157
4289208;1;2;1;10;2;2;9;1969;47;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;03;19;589,394991720157
4289208;1;3;1;10;2;1;8;2002;14;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;03;19;589,394991720157
4289208;1;4;1;10;2;2;12;2005;11;4;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;03;19;589,394991720157
4289209;1;1;1;10;1;1;5;1957;59;1;3;1; ; ;2;1;98;2;1;2; ;5;11;2; ;2;11;03;19;881,297425026654
4289209;1;2;1;10;2;2;3;1966;51;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;881,297425026654
4289209;1;3;1;10;3;2;9;1996;20;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;881,297425026654
4289209;1;4;1;10;2;1;11;2001;15;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;03;19;881,297425026654
4289209;1;5;1;10;2;1;8;2003;13;3;6;1; ; ;2;5; ;2;1;1;1;4;7; ; ;2;7;03;19;881,297425026654
4289209;1;6;1;10;2;2;11;2005;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;03;19;881,297425026654
4289210;1;1;1;10;1;1;8;1955;61;1;5;1; ; ;3; ; ;2;1;1;2;3;3; ; ;2;3;03;19;1680,50383831318
4289210;1;2;1;10;2;1;7;1984;32;9;3;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;03;19;1680,50383831318
4289211;1;1;1;10;1;1;11;1954;62;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;03;19;868,116555117651
4289211;1;2;1;10;2;2;5;1954;62;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;03;19;868,116555117651
4289211;1;3;1;10;2;2;9;1979;37;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;868,116555117651
4289212;1;1;1;10;1;1;11;1970;46;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1058,19147760597
4289212;1;2;1;10;2;2;12;1976;40;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1058,19147760597
4289212;1;3;1;10;3;1;4;1997;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1058,19147760597
4289212;1;4;1;10;1;1;11;2000;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;03;19;1058,19147760597
4289212;1;5;1;10;1;2;12;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;03;19;1058,19147760597
4289213;1;1;1;10;1;1;7;1991;25;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;03;19;1868,85277194914
4289213;1;2;1;10;2;2;2;1987;30;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1868,85277194914
4289213;1;3;1;10;2;2;4;2009;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;03;19;1868,85277194914
4289213;1;4;1;10;2;2;9;2014;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;1868,85277194914
4289213;1;5;1;10;2;1;3;2015;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;1868,85277194914
4289214;1;1;1;10;1;1;8;1961;55;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;03;19;1057,48655423011
4289214;1;2;1;10;2;2;10;1958;58;2;3;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;03;19;1057,48655423011
4289215;1;1;1;10;1;2;10;1953;63;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;589,394991720157
4289215;1;2;1;10;2;2;9;1973;43;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;589,394991720157
4289215;1;3;1;10;2;1;5;1999;17;4;6;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;03;19;589,394991720157
4289215;1;4;1;10;2;2;7;2002;14;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;03;19;589,394991720157
4289215;1;5;1;10;2;2;1;2007;10;4;6;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;03;19;589,394991720157
4289215;1;6;1;10;6;2;12;1981;35;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;589,394991720157
4289215;1;7;1;10;6;2;5;2013;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;589,394991720157
4289215;1;8;1;10;8;2;6;1987;29;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;589,394991720157
4289215;1;9;1;10;9;1;1;1990;27;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;589,394991720157
4289216;1;1;1;10;1;1;9;1989;27;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1552,30156207861
4289216;1;2;1;10;2;2;3;1989;28;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1552,30156207861
4289216;1;3;1;10;1;1;3;2010;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;03;19;1552,30156207861
4289216;1;4;1;10;1;2;6;2011;5;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;03;19;1552,30156207861
4289217;1;1;1;10;1;2;11;1970;46;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;1524,44709858706
4289217;1;2;1;10;1;1; ; ;17;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;03;19;1524,44709858706
4289217;1;3;1;10;1;2;1;2002;15;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;03;19;1524,44709858706
4289217;1;4;1;10;1;1;5;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;03;19;1524,44709858706
4289217;1;5;1;10;1;1;9;2008;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;03;19;1524,44709858706
4289217;1;6;1;10;1;2;5;2011;5;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;03;19;1524,44709858706
4289217;1;7;1;10;1;2;9;2015;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;1524,44709858706
4289217;1;8;1;10;8;2;10;1996;20;5;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;03;19;1524,44709858706
4289217;1;9;1;10;8;2;10;2011;5;4; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;03;19;1524,44709858706
4289217;1;10;1;10;8;1;9;2014;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;1524,44709858706
4289217;1;11;1;10;8;1;3;2017;0;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ;03;19;1524,44709858706
4289218;1;1;1;10;1;2;5;1937;79;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;827,663301766746
4289219;1;1;1;10;1;2;12;1930;86;1;5;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;03;19;827,663301766746
4289220;1;1;1;10;1;1;10;1977;39;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1066,77744632579
4289220;1;2;1;10;2;2;12;1974;42;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1066,77744632579
4289220;1;3;1;10;3;2;1;1999;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1066,77744632579
4289220;1;4;1;10;2;1;10;2000;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;03;19;1066,77744632579
4289220;1;5;1;10;2;1;1;2008;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;03;19;1066,77744632579
4289221;1;1;1;10;1;2;2;1982;35;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;929,713546549474
4289221;1;2;1;10;1;1;12;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;03;19;929,713546549474
4289221;1;3;1;10;1;1;6;2007;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;03;19;929,713546549474
4289222;1;1;1;10;1;1;9;1979;37;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;03;19;1374,74268747651
4289222;1;2;1;10;2;2;3;1984;33;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1374,74268747651
4289222;1;3;1;10;2;1;9;2002;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;03;19;1374,74268747651
4289222;1;4;1;10;2;1;6;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;03;19;1374,74268747651
4289222;1;5;1;10;2;2;6;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;03;19;1374,74268747651
4289222;1;6;1;10;2;2;11;2013;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;1374,74268747651
4289223;1;1;1;10;2;1; ; ;40;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;1092,33768085507
4289223;1;2;1;10;2;2;12;1967;49;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;1092,33768085507
4289223;1;3;1;10;2;2;7;2002;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;03;19;1092,33768085507
4289223;1;4;1;10;2;1;5;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;03;19;1092,33768085507
4289224;1;1;1;10;1;1;12;1946;70;1;6;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;03;19;1408,61323590368
4289225;1;1;1;10;1;1;1;1956;61;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;03;19;844,793517731499
4289225;1;2;1;10;2;2;5;1957;59;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;844,793517731499
4289225;1;3;1;10;3;1;12;1985;31;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;844,793517731499
4289225;1;4;1;10;2;2;6;1994;22;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;844,793517731499
4289225;1;5;1;10;2;2;12;1981;35;3;4;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;03;19;844,793517731499
4289225;1;6;1;10;5;2;6;2002;14;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;03;19;844,793517731499
4289225;1;7;1;10;5;1;12;2015;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;844,793517731499
4289226;1;1;1;10;1;1;7;1967;49;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1100,92364957489
4289226;1;2;1;10;2;2;9;1975;41;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;1100,92364957489
4289226;1;3;1;10;3;2;5;1997;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1100,92364957489
4289226;1;4;1;10;3;1;9;2016;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;1100,92364957489
4289227;1;1;1;10;1;1;10;1954;62;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;868,116555117651
4289227;1;2;1;10;2;2;12;1941;75;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;868,116555117651
4289227;1;3;1;10;3;2;5;1981;35;3;6;1; ; ;1;3;98;2;1;2; ;5;11;2; ;2;11;03;19;868,116555117651
4289228;1;1;1;10;1;2;11;1941;75;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;589,394991720157
4289228;1;2;1;10;2;2;4;1972;44;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;03;19;589,394991720157
4289228;1;3;1;10;3;1;4;1997;19;4;6;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;03;19;589,394991720157
4289228;1;4;1;10;2;1;6;2000;16;4;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;03;19;589,394991720157
4289230;1;1;1;10;1;1; ; ;48;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;03;19;1227,16438348825
4289230;1;2;1;10;2;2;7;1970;46;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1227,16438348825
4289230;1;3;1;10;2;1;7;1997;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1227,16438348825
4289231;1;1;1;10;1;1;5;1946;70;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;03;19;1680,50383831318
4289231;1;2;1;10;2;1;11;1971;45;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1680,50383831318
4289232;1;1;1;10;1;1;7;1941;75;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;03;19;1408,61323590368
4289233;1;1;1;10;1;1;8;1981;35;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;1860,26680322933
4289233;1;2;1;10;2;2;1;1988;29;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1860,26680322933
4289233;1;3;1;10;2;1;1;2006;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;03;19;1860,26680322933
4289233;1;4;1;10;2;2;5;2010;6;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;03;19;1860,26680322933
4289233;1;5;1;10;2;2;11;2015;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;1860,26680322933
4289241;1;1;1;10;1;1;1;1955;62;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;03;19;1057,48655423011
4289241;1;2;1;10;2;2;3;1961;56;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;1057,48655423011
4289247;1;1;1;10;1;2;10;1991;25;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1305,97119419839
4289247;1;2;1;10;1;2;7;2008;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;03;19;1305,97119419839
4289248;1;1;1;10;1;1;8;1955;61;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;03;19;1016,12412765984
4289248;1;2;1;10;2;2;3;1968;49;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1016,12412765984
4289248;1;3;1;10;3;1;5;1992;24;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;1016,12412765984
4289248;1;4;1;10;4;1;5;1997;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;1016,12412765984
4289248;1;5;1;10;2;2;2;2000;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;03;19;1016,12412765984
4289249;1;1;1;10;1;1;6;1948;68;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;03;19;981,857417507813
4289249;1;2;1;10;2;2;3;1947;70;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;03;19;981,857417507813
4289249;1;3;1;10;3;1;1;1974;43;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;03;19;981,857417507813
4289249;1;4;1;10;4;2;8;1979;37;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;03;19;981,857417507813
4289249;1;5;1;10;5;2;8;1997;19;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;981,857417507813
4289249;1;6;1;10;5;1;7;2014;2;5; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;03;19;981,857417507813
4289249;1;7;1;10;6;2;2;2000;17;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;03;19;981,857417507813
