Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
341050;2;2;70;8;42;3; ;1;1;2;24;1; ;4;2;5; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;2;54;53;5521;55;27;637,742389669845
341087;2;2;70;8;50;3; ;1;1;2;33;1; ;4;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;480000;2;54;99;5155;51;27;730,977164724635
341220;2;4;70;6;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;54;440,690521562841
341309;2;2;70;13;20;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;54;438,850004375424
341309;2;3;70;4;40;1; ;1;1;2;4;8; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;2;45;62;0111;01;54;438,850004375424
341348;2;4;70;2;55;1; ;2;2;2;2;1; ;4;2;7; ;9;SISBEN;2;2; ; ; ; ; ; ; ; ; ;1; ;1;70000;1;980000;2;62;62;0111;01;54;587,731541854448
341375;2;3;70;6;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;98; ; ; ;63;1073,8914338318
341407;2;3;70;4;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;97; ; ; ;63;853,931658159033
341439;2;2;70;5;35;3; ;1;1;2;19;3; ;1;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;2;54;54;9500;95;63;1237,0995346535
341576;2;4;70;4;48;4; ;1;1;2;8;4; ;1;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;180000;2;62;62;0140;01;70;550,788113162814
341639;2;3;70;20;56;1; ;1;1;2;96;1; ;5;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;39;62;0115;01;70;516,074704982477
341639;2;4;70;47;56;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;39; ; ; ;70;516,074704982477
341660;2;3;70;6;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;39; ; ; ;70;470,587436658613
341675;2;2;70;16;48;1; ;1;1;2;16;1; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;650000;2;39;44;6421;64;70;446,34001085307
341737;2;3;70;20;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;70;472,670739047284
341776;2;2;70;4;48;3; ;1;1;2;204;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;70;312,59945123693
341828;2;2;70;12;48;1; ;1;1;2;12;4; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1400000;2;97;95;4521;45;70;417,77620895508
341836;2;3;70;20;60;4; ;1;1;2;96;4; ;1;2;3; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;41;93;4552;45;70;595,491116512582
341838;2;3;70;28;50;1; ;1;1;2;35;1; ;5;2;4; ;7; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;45;45;5234;52;70;605,305354476623
341844;2;4;70;20;30;3; ;1;1;2;30;3; ;1;2;3; ;7; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1;2000000;2;54;54;9500;95;70;476,514353612486
342666;2;2;70;3;48;1; ;1;1;2;3;1; ;8;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;433700;1;5258800;2;45;45;0122;01;05;681,132598988998
342672;2;1;70;3;48;4; ;1;1;2;3;4; ;1;2;7; ;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;1;150000;1;6600000;2;93;93;4552;45;05;1289,17960251831
342672;2;3;70;5;48;1; ;1;1;2;2;4; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;450000;1;1320000;2;99;45;5155;51;05;1289,17960251831
342775;2;1;70;36;48;1; ;1;1;2;36;1; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;58;45;5211;52;05;2709,38781106557
342776;2;3;70;52;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;71; ; ; ;05;3099,50697275097
342790;2;3;70;24;20;1; ;1;1;2;24;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ;1; ;E;2; ;2; ;2;60;45;5221;52;05;5949,4640076028
343187;2;3;70;24;70;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;63;957,145491224905
343193;2;2;70;48;40;1; ;1;1;2;96;3; ;2;2;4; ;7; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;54;9500;95;63;535,242152886575
344974;2;1;70;36;48;4; ;1;1;2;156;4; ;1;2;12;TIENE SEGURIDAD SOCIAL POR SU PENSION;9;ESTA AFILIADO AL RE;2;11;YA ES PENSIONADO; ; ; ; ; ; ; ;1; ;Y;2; ;2; ;2;98;98;6021;60;47;1371,19158597748
344995;2;4;70;4;48;3; ;2;1;2;18;8; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;2;54;62;0111;01;68;1994,6045333983
345018;2;3;70;96;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;39; ; ; ;68;1169,58531336797
345028;2;1;70;6;48;8; ;1;1;2;6;8; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0114;01;68;1237,14748045604
345099;2;4;70;4;48;3; ;1;1;2;5;3; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;480000;2;62;62;9500;95;23;1089,41722286805
345102;2;2;70;8;56;1; ;1;1;2;8;1; ;4;2;8; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;2;62;62;0117;01;23;1614,68060698665
