DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4663685;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;1044,63544522733
4663686;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;1490,29921311433
4663688;1;3;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;600000;2;1;07;23;1215,76702563267
4663688;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;1215,76702563267
4663689;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;2474,23432595767
4663689;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;23;2474,23432595767
4663690;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;23;1924,67006480455
4663691;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;23;1421,74362661236
4663691;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;1421,74362661236
4663691;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;1421,74362661236
4663691;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;1421,74362661236
4663691;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;23;1421,74362661236
4663692;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;23;1106,24963772366
4670977;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;23;5201,17513623836
4670978;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;1;07;23;4952,53018213165
4670978;1;5;1;80; ;2;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;200000;2;1;07;23;4952,53018213165
4670979;1;1;1;80; ;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;23;6243,01906887935
4670981;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;23;8289,98656036995
4670982;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;4835,88316196158
4670983;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;6107,62415875054
4670983;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;07;23;6107,62415875054
4670985;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;3348,35266584008
4670986;1;2;1;80; ;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;23;2884,14231009096
4670989;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;3348,35266584008
4670990;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;23;6075,26452023303
4670990;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;23;6075,26452023303
4671076;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;63;1717,81873675397
4671076;1;2;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;63;1717,81873675397
