DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4658798;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;68;1821,74876678606
4658799;1;3;1;80; ;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;68;1836,87171037054
4658800;1;4;1;80; ;1;1;4;8; ;1; ;4;9; ;2; ;2; ;1;40;781242;2;1;07;68;1083,97672105339
4658800;1;5;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;68;1083,97672105339
4658801;1;1;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;68;2153,57502207123
4658801;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;68;2153,57502207123
4658802;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;68;1345,64855872705
4658803;1;1;1;80; ;1;1;4;5; ;1; ;2;1; ;3; ;2; ; ; ; ;3;1;07;68;1083,97672105339
4658803;1;2;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;68;1083,97672105339
4658803;1;3;1;80; ;1;1;1;8; ;2; ; ;2; ;1; ;2; ;1;24;781242;2;1;07;68;1083,97672105339
4658803;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;28;781242;2;1;07;68;1083,97672105339
4658804;1;1;1;80; ;1;1;3;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;07;68;3947,8409584348
4658805;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;68;2137,7842852423
4658805;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;68;2137,7842852423
4658805;1;5;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;68;2137,7842852423
4658806;1;2;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;68;2600,36404190777
4658807;1;2;1;80; ;1;2; ; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;07;68;1410,08856586013
4658808;1;1;1;80; ;1;1;4;5; ;1; ;3;10; ;3; ;2; ;1;48;781242;3;1;07;68;1292,97831299321
4658808;1;2;1;80; ;1;1;1;9;CAMBIO DE RESIDENCIA;2; ; ;9; ;2; ;2; ;1;40;781242;2;1;07;68;1292,97831299321
4658808;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;68;1292,97831299321
4658808;1;5;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;781242;2;1;07;68;1292,97831299321
4658809;1;5;1;80; ;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;48;781242;2;1;07;68;3763,84846103239
4658810;1;2;1;80; ;1;2; ; ; ; ;1;1;9; ;2; ;2; ;1;30;781242;2;1;07;68;1726,79187756081
4658811;1;6;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;68;2577,29881015389
4658813;1;1;1;80; ;1;2; ; ; ; ;1;1;1; ;2; ;2; ;1;24;781242;2;1;07;68;2185,19971866946
4658814;1;1;1;80; ;1;1;4;3; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;1;07;68;2724,63211935548
4658814;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;68;2724,63211935548
4658815;1;1;1;80; ;1;1;4;4; ;2; ; ;9; ;2; ;2; ;1;24;781242;2;1;07;68;1686,48036924425
4658816;1;1;1;80; ;1;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;07;68;2369,07416357503
4658816;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;68;2369,07416357503
4658817;1;2;1;80; ;1;1;4;3; ;2; ; ;5; ;2; ;2; ; ; ; ;2;1;07;68;2668,52987420999
4658818;1;2;1;80; ;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;48;781242;2;1;07;68;2573,57298498474
4658819;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;07;68;2205,95011754452
4658819;1;4;1;80; ;1;1;1;7; ;2; ; ;8; ;2; ;2; ;1;42;781242;2;1;07;68;2205,95011754452
4658820;1;2;1;80; ;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;68;2369,07416357503
4658820;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;68;2369,07416357503
4658822;1;1;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;781242;2;1;07;68;2092,75718974737
4658822;1;2;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;07;68;2092,75718974737
4658822;1;4;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;68;2092,75718974737
4658831;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;20;400000;2;1;07;76;2410,8961328736
4658831;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;76;2410,8961328736
4658832;1;1;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;780000;2;1;07;76;2711,5616227994
4658834;1;2;1;80; ;1;1;1;8; ;1; ;1;9; ;1; ;2; ;1;35;150000;2;1;07;76;2735,62571116762
4658834;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;76;2735,62571116762
4658834;1;5;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;76;2735,62571116762
4658835;1;1;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;76;2030,46226563465
4658839;1;2;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;76;2313,49918397792
4658841;1;1;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;76;1874,21153611253
4658841;1;3;1;80; ;1;1;2;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;76;1874,21153611253
4658847;1;1;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;76;1165,00807805999
4658847;1;2;1;80; ;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;76;1165,00807805999
4658847;1;3;1;80; ;1;1;4;7; ;1; ;4;8; ;1; ;2; ; ; ; ;2;1;07;76;1165,00807805999
4658855;1;2;1;80;05;1;1;2;9;POR EMBARAZO;2; ; ;9; ;2; ;2; ;2; ;781200;2;1;07;05;1290,49223636341
4658856;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;781242;2;1;07;05;1226,85176954135
4658857;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;05;1245,47737272859
4658858;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;05;1463,39054505098
4658860;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;05;1086,66855074226
4658861;1;5;1;80;05;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;24;781242;2;1;07;05;970,53026691869
