DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;RABAND;FT;DPTO;fex_c_2011
4658803;1;4;1;50; ;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;2;1;68;1083,97672105339
4658804;1;1;1;50; ;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;3947,8409584348
4658804;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;3947,8409584348
4658804;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;3947,8409584348
4658805;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2137,7842852423
4658805;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2137,7842852423
4658805;1;3;1;50; ;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;2137,7842852423
4658805;1;4;1;50; ;1; ; ;2;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;2137,7842852423
4658805;1;5;1;50; ;1; ; ;2;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;2137,7842852423
4658806;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2600,36404190777
4658806;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;2600,36404190777
4658806;1;3;1;50; ;1;1; ;3;6;VACACIONES UNIVERSITARIAS;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;68;2600,36404190777
4658807;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;1410,08856586013
4658807;1;2;1;50; ;1; ; ;1;6;VACACIONES UNIVERSITARIAS;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;1410,08856586013
4658808;1;1;1;50; ;1; ; ;1;6;LIDER EN IGLESIA LA CASA DE DIOS;2;2;2;2;1;9; ; ; ; ; ; ;07;2;1;68;1292,97831299321
4658808;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;2;1;68;1292,97831299321
4658808;1;3;1;50; ;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;1292,97831299321
4658808;1;5;1;50; ;1; ; ;5;6;CUIDADO DE MENOR;2;2;2;2;1;10; ; ; ; ; ; ;07;2;1;68;1292,97831299321
4658809;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;3763,84846103239
4658809;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;3763,84846103239
4658809;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;3763,84846103239
4658809;1;5;1;50; ;1; ; ;5;6;VAGO;2;2;2;2;1;5; ;1;2; ; ; ;07;1;1;68;3763,84846103239
4658810;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;1726,79187756081
4658810;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;2;1;68;1726,79187756081
4658810;1;4;1;50; ;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;1726,79187756081
4658811;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2577,29881015389
4658811;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2577,29881015389
4658811;1;6;1;50; ;1; ; ;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;2577,29881015389
4658812;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2544,26179676228
4658812;1;2;1;50; ;1; ; ;2;6;VACACIONES LABORALES;2;1; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2544,26179676228
4658813;1;1;1;50; ;1; ; ;1;6;CUIDADO DE MENORES;2;2;2;2;1;10; ; ; ; ; ; ;07;2;1;68;2185,19971866946
4658814;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;1;11; ; ; ; ; ; ;07;2;1;68;2724,63211935548
4658814;1;2;1;50; ;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;68;2724,63211935548
4658814;1;3;1;50; ;1; ; ;1;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;2724,63211935548
4658815;1;1;1;50; ;1; ; ;1;6;ESTUVO ENFERMA;2;2;2;2;1;10; ; ; ; ; ; ;07;2;1;68;1686,48036924425
4658815;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;1686,48036924425
4658816;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;2;1;68;2369,07416357503
4658816;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2369,07416357503
4658816;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2369,07416357503
4658816;1;4;1;50; ;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;2369,07416357503
4658817;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2668,52987420999
4658817;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;2668,52987420999
4658818;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2573,57298498474
4658818;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;7; ;1;2; ; ; ;07;1;1;68;2573,57298498474
4658818;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2573,57298498474
4658819;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2205,95011754452
4658819;1;2;1;50; ;1; ; ;2;6;PRACTICAR DEPORTE (VOLEIBOL);2;2;2;2;1;4; ;2; ;2; ; ;07;1;1;68;2205,95011754452
4658819;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2205,95011754452
4658819;1;4;1;50; ;1; ; ;4;4; ;2;2;2;2;1;7; ;2; ;2; ; ;07;1;1;68;2205,95011754452
4658820;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2369,07416357503
4658820;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;2369,07416357503
4658820;1;3;1;50; ;1;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;68;2369,07416357503
4658820;1;4;1;50; ;1; ; ;2;6;VACACIONES ESCOLARES;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;68;2369,07416357503
4658821;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;1691,85323404777
4658822;1;1;1;50; ;1; ; ;1;6;DESCANSANDO POR VEJEZ;2;2;2;2;1;11; ; ; ; ; ; ;07;2;1;68;2092,75718974737
4658822;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;2;1;68;2092,75718974737
4658822;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2092,75718974737
4658822;1;4;1;50; ;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2092,75718974737
4658823;1;1;1;50; ;1;5; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;68;2544,26179676228
4658823;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;68;2544,26179676228
4658830;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2382,11340435293
4658830;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;7; ;1;1; ;3;1;07;1;1;76;2382,11340435293
4658830;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2382,11340435293
4658831;1;1;1;50; ;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2410,8961328736
4658831;1;2;1;50; ;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;76;2410,8961328736
4658831;1;3;1;50; ;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;2;1;76;2410,8961328736
4658831;1;4;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;76;2410,8961328736
4658832;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;2;1;76;2711,5616227994
4658832;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2711,5616227994
4658833;1;1;1;50; ;1; ; ;1;6;DELIGENCIAS PERSONALES;2;2;1; ; ; ; ; ; ; ; ; ;07; ;1;76;2654,74573441401
4658834;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2735,62571116762
4658834;1;2;1;50; ;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;2;1;76;2735,62571116762
4658834;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2735,62571116762
4658834;1;4;1;50; ;1; ; ;2;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;76;2735,62571116762
4658834;1;5;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;76;2735,62571116762
4658835;1;1;1;50; ;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2030,46226563465
4658838;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2030,46226563465
4658839;1;1;1;50; ;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;76;2313,49918397792
4658839;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;76;2313,49918397792
4658841;1;1;1;50; ;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;1874,21153611253
4658841;1;2;1;50; ;1;4; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;76;1874,21153611253
4658841;1;3;1;50; ;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;76;1874,21153611253
4658841;1;4;1;50; ;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;1874,21153611253
4658841;1;5;1;50; ;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;1874,21153611253
4658847;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;76;1165,00807805999
4658847;1;2;1;50; ;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;76;1165,00807805999
4658847;1;3;1;50; ;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;76;1165,00807805999
4658847;1;4;1;50; ;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;1165,00807805999
4658848;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2127,06448453214
4658849;1;1;1;50; ;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;76;2127,06448453214
4658850;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2351,40640106429
4658850;1;2;1;50; ;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;76;2351,40640106429
4658852;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2654,74573441401
4658853;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;76;2654,74573441401
4658854;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1076,18373218285
4658855;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1290,49223636341
4658855;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;2;1;05;1290,49223636341
4658856;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1226,85176954135
4658856;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;07;2;1;05;1226,85176954135
4658857;1;1;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1245,47737272859
4658857;1;2;1;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1245,47737272859
4658857;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1245,47737272859
4658858;1;1;1;50;05;1; ; ;1;6;SALIR A CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1463,39054505098
4658858;2;1;2;50;05;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1463,39054505098
4658858;3;1;3;50;05;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;05;1463,39054505098
4658858;3;2;3;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1463,39054505098
4658859;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1168,373834668
4658859;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1168,373834668
4658860;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1086,66855074226
4658860;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1086,66855074226
4658860;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1086,66855074226
4658861;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;5; ;2; ;1;8;1;07;1;1;05;970,53026691869
4658861;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;970,53026691869
4658861;1;3;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;970,53026691869
4658861;1;4;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;970,53026691869
4658861;1;5;1;50;05;1; ; ;5;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;2;1;05;970,53026691869
4658862;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1500,13009638359
4658862;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;07;2;1;05;1500,13009638359
4658863;1;1;1;50;05;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1168,373834668
4658863;1;2;1;50;05;1; ; ;2;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1168,373834668
4658864;1;1;1;50;05;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;05;1053,87516933778
4658864;1;2;1;50;05;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;05;1053,87516933778
4658864;1;3;1;50;05;1;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;05;1053,87516933778
4658864;1;4;1;50;05;1;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;05;1053,87516933778
4658864;1;5;1;50;05;1; ; ;5;3; ;2;2;2;2;1;11; ; ; ; ; ; ;07;2;1;05;1053,87516933778
4658865;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;895,741893855846
4658865;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;895,741893855846
4658865;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;895,741893855846
4658865;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;895,741893855846
4658866;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1072,52993299933
4658866;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1072,52993299933
4658866;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1072,52993299933
4658867;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1318,95627207998
4658867;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1318,95627207998
4658867;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1318,95627207998
4658868;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1599,00117845924
4658868;1;2;1;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1599,00117845924
4658869;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1182,51245241093
4658869;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1182,51245241093
4658870;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1168,373834668
4658870;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1168,373834668
4658871;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;981,100976965104
4658872;1;1;1;50;05;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;05;1397,58970301342
4658873;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1199,91418183323
4658873;1;2;1;50;05;1;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;05;1199,91418183323
4658874;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1173,59280608892
4658874;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1173,59280608892
4658874;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1173,59280608892
4658874;1;4;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1173,59280608892
4658874;1;7;1;50;05;1; ; ;1;6;ENFERMO HOSPITALIZADO;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1173,59280608892
4658875;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;990,824649073591
4658875;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;990,824649073591
4658875;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;990,824649073591
4658875;1;4;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;990,824649073591
4658876;1;1;1;50;05;1; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;07; ;1;05;1168,373834668
4658876;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1168,373834668
4658877;1;1;1;50;05;1; ; ;1;6;VER TV;2;2;2;2;1;8; ;2; ;2; ; ;07;1;1;05;1209,49896784691
4658877;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;07;1;1;05;1209,49896784691
4658877;1;3;1;50;05;1;4; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;05;1209,49896784691
4658877;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1209,49896784691
4658878;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;1; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1142,93697935842
4658878;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1142,93697935842
4658879;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1209,45004011905
4658879;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1209,45004011905
4658880;1;1;1;50;05;1; ; ;1;6;CAMINAR HACER DILIGENCIAS;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;873,376891538564
4658880;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;873,376891538564
4658880;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;873,376891538564
4658880;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;2;1;05;873,376891538564
4658880;1;5;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;873,376891538564
4658881;1;1;1;50;05;1; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;07; ;1;05;972,874592390749
4658881;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;972,874592390749
4658882;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1182,51245241093
4658882;1;2;1;50;05;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07; ;1;05;1182,51245241093
4658883;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1131,00786787269
4658883;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1131,00786787269
4658883;1;3;1;50;05;1; ; ;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1131,00786787269
4658884;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1158,6210020852
4658884;1;2;1;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1158,6210020852
4658885;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07; ;1;05;1341,32127439726
4658885;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07; ;1;05;1341,32127439726
