DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5230587;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2643,81014357457
5230587;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;23;2643,81014357457
5230587;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;23;2643,81014357457
5230587;1;7;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;23;2643,81014357457
5230602;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2010,77192095535
5230602;1;3;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;23;2010,77192095535
5230602;1;4;1;80;2;1;9;ERA TRABAJADOR FAMILIAR SIN REMUNERACION Y NO LE GUSTABA ESE TRABAJO;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;1,4;23;2010,77192095535
5230603;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;23;2196,80848902844
5230614;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2178,01996290047
5230620;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,3;23;2722,48549883166
5230620;1;3;1;80;2;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;1,3;23;2722,48549883166
5230620;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2722,48549883166
5230620;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;23;2722,48549883166
5230621;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2196,80848902844
5230623;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2864,35777182757
5230623;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2864,35777182757
5230623;1;5;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;23;2864,35777182757
5230624;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2624,32845326624
5230624;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;23;2624,32845326624
5230625;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2119,75460920135
5230625;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2119,75460920135
5230626;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2549,4494742698
5230628;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2073,0982540762
5230628;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2073,0982540762
5230629;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2551,58481230684
5230630;1;4;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,3;23;2078,34988392538
5230631;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;23;1868,53535618742
5230631;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;23;1868,53535618742
5230716;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2229,13165511507
5230723;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;15;1711,96018355259
5230723;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,4;15;1711,96018355259
5230725;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;15;829,146564344538
5230726;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,3;15;829,146564344538
5230726;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;15;829,146564344538
5230727;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;15;829,146564344538
5230728;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;15;829,146564344538
5230728;1;4;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;15;829,146564344538
5230729;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,2;15;3316,58625737815
5230730;1;1;1;80;2;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,4;15;829,146564344538
5230730;1;2;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;1,4;15;829,146564344538
5230730;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;15;829,146564344538
5230730;1;7;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;15;829,146564344538
5230730;1;8;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;15;829,146564344538
5230730;1;11;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;15;829,146564344538
5230732;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;15;1275,8029448689
5230733;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;15;829,146564344538
5230734;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,2;15;2488,03374514234
5230734;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;15;2488,03374514234
5230735;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;15;829,146564344538
5230737;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,3;15;829,146564344538
5230737;1;2;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;15;829,146564344538
5230826;1;1;1;80;2;1;9;POR TEMOR AL CONTAGIO POR COVID 19;2; ; ;12;POR TEMOR AL CONTAGIO POR COVID 19;2; ;2; ; ; ;400000;2;1;09;1,4;23;2439,58670450794
5230827;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;23;2475,89557103955
5230993;1;2;1;80;2;1;1; ;2; ; ;4; ;2; ;2; ;2; ;600000;2;1;09;1,3;41;968,160416837725
5231166;1;1;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;2;05;1240,80143648602
5231167;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;4;05;661,419711221653
5231167;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;661,419711221653
5231167;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;661,419711221653
5231168;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;1046,98147745411
5231169;1;1;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;1,3;05;1426,53230357466
5231170;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;1046,98147745411
5231171;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;1046,98147745411
5231171;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;1046,98147745411
5231172;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;979,661116851605
5231172;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;979,661116851605
5231174;1;3;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;1,4;05;1046,98147745411
5231180;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;4;05;661,419711221653
5231180;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;661,419711221653
5231180;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;661,419711221653
5231181;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;661,419711221653
5231181;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;661,419711221653
5231181;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;661,419711221653
5231182;1;1;1;80;2;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;09;4;05;998,505748307812
5231182;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;998,505748307812
5231183;1;1;1;80;2;1;1; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;09;1,4;05;867,432591381432
5231183;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;867,432591381432
5231188;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;05;1904,14405600331
5231241;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;41;1090,00625761281
5231241;1;4;1;80;2;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;1,3;41;1090,00625761281
5231242;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;41;735,987500333371
5231242;1;3;1;80;2;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;09;1,1;41;735,987500333371
5231242;1;4;1;80;2;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;09;1,4;41;735,987500333371
5231243;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;3;41;1021,1772375823
5231289;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;05;2111,51190513107
5231289;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;2111,51190513107
5231290;1;1;1;80;2;1;8; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;1,1;05;3233,18201599458
5231290;1;2;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;4;05;3233,18201599458
5231291;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;05;3651,61909399151
5231292;1;2;1;80;2;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;05;3387,93561263787
5231294;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;3651,61909399151
5231295;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;3342,37673384854
5231295;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;3342,37673384854
5231296;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;3;05;5120,81311775943
5231296;1;4;1;80;2;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;3;05;5120,81311775943
5231296;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;5120,81311775943
5231297;1;1;1;80;2;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;09;2;05;5768,46182381691
5231299;1;3;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;24;878000;2;1;09;1,4;05;7008,01887372725
5231300;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;05;6173,3709921172
5231302;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;4;05;3233,18201599458
5231302;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;3233,18201599458
5231303;1;1;1;80;2;1;1; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;1,4;05;2243,00989266231
5231303;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;2243,00989266231
5231305;1;2;1;80;2;1;1; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;09;1,4;05;2969,16820557624
5231306;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;4;05;2709,02658256663
5231307;1;2;1;80;2;1;1; ;2; ; ;9; ;1; ;2; ;1;48;600000;2;1;09;1,4;05;3029,32768221792
5231343;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;4;05;3233,18201599458
5231343;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;05;3233,18201599458
5231344;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;3387,93561263787
5231347;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;4;05;3804,58673226521
5231348;1;1;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;4;05;3564,21048289918
5231348;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;3564,21048289918
5231349;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;05;2111,51190513107
5231349;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;2111,51190513107
5231349;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;2111,51190513107
5231349;1;6;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;2111,51190513107
5231349;1;7;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;2111,51190513107
5231350;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;3403,35842446334
5231350;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;3403,35842446334
5231351;1;1;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;4;05;3806,3726906348
5231351;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;4;05;3806,3726906348
5231352;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;6054,69899504905
5231354;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;4554,05227716676
5231356;1;2;1;80;2;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;1,4;05;6186,89890181385
5231357;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;4;05;2194,23948459364
5231357;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;2194,23948459364
5231358;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;05;2969,16820557624
5231358;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;2969,16820557624
5231359;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;05;5079,45779863383
5231359;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;5079,45779863383
5231359;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;05;5079,45779863383
5231485;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;3;15;829,146564344538
5231485;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;09;2;15;829,146564344538
5231486;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;15;829,146564344538
5231486;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;3;15;829,146564344538
5231487;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;15;1262,52584824262
5231487;1;5;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;2;15;1262,52584824262
5231488;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;4;15;829,146564344538
5231488;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;15;829,146564344538
5231488;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;15;829,146564344538
5231489;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;2;15;829,146564344538
5231490;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;30;400000;2;1;09;2;15;3316,58625737815
5231493;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;15;3255,10226710285
5231494;1;1;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;4;15;829,146564344538
5231494;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;15;829,146564344538
5231495;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;2;15;3316,58625737815
5231514;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;2;41;1055,87838739529
5231515;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;3;41;1345,55216835681
5231518;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;41;819,673859371035
5231518;1;3;1;80;2;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;2;41;819,673859371035
5231518;1;4;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;2;41;819,673859371035
5231536;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;41;829,889747805758
5231536;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;41;829,889747805758
5231536;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;41;829,889747805758
5231537;1;2;1;80;2;1;9;SE FUE A VIVIR A OTRO MUNICIPIO;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;1,1;41;994,197534920842
5231537;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;41;994,197534920842
5231634;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;18;1591,11274824965
5231634;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;18;1591,11274824965
5231635;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;3;18;998,505748307812
5231636;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;18;911,231288233594
5231636;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;18;911,231288233594
5231637;1;3;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;4;18;702,714220090787
5231637;1;4;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;4;18;702,714220090787
5231639;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;18;1012,77682126705
5231643;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;18;2377,93518792972
5231644;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;18;750,527033617124
5231808;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;15;1261,09634656072
5231809;1;2;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;15;2178,11721002147
5231809;1;3;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;1,4;15;2178,11721002147
5231810;1;1;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR COVID 19;2; ;2; ;2; ;800000;2;1;09;1,4;15;1261,09634656072
5231810;1;2;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR COVID 19;2; ;2; ;2; ;1000000;2;1;09;1,4;15;1261,09634656072
5231811;1;1;1;80;2;1;9;LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;4;15;1940,44153578258
5231812;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;4;15;1261,09634656072
5231816;1;1;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;2;15;1261,09634656072
5231816;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;15;1261,09634656072
5231817;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;15;1261,09634656072
5231818;1;2;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR COVID 19;2; ;2; ;1;40;877803;2;1;09;1,4;15;2818,653983968
5231818;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;15;2818,653983968
5231819;1;1;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;1; ;2; ;2; ;1;40;877803;2;1;09;1,4;15;4240,60788642954
5231819;1;2;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;1,4;15;4240,60788642954
5231819;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;15;4240,60788642954
5231819;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;15;4240,60788642954
5231821;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;4;15;1940,44153578258
5231934;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;3349,76521891633
5231934;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;27;3349,76521891633
5231936;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;3349,76521891633
5231936;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;3349,76521891633
5231936;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;27;3349,76521891633
5231936;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;27;3349,76521891633
5231937;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;3349,76521891633
5231937;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;27;3349,76521891633
5231938;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;3349,76521891633
5231938;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;3349,76521891633
5231938;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;3349,76521891633
5231938;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;27;3349,76521891633
5231939;1;1;1;80;2;1;3; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;2;27;3349,76521891633
5231940;1;1;1;80;2;1;3; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;4;27;837,441304729082
5231941;1;1;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;4;27;2388,17066600775
5231941;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;2388,17066600775
5231941;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;27;2388,17066600775
5231944;1;1;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;2;27;837,441304729082
5231944;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;27;837,441304729082
5231945;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;2945,24628323612
5231946;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;1,4;27;3349,76521891633
5231946;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;3;27;3349,76521891633
5231946;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;27;3349,76521891633
5231946;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;27;3349,76521891633
5231948;1;1;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;3;27;837,441304729082
5231949;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;4;27;1454,90386873193
5231950;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;1091,49966469583
5231951;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;1874,71387146923
5231952;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;837,441304729082
5231952;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;837,441304729082
5231952;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09; ;27;837,441304729082
5231953;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;3349,76521891633
5231953;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;3349,76521891633
5231955;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;837,441304729082
5231955;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09; ;27;837,441304729082
