DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011;AREA
4251170;1;1;1;70;1;108;48;4; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;95;1;2;9500;02;05;1028,81964647171;05
4251178;1;5;1;70;1;5;48;1; ;2;6;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5233;02;05;1173,36395087257;05
4251183;1;2;1;70;1;24;48;1; ;2;50;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;38;77;55;1;2;5529;02;05;1156,15626085862;05
4251193;1;4;1;70;1;8;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;02;05;1045,41638196313;05
4251205;1;2;1;70;1;4;48;1; ;2;4;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5234;02;05;886,234264183219;05
4251208;1;1;1;70;1;4;48;1; ;2;8;1; ;6;2;3; ; ; ; ; ;1; ; ; ; ; ;2; ;21;45;52;1;1;5241;02;05;1230,58029324275;05
4251211;1;3;1;70;1;20;48;1; ;2;24;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;33;33;45;1;2;4543;02;05;1222,15294202627;05
4251212;1;1;1;70;1;52;48;5; ;2;52;5; ;9;2;1; ; ;1; ;1; ; ; ; ; ; ;2; ;02;02;45;1;2;4530;02;05;1243,69894705026;05
4251214;1;4;1;70;1;24;48;4; ;2;156;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;92;1;2;9231;02;05;1348,97636475504;05
4251219;1;1;1;70;1;1;48;1; ;2;1;1; ;9;2;9;COBERTURA; ; ; ; ; ; ; ; ; ;1;1;735000;39;53;55;1;1;5521;02;05;830,580613563851;05
4251221;1;2;1;70;1;4;40;4; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;85;1;1;8532;02;05;1921,93067429378;05
4251240;1;2;1;70;1;16;48;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;93;93;45;1;2;4552;02;05;1149,90255591548;05
4251244;1;4;1;70;1;4;48;4; ;2;4;5; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1000000;93;93;45;1;1;4552;02;05;1337,49533818505;05
4251247;1;2;1;70;1;26;48;1; ;2;26;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;55;55;45;1;2;4530;02;05;1158,32990713196;05
4251248;1;2;1;70;1;1;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;550000;85;85;45;1;1;4542;02;05;1946,33199170468;05
4251249;1;1;1;70;1;8;48;1; ;2;8;1; ;7;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;2; ;11;11;70;1;1;7020;02;05;1115,23789708398;05
4251251;1;4;1;70;1;2;48;1; ;2;2;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;330000;04;39;74;1;1;7499;02;05;995,50324462876;05
4251257;1;1;1;70;1;12;48;4; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;93;93;45;1;1;4552;02;05;1072,70290027212;05
4251258;1;1;1;70;1;1;48;4; ;2;8;2; ;9;2;1; ; ; ; ; ;1; ; ; ; ; ;1;4500000;41;58;75;1;1;7524;02;05;579,164953565979;05
4251258;1;4;1;70;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;02;05;579,164953565979;05
4251264;1;1;1;70;1;12;48;4; ;2;98;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;57;57;93;1;1;9302;02;05;732,812486549891;05
4251265;1;2;1;70;1;12;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5262;02;05;1946,33199170468;05
4251267;1;3;1;70;1;1;48;1; ;2;1;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;1;1200000;53;53;55;1;1;5529;02;05;1153,38063759939;05
4251273;1;1;1;70;1;4;48;1; ;2;8;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;80;1;1;8050;02;05;896,94387386237;05
4251274;1;1;1;70;1;52;48;1; ;2;24;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;35000;98;98;60;1;2;6021;02;05;1159,12115088439;05
4251275;1;1;1;70;1;48;48;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;54;95;1;2;9500;02;05;1050,3656514957;05
4251277;1;2;1;70;1;12;48;1; ;2;28;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5529;02;05;1466,33128528191;05
4251290;1;2;1;70;1;5;48;1; ;2;4;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;1;600000;39;98;60;1;1;6021;02;05;1028,81964647171;05
4251294;1;2;1;70;1;4;50;1; ;2;4;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;700000;53;53;55;1;1;5529;02;05;1077,15851560942;05
