Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3159980;1;5;1;70;1;2;40;1; ;2;2;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;59;59;85;1;1;8511;03;15;81,8250639928745;15
3159983;1;2;1;70;1;6;40;2; ;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;32;66;1;1;6601;03;15;41,9927042801558;15
3159986;1;3;1;70;1;60;40;1; ;2;65;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;52;1;2;5211;03;15;41,9927042801558;15
3159993;1;3;1;70;1;24;48;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6021;03;15;186,777013733421;15
3160003;1;3;1;70;1;4;16;1; ;2;48;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;57;93;1;1;9302;03;17;147,295531904042;17
3160004;1;2;1;70;1;10;48;1; ;2;12;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;34;15;1;1;1581;03;17;164,801965396742;17
3160005;1;3;1;70;1;2;48;1; ;2;2;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;1;589500;2;33;38;64;1;1;6421;03;17;149,244262189979;17
3160022;1;2;1;70;1;99;48;1; ;2;12;4; ;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;11;11;74;1;2;7412;03;17;138,008632366073;17
3160031;1;4;1;70;1;52;48;1; ;2;25;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;64;1;2;6422;03;17;119,273977828271;17
3160032;2;2;2;70;1;20;28;1; ;2;20;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;18;95;45;1;2;4521;03;17;206,458487297158;17
3160039;1;2;1;70;1;16;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;38;64;1;2;6421;03;17;160,969103312244;17
3160062;1;2;1;70;1;102;72;1; ;2;102;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;85;29;1;2;2930;03;66;227,974282118277;66
3160065;1;3;1;70;1;8;48;1; ;2;225;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;1;5521;03;66;228,294421317591;66
3160078;1;2;1;70;1;2;48;1; ;2;5;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;03;73;216,114641881934;73
3160086;1;2;1;70;1;52;40;1; ;2;260;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;51;55;1;2;5521;03;73;196,265993897761;73
3160095;1;1;1;70;1;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;2; ;03;27;95,4427398475427;27
3160095;1;2;1;70;1;3;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;03;27;95,4427398475427;27
3160109;1;3;1;70;1;52;40;1; ;2;52;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5529;03;41;136,328750953007;41
3160112;1;2;1;70;1;156;48;1; ;2;112;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;11;52;1;2;5231;03;47;119,409009753845;47
3160115;1;1;1;70;1;224;48;1; ;2;280;1; ;9;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;58;58;13;1;2;1320;03;47;206,855155541771;47
3160115;1;2;1;70;1;16;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;03;47;206,855155541771;47
3160117;1;3;1;70;1;36;48;1; ;2;36;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;32;74;1;2;7411;03;47;143,610139873364;47
3160119;1;3;1;70;1;15;48;4; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;11;55;1;2;5511;03;47;111,990364595222;47
3160120;1;3;1;70;1;25;48;1; ;2;25;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;93;1;2;9302;03;47;113,837269547925;47
