Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3167867;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;18;1528,16561660845
3167868;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;18;1583,35645451261
3167868;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;18;1583,35645451261
3167868;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;18;1583,35645451261
3167869;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;18;1428,81167004718
3167870;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;18;1428,81167004718
3167872;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;18;1134,96980634278
3167873;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;03;18;1448,15037483164
3167874;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;03;18;905,370498553278
3167875;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;18;1401,7352842207
3167875;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;18;1401,7352842207
3167875;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;18;1401,7352842207
3167877;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;18;1428,81167004718
3167878;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;18;1037,5280326271
3167938;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1173,93465091238
3167941;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;03;63;1346,74374350638
3167942;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;63;725,306057874554
3167942;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;63;725,306057874554
3167943;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;63;1088,26376599461
3167963;1;1;1;80;2;1;4;8; ;2; ;2; ; ; ; ;11;2;1;03;63;1114,03404526496
3167964;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;11;2;1;03;63;1114,03404526496
3167965;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1752,15343886597
3167965;1;3;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;03;63;1752,15343886597
3167965;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;63;1752,15343886597
3167965;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;63;1752,15343886597
