DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4412240;1;3;1;70;2;2;24;8; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;62;97;52;1;1;5211;08;05;6587,12123093147
4412240;1;4;1;70;2;4;24;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;62; ; ;1;1; ;08;05;6587,12123093147
4412310;1;2;1;70;2;16;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;54; ; ;1;2; ;08;68;2574,78579226128
4412358;1;2;1;70;2;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;53; ; ;1;2; ;08;68;2809,69620830432
4412359;1;1;1;70;2;4;60;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;500000;2; ;62;62;01;1;1;0117;08;68;1646,49528523919
4412368;1;2;1;70;2;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;2; ;08;68;2276,6986935905
4412385;1;1;1;70;2;4;54;8; ;2;4;8; ;3;2;6; ; ; ; ; ; ; ; ; ; ;1;1;350000;750000;2; ;62;62;01;1;1;0121;08;68;2871,9468177474
4412396;1;1;1;70;2;12;48;1; ;2;12;1; ;8;1;8; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;58;58;15;1;1;1541;08;68;2776,12736898016
4412402;1;1;1;70;2;6;50;4; ;2;6;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;1;1;61;62;01;1;1;0117;08;68;2276,6986935905
4412420;1;3;1;70;2;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ;1;BUSCANDO TRABA; ;1;250000;750000;2; ;45;45;15;1;1;1551;08;68;1427,61267917612
4412425;1;3;1;70;2;2;40;1; ;2;288;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;39;75;1;1;7512;08;68;1291,8578651337
4412425;1;5;1;70;2;4;40;3; ;2;60;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;54;95;1;1;9500;08;68;1291,8578651337
4412498;1;1;1;70;2;50;48;3; ;2;104;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;54;95;45;1;2;4521;08;05;783,044106406567
4412498;1;2;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;734000; ; ;45; ; ;1;1; ;08;05;783,044106406567
4412499;1;3;1;70;2;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;97;21;1;2;2101;08;05;958,988657433584
4412569;1;1;1;70;2;4;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;734000;2; ;61;61;01;1;1;0121;08;05;3836,41061010776
4412571;1;4;1;70;2;1;48;1; ;2;1;1; ;8;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;1;737717;737717;2; ;71;90;25;1;1;2529;08;05;5084,65214811302
4412773;1;2;1;70;2;2;25;4; ;2;5;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;62;54;95;1;1;9500;08;19;1323,87131075687
4412804;1;4;1;70;2;24;48;1; ;2;24;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;45;13;80;1;2;8060;08;19;1287,91655649004
4412837;1;1;1;70;2;40;48;1; ;2;40;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;54;54;95;1;2;9500;08;19;1289,12221247324
4412860;1;3;1;70;2;12;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;9500;08;19;1733,90755156867
4414852;1;1;1;70;2;26;48;1; ;2;36;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;19;85;1;2;8511;08;23;2750,98179032659
4414854;1;3;1;70;2;26;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1600000; ; ;13; ; ;1;2; ;08;23;1440,67243886491
4414859;1;1;1;70;2;50;40;4; ;2;312;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;79;32;52;1;2;5211;08;23;2450,9376782403
4414859;1;3;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;40; ; ;1;1; ;08;23;2450,9376782403
4414860;1;4;1;70;2;35;48;1; ;2;49;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;45;52;1;2;5233;08;23;1284,26877641371
4414860;1;5;1;70;2;52;50;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;45;52;1;2;5211;08;23;1284,26877641371
4414862;1;2;1;70;2;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;53;53;55;1;1;5530;08;23;2369,69689377889
4414865;1;1;1;70;2;3;40;4; ;2;4;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;450000;600000;2; ;95;95;45;1;1;4521;08;23;2480,54290069409
4414870;1;1;1;70;2;12;30;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;9500;08;23;1511,41591304059
4414877;1;1;1;70;2;3;40;4; ;2;4;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;1;120000;400000;2; ;61;61;01;1;1;0140;08;23;2028,97843374721
4414880;1;3;1;70;2;21;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;2; ;08;23;2450,9376782403
4414888;1;2;1;70;2;10;40;2; ;2;26;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;58;85;1;1;8511;08;23;2679,2661511534
4414975;2;2;2;70;2;8;48;1; ;2;12;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;97;97;36;1;1;3699;08;25;2015,34409657768
4414982;1;3;1;70;2;4;20;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;53; ; ;1;1; ;08;25;3651,46877477673
4414990;1;2;1;70;2;16;24;1; ;2;16;4; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;59;39;75;1;2;7512;08;25;1734,01951171046
4415011;1;2;1;70;2;32;40;5; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;16;02;01;1;2;0124;08;25;2215,47762266125
4415036;1;2;1;70;2;60;48;1; ;2;52;1; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;4000000;1;1;21;21;71;1;2;7122;08;25;1804,94210843833
4416928;2;3;2;70;2;52;48;2; ;2;80;2; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;55;55;75;1;2;7512;08;47;670,707959354162
4416928;2;7;2;70;2;48;48;1; ;2;150;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;32;74;1;2;7411;08;47;670,707959354162
