DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011;AREA
4343727;1;2;1;70;1;12;48;1; ;2;104;1; ;9;2;9;SISBEN DE SOACHA; ; ; ; ; ; ; ; ; ;1;2; ;55;55;80;1;1;8042;06;11;3340,06966220016;11
4343730;1;2;1;70;1;16;48;1; ;2;98;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;39;32;52;1;2;5237;06;11;3340,06966220016;11
4343743;1;1;1;70;1;12;48;1; ;2;12;4; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;37;98;60;1;1;6042;06;11;2955,68094752151;11
4343747;1;2;1;70;1;16;48;1; ;2;16;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;93;93;45;1;2;4552;06;11;2866,89381382354;11
4343763;1;2;1;70;1;10;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;38;40;1;1;4020;06;11;2908,2548111354;11
4343775;1;2;1;70;1;16;48;4; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;95;45;1;2;4521;06;11;2455,15571958658;11
4343780;1;1;1;70;1;24;40;1; ;2;72;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;02;02;45;1;2;4530;06;11;3350,59128558917;11
4343782;1;4;1;70;1;8;48;1; ;2;96;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;97;74;1;1;7492;06;11;2563,07697670622;11
4343784;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;38;38;74;1;1;7499;06;11;2208,44525210814;11
4343784;1;3;1;70;1;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;06;11;2208,44525210814;11
4343784;1;5;1;70;1;24;48;1; ;2;24;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5521;06;11;2208,44525210814;11
4343785;1;4;1;70;1;24;48;1; ;2;24;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;53;97;15;1;2;1511;06;11;2571,54147642582;11
4343792;1;4;1;70;1;4;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5521;06;11;3346,42075197955;11
4343803;1;5;1;70;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;44; ; ;1;2; ;06;11;2611,75555374771;11
4343804;1;2;1;70;1;3;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;37;99;60;1;1;6021;06;11;2455,15571958658;11
4343831;1;1;1;70;1;2;40;4; ;2;36;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;44;44;70;1;1;7020;06;11;2582,06309981483;11
4343834;1;2;1;70;1;28;48;1; ;2;28;1; ;7;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;08;21;52;1;2;5243;06;11;2630,74167685632;11
4343837;1;1;1;70;1;8;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;45;52;1;1;5262;06;11;2608,44598942291;11
4343837;1;3;1;70;1;16;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;91;1;2;9191;06;11;2608,44598942291;11
4343843;1;2;1;70;1;52;48;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5219;06;11;3184,62102542452;11
4343848;1;3;1;70;1;12;48;1; ;2;24;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;45;97;64;1;1;6412;06;11;2762,36130779855;11
4343848;1;4;1;70;1;24;48;4; ;2;24;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;95;95;45;1;2;4521;06;11;2762,36130779855;11
4343863;1;3;1;70;1;12;40;1; ;2;96;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;03;03;65;1;1;6512;06;11;2428,77282997849;11
4343890;1;2;1;70;1;2;40;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;11;11;22;1;1;2220;06;11;2791,86905429617;11
4343915;1;3;1;70;1;26;48;1; ;2;28;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5529;06;13;305,665311399887;13
4343919;1;2;1;70;1;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;1; ;06;13;300,564769669103;13
4343919;1;3;1;70;1;34;40;1; ;2;34;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;45;52;1;2;5231;06;13;300,564769669103;13
4343921;1;3;1;70;1;26;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;2;8041;06;13;308,463233933723;13
4343922;1;3;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;06;13;353,118676706772;13
4343923;1;1;1;70;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;06;13;299,028683291203;13
4343927;1;3;1;70;1;28;40;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;58;74;1;2;7492;06;13;646,354134453639;13
4343934;1;3;1;70;1;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;81;81;20;1;1;2090;06;13;714,694929718226;13
4343937;1;4;1;70;1;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;06;13;551,026352837991;13
4343946;1;2;1;70;1;8;48;1; ;2;8;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;59;54;95;1;1;9500;06;13;340,019138610311;13
4343946;1;4;1;70;1;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;87;87;63;1;2;6320;06;13;340,019138610311;13
4343950;1;1;1;70;1;4;48;1; ;2;5;1; ;7;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;21;21;52;1;1;5223;06;13;333,918368478461;13
4343968;1;5;1;70;1;26;48;1; ;2;26;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;83;83;28;1;2;2811;06;13;355,619743624809;13
4343973;1;3;1;70;1;78;48;1; ;2;78;1; ;5;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;55;55;55;1;2;5511;06;13;338,035857425274;13
4343974;1;3;1;70;1;16;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;58;55;52;1;2;5211;06;13;298,515477441791;13
4343977;1;2;1;70;1;36;48;1; ;2;36;1; ;5;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;39;55;55;1;2;5511;06;13;305,69840178668;13
4343980;1;7;1;70;1;32;48;1; ;2;32;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;2;8041;06;13;298,059985757827;13
4343981;1;4;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;58;58;74;1;1;7492;06;13;302,251164596346;13
4343986;1;1;1;70;1;4;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;89;89;26;1;1;2692;06;13;303,752003113318;13
4343986;1;3;1;70;1;2;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;53;53;55;1;1;5511;06;13;303,752003113318;13
4343987;1;3;1;70;1;21;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;06;13;314,571513183694;13
4343995;1;2;1;70;1;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;15;1;2;1589;06;13;297,092847743554;13
4343997;1;2;1;70;1;24;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;32;45;52;1;2;5234;06;13;337,252148989132;13
4344014;1;3;1;70;1;20;40;1; ;2;20;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;97;59;55;1;2;5511;06;13;317,82708487563;13
4344015;1;2;1;70;1;12;48;1; ;2;14;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;1;5530;06;13;286,386794352841;13
4344019;1;3;1;70;1;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;15;1;1;1589;06;13;294,845801329511;13
4344023;1;2;1;70;1;24;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;44;97;25;1;2;2529;06;13;314,604603570486;13
4344031;1;4;1;70;1;8;48;1; ;2;8;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;28;1;1;2811;06;13;327,477985751763;13
4344032;1;1;1;70;1;48;48;1; ;2;20;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;33;33;51;1;2;5125;06;13;348,053586815674;13
4344057;1;4;1;70;1;16;48;1; ;2;16;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;52;1;2;5233;06;13;335,305750315769;13
4344063;1;1;1;70;1;20;48;1; ;2;20;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5233;06;13;347,088606275536;13
4344077;1;2;1;70;1;20;48;3; ;2;20;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;85;1;2;8532;06;15;97,8160240290786;15
4344077;1;5;1;70;1;8;48;1; ;2;8;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;77;45;15;1;1;1551;06;15;97,8160240290786;15
4344078;1;1;1;70;1;48;48;1; ;2;48;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;58;58;74;1;2;7492;06;15;100,647119630154;15
4344079;1;1;1;70;1;4;40;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;59;59;52;1;1;5231;06;15;85,2209446139958;15
4344084;1;2;1;70;1;4;48;1; ;2;4;1; ;6;2;9;APORTA A SEGURIDAD SOCIAL COMO INDEPENDIENTE; ; ;1; ; ; ; ; ; ; ;1;737700;32;97;52;1;1;5221;06;15;73,2709155149734;15
4344087;1;2;1;70;1;12;48;1; ;2;12;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;59;59;52;1;1;5231;06;15;123,401336466292;15
4344096;1;2;1;70;1;56;48;1; ;2;56;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;2;5211;06;15;111,67014292182;15
4344099;1;2;1;70;1;6;50;1; ;2;6;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;83;83;28;1;1;2811;06;15;102,952545639165;15
4344103;2;1;2;70;1;4;40;2; ;2;12;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;05;05;74;1;1;7414;06;15;116,884414637209;15
4344104;1;1;1;70;1;4;48;1; ;2;144;2; ;9;2;1; ; ; ; ; ; ; ; ;1;PENSION; ;2; ;58;58;75;1;1;7522;06;15;124,728970805576;15
4344113;1;1;1;70;1;20;40;2; ;2;20;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;02;02;75;1;2;7512;06;15;113,242199045236;15
4344121;1;1;1;70;1;50;48;1; ;2;250;1; ;9;2;1; ; ; ; ; ; ; ; ;1;LA PENSION; ;2; ;08;08;74;1;2;7492;06;15;127,703182208062;15
4344121;1;2;1;70;1;36;48;1; ;2;36;1; ;9;2;2; ; ; ; ;1;1; ; ; ; ; ;2; ;21;21;65;1;2;6596;06;15;127,703182208062;15
4344125;1;2;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;02; ; ;1;1; ;06;15;96,2313680892677;15
4344128;1;2;1;70;1;20;40;1; ;2;20;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;02;21;74;1;2;7421;06;15;95,6371036355787;15
4344135;1;3;1;70;1;96;48;1; ;2;96;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;33;32;70;1;2;7020;06;15;96,8404703048006;15
4344139;1;2;1;70;1;8;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;32;19;85;1;1;8532;06;15;117,657950586122;15
4344146;1;1;1;70;1;21;48;2; ;2;152;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;64;1;2;6412;06;15;89,6366961548818;15
4344146;1;2;1;70;1;8;48;1; ;2;12;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;32;75;1;1;7512;06;15;89,6366961548818;15
4344147;1;2;1;70;1;30;30;3; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;54;58;63;1;2;6331;06;15;90,216380774834;15
4344165;1;1;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;96;96;40;1;1;4020;06;15;116,998320436325;15
4344165;1;2;1;70;1;144;48;1; ;2;36;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;54;85;1;2;8532;06;15;116,998320436325;15
4344166;1;1;1;70;1;20;16;1; ;2;20;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;95;45;1;2;4521;06;15;107,770905729321;15
