Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3726210;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;4;2;1;05;18;48,2804047184573;18
3726211;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;8;2;1;05;18;71,6994394821437;18
3726212;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;18;56,274377611044;18
3726214;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;18;71,6994394821437;18
3726216;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;18;46,8614580778402;18
3726217;1;2;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;05;18;64,5014474201971;18
3726219;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;47;154,769543715635;47
3726221;1;1;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;05;47;202,099780969048;47
3726221;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;05;47;202,099780969048;47
3726223;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;47;171,782872052883;47
3726223;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;47;171,782872052883;47
3726226;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;47;148,927115940018;47
3726226;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;1;2;1;05;47;148,927115940018;47
3726226;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;47;148,927115940018;47
3726228;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;47;101,15958423203;47
3726229;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;05;47;157,688803802015;47
3726230;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;47;155,895872938672;47
3726230;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;47;155,895872938672;47
3726231;1;2;1;80;1;1;4;6; ;2; ;2; ; ; ; ;9;2;1;05;47;194,532135138219;47
3726231;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;47;194,532135138219;47
3726232;1;3;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;47;123,207486573903;47
3726233;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;47;171,782872052883;47
3726235;1;2;1;80;1;1;3;9;CAMBIO DE RESIDENCIA;2; ;2; ; ; ; ;9;2;1;05;47;211,06311672166;47
3726235;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;47;211,06311672166;47
3726236;1;2;1;80;1;1;4;4; ;1;4;2; ; ; ; ;4;2;1;05;17;153,721336601654;17
3726237;1;2;1;80;1;1;2;8; ;2; ;2; ; ; ; ;9;2;1;05;17;186,455679648741;17
3726239;1;1;1;80;1;1;3;7; ;3; ;2; ; ; ; ;10;2;1;05;17;153,721336601654;17
3726240;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;4;2;1;05;17;140,461295314007;17
3726240;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;17;140,461295314007;17
3726240;1;4;1;80;1;1;4;5; ;3; ;2; ; ;4; ;8;1;1;05;17;140,461295314007;17
3726241;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;05;17;166,878194043066;17
3726242;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;17;153,721336601654;17
3726242;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;17;153,721336601654;17
3726243;1;1;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;05;17;190,591334810317;17
3726243;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;17;190,591334810317;17
3726244;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;9;2;1;05;17;186,712636111726;17
3726244;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;17;186,712636111726;17
3726245;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;17;163,086078300415;17
3726245;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;17;163,086078300415;17
3726246;1;1;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;05;17;199,699120046093;17
3726246;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;17;199,699120046093;17
3726246;1;4;1;80;1;1;1;8; ;2; ;2; ; ; ; ;1;2;1;05;17;199,699120046093;17
3726247;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;17;163,739223337892;17
