Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
303318;2;3;70;4;84;8; ;1;1;2;8;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;62;62;0140;01;52;987,00902935446
303321;2;3;70;4;84;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;52;1905,82936989088
303450;2;3;70;52;40;4; ;1;1;2;2;4; ;1;2;7; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;48000;1;288000;2;62;62;0140;01;52;2576,74984684871
303450;2;4;70;24;40;4; ;1;1;2;16;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;62;62;0140;01;52;2576,74984684871
303450;2;5;70;52;40;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;52;2576,74984684871
303469;2;3;70;24;40;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;52;1234,90889293305
303470;2;3;70;156;40;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;52;987,00902935446
303470;2;4;70;24;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;52;987,00902935446
303480;2;2;70;52;40;3; ;1;1;2;16;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;2;54;54;9500;95;52;1234,90889293305
303533;2;4;70;1;60;4; ;1;1;2;1;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;640000;2;62;62;0140;01;52;1056,52854583845
303538;2;4;70;24;40;4; ;1;1;2;24;4; ;6;2;2; ;1; ;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;1;690000;2;33;33;8512;85;52;987,00902935446
303538;2;5;70;52;40;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;52;987,00902935446
303553;2;4;70;20;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;52;4266,24506480139
303578;2;2;70;4;30;4; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;61; ; ; ;52;2215,64593319273
303578;2;3;70;2;50;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;52;2215,64593319273
303589;2;3;70;12;40;3; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;52;1066,56126620035
303599;2;2;70;8;40;4; ;2;1;2;20;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0115;01;52;1066,56126620035
303599;2;4;70;12;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;52;1066,56126620035
303606;2;3;70;8;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;52;1672,58454938212
303606;2;5;70;12;54;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;52;1672,58454938212
303609;2;2;70;5;40;8; ;1;1;2;350;8; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0118;01;52;2053,71924960575
303627;2;3;70;24;24;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;13; ; ; ;52;2053,71924960575
303632;2;5;70;1;56;3; ;1;1;2;2;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;54;54;9500;95;52;3160,87828833643
303861;2;1;70;3;40;4; ;1;1;2;1;4; ;1;2;1; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;62;62;0140;01;27;2000,40829894151
