DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4903609;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;3966,5440127506
4903609;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;3966,5440127506
4903610;1;1;1;50; ;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;05;1;68;3154,00155871749
4903610;1;2;1;50; ;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;05;1;68;3154,00155871749
4903611;1;1;1;50; ;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;05;1;68;4474,87821392166
4903611;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;05;1;68;4474,87821392166
4903611;1;3;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;1;68;4474,87821392166
4903612;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05;1;68;2852,23102798988
4903612;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;2852,23102798988
4903613;1;1;1;50; ;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;3373,72152548678
4903613;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;3373,72152548678
4903613;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;3373,72152548678
4903615;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;3475,75235847927
4903615;1;2;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;1;68;3475,75235847927
4903617;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;1;2; ;1;1; ;6;1;05;1;68;4106,90542460853
4903617;1;2;1;50; ;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;05;1;68;4106,90542460853
4903618;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;3849,37653260947
4903618;1;2;1;50; ;1;5; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;05;1;68;3849,37653260947
4903618;1;4;1;50; ;1;1; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;05;1;68;3849,37653260947
4903618;1;5;1;50; ;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;3849,37653260947
4903618;1;6;1;50; ;1; ; ;6;6;DILIGENCIAS MEDICAS;2;2;2;2;1;8; ;1;1; ;12;1;05;1;68;3849,37653260947
4903618;1;7;1;50; ;1; ; ;7;6;CUIDADO DE MENOR;2;2;2;2;1;2; ;1;1; ;10;1;05;1;68;3849,37653260947
4903619;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;4474,87821392166
4903619;1;2;1;50; ;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;05;1;68;4474,87821392166
4903619;1;3;1;50; ;1; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;05;1;68;4474,87821392166
4903632;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;4652,89964567704
4903633;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;68;3590,0726319404
4903636;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;2996,01515865102
4903636;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;2996,01515865102
4903637;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;3994,8024691363
4903637;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;3994,8024691363
4903637;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;3994,8024691363
4903637;1;4;1;50; ;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;3994,8024691363
4903637;1;5;1;50; ;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;1;76;3994,8024691363
4903638;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;2523,90956153204
4903638;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;05;1;76;2523,90956153204
4903638;1;4;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;1;76;2523,90956153204
4903641;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;3429,60625111853
4903643;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;3429,60625111853
4903648;1;1;1;50; ;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;05;1;76;3471,67467070437
4903648;1;2;1;50; ;1;1; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;05;1;76;3471,67467070437
4903653;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;2467,69817248553
4903654;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;3469,36739495981
4903654;1;2;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;05;1;76;3469,36739495981
4903655;1;1;1;50; ;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;05;1;76;2336,70469929123
4903658;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;3469,36739495981
4903658;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1;76;3469,36739495981
