DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4903661;1;2;1;70;05;4;24;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;1;5233;05;05;978,435677593853
4903662;1;2;1;70;05;4;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;03; ; ;1;1; ;05;05;888,698518860991
4903673;1;1;1;70;05;8;48;5; ;2;8;5; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;1;1;95;21;26;1;1;2696;05;05;1010,70577582729
4903680;1;2;1;70;05;4;48;1; ;2;144;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;55;45;1;1;4530;05;05;1311,34227641885
4903692;1;1;1;70;05;4;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;98;58;70;1;1;7020;05;05;1047,85727114561
4903692;1;2;1;70;05;3;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;79;79;18;1;1;1810;05;05;1047,85727114561
4903707;1;2;1;70;05;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;828116;2; ;95;95;45;1;1;4521;05;05;880,039498927643
4903712;1;1;1;70;05;16;24;1; ;2;260;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;54;55;1;2;5511;05;05;1070,29006023372
4903712;1;2;1;70;05;104;48;1; ;2;156;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;828116;2; ;95;77;15;1;2;1551;05;05;1070,29006023372
4903713;1;3;1;70;05;4;48;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;83;28;1;1;2899;05;05;989,745141713206
4903714;1;2;1;70;05;16;48;3; ;2;8;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;54;74;1;2;7493;05;05;1024,85649026989
4903715;1;3;1;70;05;24;48;1; ;2;30;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;79;79;18;1;2;1810;05;05;2106,45601462296
4903716;1;2;1;70;05;1;40;3; ;2;1;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;1;200000;828116;2; ;54;54;85;1;1;8532;05;05;1016,07651199316
4903719;1;2;1;70;05;20;48;1; ;2;22;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;92;92;17;1;2;1730;05;05;1196,98790814766
4903724;1;3;1;70;05;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;97;25;1;2;2529;05;05;1211,32966909003
4903725;1;1;1;70;05;52;48;1; ;2;52;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;79;79;18;1;2;1810;05;05;2135,1395365077
4903725;1;5;1;70;05;10;48;1; ;2;12;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;19;97;36;1;1;3699;05;05;2135,1395365077
4903726;1;2;1;70;05;52;48;1; ;2;17;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;45;52;1;2;5233;05;05;1030,41827293554
4903731;1;2;1;70;05;120;48;1; ;2;120;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;55;24;1;2;2411;05;05;2530,5968180613
4903740;1;1;1;70;05;8;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;12; ; ;1;1; ;05;05;1004,76704787381
4903751;1;1;1;70;05;4;48;3; ;2;4;3; ;1;2;7; ; ;1; ; ; ; ; ; ; ; ;1;828116;828116;2; ;54;54;95;1;1;9500;05;05;1010,70577582729
4903754;1;3;1;70;05;24;48;4; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;93;95;45;1;2;4521;05;05;1092,89405639271
4903767;1;1;1;70;08;24;24;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;54;95;1;2;9500;05;08;352,723158101487
4903785;1;2;1;70;13;52;48;1; ;2;52;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;37;37;63;1;2;6390;05;13;320,586478105801
4903794;1;4;1;70;13;26;48;1; ;2;26;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;98;60;1;2;6031;05;13;346,44018731017
4903798;1;3;1;70;13;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ;21; ; ;1;2; ;05;13;243,164981362351
4903828;1;2;1;70;13;4;48;4; ;2;5;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;38;38;45;1;1;4530;05;13;261,43377821777
4903832;1;4;1;70;13;32;48;1; ;2;32;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;32;75;1;2;7530;05;13;394,726068974899
4903833;1;2;1;70;13;12;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;828116;2; ;45;45;52;1;1;5234;05;13;389,132476737372
4903841;1;3;1;70;13;20;40;1; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;95;45;1;2;4530;05;13;377,15388045974
4903844;1;2;1;70;13;20;48;1; ;2;24;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;45;52;1;2;5233;05;13;234,409177163756
4903968;1;2;1;70;17;30;48;2; ;2;160;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;45;52;1;2;5233;05;17;170,629384138939
4903975;1;1;1;70;17;1;48;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1400000;1200000;2; ;95;95;45;1;1;4521;05;17;177,999394067105
4903978;1;1;1;70;17;4;50;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;260000;1000000;2; ;95;95;45;1;1;4552;05;17;164,817897710152
4903982;1;3;1;70;17;24;48;1; ;2;28;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;13;80;1;2;8060;05;17;148,778662733436
4903989;1;2;1;70;17;8;48;1; ;2;8;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;38;38;64;1;1;6421;05;17;255,902312413063
4904000;1;2;1;70;17;64;48;1; ;2;70;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;95;45;1;2;4530;05;17;124,599575846973
