DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4903611;1;2;1;80; ;1;1;4;3; ;1; ;2;1; ;2; ;2; ;1;48;828116;2;1;05;68;4474,87821392166
4903611;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;68;4474,87821392166
4903612;1;1;1;80; ;1;1;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;05;68;2852,23102798988
4903613;1;1;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;68;3373,72152548678
4903615;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;68;3475,75235847927
4903637;1;5;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;76;3994,8024691363
4903638;1;2;1;80; ;1;1;2;8; ;1; ;2;9; ;2; ;2; ;2; ;800000;2;1;05;76;2523,90956153204
4903638;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;76;2523,90956153204
4903654;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;76;3469,36739495981
4903655;1;1;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;76;2336,70469929123
4903660;1;1;1;80;05;1;1;4;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;989,745141713206
4903660;1;2;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;989,745141713206
4903662;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;888,698518860991
4903665;1;3;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;1171,90467487354
4903667;1;1;1;80;05;1;1;4;1; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1233,27659501346
4903669;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;923,370777064183
4903669;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;923,370777064183
4903670;1;2;1;80;05;1;1;4;7; ;2; ; ;9; ;2; ;2; ;1;48;828116;2;1;05;05;1156,94491377859
4903670;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;1156,94491377859
4903672;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;48;828116;2;1;05;05;1012,17793080132
4903672;1;2;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1012,17793080132
4903672;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;1012,17793080132
4903678;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;894,999260022591
4903679;1;1;1;80;05;1;1;3;9;PARA DESCANSAR;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;05;1087,52332022684
4903681;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1067,8108231186
4903682;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;989,745141713206
4903682;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;989,745141713206
4903682;1;3;1;80;05;1;1;4;3; ;2; ; ;2; ;1;1;2; ;1;20;1500000;1;1;05;05;989,745141713206
4903683;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;05;05;1041,47945283864
4903683;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1041,47945283864
4903684;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1379,1887960419
4903684;1;4;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1379,1887960419
4903684;1;5;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;1379,1887960419
4903686;1;4;1;80;05;1;2; ; ; ; ;1;1;12;POR LA EDAD;2; ;2; ; ; ;828116;2;1;05;05;888,380386850876
4903686;1;5;1;80;05;1;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;05;888,380386850876
4903687;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;921,33063030255
4903688;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1073,18155928447
4903688;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1073,18155928447
4903689;1;1;1;80;05;1;2; ; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;05;05;1087,52332022684
4903690;1;1;1;80;05;1;1;1;8; ;1; ;1;1; ;3; ;2; ;1;20;400000;3;1;05;05;1092,89405639271
4903690;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;05;05;1092,89405639271
4903691;1;3;1;80;05;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;05;05;1046,85018900451
4903692;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1047,85727114561
4903693;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;1398,49408269208
4903693;2;1;2;80;05;1;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;05;05;1398,49408269208
4903693;2;2;2;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1398,49408269208
4903694;1;1;1;80;05;1;2; ; ; ; ;1;4;7; ;2; ;2; ; ; ; ;2;1;05;05;839,934359492921
4903694;1;2;1;80;05;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;05;05;839,934359492921
4903694;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;839,934359492921
4903698;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1012,17793080132
4903698;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1012,17793080132
4903700;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1073,18155928447
4903700;1;2;1;80;05;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;1073,18155928447
4903702;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1265,29840903065
4903702;1;2;1;80;05;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;1265,29840903065
4903703;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1073,18155928447
4903704;1;2;1;80;05;1;2; ; ; ; ;1;1;12;PORQUE PENSABA ESTUDIAR;2; ;2; ;1;48;828116;2;1;05;05;943,763419390661
4903707;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;880,039498927643
4903708;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1217,94854226174
4903710;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;15;400000;2;1;05;05;914,711757130835
4903710;1;4;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;25;828000;3;1;05;05;914,711757130835
4903711;1;2;1;80;05;1;1;2;3; ;2; ; ;2; ;2; ;2; ;1;48;828116;2;1;05;05;1328,78127462892
4903711;1;4;1;80;05;1;1;2;9;CAMBIO DE DOMICILIO;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;1328,78127462892
4903712;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;1070,29006023372
4903713;1;1;1;80;05;1;1;2;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;05;05;989,745141713206
4903713;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;05;05;989,745141713206
4903715;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;05;05;2106,45601462296
4903716;1;1;1;80;05;1;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;828116;2;1;05;05;1016,07651199316
4903717;1;2;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;1067,56976825385
4903717;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;05;05;1067,56976825385
4903718;1;2;1;80;05;1;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;1073,18155928447
4903719;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;05;05;1196,98790814766
4903719;1;3;1;80;05;1;1;1;6; ;2; ; ;12;EMBARAZO;1; ;2; ; ; ; ;2;1;05;05;1196,98790814766
