DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;P6430;OFICIO;RAMA2D;OCI;MES;RAMA4D;RAMA4DP8;RAMA2DP8;INGLABO;DPTO;fex_c_2011
4912044;1;1;1;60;2;76;1;2;1; ;1; ; ;1;1;1;1;156; ;3; ;1;1600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;98;2;2; ; ;2; ; ;2; ; ;1;1600000;1;900000;1;900000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;16;1; ; ; ; ; ; ; ; ;1;1;1;1;0;36;1; ;2; ; ; ; ; ; ; ;8;8;40;2; ; ; ;1;1;1;1;2;2;2;2;1;1;1;POR LA JORNADA LABORAL;2;1;1;1;2;1;1;2;2; ;1;03;27;1;05;2731; ; ;1600000;76;2204,76154065575
4912044;1;2;1;60;2;76;1;2;1; ;1; ; ;1;1;2;1;72; ;1; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;97000;1;1;69000;2;2; ; ;2; ; ;2; ; ;1;1200000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;8;7; ;12;CON SU SALARIO;1;1;1;18;1;1; ; ; ; ; ; ; ; ;1;1;1;5;12;1; ;2; ; ; ; ; ; ; ;3;1;90;2; ; ; ;1;1;1;1;1;2;2;2;2;2;2; ;2;1;1;1;1;2;1;1;5; ;1;33;34;1;05;3420; ; ;1200000;76;2204,76154065575
4912045;1;3;1;60;2;76;1;2;1; ;1; ; ;1;2;2;1;2; ;1; ;2;828116;1;50000;2;2; ;2; ;2; ;2; ;2; ; ;1;97032;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;1;98;2; ;1;5; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ;45; ;.;50; ; ;6;7; ;1; ;1;1;1;0;1; ; ; ; ; ; ; ; ;1;1;2;1;4;4;1; ;2; ; ; ; ; ; ; ;1;1;90;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;85;74;1;05;7492; ; ;828116;76;1326,68238025432
4912046;1;2;1;60;2;76;1;2;2;6;1; ; ;1;1;2;1;4; ;3; ;1;828116;1;98;2;1;100000;2; ;2; ;2; ;2; ; ;1;97032;2;2; ; ;2; ; ;2; ; ;2; ; ;1;98;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ;45; ;.;45; ; ;7;7; ;1; ;1;1;1;98;1; ; ;1; ; ; ; ; ; ;1;1;1;2;4;1; ;2; ; ; ; ; ; ; ;2;1;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;5; ;1;97;24;1;05;2423; ; ;928116;76;852,818203522892
4912053;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;0;1;0;1; ;12;2; ; ; ; ;2;1;1;50; ;.;50; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;240;4; ;1;19;0;4; ;150000;1;8;9;1;120;2; ; ; ;1;1;2;1;2;1;2;2;2;2;2; ;2;2;1;2;2;2;2;1;3; ;4;61;01;1;05;0140; ; ;150000;19;2633,60274614261
4912054;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;450000;1;4500000;3; ;12;2; ; ; ; ;2;1;1;40; ;.;40; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;120;4; ;1;19;0;4; ;60000;1;8;3;1;120;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;1;1;2;2;1;1;2;2;9; ;4;61;01;1;05;0140; ; ;510000;19;1736,58839935205
4912055;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;360000;1;4400000;3; ;12;2; ; ; ; ;2;1;1;40; ;.;40; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;1;0;120;8; ;2; ; ; ; ; ; ; ;10;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;2;1;8; ;4;61;01;1;05;0111; ; ;360000;19;1417,81679874158
4912057;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;600; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;100000;1;1200000;3; ;12;2; ; ; ; ;2;5;2;40; ;.;40; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ;1; ; ; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;4;61;01;1;05;0119; ; ;100000;19;1720,5144338002
4912057;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;21;2; ;21; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;3; ;6;62;01;1;05;0119; ; ; ;19;1720,5144338002
4912057;2;1;2;60;2;19;2; ; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;100000;1;1000000;3; ;12;2; ; ; ; ;2;1;1;24;1; ;16;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;30;1;25;1;1;1;1;1;1;2;2;2;2;1;2;2; ;2;1;2;2;2;2;2;1;9; ;4;61;01;1;05;0140; ; ;100000;19;1720,5144338002
