DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011
4912044;1;1;1;90;2; ;2; ;2; ;1;14;2; ;2; ;1;8;2; ;2; ;2; ;2;05;76;2204,76154065575
4912044;1;2;1;90;2; ;1;14;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2;05;76;2204,76154065575
4912044;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;76;2204,76154065575
4912045;1;1;1;90;2; ;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;76;1326,68238025432
4912045;1;2;1;90;2; ;1;4;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;76;1326,68238025432
4912045;1;3;1;90;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;76;1326,68238025432
4912046;1;1;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;76;852,818203522892
4912046;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2;05;76;852,818203522892
4912053;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;2633,60274614261
4912053;1;2;1;90;1;20;1;18;2; ;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2;05;19;2633,60274614261
4912054;1;1;1;90;1;5;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1736,58839935205
4912054;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1736,58839935205
4912055;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1417,81679874158
4912055;1;2;1;90;2; ;1;33;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1417,81679874158
4912055;1;3;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1417,81679874158
4912055;1;4;1;90;1;2;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1417,81679874158
4912057;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;1;6;2; ;2;05;19;1720,5144338002
4912057;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1720,5144338002
4912057;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1720,5144338002
4912057;2;1;2;90;1;12;1;24;2; ;2; ;2; ;2; ;2; ;2; ;1;5;2; ;2;05;19;1720,5144338002
4912057;2;2;2;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1720,5144338002
4912058;1;1;1;90;1;3;1;6;2; ;2; ;2; ;2; ;2; ;2; ;1;6;2; ;2;05;19;1898,45166216238
4912058;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1898,45166216238
4912058;1;3;1;90;1;2;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1898,45166216238
4912058;1;4;1;90;1;8;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1898,45166216238
4912059;1;1;1;90;1;3;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;2335,6746406361
4912059;1;2;1;90;1;11;1;29;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;2335,6746406361
4912059;1;3;1;90;1;18;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;2335,6746406361
4912060;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1972,08322028636
4912060;1;2;1;90;2; ;1;24;2; ;1;15;2; ;2; ;2; ;2; ;1;4;2; ;2;05;19;1972,08322028636
4912060;1;4;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;2;2; ;2;05;19;1972,08322028636
4912061;1;1;1;90;2; ;1;20;2; ;1;15;2; ;2; ;2; ;2; ;2; ;1;8;2;05;19;1788,17009787792
4912061;1;2;1;90;1;24;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1788,17009787792
4912061;1;3;1;90;1;10;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1788,17009787792
4912061;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1788,17009787792
4912061;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1788,17009787792
4912061;1;7;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1788,17009787792
4912065;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;8;2;05;19;1861,41675175568
4912065;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;8;2;05;19;1861,41675175568
4912065;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;8;2;05;19;1861,41675175568
4912065;1;4;1;90;1;8;1;32;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1861,41675175568
4912068;1;1;1;90;1;4;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;05;19;1089,13740962062
