Directorio;Secuencia_p;Orden;Area;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6050;P6080;P6080s1;P6060;P6060s1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180s1;P6180s2;P6190;P6190s1;P6200;P6200s1;P6210;P6210s1;P6220;P6040;Dpto;Fex_c_2011
373504;1;1;05;10;1;1;1;12;1965;1;6; ;2; ;6;1; ; ;1;1;24800;2;1;2; ; ; ; ; ; ; ; ;3;5; ;41;05;829,927708291297
373504;1;2;05;10;2;2;1;4;1962;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;3;3;45;05;829,927708291297
373505;1;1;05;10;1;2;1;1;1953;1;6; ;2; ;5;1; ; ;1;1;50000;2;1;2; ; ; ; ; ; ; ; ;6;2;3;54;05;829,927708291297
373505;1;2;05;10;2;1;1;7;1975;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;6;2;3;31;05;829,927708291297
373506;1;1;05;10;1;1;1;2;1955;1;6; ;2; ;6;1; ; ;1;2;112500;2;1;2; ; ; ; ; ; ; ; ;6;5;4;52;05;919,904903985577
373506;1;2;05;10;2;2;1;3;1958;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;3;3;49;05;919,904903985577
373506;1;3;05;10;3;2;1;3;1980;3;6; ;2; ;5;1; ; ;1;3;95000;2;1;2; ; ; ; ;2; ;2; ;6;5;4;27;05;919,904903985577
373506;1;4;05;10;4;1;1;5;1981;3;6; ;2; ;5;1; ; ;1;1;48000;2;1;2; ; ; ; ;2; ;2; ;6;5;4;26;05;919,904903985577
373507;1;1;05;10;1;2;1;2;1951;1;6; ;2; ;6;1; ; ;1;2;105000;2;1;2; ; ; ; ; ; ; ; ;6;5;4;56;05;515,160526096782
373507;1;2;05;10;2;1;1;6;1990;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;9; ;17;05;515,160526096782
373507;1;3;05;10;3;2;1;2;1989;3;6; ;2; ;5;1; ; ;1;3;54300;2;1;1;2;2; ; ;2; ;2; ;5;10;1;18;05;515,160526096782
373507;1;4;05;10;4;1;1;10;2005;4;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;515,160526096782
373507;1;5;05;10;5;2;1;1;1986;6;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ;21;05;515,160526096782
373508;1;1;05;10;1;2;1;2;1954;1;6; ;2; ;5;1; ; ;1;2;142875;2;1;2; ; ; ; ; ; ; ; ;5;11;2;53;05;739,888280689175
373509;1;1;05;10;1;2;1;2;1934;1;6; ;2; ;5;1; ; ;1;3;90000;2;1;2; ; ; ; ; ; ; ; ;4;6; ;73;05;698,029926161409
373510;1;1;05;10;1;1;1;6;1930;1;6; ;2; ;6;1; ; ;1;2;100000;2;1;2; ; ; ; ; ; ; ; ;4;9; ;77;05;724,367860082176
373510;1;2;05;10;2;2;1;5;1945;2;6; ;2; ;6;1; ; ;1;2;100000;2;1;2; ; ; ; ; ; ; ; ;4;9; ;62;05;724,367860082176
373511;1;1;05;10;1;1;1;8;1968;1;6; ;2; ;2;1; ; ;1;1;80000;2;1;2; ; ; ; ; ; ; ; ;6;5;4;38;05;827,642946088267
373511;1;2;05;10;2;2;1;7;1963;2;6; ;2; ;2;1; ; ;1;1;72000;2;1;2; ; ; ; ; ; ; ; ;6;5;4;43;05;827,642946088267
373511;1;3;05;10;2;2;1;6;2007;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;05;827,642946088267
373512;1;1;05;10;1;1;1;3;1948;1;6; ;2; ;6;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;5;11;2;59;05;705,515615741542
373512;1;2;05;10;2;2;1;3;1956;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;51;05;705,515615741542
373512;1;3;05;10;3;2;1;12;1992;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;7; ;14;05;705,515615741542
373513;1;1;05;10;1;2;1;4;1969;1;6; ;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ;38;05;746,355494231467
373513;1;2;05;10;1;1;1;7;1990;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1;16;05;746,355494231467
373513;1;3;05;10;1;2;1;6;1996;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ;11;05;746,355494231467
373514;1;1;05;10;1;1;1;3;1972;1;6; ;2; ;1;1; ; ;1;1;17348;2;1;2; ; ; ; ; ; ; ; ;5;10;1;35;05;699,079163257591
373514;1;2;05;10;2;2;1;5;1984;2;6; ;2; ;1;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;6;2;3;23;05;699,079163257591
373514;1;3;05;10;2;1;1;5;2005;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;05;699,079163257591
373515;1;1;05;10;1;1;1;8;1965;1;6; ;2; ;2;2;1;24; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;7; ;41;05;777,231481708793
373515;1;2;05;10;2;2;1;6;1973;2;6; ;2; ;2;2;1;6; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;34;05;777,231481708793
373515;1;3;05;10;1;1;1;1;1991;3;6; ;2; ;5;2;2; ; ; ; ; ;1;1;1;1;80;800;2; ;2; ;4;9; ;16;05;777,231481708793
373515;1;4;05;10;2;1;1;7;1993;3;6; ;2; ;5;2;1;6; ; ; ; ;1;1;1;1;50;1500;2; ;2; ;4;7; ;13;05;777,231481708793
373515;1;5;05;10;2;1;1;2;1996;3;6; ;2; ;5;2;1;6; ; ; ; ;1;1;1;1;50;1500;2; ;2; ;4;0; ;11;05;777,231481708793
373516;1;1;05;10;1;1;1;8;1927;1;6; ;2; ;6;1; ; ;1;2;57120;2;2;2; ; ; ; ; ; ; ; ;3;2; ;79;05;904,44671528642
373516;1;2;05;10;2;2;1;6;1934;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;73;05;904,44671528642
373516;1;3;05;10;3;1;1;6;1967;3;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;40;05;904,44671528642
373516;1;4;05;10;4;1;1;8;1974;3;6; ;2; ;5;1; ; ;1;1;57680;2;1;2; ; ; ; ;2; ;2; ;6;5;4;32;05;904,44671528642
373517;1;1;05;10;1;1;1;3;1971;1;6; ;2; ;6;1; ; ;1;1;20000;2;1;2; ; ; ; ; ; ; ; ;6;3;3;36;05;827,642946088267
373517;1;2;05;10;2;2;1;5;1974;2;6; ;2; ;6;1; ; ;1;1;32000;2;1;2; ; ; ; ;2; ;2; ;6;2;3;33;05;827,642946088267
373517;1;3;05;10;2;2;1;4;2000;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;0; ;7;05;827,642946088267
373518;1;1;05;10;1;1;1;9;1966;1;6; ;2; ;6;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;4;6; ;40;05;769,217109422897
373518;1;2;05;10;2;2;1;4;1969;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;38;05;769,217109422897
373518;1;3;05;10;3;2;1;10;1986;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;20;05;769,217109422897
373519;1;1;05;10;1;1;1;11;1953;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;53;05;829,927708291297
373519;1;2;05;10;2;2;1;5;1960;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;47;05;829,927708291297
373520;1;1;05;10;1;1;1;5;1984;1;6; ;2; ;2;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;5;11;2;23;05;687,99188947394
373520;1;2;05;10;2;2;1;12;1985;2;6; ;2; ;2;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;5;11;2;21;05;687,99188947394
373521;1;1;05;10;1;1;1;9;1976;1;6; ;2; ;2;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;6;2;3;30;05;757,442768015118
373521;1;2;05;10;2;2;1;5;1976;2;6; ;2; ;2;1; ; ;1;5; ;1;1;2; ; ; ; ;2; ;2; ;5;11;2;31;05;757,442768015118
373521;1;3;05;10;2;1;1;4;2000;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;1; ;7;05;757,442768015118
373521;1;4;05;10;2;2;1;4;2007;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;05;757,442768015118
373522;1;1;05;10;1;1;1;8;1947;1;6; ;1;1;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;59;05;750,5615554103
373522;1;2;05;10;2;2;1;3;1940;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;67;05;750,5615554103
373522;2;1;05;10;1;2;1;7;1963;1;6; ;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;43;05;750,5615554103
373522;2;2;05;10;2;1;1;2;1986;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1;21;05;750,5615554103
373522;2;3;05;10;3;1;1;5;1987;3;6; ;2; ;5;1; ; ;1;1;24000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;20;05;750,5615554103
373522;2;4;05;10;1;1;1;6;1993;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;80;3000;2; ;2; ;4;7; ;14;05;750,5615554103
373524;1;1;05;10;1;1;1;4;1939;1;6; ;2; ;2;1; ; ;1;2;54200;2;1;2; ; ; ; ; ; ; ; ;3;5; ;68;05;703,230853538512
373524;1;2;05;10;2;2;1;6;1958;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;49;05;703,230853538512
373524;1;3;05;10;3;2;1;10;1985;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;21;05;703,230853538512
373524;1;4;05;10;3;2;1;6;2004;4;6; ;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;3;05;703,230853538512
373525;1;1;05;10;1;1;1;10;1986;1;6; ;2; ;5;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;5;11;2;20;05;748,70248834234
373526;1;1;05;10;1;2;1;3;1964;1;6; ;2; ;5;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;4;6; ;43;05;739,888280689175
373527;1;1;05;10;3;2;1;6;1976;1;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;31;05;707,76890709507
373527;1;2;05;10;3;1;2; ; ;2;6; ;2; ;6;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;5;11;2;42;05;707,76890709507
373527;1;3;05;10;3;2;1;10;1991;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ;15;05;707,76890709507
373527;1;4;05;10;3;1;1;4;1997;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ;10;05;707,76890709507
373527;1;5;05;10;5;1;1;6;1989;5;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;6;0;2;18;05;707,76890709507
373528;1;1;05;10;1;1;1;10;1967;1;6; ;2; ;6;1; ; ;1;1;21000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;39;05;825,358183885236
373528;1;2;05;10;2;2;1;4;1974;2;6; ;2; ;6;1; ; ;1;1;22000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;33;05;825,358183885236
373528;1;3;05;10;1;2;1;10;1995;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;250;3500;2; ;2; ;4;0; ;11;05;825,358183885236
373528;1;4;05;10;1;2;1;8;2002;3;6; ;2; ; ;1; ; ;1;5; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;4;05;825,358183885236
373529;1;1;05;10;1;1;1;8;1963;1;6; ;2; ;6;1; ; ;1;3;100000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;43;05;774,946719505762
373529;1;2;05;10;2;2;1;10;1962;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;44;05;774,946719505762
373529;1;3;05;10;2;1;1;9;1991;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ;15;05;774,946719505762
373529;1;4;05;10;2;1;1;4;1995;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ;12;05;774,946719505762
373529;1;5;05;10;2;2;1;12;1996;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ;10;05;774,946719505762
373529;1;6;05;10;2;1;1;10;2001;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;1;2; ; ;2; ;2; ;2;0; ;5;05;774,946719505762
373530;1;1;05;10;2;1;1;6;1962;1;6; ;2; ;2;2;1;120; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;7; ;45;05;827,642946088267
373530;1;2;05;10;2;2;1;6;1963;2;6; ;2; ;2;2;1;120; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2;44;05;827,642946088267
373530;1;3;05;10;2;2;1;9;1995;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ;11;05;827,642946088267
373531;1;1;05;10;1;1;1;5;1950;1;6; ;2; ;6;1; ; ;1;1;17348;2;1;2; ; ; ; ; ; ; ; ;5;11;2;57;05;865,017617957387
373531;1;2;05;10;2;2;1;1;1962;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;45;05;865,017617957387
373531;1;3;05;10;3;1;1;8;1981;3;6; ;2; ;5;1; ; ;1;1;25000;2;1;2; ; ; ; ;2; ;2; ;6;5;4;25;05;865,017617957387
373531;1;4;05;10;4;1;1;12;1986;3;6; ;2; ;5;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;5;11;2;20;05;865,017617957387
373533;1;1;05;10;1;1;1;10;1971;1;6; ;2; ;1;1; ; ;1;4; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;35;05;838,679684036619
373533;1;2;05;10;2;2;1;9;1967;2;6; ;2; ;1;1; ; ;1;1;17348;2;1;2; ; ; ; ; ; ; ; ;4;8; ;39;05;838,679684036619
373533;1;3;05;10;3;1;1;5;1994;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;240;3000;2; ;2; ;4;6; ;13;05;838,679684036619
373534;1;1;05;10;1;2;1;2;1975;1;6; ;2; ;5;1; ; ;1;1;24000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;32;05;599,487924542878
373534;1;2;05;10;1;1;1;8;1995;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ;11;05;599,487924542878
373534;1;3;05;10;1;1;1;3;2002;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;1;2; ; ;2; ;2; ;2;0; ;5;05;599,487924542878
373535;1;1;05;10;1;1;1;8;1978;1;6; ;2; ;2;1; ; ;1;1;22000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;28;05;829,927708291297
373535;1;2;05;10;2;2;1;5;1967;2;6; ;2; ;2;1; ; ;1;1;22000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;40;05;829,927708291297
373536;1;1;05;10;1;1;1;10;1941;1;6; ;2; ;2;1; ; ;1;2;99000;2;1;2; ; ; ; ; ; ; ; ;6;1;2;65;05;704,778012282116
373536;1;2;05;10;2;2;1;12;1972;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ;34;05;704,778012282116
373536;1;3;05;10;3;1;1;1;1991;3;6; ;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ;16;05;704,778012282116
373536;1;4;05;10;2;1;1;9;2000;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;1;1;80;1600;2; ;2; ;3;0; ;6;05;704,778012282116
373539;1;1;05;10;1;2;1;10;1971;1;6; ;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;35;05;746,355494231467
373539;1;2;05;10;1;1;1;6;1994;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ;13;05;746,355494231467
373539;1;3;05;10;1;2;1;7;1999;3;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ;8;05;746,355494231467
373540;1;1;05;10;1;1;1;8;1935;1;6; ;2; ;6;1; ; ;1;2;50000;2;1;2; ; ; ; ; ; ; ; ;3;4; ;71;05;724,305628174333
373540;1;2;05;10;2;2;1;5;1935;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;72;05;724,305628174333
373540;1;3;05;10;3;2;2; ; ;3;6; ;2; ;5;1; ; ;1;1;28600;2;1;2; ; ; ; ; ; ; ; ;6;3;3;35;05;724,305628174333
373542;1;1;05;10;1;2;1;4;1955;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;52;05;739,888280689175
373543;1;1;05;10;1;1;1;6;1965;1;6; ;2; ;6;1; ; ;1;1;17000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;42;05;786,065464138916
373543;1;2;05;10;2;2;1;11;1964;2;6; ;2; ;6;1; ; ;1;1;17000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;42;05;786,065464138916
373543;1;3;05;10;2;1;1;5;2000;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;80;800;2; ;2; ;3;0; ;7;05;786,065464138916
373543;1;4;05;10;4;1;1;6;1930;5;6; ;2; ;4;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;77;05;786,065464138916
373544;1;1;05;10;1;1;1;11;1961;1;6; ;2; ;6;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;5;10;1;45;05;708,506510554497
373544;1;2;05;10;2;2;1;2;1961;2;6; ;2; ;6;1; ; ;1;1;25000;2;1;2; ; ; ; ; ; ; ; ;6;2;3;46;05;708,506510554497
373544;1;3;05;10;2;2;1;11;1990;3;6; ;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;1;216000;2; ;5;10;1;16;05;708,506510554497
373544;1;4;05;10;2;2;1;9;1992;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;0; ;14;05;708,506510554497
373545;1;1;05;10;1;2;1;3;1959;1;6; ;2; ;4;1; ; ;1;1;60000;2;1;2; ; ; ; ; ; ; ; ;6;2;3;48;05;825,171488161708
373545;1;2;05;10;2;2;1;10;1975;3;6; ;2; ;5;1; ; ;1;1;60000;2;1;1;1;2; ; ;2; ;2; ;6;9;4;31;05;825,171488161708
373545;1;3;05;10;3;1;1;4;1977;3;6; ;2; ;2;1; ; ;1;1;17000;2;1;2; ; ; ; ;2; ;2; ;6;3;3;30;05;825,171488161708
373545;1;4;05;10;4;2;1;2;2005;4;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;05;825,171488161708
373545;1;5;05;10;5;2;1;10;1979;3;6; ;2; ;5;1; ; ;1;1;32000;2;1;2; ; ; ; ;2; ;2; ;6;5;4;27;05;825,171488161708
373545;1;6;05;10;5;2;1;6;2006;4;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;825,171488161708
373545;1;7;05;10;7;2;1;2;1978;5;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;6;2;3;29;05;825,171488161708
373547;1;1;05;10;1;1;1;8;1952;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;54;05;829,927708291297
373547;1;2;05;10;2;2;1;9;1952;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;54;05;829,927708291297
373548;1;1;05;10;1;2;1;4;1946;1;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;61;05;843,73611641802
373548;1;2;05;10;2;1;1;11;1943;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;63;05;843,73611641802
373548;1;3;05;10;3;1;1;5;1977;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;1;0; ;30;05;843,73611641802
373548;1;4;05;10;4;2;1;8;1983;3;6; ;2; ;5;1; ; ;1;1;17000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;23;05;843,73611641802
373548;1;5;05;10;5;1;1;11;1977;9;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ;29;05;843,73611641802
373549;1;1;05;10;1;1;1;11;1964;1;6; ;2; ;2;1; ; ;1;1;24000;2;1;2; ; ; ; ; ; ; ; ;4;9; ;42;05;706,221748351466
373549;1;2;05;10;2;2;1;3;1976;2;6; ;2; ;2;1; ; ;1;1;17000;2;1;2; ; ; ; ;2; ;2; ;3;5; ;31;05;706,221748351466
373549;1;3;05;10;2;2;1;1;1995;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;200;1500;2; ;2; ;4;0; ;12;05;706,221748351466
373549;1;4;05;10;2;2;1;1;1996;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;200;1500;2; ;2; ;3;4; ;11;05;706,221748351466
373549;1;5;05;10;5;2;1;3;1987;5;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ;20;05;706,221748351466
373550;1;1;05;10;1;2;1;1;1987;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ;20;05;616,244552657187
373550;1;2;05;10;1;2;1;8;2004;3;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;05;616,244552657187
373550;1;3;05;10;3;2;1;12;1985;9;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;9; ;21;05;616,244552657187
373551;1;1;05;10;1;2;1;7;1944;1;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;63;05;567,056917312017
373551;1;2;05;10;2;2;1;7;1983;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;2;2; ; ;2; ;2; ;6;0;2;24;05;567,056917312017
373551;1;3;05;10;3;2;1;3;1971;3;6; ;2; ;5;1; ; ;1;1;17000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;36;05;567,056917312017
373551;1;4;05;10;3;1;1;4;2000;4;6; ;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;1; ;7;05;567,056917312017
373553;1;1;05;10;1;2;1;10;1963;1;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;43;05;827,580714180424
373553;1;2;05;10;1;2;1;8;1996;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;1500;1;44000;2; ;3;4; ;10;05;827,580714180424
373553;1;3;05;10;3;1;1;12;1964;5;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;42;05;827,580714180424
373553;1;4;05;10;3;2;1;2;1969;5;6; ;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;38;05;827,580714180424
373554;1;1;05;10;1;2;1;1;1986;1;6; ;2; ;5;2;1;24; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ;21;05;679,239913728618
373555;1;1;05;10;1;2;1;12;1975;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;31;05;676,892919617744
373555;1;2;05;10;1;2;1;9;1992;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;4500;2; ;2; ;4;7; ;14;05;676,892919617744
373555;1;3;05;10;1;2;1;6;1996;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;4500;2; ;2; ;3;4; ;11;05;676,892919617744
373556;1;1;05;10;1;1;1;10;1971;1;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;4;3;35;05;689,527352145
373556;1;2;05;10;2;2;1;4;1981;2;6; ;2; ;2;1; ; ;1;3;54300;2;1;2; ; ; ; ;2; ;2; ;6;3;3;26;05;689,527352145
373556;1;3;05;10;2;1;1;8;2001;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;2;0; ;5;05;689,527352145
373556;1;4;05;10;2;1;1;6;2006;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;689,527352145
373557;1;1;05;10;1;1;1;5;1981;1;6; ;2; ;6;2;1;2; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;2;2;26;05;859,256537025019
373557;1;2;05;10;2;2;1;5;1979;2;6; ;2; ;6;2;1;1; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;2;2;28;05;859,256537025019
373557;1;3;05;10;3;1;1;7;1981;5;6; ;2; ;5;2;1;96; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;26;05;859,256537025019
373557;1;4;05;10;4;2;1;2;1989;5;6; ;2; ;5;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;18;05;859,256537025019
373558;1;1;05;10;1;2;1;4;1947;1;6; ;2; ;5;1; ; ;1;3;90000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;60;05;702,66476048981
373558;1;2;05;10;2;1;1;8;1982;3;6; ;2; ;5;1; ; ;1;1;32000;2;1;1;2;2; ; ;2; ;2; ;6;5;3;24;05;702,66476048981
373558;1;3;05;10;3;2;1;4;1980;5;6; ;2; ;5;1; ; ;1;1;17000;2;1;2; ; ; ; ;2; ;2; ;5;10;1;27;05;702,66476048981
373558;1;4;05;10;4;2;1;3;2001;5;6; ;2; ; ;1; ; ;1;5; ;2;2;1;1;2; ; ;2; ;2; ;2;0; ;6;05;702,66476048981
373558;1;5;05;10;5;1;1;7;1989;5;6; ;2; ;5;2;1;48; ; ; ; ;1;1;1;2; ; ;2; ;2; ;6;0;2;18;05;702,66476048981
373558;1;6;05;10;1;2;1;11;1994;5;6; ;2; ;5;2;1;48; ; ; ; ;1;1;1;1;200;4500;2; ;2; ;4;8; ;12;05;702,66476048981
