Directorio;Area;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Dpto;Orden;Fex_c_2011
373301;05;1;1;1;3;1;1;1;2;1;1; ; ;15000000;100000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;3;2;1;2;2;1;1;1;2;1;01;05;1;617,729479492948
373302;05;1;5;3;1;1;1;1;1;3;3; ; ; ; ;235000;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;3;4;1;1;1;1;1;2;2;1;01;05;1;694,447406943687
373303;05;1;6;1;1;1;1;1;1;3;1; ; ;40000000;300000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;3;4;1;1;1;1;1;2;2;1;01;05;1;724,367860082176
373304;05;1;5;3;1;1;1;1;1;3;1; ; ;30000000;280000; ;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;3;4;1;1;1;1;1;2;2;1;01;05;1;687,929657566097
373305;05;1;3;2;3;1;1;1;1;1;1; ; ;7000000;120000; ;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;1;1;1;2;1;01;05;1;696,79440105456
373306;05;1;4;2;1;1;1;1;1;4;3; ; ; ; ;180000;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;919,967135893419
373307;05;1;3;2;3;1;1;1;1;4;3; ; ; ; ;110000;1;1;2;1;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;1;1;2;2;1;01;05;1;735,318756283114
373308;05;1;5;4;1;1;1;1;1;3;3; ; ; ; ;320000;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;4;1;1;1;1;1;2;2;1;01;05;1;781,152835246596
373309;05;1;3;2;1;1;1;1;1;4;3; ; ; ; ;150000;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;626,594222981411
373310;05;1;3;2;1;1;1;1;1;1;3; ; ; ; ;200000;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;669,625870708184
373311;05;1;4;3;1;1;1;1;1;4;3; ; ; ; ;190000;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;794,735433199437
373312;05;1;4;3;1;1;1;1;1;1;3; ; ; ; ;180000;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;715,522181579509
