DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4543052;1;2;1;6; ;4;4;5;5;4; ; ; ;80000; ;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;4;2; ;1;1;1;2;1;0;2;2;2; ;2; ;01;2;02;13;2319,27863901842
4543053;1;3;2;2;1;4;3;4;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;1;2;4;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;02;13;1552,66554170502
4543054;1;4;3;2;1;3;3;1;4;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;4;2; ;1;1;1;2;1;0;2;2;2; ;2; ;01;2;02;13;1818,30492988337
4543055;1;3;1;6; ;4;1;6; ;1; ; ;20000000;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;2; ;1;1;1;2;1;0;2;2;2; ;1;2;01;2;02;13;1549,00544343823
4543056;1;3;2;2;1;4;1;1;4;4; ; ; ;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;7;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;02;13;2958,76729358141
4543057;1;3;2;2;1;4;3;5;5;4; ; ; ;150000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;02;13;1152,9611196027
4543058;1;3;2;6; ;4;9;5;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;02;13;1916,05749601724
4543893;1;3;2;2;1;4;3;1;5;4; ; ; ;200000; ;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;3;5;2; ;1;1;1;1;1;1;2;2;2; ;2; ;01;2;02;23;1978,6402176738
4543894;1;3;2;2;1;3;3;1;5;4; ; ; ;50000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;02;23;1074,75314976526
4543895;1;3;1;2;1;4;3;5;5;1; ; ;3000000;150000; ;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;2;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;02;23;1314,99207964188
4543896;1;4;3;2;1;4;3;1;5;1; ; ;2000000;50000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2; ;4;2; ;1;1;4;1;1;1;2;2;2; ;2; ;01;2;02;23;883,41095566417
4543897;1;4;2;2;1;4;3;1;5;1; ; ;18000000;150000; ;2;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;02;23;1504,2445466329
4543898;1;2;1;2;1;3;3;1;5;1; ; ;12000000;50000; ;2;2;1;1;2;2;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;02;23;2421,63766623284
4543899;1;4;3;2;1;4;3;5;5;4; ; ; ;100000; ;2;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;2;6;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;02;23;883,41095566417
4543900;1;4;1;2;1;4;3;1;4;4; ; ; ;200000; ;2;1;2;1;2;2;1;2;2;2;2;2;1;2;2;2;1;2;1;2;2;1;2;3;2; ;1;1;1;1;1;1;2;2;2; ;2; ;01;2;02;23;2452,02271578204
4543915;1;3;2;2;1;4;4;1;4;4; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;1;1;2;1;0;2;2;2; ;2; ;01;2;02;23;1443,94711490798
4543916;1;4;2;2;1;4;10;5;5;4; ; ; ;200000; ;2;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;8;2; ;1;1;5;1;1;0;2;2;2; ;2; ;01;2;02;23;3119,87804934985
4543917;1;4;1;2;1;4;5;5;5;4; ; ; ;100000; ;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;2;1;0;2;2;2; ;2; ;01;2;02;23;2279,26571292776
4543918;1;2;2;2;1;4;4;1;5;4; ; ; ;100000; ;2;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;7;2; ;1;1;5;2;1;0;2;2;2; ;2; ;01;2;02;23;2712,23165702242
4543919;1;4;2;2;1;4;4;1;4;4; ; ; ;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;5;2; ;1;1;5;2;1;0;2;2;2; ;2; ;01;2;02;23;2648,63248190139
