Directorio;Secuencia_p;Orden;Hogar;Regis;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Area;Mes;Dpto;Fex_c_2011
3618030;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;17;12;17;158,945279059634
3618030;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;12;17;158,945279059634
3618030;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;12;17;158,945279059634
3618031;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;4; ;35; ; ; ; ; ; ;17;12;17;540,89917766114
3618031;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;12;17;540,89917766114
3618032;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;17;12;17;136,569357356585
3618032;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;17;12;17;136,569357356585
3618032;1;3;1;90;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;2;17;12;17;136,569357356585
3618033;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;17;12;17;143,418106687224
3618033;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;17;12;17;143,418106687224
3618034;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;12;17;187,271697521859
3618035;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;17;12;17;182,881324005148
3618035;1;2;1;90;2;1;2;2;2;2;1;2;2;2; ;28; ; ; ; ;2; ; ; ;17;12;17;182,881324005148
3618035;1;3;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;6; ; ; ;17;12;17;182,881324005148
3618035;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;12;17;182,881324005148
3618036;1;1;1;90;2;1;2;2;2;2;2;2;2;1; ;28; ; ; ; ; ; ; ;2;17;12;17;193,014765777206
3618036;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;12;17;193,014765777206
3618037;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;12;17;166,200331721041
3618038;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;17;12;17;162,114557808001
3618039;1;1;1;90;2;1;2;2;2;1;2;2;2;2; ;12; ; ; ;17; ; ; ; ;17;12;17;162,114557808001
3618040;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;17;12;17;178,04803351118
3618068;1;1;1;90;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;8; ; ;73;12;73;347,259641639108
3618068;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;73;12;73;347,259641639108
3618068;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;12;73;347,259641639108
3618069;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;12;73;272,062480682615
3618069;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;73;12;73;272,062480682615
3618070;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;35; ; ;14; ; ; ; ; ;73;12;73;237,731002902716
3618070;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;12;73;237,731002902716
3618070;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;2; ; ; ; ; ; ;73;12;73;237,731002902716
3618070;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;73;12;73;237,731002902716
3618070;2;1;2;90;2;1;2;1;2;2;2;2;2;2; ;12; ;10; ; ; ; ; ; ;73;12;73;237,731002902716
3618070;2;2;2;90;2;1;2;1;2;2;2;2;2;2; ;28; ;21; ; ; ; ; ; ;73;12;73;237,731002902716
3618071;1;1;1;90;2;1;2;2;1;2;2;2;2;1; ;14; ; ;35; ; ; ; ;2;73;12;73;218,749870380505
3618071;1;2;1;90;2;1;2;2;2;2;2;2;2;1; ;14; ; ; ; ; ; ; ;2;73;12;73;218,749870380505
3618072;1;1;1;90;2;1;2;1;2;2;1;2;2;2; ;12; ;14; ; ;2; ; ; ;73;12;73;379,456537702651
3618072;1;2;1;90;2;1;2;1;2;2;2;2;2;1; ;30; ;7; ; ; ; ; ;1;73;12;73;379,456537702651
3618072;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;73;12;73;379,456537702651
3618072;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;12;73;379,456537702651
3618072;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;12;73;379,456537702651
3618073;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;73;12;73;376,371557689786
3618073;1;2;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;56; ; ; ; ; ; ;73;12;73;376,371557689786
3618073;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;12;73;376,371557689786
3618073;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;12;73;376,371557689786
3618073;1;6;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;12;73;376,371557689786
3618073;1;7;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;73;12;73;376,371557689786
3618074;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;12;73;314,51147789859
3618074;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;56; ;30; ; ; ; ; ; ;73;12;73;314,51147789859
3618074;1;3;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;30; ; ; ;73;12;73;314,51147789859
3618075;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;12;73;330,442102594892
3618075;1;2;1;90;1;2;2;2;2;2;2;2;2;2;21; ; ; ; ; ; ; ; ; ;73;12;73;330,442102594892
3618075;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;12;73;330,442102594892
3618075;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;12;73;330,442102594892
3618075;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;12;73;330,442102594892
3618088;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;5; ;21; ; ; ; ; ; ;76;12;76;1014,17397569051
3618089;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;76;12;76;982,189649282133
3618089;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;76;12;76;982,189649282133
3618090;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;12;76;696,565023288754
3618090;1;2;1;90;2;1;2;2;1;2;2;2;2;2; ;21; ; ;40; ; ; ; ; ;76;12;76;696,565023288754
3618090;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;76;12;76;696,565023288754
3618092;1;1;1;90;2;1;2;2;2;2;2;2;1;2; ;14; ; ; ; ; ; ;8; ;76;12;76;717,6049227609
3618092;1;2;1;90;2;1;2;2;1;2;2;2;2;2; ;42; ; ;6; ; ; ; ; ;76;12;76;717,6049227609
3618093;1;1;1;90;2;1;2;2;2;2;2;1;2;2; ;2; ; ; ; ; ;2; ; ;76;12;76;594,323025600119
3618093;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;76;12;76;594,323025600119
3618093;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;76;12;76;594,323025600119
3618093;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;12;76;594,323025600119
3618094;1;1;1;90;2;1;1;2;2;2;2;2;2;2; ;16;1; ; ; ; ; ; ; ;76;12;76;1014,17397569051
3618095;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;12;76;1141,7722659983
3618095;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;76;12;76;1141,7722659983
3618095;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;76;12;76;1141,7722659983
3618095;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;76;12;76;1141,7722659983
3618096;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;76;12;76;667,710078848925
3618096;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;76;12;76;667,710078848925
3618097;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;76;12;76;1009,32326536339
3618097;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;76;12;76;1009,32326536339
3618098;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;6; ;12; ; ; ; ; ; ;76;12;76;662,859368521805
3618098;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;76;12;76;662,859368521805
3618098;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;76;12;76;662,859368521805
3618099;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;76;12;76;1542,06065350695
3618099;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;76;12;76;1542,06065350695
3618100;1;1;1;90;2;1;1;2;2;2;2;2;2;2; ;21;14; ; ; ; ; ; ; ;76;12;76;1296,66921971534
3618100;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;9; ; ; ; ; ; ; ; ;76;12;76;1296,66921971534
3618148;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;68;12;68;542,858761726078
3618148;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;68;12;68;542,858761726078
3618149;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;12;68;373,947228694368
3618149;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;68;12;68;373,947228694368
3618150;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;68;12;68;456,738475230225
3618150;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;8; ; ; ; ; ; ;68;12;68;456,738475230225
3618150;1;3;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;4; ; ; ; ; ; ;68;12;68;456,738475230225
3618150;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;68;12;68;456,738475230225
3618151;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;68;12;68;537,831308503664
3618151;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;21; ; ; ; ; ; ;68;12;68;537,831308503664
3618152;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;68;12;68;382,391660110284
3618152;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;12;68;382,391660110284
3618152;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;12;68;382,391660110284
3618152;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;68;12;68;382,391660110284
3618152;1;7;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;8; ; ; ; ; ; ;68;12;68;382,391660110284
3618152;1;8;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;70; ; ; ; ; ; ;68;12;68;382,391660110284
3618153;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;2; ;12; ; ; ; ; ; ;68;12;68;620,20430379546
3618153;1;2;1;90;2;1;2;1;2;2;1;2;2;2; ;35; ;16; ; ;2; ; ; ;68;12;68;620,20430379546
3618153;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;68;12;68;620,20430379546
3618153;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;68;12;68;620,20430379546
3618153;2;1;2;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;68;12;68;620,20430379546
3618153;3;1;3;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;68;12;68;620,20430379546
3618154;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;68;12;68;503,510941446686
3618155;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;68;12;68;514,576353597087
3618156;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;68;12;68;474,95464089588
3618156;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;68;12;68;474,95464089588
3618157;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;12;68;517,931767751532
3618157;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;68;12;68;517,931767751532
3618158;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;12;68;514,576353597087
3618159;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;68;12;68;556,429696258119
3618159;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;54; ; ; ; ; ; ; ; ;68;12;68;556,429696258119
3618159;1;3;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;10; ; ; ;68;12;68;556,429696258119
3618159;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;68;12;68;556,429696258119
3618160;1;1;1;90;2;1;2;2;2;2;2;2;1;2; ;7; ; ; ; ; ; ;4; ;68;12;68;539,503347571633
3618161;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;68;12;68;622,722429822868
3618161;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;68;12;68;622,722429822868
3618162;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;68;12;68;514,576353597087
3618163;1;1;1;90;2;1;2;1;1;2;2;2;2;2; ;35; ;35;21; ; ; ; ; ;52;12;52;167,78867867866
3618163;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;52;12;52;167,78867867866
3618163;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;28; ; ; ; ; ; ;52;12;52;167,78867867866
3618163;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;12;52;167,78867867866
3618164;1;1;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;52;12;52;245,659408690816
3618164;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;52;12;52;245,659408690816
3618165;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;12;52;147,750801021936
3618165;1;2;1;90;2;1;2;1;1;2;2;2;2;2; ;2; ;14;7; ; ; ; ; ;52;12;52;147,750801021936
3618165;1;3;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;3; ; ; ;52;12;52;147,750801021936
3618165;1;4;1;90;2;1;2;1;2;2;1;2;2;2; ;6; ;42; ; ;25; ; ; ;52;12;52;147,750801021936
3618165;1;5;1;90;2;1;2;2;1;2;1;2;2;2; ;42; ; ;28; ;12; ; ; ;52;12;52;147,750801021936
3618165;1;6;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;14; ; ; ;52;12;52;147,750801021936
3618166;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;12;52;141,249386174795
3618166;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;2; ; ; ; ; ; ;52;12;52;141,249386174795
3618167;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;12;52;216,679613931979
3618167;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;7; ; ; ; ; ; ;52;12;52;216,679613931979
3618167;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;12;52;216,679613931979
3618167;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;12;52;216,679613931979
3618168;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;52;12;52;168,299882067958
3618169;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;12;52;94,6473337128777
3618169;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;52;12;52;94,6473337128777
3618169;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;52;12;52;94,6473337128777
3618169;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;12;52;94,6473337128777
3618170;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;12;52;171,872866735043
3618170;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;52;12;52;171,872866735043
3618171;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;12;52;217,656124368464
3618172;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;12;52;200,748194600386
3618172;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;2; ;14; ; ; ; ; ; ;52;12;52;200,748194600386
3618172;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;52;12;52;200,748194600386
3618173;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;12;52;116,460913899172
3618173;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;12;52;116,460913899172
3618174;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;7; ; ; ; ; ; ;52;12;52;191,558416904491
3618174;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;14; ; ; ; ; ; ;52;12;52;191,558416904491
3618174;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;12;52;191,558416904491
3618174;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;12;52;191,558416904491
3618175;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;12;52;188,318156989271
3618175;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;52;12;52;188,318156989271
3618175;1;3;1;90;2;1;2;2;2;2;1;2;2;2; ;2; ; ; ; ;6; ; ; ;52;12;52;188,318156989271
3618176;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;12;52;157,070493479815
3618176;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;52;12;52;157,070493479815
3618177;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;52;12;52;233,743242002336
3618177;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;12;52;233,743242002336
3618178;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;9; ; ; ; ; ; ; ; ;52;12;52;141,249386174795
3618178;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;52;12;52;141,249386174795
3618179;1;1;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;52;12;52;245,659408690816
3618179;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;28; ; ; ; ; ; ;52;12;52;245,659408690816
3618180;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;52;12;52;176,401990300791
3618180;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;52;12;52;176,401990300791
3618180;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;52;12;52;176,401990300791
3618181;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;52;12;52;157,070493479815
3618181;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;52;12;52;157,070493479815
3618182;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;12;52;162,244171532593
3618183;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;4; ; ; ; ; ; ;52;12;52;195,574516547608
3618183;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;52;12;52;195,574516547608
3618183;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;15; ; ; ; ; ; ;52;12;52;195,574516547608
3618183;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;15; ; ; ; ; ; ;52;12;52;195,574516547608
3618184;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;52;12;52;190,605628475301
3618184;1;2;1;90;2;2;1;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ;52;12;52;190,605628475301
3618185;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;52;12;52;162,244171532593
3618186;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;52;12;52;205,739957679984
3618187;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;2; ;4; ; ; ; ; ; ;52;12;52;227,798690493549
3618187;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;8; ; ; ; ; ; ;52;12;52;227,798690493549
3618188;1;1;1;90;2;1;1;2;2;2;2;2;2;1; ;24;4; ; ; ; ; ; ;4;52;12;52;143,511409792334
3618189;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;12;52;213,793407365231
3618189;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;52;12;52;213,793407365231
3618189;1;3;1;90;2;1;2;2;2;2;2;1;2;2; ;4; ; ; ; ; ;3; ; ;52;12;52;213,793407365231
3618189;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;52;12;52;213,793407365231
3618190;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;12;52;190,605628475301
3618190;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;52;12;52;190,605628475301
3618191;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;5; ; ; ; ; ; ;52;12;52;143,511409792334
3618192;1;1;1;90;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;2; ; ;52;12;52;171,872866735043
3618192;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;52;12;52;171,872866735043
3618193;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;12;52;140,959653838648
3618193;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;50; ; ; ; ; ; ; ; ;52;12;52;140,959653838648
3618193;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;12;52;140,959653838648
