Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3617989;1;3;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;12;18;66,2835020372684;18
3617989;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;18;66,2835020372684;18
3617989;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;18;66,2835020372684;18
3617991;1;2;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;12;18;159,188597589728;18
3617992;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;18;258,234466988655;18
3617993;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;18;223,025777818021;18
3617994;1;5;1;80;1;1;1;6; ;2; ;2; ; ; ; ;2;2;1;12;18;211,135635585587;18
3617995;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;12;18;165,109796811762;18
3617995;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;18;165,109796811762;18
3617996;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;8;2;1;12;18;148,436020333275;18
3618004;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;12;18;289,081134508035;18
3618005;1;1;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;12;18;239,361121640939;18
3618008;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;18;52,4627901767431;18
3618009;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;18;107,881894603093;18
3618009;1;2;1;80;1;1;3;2; ;2; ;2; ; ; ; ;2;2;1;12;18;107,881894603093;18
3618012;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;18;81,595169300387;18
3618012;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;18;81,595169300387;18
3618015;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;162,114557808001;17
3618019;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;70;117,43870895191;70
3618019;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;70;117,43870895191;70
3618022;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;17;286,836213374447;17
3618022;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;286,836213374447;17
3618023;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;324,229115616001;17
3618025;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;286,836213374447;17
3618025;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;12;17;286,836213374447;17
3618028;1;1;1;80;1;1;3;3; ;1;4;2; ; ; ; ;9;2;1;12;17;310,531616954724;17
3618028;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;310,531616954724;17
3618030;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;17;158,945279059634;17
3618030;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;17;158,945279059634;17
3618031;1;1;1;80;1;1;3;2; ;2; ;2; ; ; ; ;2;2;1;12;17;540,89917766114;17
3618035;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;182,881324005148;17
3618035;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;12;17;182,881324005148;17
3618037;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;166,200331721041;17
3618039;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;162,114557808001;17
3618041;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;47;167,296481425599;47
3618042;1;1;1;80;1;1;4;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;12;47;110,418304416911;47
3618042;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;47;110,418304416911;47
3618043;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;47;126,340502192356;47
3618044;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;47;125,829123334525;47
3618045;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;9;2;1;12;47;136,348682001126;47
3618045;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;12;47;136,348682001126;47
3618046;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;47;110,418304416911;47
3618046;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;47;110,418304416911;47
3618048;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;12;47;123,924613018494;47
3618048;1;3;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;12;47;123,924613018494;47
3618050;1;1;1;80;1;1;1;4; ;2; ;1;600000; ; ; ;4;2;1;12;47;126,810680065989;47
3618052;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;12;15;102,238625874687;15
