DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177S1;CLASE;DPTO;fex_c_2011
557603;1;1;10;1;1;1;8;1940;67;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;20;1411,95697142241
557603;1;2;10;2;2;1;5;1952;55;2;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;20;1411,95697142241
557603;1;3;10;3;2;1;5;1984;23;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;20;1411,95697142241
557605;1;1;10;1;1;1;9;1963;44;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;20;1334,22087309491
557605;1;2;10;2;1;1;8;1971;36;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;20;1334,22087309491
557605;1;3;10;2;1;1;12;2001;6;3;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;1; ; ;2;20;1334,22087309491
557605;1;4;10;2;2;1;12;2004;3;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;20;1334,22087309491
557606;1;1;10;1;1;1;1;1987;20;1;2; ;1;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;20;1841,36634084276
557606;1;2;10;2;2;1;12;1992;15;2;2; ;1;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;20;1841,36634084276
557607;1;1;10;1;1;1;3;1947;60;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;20;1958,6805241409
557607;1;2;10;2;2;1;4;1947;60;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;20;1958,6805241409
557607;1;3;10;2;1;1;6;1992;15;3;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;20;1958,6805241409
557607;1;4;10;2;1;1;3;2003;4;4;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;20;1958,6805241409
557608;1;1;10;1;1;1;7;1966;41;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;20;1205,30086816113
557608;1;2;10;2;2;1;10;1968;39;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;20;1205,30086816113
557608;1;3;10;3;2;1;9;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;1;2;2; ; ;2; ;2; ;6;1;2; ;2;20;1205,30086816113
557608;1;4;10;4;2;1;8;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ; ;2;20;1205,30086816113
557608;1;5;10;2;1;1;8;1998;9;3;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ; ;2;20;1205,30086816113
557608;1;6;10;2;1;1;10;2000;7;3;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;3;0; ; ;2;20;1205,30086816113
557609;1;1;10;1;2;1;4;1937;70;1;2; ;3;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;20;1218,79763577251
557609;1;2;10;2;1;1;4;1977;30;3;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;20;1218,79763577251
557609;1;3;10;1;2;1;11;2000;7;4;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;3;1; ; ;2;20;1218,79763577251
557610;1;1;10;1;1;1;7;1969;38;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;20;2382,8391280436
557610;1;2;10;2;2;1;3;1973;34;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;20;2382,8391280436
557610;1;3;10;3;2;1;4;1991;16;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;2;20;2382,8391280436
557610;1;4;10;4;1;1;10;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ; ;2;20;2382,8391280436
557610;1;5;10;5;1;1;9;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ; ;2;20;2382,8391280436
557610;1;6;10;6;1;1;11;1996;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;5; ; ;2;20;2382,8391280436
557610;1;7;10;2;1;1;8;2000;7;3;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;3;2; ; ;2;20;2382,8391280436
557610;1;8;10;2;2;1;5;2005;2;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;20;2382,8391280436
557758;1;1;10;1;1;1;4;1979;28;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;2; ; ;2;23;1728,4482109512
557758;1;2;10;2;2;1;8;1984;23;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;23;1728,4482109512
557759;1;1;10;1;1;1;3;1979;28;1;2; ;2;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;23;2009,2968578435
557759;1;2;10;2;2;1;11;1980;27;2;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;23;2009,2968578435
557759;1;3;10;1;1;1;8;2002;5;3;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;23;2009,2968578435
557759;1;4;10;1;2;1;9;2003;4;3;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;23;2009,2968578435
557760;1;1;10;1;1;1;9;1982;25;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;23;1728,4482109512
557760;1;2;10;2;2;1;7;1985;22;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;23;1728,4482109512
557761;1;1;10;1;1;1;3;1969;38;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;23;2372,63548138965
557761;1;2;10;2;2;1;12;1975;32;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;23;2372,63548138965
557761;1;3;10;3;1;1;7;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ; ;2;23;2372,63548138965
557761;1;4;10;2;2;1;2;1999;8;3;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;3;0; ; ;2;23;2372,63548138965
557763;1;1;10;1;1;1;8;1946;61;1;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;23;2096,91471374115
557763;1;2;10;2;2;1;10;1948;59;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;23;2096,91471374115
557788;1;1;10;1;1;1;5;1958;49;1;2; ;3;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;23;1896,0047928206
557790;1;1;10;1;1;1;8;1951;56;1;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;23;3035,13223981431
557790;1;2;10;2;2;1;7;1966;41;2;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;23;3035,13223981431
557790;1;3;10;3;1;1;12;1988;19;3;2; ;5;2;2; ; ; ; ; ;1;1;1;1;0;300;2; ;2; ;5;10;1; ;2;23;3035,13223981431
557790;1;4;10;2;1;1;4;1993;14;3;2; ;5;2;2; ; ; ; ; ;1;1;1;1;0;500;2; ;2; ;4;0; ; ;2;23;3035,13223981431
557790;1;5;10;5;2;1;12;1983;24;3;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;23;3035,13223981431
557790;1;6;10;5;2;1;11;2004;3;4;2; ; ;1; ; ;1;5; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;23;3035,13223981431
557790;1;7;10;5;1;1;7;2007;0;4;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;3035,13223981431
557790;1;8;10;8;1;1;6;1965;42;8;2; ;5;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;23;3035,13223981431
557791;1;1;10;1;2;1;3;1958;49;1;2; ;3;1; ; ;2;5; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;2;23;1914,60885195556
557791;1;2;10;2;2;1;10;1988;19;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;1000;1;300000;2; ;5;10;1; ;2;23;1914,60885195556
557792;1;1;10;1;1;1;6;1982;25;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1; ;2;23;2177,86963764353
557792;1;2;10;2;2;1;10;1976;31;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;23;2177,86963764353
557792;1;3;10;3;2;1;5;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ; ;2;23;2177,86963764353
557792;1;4;10;4;1;1;2;1996;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ; ;2;23;2177,86963764353
557792;1;5;10;2;1;1;3;1998;9;3;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ; ;2;23;2177,86963764353
557833;1;1;10;1;1;1;5;1929;78;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;23;1756,95807022217
557833;1;2;10;2;2;1;8;1946;61;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;23;1756,95807022217
557833;1;3;10;3;2;1;12;1983;24;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;23;1756,95807022217
557833;1;4;10;4;1;1;10;1985;22;3;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;23;1756,95807022217
557834;1;1;10;1;1;1;9;1950;57;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;23;2397,1423586562
557834;1;2;10;2;2;1;12;1963;44;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;23;2397,1423586562
557834;1;3;10;3;1;1;5;1986;21;3;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;7; ; ;2;23;2397,1423586562
557834;1;4;10;4;1;1;5;1989;18;3;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;3;1; ; ;2;23;2397,1423586562
557835;1;1;10;1;1;1;7;1963;44;1;1;2;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;23;2327,34918696457
557835;1;2;10;2;2;1;10;1962;45;2;1;2;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;23;2327,34918696457
557835;1;3;10;3;1;1;4;1989;18;3;1;2;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;2;23;2327,34918696457
557835;1;4;10;4;1;1;6;1990;17;3;1;2;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;2;23;2327,34918696457
557835;1;5;10;5;1;1;3;1989;18;5;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;9; ; ;2;23;2327,34918696457
557836;1;1;10;1;2;1;12;1956;51;1;2; ;3;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;23;1489,93354925512
557836;1;2;10;2;1;1;2;1980;27;3;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;23;1489,93354925512
557836;1;3;10;3;2;1;4;1979;28;5;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;23;1489,93354925512
557836;1;4;10;3;1;1;3;2004;3;4;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;23;1489,93354925512
557836;1;5;10;3;1;1;9;2005;2;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1489,93354925512
557836;1;6;10;6;2;1;1;1997;10;4;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ; ;2;23;1489,93354925512
557836;1;7;10;1;2;1;9;1998;9;4;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ; ;2;23;1489,93354925512
557836;1;8;10;1;1;1;5;2003;4;4;2; ; ;1; ; ;3; ; ;2;2;1;1;1;0;1500;2; ;2; ;2;0; ; ;2;23;1489,93354925512
557836;1;9;10;1;1;1;10;2005;2;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1489,93354925512
557837;1;1;10;1;1;1;12;1936;71;1;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;23;1126,99975091648
557837;1;2;10;2;2;1;2;1946;61;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;23;1126,99975091648
557837;1;3;10;3;2;1;11;1976;31;3;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;23;1126,99975091648
557837;1;4;10;3;2;1;8;1997;10;4;2; ;5;2;1;48; ; ; ; ;1;1;1;1;0;1500;2; ;2; ;3;0; ; ;2;23;1126,99975091648
557837;1;5;10;3;2;1;11;1999;8;4;2; ; ;1; ; ;3; ; ;2;2;1;1;1;0;1500;2; ;2; ;3;0; ; ;2;23;1126,99975091648
557837;1;6;10;3;1;1;5;2006;1;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1126,99975091648
557837;1;7;10;7;2;1;6;1994;13;4;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;4;0; ; ;2;23;1126,99975091648
557837;1;8;10;8;2;1;3;1996;11;4;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;500;2; ;2; ;4;0; ; ;2;23;1126,99975091648
557837;1;9;10;3;2;1;12;1992;15;4;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;4;7; ; ;2;23;1126,99975091648
558338;1;1;10;1;1;1;1;1979;28;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;47;1549,55828556303
558338;1;2;10;2;2;1;1;1982;25;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1; ;2;47;1549,55828556303
558338;1;3;10;3;2;1;2;2001;6;3;2; ; ;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;2; ; ;2;47;1549,55828556303
558338;1;4;10;2;1;1;1;2004;3;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;47;1549,55828556303
558338;1;5;10;2;1;1;7;2006;1;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;47;1549,55828556303
558339;1;1;10;1;1;1;4;1972;35;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;47;1363,93805675014
558339;1;2;10;2;2;1;5;1985;22;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;47;1363,93805675014
558339;1;3;10;2;2;1;9;2005;2;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;47;1363,93805675014
558340;1;1;10;1;1;1;8;1929;78;1;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;47;1802,34235752083
558341;1;1;10;1;1;1;3;1989;18;1;2; ;5;1; ; ;1;4; ;2;1;2; ; ; ; ;2; ;2; ;4;9; ; ;2;47;1963,98882340316
558342;1;1;10;1;1;1;12;1972;34;1;2; ;6;1; ; ;1;4; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;47;1716,44696072337
558342;1;2;10;2;2;1;8;1974;33;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;47;1716,44696072337
558342;1;3;10;2;1;1;9;1996;11;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ; ;2;47;1716,44696072337
558342;1;4;10;2;1;1;2;2001;6;3;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;1; ; ;2;47;1716,44696072337
558343;1;1;10;1;2;1;1;1927;80;1;1;3;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;47;1534,57945398281
558343;1;2;10;1;1;1;3;1916;91;2;1;3;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;47;1534,57945398281
558344;1;1;10;1;2;1;4;1989;18;1;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;1; ; ;2;47;2134,95717452039
558344;1;2;10;1;1;1;9;1949;58;2;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;1;0; ; ;2;47;2134,95717452039
558344;1;3;10;1;2;1;12;2003;4;3;2; ; ;2;2; ; ; ; ; ;2;1;1;2; ; ;2; ;2; ;2;0; ; ;2;47;2134,95717452039
558344;1;4;10;1;2;1;3;2005;2;3;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;47;2134,95717452039
558344;1;5;10;1;1;1;9;2006;1;3;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;47;2134,95717452039
558344;1;6;10;1;1;1;10;2007;0;3;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;47;2134,95717452039
558344;1;7;10;1;2;1;8;2002;5;5;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;47;2134,95717452039
560522;1;1;10;2;1;1;1;1969;38;1;2; ;2;2;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;54;862,096522519419
560522;1;2;10;2;2;1;1;1979;28;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;54;862,096522519419
560522;1;3;10;2;2;1;2;2001;6;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;3;1; ; ;2;54;862,096522519419
560522;1;4;10;2;2;1;7;2004;3;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;54;862,096522519419
560522;1;5;10;2;2;1;11;2005;2;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;862,096522519419
560522;1;6;10;2;2;1;4;2007;0;3;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;862,096522519419
560522;1;7;10;7;2;1;9;1985;22;5;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;54;862,096522519419
560522;1;8;10;7;1;1;2;2003;4;5;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;54;862,096522519419
560522;1;9;10;7;2;1;9;2006;1;5;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;862,096522519419
560523;1;1;10;1;1;1;7;1929;78;1;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;54;721,307708309487
560523;1;2;10;2;2;1;8;1947;60;2;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;54;721,307708309487
560523;1;3;10;3;2;1;8;1947;60;5;2; ;5;2;1;5; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;54;721,307708309487
560524;1;1;10;1;1;1;5;1982;25;1;2; ;1;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;54;895,936417410159
560524;1;2;10;2;2;1;1;1984;23;2;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;54;895,936417410159
560524;1;3;10;3;2;1;12;2004;3;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;54;895,936417410159
560525;1;1;10;1;1;1;8;1955;52;1;2; ;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;54;584,173316087795
560525;1;2;10;2;2;1;5;1967;40;2;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;54;584,173316087795
560525;1;3;10;2;2;1;1;2001;6;3;2; ; ;2;2; ; ; ; ; ;2;1;1;1;250;1500;2; ;2; ;3;0; ; ;2;54;584,173316087795
560526;1;1;10;1;1;1;7;1976;31;1;2; ;3;2;1;5; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;2; ; ;2;54;869,903999934353
560526;1;2;10;2;2;1;3;1992;15;5;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;54;869,903999934353
560769;1;1;10;1;1;1;4;1948;59;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;1814,39893793345
560769;1;2;10;2;2;1;5;1950;57;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;1814,39893793345
560769;1;3;10;3;2;1;3;1980;27;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;1814,39893793345
560769;1;4;10;3;2;1;1;2007;0;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;1814,39893793345
560770;1;1;10;1;2;1;1;1973;34;1;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;2243,10014259069
560770;1;2;10;1;1;1;10;2005;2;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2243,10014259069
560770;1;3;10;3;1;1;6;1926;81;5;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;2243,10014259069
560770;1;4;10;4;2;1;6;1931;76;5;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2243,10014259069
560770;1;5;10;5;2;1;11;1993;14;5;2; ;5;1; ; ;1;5; ;2;1;1;1;1;800;1500;2; ;2; ;4;8; ; ;2;25;2243,10014259069
560771;1;1;10;1;2;1;8;1922;85;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1247,49412630434
560771;1;2;10;2;2;1;11;1958;49;5;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1247,49412630434
560771;1;3;10;2;2;1;2;2003;4;5;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;1247,49412630434
560772;1;1;10;1;1;1;7;1976;31;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;25;2199,09882173514
560772;1;2;10;2;2;1;8;1970;37;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;2;25;2199,09882173514
560772;1;3;10;3;2;1;4;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;2;25;2199,09882173514
560772;1;4;10;2;1;1;2;2001;6;3;2; ; ;1; ; ;3; ; ;2;2;1;1;1;600;1500;2; ;2; ;3;0; ; ;2;25;2199,09882173514
560772;1;5;10;2;2;1;12;2005;2;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2199,09882173514
560773;1;1;10;1;1;1;12;1970;37;1;2; ;2;2;1;72; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;6; ; ;2;25;2827,38620314449
560773;1;2;10;2;2;1;12;1981;26;2;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;2827,38620314449
560773;1;3;10;2;2;1;7;2000;7;3;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;0; ; ;2;25;2827,38620314449
560773;1;4;10;2;1;1;4;2002;5;3;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;2;0; ; ;2;25;2827,38620314449
560773;1;5;10;2;1;1;10;2004;3;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;2827,38620314449
560773;1;6;10;2;2;1;7;2006;1;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2827,38620314449
560774;1;1;10;1;1;1;1;1973;34;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;2148,75240227597
560774;1;2;10;2;2;1;1;1970;37;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2148,75240227597
560774;1;3;10;3;2;1;7;1987;20;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;2148,75240227597
560774;1;4;10;4;1;1;8;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;400;3000;2; ;2; ;4;8; ; ;2;25;2148,75240227597
560774;1;5;10;5;2;1;2;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;2;1;400;3000;2; ;2; ;4;7; ; ;2;25;2148,75240227597
560774;1;6;10;6;2;1;1;1996;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;400;3000;2; ;2; ;4;6; ; ;2;25;2148,75240227597
560774;1;7;10;3;2;1;4;2002;5;3;2; ; ;1; ; ;3; ; ;2;2;1;1;1;400;3000;2; ;2; ;2;0; ; ;2;25;2148,75240227597
