DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177S1;CLASE;DPTO;fex_c_2011
561174;1;3;10;2;1;1;5;2006;1;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;15;1461,05904000763
561175;1;1;10;1;1;1;6;1959;48;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;15;2145,8245196578
561175;1;2;10;2;2;1;5;1967;40;2;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;3;3; ; ;2;15;2145,8245196578
561175;1;3;10;3;2;1;3;1991;16;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;15;2145,8245196578
561175;1;4;10;4;1;1;7;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;15;2145,8245196578
561175;1;5;10;5;2;1;3;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;150;2000;2; ;2; ;4;6; ; ;2;15;2145,8245196578
561175;1;6;10;2;1;1;4;1999;8;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;150;2000;2; ;2; ;3;3; ; ;2;15;2145,8245196578
561175;1;7;10;2;1;1;10;2004;3;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;15;2145,8245196578
561176;1;1;10;1;1;1;2;1975;32;1;2; ;6;1; ; ;1;1;17000;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;15;848,604342333992
561176;1;2;10;2;2;1;12;1974;33;2;2; ;6;1; ; ;1;3;54250;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;15;848,604342333992
561176;1;3;10;3;2;1;12;1949;58;5;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;15;848,604342333992
561178;1;1;10;1;1;1;7;1954;53;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;15;1426,81103092033
561178;1;2;10;2;2;1;8;1955;52;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;15;1426,81103092033
561178;1;3;10;3;2;1;7;1984;23;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;15;1426,81103092033
561178;1;4;10;4;2;1;6;1986;21;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;15;1426,81103092033
561178;1;5;10;5;1;1;11;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;150;3000;2; ;2; ;5;10;2; ;2;15;1426,81103092033
561179;1;1;10;1;1;1;8;1958;49;1;2; ;3;1; ; ;1;1;18000;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;15;2091,62811486249
561179;1;2;10;2;1;1;9;1991;16;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;150;3000;2; ;2; ;4;8; ; ;2;15;2091,62811486249
561180;1;1;10;1;2;1;3;1929;78;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;15;1306,12186185043
561181;1;1;10;1;1;1;4;1938;69;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;15;1814,666718013
561181;1;2;10;1;2;2; ; ;88;2;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;15;1814,666718013
561182;1;1;10;1;1;1;3;1977;30;1;2; ;6;1; ; ;1;1;17300;2;1;2; ; ; ; ;2; ;2; ;3;2; ; ;2;15;1644,96885006069
561182;1;2;10;2;2;1;4;1967;40;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;15;1644,96885006069
561182;1;3;10;3;2;1;3;1996;11;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;100;2500;2; ;2; ;3;5; ; ;2;15;1644,96885006069
561182;1;4;10;2;2;1;9;1999;8;3;2; ; ;1; ; ;1;5; ;2;1;1;1;1;100;2000;2; ;2; ;3;1; ; ;2;15;1644,96885006069
561182;1;5;10;5;1;1;11;1942;65;5;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;15;1644,96885006069
561183;1;1;10;1;2;1;11;1953;54;1;2; ;3;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;15;1374,15646958731
561183;1;2;10;2;1;1;8;1986;21;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;15;1374,15646958731
561183;1;3;10;3;2;1;7;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ; ;2;15;1374,15646958731
561183;1;4;10;4;2;1;2;1991;16;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;15;1374,15646958731
561183;1;5;10;5;2;1;7;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;150;2500;1;35000;2; ;4;7; ; ;2;15;1374,15646958731
561184;1;1;10;1;1;1;12;1972;35;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;15;1871,94361621563
561184;1;2;10;2;2;1;4;1978;29;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;15;1871,94361621563
561184;1;3;10;2;1;1;5;1999;8;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;200;2000;2; ;2; ;3;3; ; ;2;15;1871,94361621563
561184;1;4;10;2;1;1;12;2004;3;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;15;1871,94361621563
561184;1;5;10;2;2;1;9;2007;0;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;15;1871,94361621563
561665;1;1;10;1;1;1;11;1944;63;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;19;928,707940700889
561665;1;2;10;2;2;1;3;1954;53;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;19;928,707940700889
561665;1;3;10;3;1;1;8;1972;35;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;19;928,707940700889
561665;1;4;10;4;2;1;9;1978;29;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;19;928,707940700889
561665;1;5;10;5;1;1;9;1996;11;4;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;3;5; ; ;2;19;928,707940700889
561665;1;6;10;6;1;1;6;2000;7;4;2; ; ;2;2; ; ; ; ; ;2;1;1;2; ; ;2; ;2; ;3;1; ; ;2;19;928,707940700889
561665;1;7;10;4;1;1;3;2005;2;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;19;928,707940700889
561666;1;1;10;1;2;1;4;1934;73;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;3;1; ; ;2;19;852,475124599665
561667;1;1;10;1;1;1;5;1967;40;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;19;2188,16001250235
561667;1;2;10;2;2;1;6;1969;38;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;2;19;2188,16001250235
561667;1;3;10;3;1;1;8;1986;21;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;19;2188,16001250235
561667;1;4;10;4;1;1;10;1987;20;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;19;2188,16001250235
561667;1;5;10;5;1;1;10;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1; ;2;19;2188,16001250235
561667;1;6;10;6;1;1;3;1993;14;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;4;9; ; ;2;19;2188,16001250235
561667;1;7;10;7;2;1;5;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;4;7; ; ;2;19;2188,16001250235
561667;1;8;10;8;1;1;2;1996;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;3;5; ; ;2;19;2188,16001250235
561667;1;9;10;9;1;1;2;1998;9;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;3;4; ; ;2;19;2188,16001250235
561667;1;10;10;10;1;1;1;2000;7;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;3;2; ; ;2;19;2188,16001250235
561667;1;11;10;2;2;1;4;2002;5;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;19;2188,16001250235
561667;1;12;10;2;2;1;6;2005;2;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;19;2188,16001250235
561668;1;1;10;1;1;1;5;1966;41;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;19;1377,45491710046
561668;1;2;10;2;2;2; ; ;36;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;19;1377,45491710046
561668;1;3;10;3;2;2; ; ;20;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;19;1377,45491710046
561668;1;4;10;4;1;1;7;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;5;10;1; ;2;19;1377,45491710046
561668;1;5;10;5;2;1;10;1991;16;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;4;9; ; ;2;19;1377,45491710046
561668;1;6;10;6;1;1;1;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;4;7; ; ;2;19;1377,45491710046
561668;1;7;10;7;1;1;10;1996;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;3;4; ; ;2;19;1377,45491710046
561669;1;1;10;1;1;1;12;1932;74;1;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;19;875,517331048214
561669;1;2;10;2;2;1;7;1949;58;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;19;875,517331048214
561670;1;1;10;1;1;1;6;1960;47;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;19;855,174641022094
561670;1;2;10;2;2;1;5;1964;43;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;19;855,174641022094
561670;1;3;10;3;2;1;4;1983;24;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;19;855,174641022094
561670;1;4;10;2;1;1;8;2002;5;4;2; ; ;2;2; ; ; ; ; ;2;1;1;1;75;2000;2; ;2; ;1;0; ; ;2;19;855,174641022094
561671;1;1;10;1;2;2; ; ;50;1;2; ;4;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;3;1; ; ;2;19;793,046288813486
561672;1;1;10;1;1;1;6;1922;85;1;2; ;6;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;19;1093,96860273479
561672;1;2;10;2;2;2; ; ;75;2;2; ;6;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;19;1093,96860273479
561672;1;3;10;3;1;2; ; ;19;4;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;19;1093,96860273479
561673;1;1;10;1;2;1;7;1974;33;1;2; ;4;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;19;1352,02865565172
561673;1;2;10;2;1;1;5;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;19;1352,02865565172
561673;1;3;10;1;2;1;1;1998;9;3;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ; ;2;19;1352,02865565172
561673;1;4;10;1;1;1;10;1999;8;3;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ; ;2;19;1352,02865565172
561678;1;1;10;1;1;1;9;1923;84;1;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;19;1325,8956957307
561678;1;2;10;2;2;1;4;1960;47;3;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;19;1325,8956957307
561678;1;3;10;3;1;1;8;1964;43;5;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;19;1325,8956957307
561678;1;4;10;4;1;1;4;1987;20;4;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;3;2; ; ;2;19;1325,8956957307
561678;1;5;10;5;1;1;11;1995;12;4;2; ;5;2;2; ; ; ; ; ;1;1;1;1;250;2000;2; ;2; ;3;5; ; ;2;19;1325,8956957307
561678;1;6;10;1;1;1;4;2002;5;4;2; ; ;1; ; ;3; ; ;2;2;1;1;1;250;2000;2; ;2; ;2;1; ; ;2;19;1325,8956957307
561679;1;1;10;1;1;1;4;1939;68;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;19;694,149731299222
561679;1;2;10;2;2;1;9;1946;61;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;19;694,149731299222
561679;1;3;10;3;1;1;4;1973;34;3;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;3;2; ; ;2;19;694,149731299222
561679;1;4;10;4;2;1;6;1967;40;3;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;19;694,149731299222
561679;1;5;10;5;1;1;5;1963;44;5;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;19;694,149731299222
561679;1;6;10;6;1;1;11;1992;15;4;2; ;5;1; ; ;3; ; ;2;1;1;1;1;250;4000;2; ;2; ;4;9; ; ;2;19;694,149731299222
561680;1;1;10;1;1;1;2;1979;28;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;19;961,88757287175
561680;1;2;10;2;2;1;10;1980;27;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;19;961,88757287175
561680;1;3;10;2;2;1;12;2006;1;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;19;961,88757287175
561681;1;1;10;1;1;1;10;1962;45;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;19;962,104983501122
561681;1;2;10;2;2;1;2;1968;39;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;19;962,104983501122
561681;1;3;10;3;1;1;8;1988;19;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ; ;2;19;962,104983501122
561682;1;1;10;1;1;1;1;1968;39;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;19;1521,30476096873
561682;1;2;10;2;2;1;4;1972;35;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;2;19;1521,30476096873
561682;1;3;10;3;1;1;9;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;250;4000;2; ;2; ;4;9; ; ;2;19;1521,30476096873
561682;1;4;10;4;1;1;7;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;250;4000;2; ;2; ;4;7; ; ;2;19;1521,30476096873
561682;1;5;10;5;1;1;1;1996;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;250;4000;2; ;2; ;4;6; ; ;2;19;1521,30476096873
561682;1;6;10;6;1;1;10;1998;9;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;250;4000;2; ;2; ;3;3; ; ;2;19;1521,30476096873
561683;1;1;10;1;1;1;10;1938;69;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;19;1302,74208576577
561683;1;2;10;2;2;2; ; ;69;2;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;19;1302,74208576577
561683;2;1;10;1;1;1;1;1961;46;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;19;1302,74208576577
561683;2;2;10;2;2;1;10;1964;43;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;19;1302,74208576577
561683;2;3;10;3;1;1;6;1991;16;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;250;3500;2; ;2; ;4;7; ; ;2;19;1302,74208576577
561683;2;4;10;4;1;1;8;1992;15;3;2; ;5;2;2; ; ; ; ; ;1;1;1;1;250;3500;2; ;2; ;4;8; ; ;2;19;1302,74208576577
561683;2;5;10;5;1;1;8;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;250;3500;2; ;2; ;3;5; ; ;2;19;1302,74208576577
561683;2;6;10;1;1;1;12;1998;8;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;250;3500;2; ;2; ;3;3; ; ;2;19;1302,74208576577
561684;1;1;10;1;2;1;11;1953;54;1;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;19;766,695918263095
561684;1;2;10;2;1;1;3;1936;71;5;2; ;5;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;19;766,695918263095
561684;1;3;10;3;1;1;3;1978;29;5;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;19;766,695918263095
561686;1;1;10;1;1;1;4;1934;73;1;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;19;1117,12221269972
561687;1;1;10;1;1;1;7;1973;34;1;2; ;2;2;1;36; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;19;865,950945908998
561687;1;2;10;2;2;1;9;1969;38;2;2; ;2;2;1;60; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;19;865,950945908998
561687;1;3;10;2;1;1;7;2001;6;3;2; ; ;2;2; ; ; ; ; ;2;1;1;1;0;4000;2; ;2; ;2;1; ; ;2;19;865,950945908998
561691;1;1;10;1;1;1;11;1954;53;1;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;3;1; ; ;2;19;1388,013811358
561691;1;2;10;2;2;1;8;1956;51;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;19;1388,013811358
561691;1;3;10;3;1;1;12;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;250;2500;2; ;2; ;5;10;1; ;2;19;1388,013811358
561691;1;4;10;4;2;1;1;2001;6;4;2; ; ;1; ; ;3; ; ;2;1;1;1;1;250;2500;2; ;2; ;2;1; ; ;2;19;1388,013811358
561691;1;5;10;5;2;1;10;1994;13;5;2; ;5;1; ; ;2;5; ;2;1;1;1;1;250;2500;2; ;2; ;4;7; ; ;2;19;1388,013811358
561691;1;6;10;1;1;1;2;1996;11;5;2; ;5;1; ; ;2;5; ;2;1;1;1;1;250;2500;2; ;2; ;3;5; ; ;2;19;1388,013811358
561692;1;1;10;1;2;1;4;1937;70;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;3;2; ; ;2;19;742,91366571488
561692;1;2;10;1;1;1;7;1960;47;3;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;19;742,91366571488
561692;1;3;10;3;1;1;12;1975;31;3;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ; ;2;19;742,91366571488
561692;1;4;10;4;2;1;10;1997;10;4;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ; ;2;19;742,91366571488
561693;1;1;10;1;1;1;7;1942;65;1;1;2;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;19;864,74102616131
561693;1;2;10;2;2;1;4;1948;59;2;1;3;6;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;2; ;2;19;864,74102616131
561693;1;3;10;2;2;1;9;1995;12;4;2; ;5;2;2; ; ; ; ; ;1;1;1;1;250;5000;2; ;2; ;4;6; ; ;2;19;864,74102616131
561694;1;1;10;1;2;1;5;1959;48;1;2; ;3;1; ; ;1;1;48000;2;1;2; ; ; ; ; ; ; ; ;6;4;4; ;2;19;710,246432433003
561694;1;2;10;1;2;1;8;1982;25;3;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;2;3; ;2;19;710,246432433003
561694;1;3;10;3;2;1;4;1998;9;4;2; ; ;1; ; ;3; ; ;2;1;1;1;1;250;2000;2; ;2; ;3;5; ; ;2;19;710,246432433003
561695;1;1;10;1;1;1;5;1959;48;1;2; ;5;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;19;1044,68742925223
561696;1;1;10;1;1;1;7;1951;56;1;1;3;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;3;1; ; ;2;19;1034,53976694861
561696;1;2;10;2;2;1;10;1956;51;2;1;3;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;19;1034,53976694861
561696;1;3;10;1;1;1;2;1991;16;3;1;3;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;19;1034,53976694861
561697;1;1;10;1;1;1;10;1981;26;1;1;3;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;4; ; ;2;19;1496,73945361144
561697;1;2;10;1;2;1;6;1983;24;2;1;3;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;2; ; ;2;19;1496,73945361144
561697;1;3;10;1;2;1;9;2000;7;3;1;3; ;2;2; ; ; ; ; ;1;1;1;1;200;2000;2; ;2; ;3;1; ; ;2;19;1496,73945361144
561697;1;4;10;1;1;1;4;2002;5;3;1;3; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;19;1496,73945361144
561697;1;5;10;1;1;1;5;2004;3;3;1;3; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;19;1496,73945361144
561699;1;1;10;1;1;1;5;1978;29;1;1;1;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;2; ; ;2;19;1398,35529498616
561699;1;2;10;2;2;1;5;1974;33;2;1;1;2;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;4;9; ; ;2;19;1398,35529498616
561699;1;3;10;2;2;1;7;1999;8;3;1;1; ;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;3;3; ; ;2;19;1398,35529498616
561699;1;4;10;2;2;1;3;2002;5;3;1;1; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;19;1398,35529498616
561699;1;5;10;5;2;1;1;2004;3;3;1;1; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;19;1398,35529498616
561701;1;1;10;1;2;1;6;1921;86;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;19;852,475124599665
561702;1;1;10;1;1;1;5;1971;36;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;3;1; ; ;2;19;844,398336135189
561702;1;2;10;2;2;1;2;1977;30;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;2; ; ;2;19;844,398336135189
561702;1;3;10;3;2;1;2;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;100;2000;2; ;2; ;4;7; ; ;2;19;844,398336135189
561702;1;4;10;1;2;1;11;1996;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;100;2000;2; ;2; ;3;5; ; ;2;19;844,398336135189
561702;1;5;10;1;1;1;11;2001;6;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;19;844,398336135189
561703;1;1;10;1;1;1;11;1963;44;1;1;1;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;19;1169,56253967142
561703;1;2;10;2;2;1;1;1973;34;2;1;1;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;19;1169,56253967142
561703;1;3;10;3;1;1;10;1990;17;3;1;1;5;2;1;12; ; ; ; ;2;2; ; ; ; ;2; ;2; ;3;2; ; ;2;19;1169,56253967142
561703;1;4;10;4;2;1;3;1991;16;3;1;1;5;1; ; ;3; ; ;2;1;1;1;1;100;3000;2; ;2; ;5;10;1; ;2;19;1169,56253967142
561703;1;5;10;2;2;1;8;2005;2;3;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;19;1169,56253967142
561704;1;1;10;1;1;1;3;1961;46;1;2; ;6;2;1;12; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;19;1180,5562551877
561704;1;2;10;2;2;1;11;1970;37;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;19;1180,5562551877
561704;1;3;10;3;1;1;2;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;100;4000;2; ;2; ;4;9; ; ;2;19;1180,5562551877
561704;1;4;10;4;1;1;6;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;4000;2; ;2; ;4;6; ; ;2;19;1180,5562551877
561705;1;1;10;1;1;1;8;1967;40;1;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;19;1374,44221951699
561705;1;2;10;2;2;1;12;1985;21;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;19;1374,44221951699
561705;1;3;10;2;2;1;1;2000;7;3;2; ; ;2;2; ; ; ; ; ;2;1;1;1;200;4000;2; ;2; ;3;1; ; ;2;19;1374,44221951699
