DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;fex_c_2011
549810;1;1;05;70;100;48;1; ;1;1;2;100;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;79;1810;18;05;745,97542247423
549819;1;2;05;70;8;48;1; ;2;2;2;8;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;45;45;5262;52;05;1215,92260583087
549823;1;2;05;70;52;48;1; ;1;1;2;100;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;39;6022;60;05;1086,67819788838
549844;1;2;05;70;48;48;1; ;1;1;2;260;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;44;6512;65;05;1025,35373828169
549859;1;4;05;70;2;48;1; ;1;1;2;2;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;1;433700;1;1301100;1;97;77;1581;15;05;859,09537028339
549863;1;5;05;70;4;48;1; ;1;1;2;4;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;32;00;8050;80;05;1132,57080878364
549877;1;3;05;70;52;48;1; ;2;2;2;40;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1901000;1;13;53;5521;55;05;459,629982697197
549889;1;3;05;70;4;48;1; ;1;1;2;5;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;270000;1;45;44;6340;63;05;1645,91368509147
549901;1;6;05;70;24;48;4; ;1;1;2;96;4; ;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;95;95;4521;45;05;852,074552882903
549902;1;2;05;70;60;48;4; ;1;1;2;65;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;37;7421;74;05;814,465850764416
549904;1;6;05;70;24;48;1; ;1;1;2;96;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;39;2424;24;05;1000,3911029232
549908;1;2;05;70;1;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;05;735,364928075448
549918;1;4;05;70;45;48;1; ;1;1;2;96;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;39;5030;50;05;1043,86095422007
549934;1;1;05;70;50;48;4; ;1;1;2;60;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;54;53;5530;55;05;784,580389802751
549934;1;3;05;70;100;48;4; ;1;1;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;93;93;5020;50;05;784,580389802751
549935;1;3;05;70;200;48;4; ;1;1;2;150;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5262;52;05;983,641099482671
549937;1;1;05;70;200;48;3; ;1;1;2;200;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;97;3699;36;05;1033,07603007792
549940;1;2;05;70;150;48;1; ;1;1;2;150;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;77;77;5223;52;05;852,484160499472
549940;1;3;05;70;150;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;53; ; ; ;05;852,484160499472
549942;1;3;05;70;18;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;95; ; ; ;05;722,990417842136
549945;1;2;05;70;8;48;1; ;1;1;2;150;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;45;5211;52;05;1128,83334858301
549950;1;3;05;70;8;48;1; ;1;1;2;50;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5530;55;05;550,150028906471
549952;1;2;05;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;05;899,719486477588
549955;1;5;05;70;3;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;642,683912590381
549956;1;2;05;70;24;48;1; ;1;1;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;79;79;1810;18;05;1074,74784163957
549964;1;3;05;70;12;50;1; ;1;1;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;55;94;3699;36;05;926,867187656125
549969;1;1;05;70;4;48;1; ;2;2;2;4;1; ;6;9;ES COTIZANTE; ; ; ; ; ; ; ; ;1; ;2; ;1;10000000;1;45;45;2512;25;05;1354,60001829962
549969;1;2;05;70;60;48;1; ;1;1;2;60;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;19;32;7512;75;05;1354,60001829962
549994;1;1;05;70;24;30;1; ;1;1;2;24;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;45000;1;77;39;5521;55;05;848,880189695027
549997;1;1;05;70;12;48;1; ;2;2;2;52;2; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;800000;1;03;03;7530;75;05;1308,93659097603
550000;2;2;05;70;3;48;1; ;1;1;2;52;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;05;745,672716078336
550045;1;2;05;70;52;48;1; ;1;1;2;52;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;7492;74;05;1157,6719733429
550045;1;6;05;70;52;48;2; ;1;1;2;52;2; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;7411;74;05;1157,6719733429
550054;1;4;05;70;3;48;1; ;1;1;2;52;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;45;5233;52;05;737,264592766957
550055;1;1;05;70;200;48;1; ;1;1;2;884;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;7523;75;05;865,604837920003
550058;1;4;05;70;8;40;4; ;1;1;2;9;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;95;93;4521;45;05;810,369891786493
550064;1;4;05;70;9;48;1; ;1;1;2;2;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;160000;1;3000000;1;45;44;9303;93;05;831,009376204917
550068;1;2;05;70;25;40;4; ;1;1;2;26;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;79;79;5272;52;05;807,306217694646
550075;1;2;05;70;9;48;1; ;2;2;2;68;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;75000;1;32;32;5170;51;05;1085,36983932779
550089;1;4;05;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;05;1011,47404531369
550092;1;1;05;70;24;48;1; ;1;1;2;24;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;45;45;1530;15;05;1006,25741334938
550093;1;2;05;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;929,494769417528
550094;1;4;05;70;36;48;1; ;2;1;2;36;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;1;77;77;1551;15;05;1297,85211795012
550096;1;2;05;70;120;48;1; ;1;1;2;120;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;94;1720;17;05;976,643084372071
550097;1;4;05;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;572,058459832602
550098;1;4;05;70;96;48;1; ;1;1;2;96;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5211;52;05;779,48183000107
550120;1;4;05;70;32;84;1; ;1;1;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;93;4552;45;05;849,010878791056
550143;1;2;05;70;2;48;1; ;1;1;2;8;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4337000;1;37;62;0111;01;05;952,766372921234
550143;1;4;05;70;2;48;1; ;2;2;2;20;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;79;54;9500;95;05;952,766372921234
550146;1;1;05;70;8;48;1; ;1;1;2;44;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;297000;1;55;54;8532;85;05;922,32363948624
550160;1;1;05;70;4;48;1; ;2;2;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;1300000;1;15600000;1;98;98;6041;60;05;639,06180522679
550169;1;2;05;70;20;48;1; ;2;2;2;40;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;79;79;1810;18;05;1191,46380206074
550169;2;2;05;70;24;48;1; ;1;1;2;48;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;55;55;6421;64;05;1191,46380206074
550184;1;10;05;70;24;40;1; ;1;1;2;32;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;45;9242;92;05;981,581376862509
550191;1;3;05;70;40;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;05;906,885455161081
550254;1;1;08;70;52;65;3; ;1;1;2;52;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;08;499,272029202741
550269;1;2;08;70;12;48;1; ;1;1;2;12;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3420000;1;95;95;4521;45;08;433,482993847353
550280;1;1;08;70;54;50;1; ;1;1;2;54;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;33;33;8511;85;08;549,953534176964
550291;1;1;08;70;12;48;1; ;1;1;2;48;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;45;45;5233;52;08;565,887001621098
550305;1;2;08;70;24;48;1; ;2;2;2;24;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1302000;1;55;58;5233;52;08;503,937242823988
550306;1;2;08;70;52;48;1; ;2;2;2;52;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;97;6041;60;08;460,893257939207
550307;1;3;08;70;52;48;1; ;2;2;2;52;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;08;471,09142667722
550309;1;2;08;70;52;48;1; ;2;2;2;104;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;5233;52;08;608,18695938979
550318;1;3;08;70;52;48;1; ;2;2;2;52;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;97;1589;15;08;478,236298571749
550320;1;2;08;70;8;48;3; ;1;1;2;8;3; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;54;54;9500;95;08;502,370611816463
550320;1;4;08;70;12;48;3; ;2;2;2;12;3; ;3;1; ; ; ; ; ; ; ; ;1; ;BUSCANDO  EMPLEO;2; ;1;1700000;1;54;54;9500;95;08;502,370611816463
550376;1;2;08;70;20;50;4; ;1;1;2;20;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;750000;1;55;54;9500;95;08;582,301387680386
550377;1;3;08;70;24;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;425,653795337974
550377;1;4;08;70;36;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;425,653795337974
550383;1;3;08;70;208;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;08;517,76179738578
550383;1;4;08;70;8;60;4; ;1;1;2;8;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;95;95;4521;45;08;517,76179738578
550383;1;6;08;70;64;48;1; ;1;1;2;60;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;6042;60;08;517,76179738578
550384;3;1;08;70;5;60;1; ;1;1;2;7;4; ;1;7; ; ; ; ;1; ; ; ; ; ; ;2; ;1;3000000;1;97;55;7493;74;08;435,308184751766
550384;4;2;08;70;104;60;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;08;435,308184751766
550390;1;5;08;70;3;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;541,939905106071
550392;1;3;08;70;20;48;1; ;2;2;2;20;1; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;45;45;5125;51;08;513,097723142866
550393;1;3;08;70;8;48;1; ;2;2;2;128;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;85;84;6424;64;08;633,210963886592
550393;1;4;08;70;16;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;08;633,210963886592
550394;1;6;08;70;16;48;1; ;1;1;2;60;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;53;5521;55;08;497,161354959399
550394;1;8;08;70;8;60;4; ;1;1;2;10;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;64;64;0501;05;08;497,161354959399
550395;1;3;08;70;150;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;569,350169197925
550402;1;3;08;70;8;48;1; ;1;1;2;8;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;77;95;4521;45;08;508,937898258327
550405;1;3;08;70;52;48;1; ;1;1;2;52;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;43;2423;24;08;940,31102739654
550413;1;5;08;70;12;48;1; ;1;1;2;15;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;45;45;5233;52;08;609,205818243262
550415;1;2;08;70;20;48;1; ;1;1;2;20;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;97;97;5211;52;08;700,112955923029
550417;1;2;08;70;4;48;1; ;1;1;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;1300000;1;81;81;3611;36;08;509,894209079462
550426;1;3;08;70;48;48;1; ;1;1;2;2;1; ;7;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;1;43;43;2423;24;08;487,119376922363
550435;1;2;08;70;2;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;454,080192854176
550444;1;1;08;70;60;60;1; ;2;2;2;64;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;39;7491;74;08;437,806447618352
550455;1;3;08;70;26;48;1; ;2;2;2;26;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;58;16;7494;74;08;550,380814209073
550466;1;2;08;70;96;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;08;537,56164266097
550470;1;1;08;70;96;48;1; ;1;1;2;100;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;34;8012;80;08;518,853094785216
550477;2;1;08;70;8;72;4; ;1;1;2;12;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2100000;1;45;41;5211;52;08;547,658429372109
550481;1;3;11;70;52;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;11;4240,82384425605
550484;1;2;11;70;2;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;2700,46438221605
550515;1;1;11;70;4;48;1; ;2;2;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;1;98;98;6031;60;11;3081,6930840167
550517;1;4;11;70;48;50;1; ;2;2;2;49;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;01;01;7310;73;11;2081,03561973816
550520;1;2;11;70;32;48;1; ;2;2;2;32;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;34;39;6421;64;11;3203,04639541611
550524;1;2;11;70;8;50;3; ;1;2;2;8;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;54;54;9500;95;11;3746,90736768235
550529;1;2;11;70;20;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;11;6513,76502690876
550538;1;2;11;70;120;48;1; ;2;2;2;120;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6031;60;11;3000,49644056465
550538;1;3;11;70;4;48;1; ;1;1;2;13;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1400000;1;39;39;6512;65;11;3000,49644056465
550544;1;3;11;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;3868,35053992685
550577;1;2;11;70;6;48;1; ;1;1;2;48;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5234;52;11;9350,94064416849
550579;1;5;11;70;8;48;1; ;1;1;2;8;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;1;97;97;7499;74;11;2354,02356558137
550581;1;2;11;70;2;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;4107,72901819489
550584;1;1;11;70;24;48;1; ;1;1;2;8;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;1;40;41;5011;50;11;4527,81562012042
550596;1;2;11;70;2;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;2348,24843211163
550607;1;3;11;70;4;24;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;1899,89930860764
550629;1;2;11;70;2;48;1; ;1;1;2;4;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;1740000;1;33;33;5211;52;11;3197,14470345859
550636;1;3;11;70;24;30;1; ;1;1;2;24;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;180000;1;45;51;5529;55;11;2118,79106480913
550645;1;4;11;70;45;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;17; ; ; ;11;3746,90736768235
550650;1;1;11;70;120;48;1; ;1;1;2;204;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;38;38;6041;60;11;3213,90981294944
550650;1;4;11;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;3213,90981294944
550651;1;3;11;70;4;48;1; ;1;1;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;1000000;1;10000000;1;06;50;5522;55;11;2618,40807813663
550652;1;2;11;70;12;48;1; ;2;2;2;54;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;99;62;0112;01;11;3504,46889901861
550657;1;2;11;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;11;3245,37061103057
550661;1;3;11;70;1;48;1; ;2;2;2;53;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5234;52;11;4527,81562012042
550678;1;3;11;70;84;48;1; ;1;2;2;85;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;97;97;6412;64;11;3105,52277676265
550678;1;4;11;70;2;35;1; ;1;1;2;2;1; ;6;5; ; ; ; ; ; ; ; ; ;1; ;1;480000;1;4800000;1;13;13;8045;80;11;3105,52277676265
550682;1;3;11;70;3;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;11;4835,43817490857
550695;1;1;11;70;52;40;1; ;1;1;2;7;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;45;43;2529;25;11;3704,58315206789
550695;1;2;11;70;24;48;1; ;1;1;2;56;5; ;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;1;52;41;1551;15;11;3704,58315206789
550696;1;2;11;70;4;48;3; ;1;1;2;624;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;56;9301;93;11;3099,51579463856
550697;1;4;11;70;52;48;1; ;1;1;2;24;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;84;39;5127;51;11;3658,14957570947
550711;1;3;11;70;16;8;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;16; ; ; ;11;1577,98075838127
550711;1;4;11;70;20;48;1; ;2;2;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;32;32;5139;51;11;1577,98075838127
550717;1;3;11;70;6;48;1; ;2;2;2;6;1; ;7;5; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;3000000;1;13;13;8043;80;11;4055,40865691842
550718;1;3;11;70;6;48;1; ;1;1;2;6;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7200000;1;32;32;7491;74;11;4266,26092343095
550719;1;1;11;70;8;48;4; ;2;2;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5400000;1;45;37;6412;64;11;4013,06432740045
550723;1;3;11;70;26;40;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;16; ; ; ;11;3704,58315206789
550729;1;4;11;70;15;40;1; ;1;2;2;60;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;02;02;7010;70;11;2570,5679299382
550752;1;2;11;70;4;48;1; ;1;1;2;4;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4400000;1;39;39;0000;00;11;3674,15809273861
550755;1;4;11;70;4;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;3887,29300943764
550764;1;3;11;70;2;48;1; ;1;1;2;8;1; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1;5500000;1;21;39;5139;51;11;1730,21011488764
550769;1;6;11;70;12;48;1; ;1;1;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;39;37;5223;52;11;2582,46708622338
550774;1;2;11;70;24;48;1; ;2;2;2;24;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7200000;1;03;30;8511;85;11;3596,1961158811
550775;1;1;11;70;48;48;1; ;1;1;2;48;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;98;6041;60;11;4074,36648493366
550775;1;3;11;70;4;48;1; ;1;1;2;4;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;34;45;5236;52;11;4074,36648493366
550785;1;1;11;70;4;48;1; ;2;2;2;4;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;2000000;1;24000000;1;02;02;7421;74;11;3672,80937123737
550792;1;3;13;70;52;48;1; ;2;2;2;60;4; ;1;1; ; ; ; ; ; ; ; ;1; ;BUSCAR TRABAJO;2; ;2; ;1;13;13;8060;80;13;220,050329244358
550793;1;2;13;70;52;25;1; ;2;2;2;4;4; ;1;1; ; ; ; ; ; ; ; ;1; ;ESTUDIAR;1;100000;1;500000;1;39;34;7499;74;13;288,455631929434
550796;1;2;13;70;52;48;1; ;2;2;2;26;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1;4000000;1;02;16;2921;29;13;239,562382194356
550798;1;4;13;70;52;48;1; ;1;1;2;52;3; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;45;54;9500;95;13;304,155442524297
550803;1;1;13;70;52;48;1; ;1;1;2;72;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;39;39;8512;85;13;364,015925560716
550803;1;5;13;70;48;100;1; ;1;1;2;52;3; ;1;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;54;54;9500;95;13;364,015925560716
550804;1;2;13;70;52;48;1; ;1;1;2;60;1; ;6;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;85;85;4542;45;13;332,338947122847
550820;1;2;13;70;52;48;1; ;1;1;2;52;1; ;8;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;37;95;4521;45;13;300,273814012843
550826;1;3;13;70;12;48;1; ;1;1;2;16;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;00;7499;74;13;208,125392547467
550830;1;3;13;70;4;48;2; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;13;315,644088303861
550843;1;3;13;70;5;48;1; ;1;1;2;60;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;7412;74;13;340,662156587866
550849;1;3;13;70;52;48;1; ;1;1;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;50;21;5020;50;13;354,524071133213
550849;1;4;13;70;1;48;1; ;1;1;2;1;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;220000;1;2200000;1;19;45;5243;52;13;354,524071133213
550852;1;3;13;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;286,240320217978
550855;2;5;13;70;20;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;261,23217719433
550860;1;3;13;70;20;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;377,768619687457
550860;1;8;13;70;16;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;377,768619687457
550867;1;2;13;70;20;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;227,637445497465
550872;1;2;13;70;104;48;1; ;2;2;2;104;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;45;5211;52;13;311,985241482772
