DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4804547;1;4;1;50;05;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1001,05494757403
4804548;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1000,74042902516
4804548;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1000,74042902516
4804548;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1000,74042902516
4804549;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;13;TIENE LA CASA POR CARCEL; ; ; ; ; ;01;1;05;1040,95029222279
4804549;1;2;1;50;05;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1040,95029222279
4804549;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1040,95029222279
4804550;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;13;NO A BUSCADO PORQUE TIENE PENSION DE SUSTITUCION Y LOS EMPLEADORES CONSIDERAN QUE CON ESO TIENEN Y SI NO LE TOCA RENUNCIAR ALA EPS CONSIDERA ELLA; ; ; ; ; ;01;1;05;987,789976593826
4804550;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;987,789976593826
4804550;1;3;1;50;05;1;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;987,789976593826
4804551;1;1;1;50;05;1; ; ;1;6;LEER;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1022,04722317515
4804551;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1022,04722317515
4804552;1;1;1;50;05;1; ; ;2;6;PASEAR;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1022,04722317515
4804552;1;2;1;50;05;1; ; ;2;6;PASEANDO;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1022,04722317515
4804553;1;1;1;50;05;1;1; ;1;6;VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1026,12254804629
4804553;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1026,12254804629
4804553;1;3;1;50;05;1;4; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1026,12254804629
4804554;1;1;1;50;05;1;4; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1357,49700378655
4804555;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1572,45354177994
4804555;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1572,45354177994
4804556;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1211,93616069628
4804556;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1211,93616069628
4804556;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1211,93616069628
4804556;1;5;1;50;05;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1211,93616069628
4804557;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1021,00822680837
4804557;1;2;1;50;05;1; ; ;2;6;DESCANSAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1021,00822680837
4804557;1;3;1;50;05;1; ; ;3;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1021,00822680837
4804557;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1021,00822680837
4804558;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1022,04722317515
4804558;1;2;1;50;05;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1022,04722317515
4804559;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1114,76067001299
4804559;1;2;1;50;05;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1114,76067001299
4804559;1;3;1;50;05;1;2; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1114,76067001299
4804560;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1117,85798512286
4804560;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1117,85798512286
4804560;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1117,85798512286
4804562;1;1;1;50;05;1; ; ;1;6;CAMINAR;2;2;2;2;1;10; ; ; ; ; ; ;01;1;05;1016,93290193723
4804562;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1016,93290193723
4804562;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1016,93290193723
4804563;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1500,98590248658
4804563;1;2;1;50;05;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1500,98590248658
4804563;1;5;1;50;05;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1500,98590248658
4804564;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1118,89698148964
4804565;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;11; ; ; ; ; ; ;01;1;05;1088,40054123059
4804565;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1088,40054123059
4804566;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1088,40054123059
4804566;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1088,40054123059
4804567;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;975,672828552893
4804567;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;975,672828552893
4804567;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;975,672828552893
4804567;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;975,672828552893
4804568;1;1;1;50;05;1; ; ;1;6;ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;971,886378031791
4804568;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;971,886378031791
4804569;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1141,5075177697
4804569;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1141,5075177697
4804569;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1141,5075177697
4804570;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1047,42934219629
4804570;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1047,42934219629
4804571;1;1;1;50;05;1; ; ;1;6;VACACIONES ORGANIZAR PAPELES EN EL HOGAR COMPARTIR CON LA FAMILIA ESPARCIMIENTO;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1118,89698148964
4804572;1;1;1;50;05;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1093,51486246851
4804573;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;511,023611587576
4804573;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;511,023611587576
4804574;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;521,677008662573
4804575;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1104,59301414266
4804575;1;2;1;50;05;1; ; ;2;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1104,59301414266
4804576;1;1;1;50;05;1;6; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;992,904297831748
4804576;1;2;1;50;05;1;2; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;992,904297831748
4804577;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1312,16765387439
4804577;1;2;1;50;05;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1312,16765387439
4804578;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;921,436658538392
4804578;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;921,436658538392
4804578;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;921,436658538392
4804579;1;1;1;50;05;1; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1118,89698148964
4804580;1;1;1;50;05;1;2; ;1;6;VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1473,2610449686
4804580;1;2;1;50;05;1; ; ;2;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1473,2610449686
4804581;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1473,2610449686
4804581;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1473,2610449686
4804582;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1127,04763123193
4804582;1;2;1;50;05;1; ; ;2;6;VACACIONES VISITA FAMILIAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1127,04763123193
4804582;1;3;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1127,04763123193
4804583;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1021,00822680837
4804583;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1021,00822680837
4804583;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1021,00822680837
4804583;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1021,00822680837
4804584;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;570,071394517061
4804584;1;2;1;50;05;1; ; ;2;6;DESCANSAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;570,071394517061
4804584;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;570,071394517061
4804585;1;1;1;50;05;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1595,05802971668
4804585;1;2;1;50;05;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1595,05802971668
4804585;1;5;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1595,05802971668
4804586;1;1;1;50;05;1; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;949,214855146215
4804586;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;949,214855146215
4804586;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;949,214855146215
4804587;1;1;1;50;05;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1022,04722317515
4804587;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1022,04722317515
4804588;1;1;1;50;05;1; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;484,058962096924
4804588;1;2;1;50;05;1; ; ;2;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;484,058962096924
4804588;1;3;1;50;05;1; ; ;1;6;PASEANDO;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;484,058962096924
4804588;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;01;1;05;484,058962096924
4804589;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1028,01105361138
4804589;1;2;1;50;05;1; ; ;2;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1028,01105361138
4804589;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1028,01105361138
4804589;1;4;1;50;05;1; ; ;4;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1028,01105361138
4804590;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1019,64349807279
4804590;1;2;1;50;05;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1019,64349807279
4804590;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1019,64349807279
4804590;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1019,64349807279
4804591;1;1;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1397,71808080411
4804591;1;2;1;50;05;1; ; ;2;6;EN CONVALECENCIA POR CIRUGIA;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1397,71808080411
4804592;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;559,448490744822
4804593;1;1;1;50;05;1;2; ;1;6;DE VIAJE;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1469,18572009746
4804594;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1047,42934219629
4804594;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1047,42934219629
4804595;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;01;1;05;848,604290509456
4804595;1;2;1;50;05;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;01;1;05;848,604290509456
4804595;1;3;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;848,604290509456
4804595;1;4;1;50;05;1; ; ;4;6;CITAS MEDICAS;2;2;2;2;1;7; ;2; ;1;2;1;01;1;05;848,604290509456
4804596;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;546,757431234253
4804597;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;01;1;05;523,714671098144
4804597;1;2;1;50;05;1;1; ;2;6;DESCANSAR;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;523,714671098144
4804598;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;01;1;05;1382,37511709034
4804598;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1382,37511709034
4804598;1;3;1;50;05;1;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1382,37511709034
4804598;1;4;1;50;05;1;2; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1382,37511709034
4804598;1;6;1;50;05;1;2; ;6;6;VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1382,37511709034
4804599;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1093,51486246851
4804600;1;1;1;50;05;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1088,40054123059
4804600;1;2;1;50;05;1; ; ;1;6;COMPARTIR CON LA FAMILIA;1; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1088,40054123059
4804601;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1033,1253748493
4804601;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1033,1253748493
4804601;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1033,1253748493
4804602;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;969,15692056063
4804602;1;2;1;50;05;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;969,15692056063
4804603;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;511,023611587576
4804603;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;511,023611587576
4804604;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;1;7; ;2; ;2; ; ;01;1;05;485,943189015895
4804604;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;485,943189015895
4804605;1;1;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1239,65496987094
4804605;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1239,65496987094
4804605;1;3;1;50;05;1;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;1239,65496987094
4804605;1;4;1;50;05;1; ; ;4;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1239,65496987094
4804606;1;1;1;50;05;1; ; ;1;6;PASEAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1040,95029222279
4804606;1;2;1;50;05;1; ; ;2;6;PASEAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1040,95029222279
4804606;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1040,95029222279
4804607;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;975,672828552893
4804607;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;975,672828552893
4804607;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;975,672828552893
4804607;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;975,672828552893
4804608;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1212,97515706306
4804608;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1212,97515706306
4804610;1;1;1;50;05;1; ; ;1;6;DESCANSAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;898,765135652816
4804610;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;898,765135652816
4804610;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;898,765135652816
4804610;1;4;1;50;05;1; ; ;4;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;898,765135652816
4804611;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;925,186251040733
4804611;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;925,186251040733
4804612;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;986,750980227045
4804612;1;2;1;50;05;1;1; ;2;6;VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;01;1;05;986,750980227045
4804612;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;986,750980227045
4804612;2;1;2;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;986,750980227045
4804612;3;1;3;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;986,750980227045
4804613;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1113,78266025172
4804613;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1113,78266025172
4804614;1;1;1;50;05;1; ; ;1;6;PASEAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1212,97515706306
4804614;1;2;1;50;05;1; ; ;2;6;PASEAR;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1212,97515706306
4804615;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1572,45354177994
4804615;1;2;1;50;05;1; ; ;2;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;01;1;05;1572,45354177994
4804616;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1040,95029222279
4804616;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;1040,95029222279
4804616;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;01;1;05;1040,95029222279
4804617;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;05;968,117924193849
