DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4804544;1;1;1;70;05;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;59;59;85;1;1;8532;01;05;1208,89983219192
4804549;1;2;1;70;05;5;40;1; ;2;5;1; ;6;2;9;COBERTURA; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;13;13;80;1;1;8043;01;05;1040,95029222279
4804550;1;3;1;70;05;12;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;15;1;1;1594;01;05;987,789976593826
4804553;1;1;1;70;05;104;48;1; ;2;104;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;85;85;45;1;2;4542;01;05;1026,12254804629
4804553;1;3;1;70;05;4;48;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;260000;1100000;2; ;39;39;55;1;1;5529;01;05;1026,12254804629
4804554;1;1;1;70;05;2;48;1; ;2;60;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;53;55;1;1;5521;01;05;1357,49700378655
4804559;1;3;1;70;05;100;48;1; ;2;5;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;37;53;55;1;2;5530;01;05;1114,76067001299
4804563;1;2;1;70;05;12;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;32;79;18;1;1;1810;01;05;1500,98590248658
4804572;1;1;1;70;05;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;800000;2; ;80;80;52;1;1;5271;01;05;1093,51486246851
4804576;1;1;1;70;05;6;50;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;1;5262;01;05;992,904297831748
4804576;1;2;1;70;05;2;48;1; ;2;14;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;59;95;1;1;9500;01;05;992,904297831748
4804577;1;2;1;70;05;3;48;4; ;2;3;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;1;700000;781242;2; ;79;79;18;1;1;1810;01;05;1312,16765387439
4804580;1;1;1;70;05;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;3; ;58;58;60;1;1;6042;01;05;1473,2610449686
4804585;1;1;1;70;05;10;48;4; ;2;10;4; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;13;13;80;1;1;8043;01;05;1595,05802971668
4804585;1;2;1;70;05;6;48;1; ;2;52;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;45;52;1;1;5235;01;05;1595,05802971668
4804587;1;1;1;70;05;7;48;1; ;2;7;1; ;9;2;1; ; ; ;1;1; ; ; ; ; ; ;2; ;4500000;1;2;02;02;45;1;1;4521;01;05;1022,04722317515
4804590;1;2;1;70;05;52;60;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;59;54;85;1;2;8531;01;05;1019,64349807279
4804593;1;1;1;70;05;2;48;1; ;2;2;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1600000;1500000;2; ;45;44;64;1;1;6425;01;05;1469,18572009746
4804595;1;4;1;70;05;3;24;1; ;2;200;1; ;9;2;1; ; ; ; ; ; ; ; ;1;YA ES PENSIONADA; ;2; ;1500000;3; ;19;19;45;1;1;4543;01;05;848,604290509456
4804597;1;2;1;70;05;4;48;4; ;2;4;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1500000;1500000;1;1;97;97;45;1;1;4542;01;05;523,714671098144
