DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;DPTO;ORDEN;fex_c_2011
1162960;1;5;3;2;1;4;6;1;4;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;44;1;343,689275102094
1162961;1;2;1;6; ;4;4;5;5;1; ; ;2000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;2;1; ; ;01;2;44;1;690,928696052101
1162962;1;3;1;6; ;4;3;5;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;2;1; ; ;01;2;44;1;1282,15622675026
1162962;2;1;1;6; ;4;3;5;5;4; ; ; ;30000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;01;2;44;1;1282,15622675026
1162964;1;3;2;6; ;3;4;5;5;4; ; ; ;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;2;1; ; ;01;2;44;1;806,710086427106
1162966;1;2;2;6; ;4;2;5;5;1; ; ;2000000;30000; ;2;2;1;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;1; ; ;01;2;44;1;694,217170674582
1162968;1;2;2;6; ;4;3;5;5;3; ; ; ; ;50000;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2;1;2;2;2;2;1; ; ;01;2;44;1;1066,60541723603
1162968;2;1;1;6; ;4;2;5;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;01;2;44;1;1066,60541723603
1162968;3;1;1;6; ;4;3;5;5;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3; ; ; ; ; ; ; ; ; ; ; ;01;2;44;1;1066,60541723603
1162969;1;2;2;6; ;4;4;5;5;1; ; ;10000000;200000; ;2;2;1;1;2;2;2;2;2;2;1;2;1;2;2;1;1;1;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;44;1;796,534269835771
1167377;1;3;1;1;1;1;1;1;4;1; ; ;10000000;150000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;4;2;1;2;1;1;1;1;1;1;01;2;41;1;1486,06751348377
1167378;1;4;2;1;1;1;1;1;4;3; ; ; ; ;170000;2;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;01;2;41;1;1595,97597452751
1167379;1;4;1;1;1;1;1;1;4;5; ; ; ;150000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;4;2;1;2;1;1;1;1;1;1;01;2;41;1;1329,09215413935
1167380;1;2;2;1;1;1;1;1;4;1; ; ;4000000;30000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;1;1;1;2;1;1;01;2;41;1;1549,25270930891
1167382;1;3;2;1;1;1;1;1;4;4; ; ; ;100000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;01;2;41;1;1517,2090261959
1167383;1;3;2;1;1;1;1;1;4;1; ; ;3000000;80000; ;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;2;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;01;2;41;1;1666,96903217198
1167386;1;3;3;3;1;1;1;1;4;4; ; ; ;60000; ;1;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;2;1;1;1;2;1;2;2;1;1;1;1;1;01;2;41;1;1572,45507222345
1167387;1;2;1;3;1;1;1;1;4;3; ; ; ; ;30000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;1;1;0;1;1;01;2;41;1;1345,66952745187
