DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1162962;2;1;2;70;2;120;50;2; ;2;140;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;39;75;1;2;7512;44;1282,15622675026
1167387;1;1;1;70;2;12;40;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;41;1345,66952745187
1167388;1;2;1;70;2;28;40;1; ;2;5;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;12;74;1;2;7411;41;1677,44922283848
1167941;1;2;1;70;2;4;48;8; ;2;4;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;62;62;01;1;1;0121;73;1156,08650949902
1167941;1;3;1;70;2;2;15;8; ;2;2;8; ;3;1; ; ; ; ; ; ; ; ;1; ;ESTUDIANDO;1;10000;2;62;62;01;1;1;0118;73;1156,08650949902
1167962;1;1;1;70;2;3;48;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;41;41;52;1;1;5221;73;1424,18250306904
1167966;1;5;1;70;2;32;70;1; ;2;32;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;34;75;1;2;7512;73;1646,46100718672
1167969;1;1;1;70;2;3;48;8; ;2;3;8; ;2;1; ; ; ; ; ; ; ;1; ; ; ;1;180000;2;62;62;01;1;1;0121;73;1336,11834702752
1167997;1;1;1;70;2;16;40;1; ;2;16;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0121;73;1439,43651163825
1167999;1;2;1;70;2;4;10;4; ;2;4;4; ;1;4; ; ; ; ; ;1; ; ; ; ; ;2; ;2;56;56;93;1;1;9301;73;1411,92215148459
1168006;1;2;1;70;2;4;20;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;73;1487,59988191139
1168017;1;2;1;70;2;24;40;8; ;2;52;8; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0118;73;1449,45706835218
1168025;1;2;1;70;2;24;25;8; ;2;24;8; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0118;73;1126,181745421
1168025;1;3;1;70;2;6;35;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;73;1126,181745421
1168026;1;2;1;70;2;1;45;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;240000;2;97;97;63;1;1;6310;73;1541,3921637817
1168033;1;2;1;70;2;12;48;8; ;2;12;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0117;73;1811,1445905542
1168182;1;5;1;70;2;58;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;25;3059,78998722144
1168186;1;2;1;70;2;12;20;1; ;2;12;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;1;5521;25;4147,18288169036
1168214;1;1;1;70;2;2;20;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;65000;2;62;61;01;1;1;0118;25;3421,70781508034
1168226;1;2;1;70;2;12;48;1; ;2;102;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;80;45;52;1;1;5233;25;4585,05680019964
1168235;1;1;1;70;2;28;36;1; ;2;208;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8012;25;3038,00047823188
1168242;1;3;1;70;2;18;48;1; ;2;18;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;11;52;1;2;5211;25;2872,23359389736
1169140;1;3;1;70;2;7;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;35; ; ;1;1; ;08;5060,57885811698
