DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;FT;DPTO;fex_c_2011
1161567;1;3;1;50;11; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;11;1989,51163015191
1161567;1;4;1;50;11; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;1989,51163015191
1161567;1;5;1;50;11; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;1989,51163015191
1161569;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2457,4065689793
1161569;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2457,4065689793
1161570;1;1;1;50;11; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;4845,54089864281
1161571;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2642,31129960969
1161571;1;2;1;50;11; ; ;2;6;ASISTIENDO A TERAPIAS;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2642,31129960969
1161571;1;3;1;50;11;2; ;3;6;CIRUJIA;2;2;2;1; ; ; ; ; ; ; ;1;1;11;2642,31129960969
1161574;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;4357,19980384086
1161574;1;2;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;4357,19980384086
1161574;1;3;1;50;11; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;4357,19980384086
1161575;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;5114,30371106025
1161575;1;2;1;50;11; ; ;2;6;CURSO DE PINTURA EN TELA;2;2;2;2;1;7; ;2; ;2; ; ;1;11;5114,30371106025
1161575;1;3;1;50;11; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;5114,30371106025
1161576;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2388,2938006399
1161576;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2388,2938006399
1161577;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2688,00596616328
1161577;1;2;1;50;11; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;1;11;2688,00596616328
1161578;1;1;1;50;11;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;11;2245,85791026717
1161578;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2245,85791026717
1161578;1;3;1;50;11; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;11;2245,85791026717
1161578;2;1;2;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2245,85791026717
1161578;2;2;2;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2245,85791026717
1161579;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2533,39434307627
1161579;1;2;1;50;11; ; ;2;4; ;2;2;2;2;1;2; ;1;2; ; ; ;1;11;2533,39434307627
1161579;1;3;1;50;11; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2533,39434307627
1161580;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2664,24845370943
1161580;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2664,24845370943
1161582;1;1;1;50;11; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;11;2315,31220766575
1161582;1;2;1;50;11; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;11;2315,31220766575
1161583;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2795,46420781893
1161584;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2795,46420781893
1161585;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2353,31615192282
1161585;1;2;1;50;11; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;11;2353,31615192282
1161585;1;3;1;50;11; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2353,31615192282
1161585;1;4;1;50;11; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2353,31615192282
1161586;1;1;1;50;11; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;11;2713,47253422972
1161586;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2713,47253422972
1161587;1;1;1;50;11; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2771,91433457631
1161587;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2771,91433457631
1161587;1;3;1;50;11; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2771,91433457631
1161587;1;4;1;50;11; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2771,91433457631
1161588;1;1;1;50;11; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2733,24037816037
1161588;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2733,24037816037
1161588;1;3;1;50;11; ; ;3;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;1;11;2733,24037816037
1161588;1;4;1;50;11; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2733,24037816037
1161589;1;1;1;50;11;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;11;3086,16629272724
1161589;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;3086,16629272724
1161590;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2160,70058457874
1161590;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2160,70058457874
1161590;1;3;1;50;11; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2160,70058457874
1161591;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2271,32447833361
1161591;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2271,32447833361
1161591;1;3;1;50;11; ; ;3;3; ;2;2;2;2;1;10; ; ; ; ; ; ;1;11;2271,32447833361
1161591;1;4;1;50;11; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2271,32447833361
1161591;1;5;1;50;11; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2271,32447833361
1161592;1;1;1;50;11; ; ;1;6;DESCANSAR;1; ; ; ; ; ; ; ; ; ; ; ;1;11;2760,98755913742
1161592;1;2;1;50;11; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;11;2760,98755913742
1161593;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2795,46420781893
1161594;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2528,56780359933
1161595;1;1;1;50;11; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2585,83224393062
1161595;1;2;1;50;11; ; ;2;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;1;11;2585,83224393062
1161595;1;3;1;50;11; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2585,83224393062
1161595;1;4;1;50;11; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2585,83224393062
1161595;1;5;1;50;11; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2585,83224393062
1161595;1;6;1;50;11; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2585,83224393062
1161595;1;7;1;50;11; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2585,83224393062
1161596;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2360,54661966284
1161596;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2360,54661966284
1161596;1;3;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2360,54661966284
1161596;1;4;1;50;11; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2360,54661966284
1161597;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2713,47253422972
1161597;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2713,47253422972
1161598;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2678,99588554821
1161598;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2678,99588554821
1161598;1;5;1;50;11; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2678,99588554821
1161599;1;1;1;50;11;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;11;2737,23004668357
1161599;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2737,23004668357
1161600;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2484,17026255598
1161600;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2484,17026255598
1161600;1;3;1;50;11; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2484,17026255598
1161601;1;1;1;50;11; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2666,11698029839
1161601;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2666,11698029839
1161601;1;3;1;50;11; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2666,11698029839
1161601;1;4;1;50;11; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2666,11698029839
1161602;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2612,5747481552
1161602;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2612,5747481552
1161602;1;3;1;50;11; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2612,5747481552
1161602;1;4;1;50;11; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2612,5747481552
1161602;1;5;1;50;11; ; ;5;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2612,5747481552
1161603;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2556,79021205377
1161603;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2556,79021205377
1161603;1;6;1;50;11; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2556,79021205377
1161604;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2236,76138740218
1161604;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2236,76138740218
1161604;1;3;1;50;11; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2236,76138740218
1161604;1;4;1;50;11; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2236,76138740218
1161604;1;5;1;50;11; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2236,76138740218
1161605;1;1;1;50;11; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2362,43965367056
1161605;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2362,43965367056
1161606;1;1;1;50;11; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2433,60088829059
1161607;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2724,3029731989
1161607;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2724,3029731989
1161608;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2673,13769043604
1161608;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2673,13769043604
1161608;1;3;1;50;11; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2673,13769043604
1161609;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2528,56780359933
1161611;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2422,77044932141
1161612;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2795,46420781893
1161613;1;1;1;50;11; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2580,90936798398
1161613;1;2;1;50;11; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2580,90936798398
1161613;1;5;1;50;11; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2580,90936798398
1161614;1;1;1;50;11; ; ;3;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2596,66268289981
1161614;1;2;1;50;11; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2596,66268289981
1161614;1;3;1;50;11; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2596,66268289981
1161614;1;4;1;50;11; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2596,66268289981
1161614;1;5;1;50;11; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;2596,66268289981
1161614;1;6;1;50;11; ; ;6;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;11;2596,66268289981
1161614;1;7;1;50;11; ; ;7;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;11;2596,66268289981
1161615;1;1;1;50;11; ; ;2;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;11;2351,60921470138
1161615;1;2;1;50;11; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;11;2351,60921470138
1161616;1;1;1;50;13; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;315,573526766649
1161616;1;2;1;50;13; ; ;2;3; ;2;2;2;2;1;11; ; ; ; ; ; ;1;13;315,573526766649
1161616;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;315,573526766649
1161617;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;318,07360201978
1161618;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;379,27605229684
1161618;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;379,27605229684
1161619;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;174,837558091555
1161619;1;2;1;50;13; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;174,837558091555
1161619;1;3;1;50;13; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;174,837558091555
1161619;1;4;1;50;13; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;13;174,837558091555
1161619;1;5;1;50;13; ; ;5;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;174,837558091555
1161619;1;6;1;50;13; ; ;6;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;174,837558091555
1161619;1;7;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;174,837558091555
1161619;1;8;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;174,837558091555
1161621;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;417,956471476194
1161621;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;417,956471476194
1161622;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;362,465419420584
1161622;1;2;1;50;13; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;362,465419420584
1161622;1;3;1;50;13;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;362,465419420584
1161622;1;4;1;50;13;2; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;362,465419420584
1161623;1;1;1;50;13; ; ;1;6;VISITAR A AMIGOS;2;2;2;2;2; ; ; ; ; ; ; ;1;13;412,149732885746
1161623;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;412,149732885746
1161623;1;3;1;50;13; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;412,149732885746
1161623;1;4;1;50;13; ; ;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;412,149732885746
1161624;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;353,904929960774
1161625;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;342,958773866635
1161625;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;342,958773866635
1161625;1;3;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;342,958773866635
1161625;1;4;1;50;13; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;342,958773866635
1161625;1;5;1;50;13; ; ;4;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;13;342,958773866635
1161626;1;1;1;50;13;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;376,232257614283
1161626;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;376,232257614283
1161626;1;3;1;50;13; ; ;3;6;VER TELE NAVEGAR POR INTERNET;1; ; ; ; ; ; ; ; ; ; ; ;1;13;376,232257614283
1161626;1;4;1;50;13; ; ;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;376,232257614283
1161626;1;5;1;50;13; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;376,232257614283
1161626;1;6;1;50;13; ; ;6;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;13;376,232257614283
1161627;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;324,1510653969
1161627;1;2;1;50;13; ; ;2;4; ;2;2;2;2;1;13;EMBARAZO; ; ; ; ; ;1;13;324,1510653969
1161628;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;341,310714258386
1161628;1;3;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;341,310714258386
1161630;1;1;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;327,000156635261
1161630;1;2;1;50;13; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;327,000156635261
1161631;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;327,000156635261
1161631;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;327,000156635261
1161632;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;305,479386317392
1161632;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;305,479386317392
1161633;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;444,392635689672
1161633;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;444,392635689672
1161633;1;3;1;50;13; ; ;2;6;ES PENSIONADA;2;2;2;2;2; ; ; ; ; ; ; ;1;13;444,392635689672
1161633;1;4;1;50;13;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;444,392635689672
1161634;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;476,905475268438
1161634;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;476,905475268438
1161634;1;3;1;50;13; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;476,905475268438
1161634;1;6;1;50;13; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;476,905475268438
1161634;1;7;1;50;13; ; ;7;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;476,905475268438
1161636;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;409,335478163537
1161636;1;2;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;409,335478163537
1161636;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;409,335478163537
1161636;1;4;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;409,335478163537
1161636;1;9;1;50;13; ; ;9;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;409,335478163537
1161637;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;327,000156635261
1161637;1;2;1;50;13; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;13;327,000156635261
1161638;1;1;1;50;13; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;1;13;353,796373847048
1161638;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;353,796373847048
1161638;1;5;1;50;13; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;353,796373847048
1161639;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;327,000156635261
1161639;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;327,000156635261
1161640;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;324,1510653969
1161640;1;2;1;50;13; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;324,1510653969
1161641;1;1;1;50;13; ; ;1;6;NADA;2;2;2;2;2; ; ; ; ; ; ; ;1;13;343,067329980361
1161641;1;2;1;50;13; ; ;2;6;NADA;2;2;2;2;2; ; ; ; ; ; ; ;1;13;343,067329980361
1161641;1;3;1;50;13; ; ;3;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;1;13;343,067329980361
1161643;1;1;1;50;13; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;367,243995914134
1161644;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;358,196457452032
1161645;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;383,550238410922
1161645;1;2;1;50;13; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;383,550238410922
1161646;1;1;1;50;13; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;317,255032171234
1161646;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;317,255032171234
1161646;1;3;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;317,255032171234
1161647;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;325,318651230676
1161647;1;3;1;50;13; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;325,318651230676
1161648;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;299,58146373894
1161648;1;2;1;50;13; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;299,58146373894
1161648;1;3;1;50;13; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;299,58146373894
1161649;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;369,166749202054
1161649;1;2;1;50;13; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;13;369,166749202054
1161649;1;4;1;50;13; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;369,166749202054
1161649;1;5;1;50;13; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;369,166749202054
1161649;1;6;1;50;13; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;369,166749202054
1161649;1;7;1;50;13; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;369,166749202054
1161649;1;8;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;369,166749202054
1161650;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;422,230657590277
1161650;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;422,230657590277
1161651;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;343,067329980361
1161651;1;2;1;50;13;1; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;343,067329980361
1161651;1;3;1;50;13; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;343,067329980361
1161652;1;1;1;50;13; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;419,398907729091
1161652;1;2;1;50;13; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;419,398907729091
1161653;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;301,262969143525
1161653;1;2;1;50;13;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;301,262969143525
1161653;1;3;1;50;13; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;301,262969143525
1161654;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;396,768320517661
1161654;1;2;1;50;13;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;396,768320517661
1161654;1;4;1;50;13; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;396,768320517661
1161656;1;1;1;50;13; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;288,668753441137
1161656;1;2;1;50;13; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;288,668753441137
1161656;1;3;1;50;13; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;288,668753441137
1161656;1;4;1;50;13; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;288,668753441137
