DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;AREA;fex_c_2011
1161238;1;6;1;80;1;1;2;1; ;2; ;2; ; ;1; ;2;1;1;05;05;1013,12886041604
1161238;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1013,12886041604
1161240;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;1229,38595074873
1161240;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1229,38595074873
1161240;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1229,38595074873
1161240;1;5;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;05;05;1229,38595074873
1161243;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1091,49282642557
1161245;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;05;05;1102,86534802806
1161245;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1102,86534802806
1161249;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;05;05;874,154946208046
1161252;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;05;05;791,246788795354
1161252;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;791,246788795354
1161252;1;3;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;791,246788795354
1161253;1;1;1;80;1;1;1;8; ;3; ;1;150000; ;1;ESTA ESPERANDO QUE LO LLAMEN;12;1;1;05;05;996,491415454762
1161253;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;996,491415454762
1161254;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;8;2;1;05;05;996,491415454762
1161254;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;996,491415454762
1161255;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;05;938,114984387235
1161255;1;3;1;80;1;1;1;7; ;2; ;2; ; ; ; ;3;2;1;05;05;938,114984387235
1161255;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;938,114984387235
1161255;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;938,114984387235
1161258;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;938,677582925172
1161260;1;1;1;80;1;1;4;8; ;3; ;2; ; ; ; ;8;2;1;05;05;897,386745220399
1161260;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;897,386745220399
1161263;1;2;1;80;1;1;3;8; ;2; ;2; ; ; ; ;9;2;1;05;05;1145,26689079821
1161264;1;2;1;80;1;1;2;8; ;2; ;2; ; ; ; ;8;2;1;05;05;1118,01778260802
1161265;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1048,08078133978
1161266;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1027,76552191353
1161267;1;3;1;80;1;1;1;8; ;2; ;2; ; ; ; ;1;2;1;08;08;731,772722014223
1161267;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;731,772722014223
1161270;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;685,046572577046
1161270;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;685,046572577046
1161271;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;575,123542562319
1161271;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;575,123542562319
1161275;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;562,325059535415
1161276;1;2;1;80;1;1;4;7; ;2; ;2; ; ;4; ;8;1;1;08;08;573,129925356058
1161277;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;538,801300480818
1161278;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;475,608838387391
1161279;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;598,756764528005
1161279;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;598,756764528005
1161279;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;598,756764528005
1161280;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;528,337386272375
1161281;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;528,337386272375
1161283;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;08;08;510,894123247995
1161283;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;510,894123247995
1161284;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;648,614867584457
1161285;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;08;08;538,801300480818
1161285;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;538,801300480818
1161288;1;1;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;08;08;452,615179247682
1161288;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;452,615179247682
1161289;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;535,747579043432
1161292;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;551,569649773094
1161292;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;551,569649773094
1161295;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;08;08;502,429602340995
1161295;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;502,429602340995
1161295;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;502,429602340995
1161296;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;08;502,186318879375
1161296;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;502,186318879375
1161297;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;578,121675631062
1161298;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;08;08;450,280610429221
1161298;1;5;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;08;450,280610429221
1161304;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;526,27424882115
1161304;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;526,27424882115
1161306;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;586,032095198867
1161313;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;658,969318881811
1161313;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;658,969318881811
1161314;1;1;1;80;1;1;3;5; ;2; ;2; ; ; ; ;10;2;1;08;08;523,692606274898
1161314;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;08;08;523,692606274898
1161317;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;528,26357257461
1161317;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;528,26357257461
1161317;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;528,26357257461
1161318;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;08;08;505,639159924207
1161319;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;08;469,243104144939
1161319;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;9;2;1;08;08;469,243104144939
1161319;2;5;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;469,243104144939
1161321;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;489,842543828561
1161322;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;489,521656403004
1161326;1;2;1;80;1;1;4;9;NO  DESEA;2; ;2; ; ; ;NO  LE  PAGABAN  LO JUSTO, Y ADEMAS LE PAGABAN CUANDO  QUERIAN;12;2;1;08;08;547,800600403316
1161327;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;08;08;501,785360414408
1161327;1;2;1;80;1;1;1;7; ;2; ;2; ; ; ; ;5;2;1;08;08;501,785360414408
1161331;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;08;562,438312712674
1161331;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;562,438312712674
1161331;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;562,438312712674
1161331;1;8;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;562,438312712674
1161331;2;2;2;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;08;562,438312712674
1161331;2;3;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;562,438312712674
1161334;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;504,630350608924
1161334;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;504,630350608924
1161335;1;3;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;08;08;607,835654243451
1161336;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;582,984149856664
1161337;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;532,537527841747
1161339;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;513,738371579561
1161339;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;513,738371579561
1161339;2;2;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;513,738371579561
1161339;2;5;2;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;08;513,738371579561
1161339;2;6;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;513,738371579561
1161341;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;476,64310233669
1161341;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;08;08;476,64310233669
1161342;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;622,463800191456
1161342;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;622,463800191456
1161342;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;622,463800191456
1161343;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;596,896967872276
1161343;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;596,896967872276
1161344;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;530,781418001924
1161346;1;2;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;08;08;476,322214911134
1161348;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;573,26374590659
1161349;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;598,830578225771
1161350;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;537,954103406542
1161350;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;537,954103406542
1161350;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;537,954103406542
1161350;1;4;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;08;08;537,954103406542
1161351;1;1;1;80;1;1;2;5; ;3; ;2; ; ; ; ;10;2;1;08;08;564,769091264964
1161352;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;577,433753741335
1161352;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;577,433753741335
1161354;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;444,570939129344
1161354;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;444,570939129344
1161355;1;1;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;08;08;586,863404000479
1161355;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;586,863404000479
1161355;2;2;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;586,863404000479
1161355;2;3;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;586,863404000479
1161356;1;2;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;08;08;506,761222416748
1161356;2;1;2;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;506,761222416748
1161356;2;2;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;506,761222416748
1161356;2;3;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;506,761222416748
1161356;3;2;3;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;506,761222416748
1161357;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;672,495163277934
1161357;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;672,495163277934
1161357;1;8;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;672,495163277934
1161357;1;12;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;672,495163277934
1161359;1;2;1;80;1;2; ; ; ;2; ;2; ;1;4; ;9; ;1;08;08;503,195128194658
1161360;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;564,769091264964
1161360;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;564,769091264964
1161361;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;528,337386272375
1161362;1;1;1;80;1;2; ; ; ;3; ;2; ;1;4; ;10; ;1;08;08;499,985570611446
1161362;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;499,985570611446
1161362;1;3;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;08;08;499,985570611446
1161363;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;491,277766242827
1161363;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;491,277766242827
1161365;1;6;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;494,062007721626
1161365;1;8;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;494,062007721626
1161367;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;08;08;463,52373188423
1161367;1;3;1;80;1;2; ; ; ;2; ;2; ;1;4; ;4; ;1;08;08;463,52373188423
1161370;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;08;503,195128194658
1161371;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;486,072752595834
1161371;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;486,072752595834
1161371;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;486,072752595834
1161372;2;1;2;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;525,73946980565
1161374;1;6;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;08;527,278764683631
1161375;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;537,182801457698
1161378;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;549,556710243139
1161378;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;549,556710243139
1161378;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;549,556710243139
1161379;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;534,98205318977
1161379;1;4;1;80;1;1;2;1; ;2; ;2; ; ; ; ;1;2;1;08;08;534,98205318977
1161380;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;537,316622008231
1161380;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;537,316622008231
1161381;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;10;2;1;08;08;474,709491983196
1161381;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;474,709491983196
1161381;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;474,709491983196
1161382;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;502,186318879375
1161382;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;502,186318879375
1161383;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;465,279841724053
1161383;1;4;1;80;1;1;1;6; ;2; ;2; ; ; ; ;8;2;1;08;08;465,279841724053
1161385;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;507,074382338473
1161386;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;525,849674579688
1161386;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;525,849674579688
1161388;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;08;08;439,237140247569
1161390;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;523,692606274898
1161390;1;2;1;80;1;1;4;9;RETIRO VOLUNTARIO;2; ;2; ; ; ; ;9;2;1;08;08;523,692606274898
1161392;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;589,307435730027
1161394;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;08;08;528,337386272375
1161395;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;08;08;464,379398325287
1161396;1;5;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;08;08;438,702361232069
1161398;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;523,692606274898
1161399;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;564,769091264964
1161400;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;644,691933477503
1161402;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;390,441092830891
1161402;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;390,441092830891
1161402;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;390,441092830891
1161402;1;8;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;390,441092830891
1161403;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;528,337386272375
1161404;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;583,831346930939
1161404;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;583,831346930939
1161404;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;583,831346930939
1161406;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;536,327135016642
1161406;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;536,327135016642
1161406;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;536,327135016642
1161408;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;515,538903245472
1161409;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;504,630350608924
1161409;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;504,630350608924
1161410;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;512,62009935319
1161410;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;512,62009935319
1161410;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;512,62009935319
1161410;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;512,62009935319
1161414;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;525,893354542826
1161415;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;719,108059537852
1161415;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;719,108059537852
1161415;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;719,108059537852
1161416;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;506,86049074853
1161416;1;7;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;08;08;506,86049074853
1161419;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;563,333868850699
1161419;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;563,333868850699
1161420;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;08;08;500,751096465109
1161421;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;498,095640221091
1161423;1;2;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;08;08;620,737824086261
1161424;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;452,615179247682
1161424;1;2;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;08;08;452,615179247682
1161424;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;452,615179247682
1161425;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;706,309576510949
1161425;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;706,309576510949
1161426;1;2;1;80;1;2; ; ; ;2; ;2; ;1;3; ;6; ;1;08;08;505,614802284762
1161426;2;1;2;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;505,614802284762
1161426;2;2;2;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;505,614802284762
1161426;3;2;3;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;505,614802284762
1161427;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;693,644914034578
1161427;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;693,644914034578
1161428;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;562,325059535415
1161428;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;562,325059535415
1161429;1;2;1;80;1;1;2;9;PERSONALES;2; ;2; ; ; ; ;11;2;1;11;11;3000,13678237997
1161431;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2266,49793885666
1161436;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2809,22815225734
1161436;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2809,22815225734
1161439;1;2;1;80;1;1;1;9;MAL  PAGO;2; ;2; ; ; ; ;4;2;1;11;11;2664,24845370943
1161444;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;11;11;2195,33670423663
1161444;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2195,33670423663
1161444;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2195,33670423663
1161448;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2266,49793885666
1161449;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;11;11;2724,3029731989
1161451;1;2;1;80;1;1;4;7; ;2; ;2; ; ;1; ;1;1;1;11;11;2266,49793885666
1161451;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2266,49793885666
1161452;1;1;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;11;11;2086,41974770322
1161452;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2086,41974770322
1161453;1;3;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;11;11;2666,06881206354
1161454;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2393,03389786692
1161454;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2393,03389786692
1161457;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;11;2649,38017798218
