DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;AREA;fex_c_2011
1161217;1;4;1;70;1;32;48;1; ;2;32;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;98;45;1;2;4530;05;05;897,966009409484
1161223;1;3;1;70;1;12;24;1; ;2;16;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;45;36;1;1;3699;05;05;1080,36539011418
1161225;1;2;1;70;1;17;50;1; ;2;17;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;16;16;74;1;2;7430;05;05;973,991457540888
1161229;1;3;1;70;1;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;34; ; ;1;2; ;05;05;1016,63808560214
1161232;1;2;1;70;1;7;48;1; ;2;72;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;1;5139;05;05;1026,39092551936
1161233;1;1;1;70;1;14;48;1; ;2;104;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;61;01;1;2;0121;05;05;1073,18987611125
1161235;1;2;1;70;1;56;48;1; ;2;16;1; ;7;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;44;64;1;2;6411;05;05;882,131866785077
1161238;1;4;1;70;1;8;48;1; ;2;8;1; ;7;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;05;01;1;1;0116;05;05;1013,12886041604
1161257;1;2;1;70;1;4;48;1; ;2;198;1; ;2;2; ; ; ; ; ;1; ; ; ; ; ;2; ;2;45;45;55;1;1;5529;05;05;1101,85484571241
1161262;1;1;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;40; ; ;1;1; ;05;05;1128,37980189487
1161265;1;2;1;70;1;24;48;1; ;2;32;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;77;51;1;2;5125;05;05;1048,08078133978
1161267;1;1;1;70;1;4;48;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;34000;2;54;54;95;1;1;9500;08;08;731,772722014223
1161270;1;4;1;70;1;36;48;1; ;2;52;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;16;74;1;2;7430;08;08;685,046572577046
1161276;1;4;1;70;1;14;48;1; ;2;58;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;32;80;1;2;8012;08;08;573,129925356058
1161279;1;4;1;70;1;3;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;08;08;598,756764528005
1161282;1;1;1;70;1;6;48;1; ;2;40;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6042;08;08;513,228692066456
1161290;1;1;1;70;1;2;48;1; ;2;2;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;1;99;2;02;02;29;1;1;2929;08;08;491,965688132553
1161309;1;2;1;70;1;8;48;1; ;2;52;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;80;1;1;8050;08;08;525,893354542826
1161311;1;4;1;70;1;8;48;1; ;2;8;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;70;39;45;1;1;4521;08;08;451,046136282884
1161317;1;2;1;70;1;24;48;3; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;08;08;528,26357257461
1161319;2;2;2;70;1;24;50;3; ;2;156;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;08;08;469,243104144939
1161331;1;7;1;70;1;70;50;1; ;2;70;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5219;08;08;562,438312712674
1161344;1;2;1;70;1;12;72;1; ;2;12;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6042;08;08;530,781418001924
1161348;1;2;1;70;1;8;48;1; ;2;8;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;06;75;1;1;7513;08;08;573,26374590659
1161372;1;3;1;70;1;35;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;08;525,73946980565
1161372;2;2;2;70;1;8;60;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7499;08;08;525,73946980565
1161375;1;3;1;70;1;56;50;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;98; ; ;1;2; ;08;08;537,182801457698
1161375;1;4;1;70;1;12;50;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;85;1;1;8532;08;08;537,182801457698
1161386;1;2;1;70;1;256;50;1; ;2;256;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;70;1;2;7020;08;08;525,849674579688
1161391;1;2;1;70;1;4;70;1; ;2;24;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;74;1;1;7413;08;08;587,78820503869
1161392;1;8;1;70;1;40;56;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;08;589,307435730027
1161399;1;1;1;70;1;120;48;4; ;2;20;1; ;9;1; ; ; ; ; ; ;1; ; ; ; ;2; ;2;45;44;66;1;2;6602;08;08;564,769091264964
1161400;1;2;1;70;1;16;48;9;NIÑERA;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;52;1;2;5261;08;08;644,691933477503
1161402;1;9;1;70;1;24;48;1; ;2;24;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;37;28;1;2;2811;08;08;390,441092830891
1161413;1;1;1;70;1;12;48;1; ;2;12;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;37;70;1;1;7020;08;08;528,337386272375
1161422;1;1;1;70;1;20;48;1; ;2;20;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;11;11;15;1;2;1530;08;08;530,781418001924
1161425;1;4;1;70;1;100;50;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;08;08;706,309576510949
1161427;1;2;1;70;1;50;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;08;693,644914034578
1161435;1;2;1;70;1;40;48;1; ;2;48;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;70;18;1;2;1810;11;11;2940,0822628905
1161435;1;5;1;70;1;6;70;1; ;2;2;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;1;7499;11;11;2940,0822628905
1161437;1;2;1;70;1;20;48;1; ;2;28;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;03;52;1;2;5244;11;11;2600,51774093824
1161437;1;3;1;70;1;24;60;1; ;2;24;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;11;11;2600,51774093824
1161444;1;3;1;70;1;24;48;1; ;2;28;1; ;8;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;18;1;2;1810;11;11;2195,33670423663
1161452;1;2;1;70;1;110;50;4; ;2;110;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;94;36;1;2;3692;11;11;2086,41974770322
1161463;1;4;1;70;1;24;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;11;11;2144,12325323892
1161468;1;1;1;70;1;208;48;1; ;2;210;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;19;1;2;1921;11;11;2518,52606734903
1161468;1;2;1;70;1;24;48;1; ;2;26;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;19;1;2;1921;11;11;2518,52606734903
1161471;1;2;1;70;1;48;48;4; ;2;8;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;36;36;60;1;2;6021;11;11;2291,04415402941
1161471;1;3;1;70;1;3;48;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;1;4552;11;11;2291,04415402941
1161473;1;1;1;70;1;106;48;1; ;2;150;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;45;52;1;2;5223;11;11;2442,53829325206
1161474;1;1;1;70;1;250;48;2; ;2;250;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;39;75;1;2;7514;11;11;2668,86770704799
1161480;1;3;1;70;1;12;48;1; ;2;12;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;74;1;1;7499;11;11;2251,58149489457
1161485;1;3;1;70;1;24;40;1; ;2;24;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;2;5233;11;11;2651,2005363363
1161489;1;3;1;70;1;48;48;1; ;2;48;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;38;64;1;2;6421;11;11;2338,44787619558
1161490;1;1;1;70;1;4;48;1; ;2;4;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;98;79;18;1;1;1810;11;11;2557,15185553012
1161491;1;1;1;70;1;2;48;1; ;2;2;1; ;5;3; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;53;53;55;1;1;5521;11;11;2585,649465211
1161491;1;4;1;70;1;8;48;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;59;55;1;1;5521;11;11;2585,649465211
1161492;1;1;1;70;1;4;48;4; ;2;4;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;1;362000;2;36;36;85;1;1;8532;11;11;2047,74579128727
1161510;1;2;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;1; ;11;11;2393,03389786692
1161511;1;2;1;70;1;8;60;1; ;2;8;4; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;61;01;1;1;0111;11;11;3004,17461913803
1161512;1;3;1;70;1;8;72;1; ;2;32;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;45;1;1;4530;11;11;2748,10865388761
1161515;1;2;1;70;1;8;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;11;11;2688,00596616328
1161516;1;2;1;70;1;4;48;1; ;2;4;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;95;95;70;1;1;7010;11;11;1951,11798860081
1161531;1;2;1;70;1;2;48;1; ;2;96;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;39;36;1;1;3699;11;11;2407,90217359416
1161534;1;3;1;70;1;4;48;1; ;2;4;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;15;1;1;1589;11;11;2300,49210017336
1161538;1;1;1;70;1;32;48;3; ;2;32;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;11;2589,5578051227
1161541;1;5;1;70;1;2;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;1;5211;11;11;1922,43640052478
1161541;1;6;1;70;1;6;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;52;1;1;5211;11;11;1922,43640052478
1161543;1;2;1;70;1;2;48;1; ;2;8;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;79;18;1;1;1810;11;11;2542,28357980288
1161552;1;2;1;70;1;32;48;1; ;2;33;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;11;11;2227,82398244072
1161554;1;3;1;70;1;4;48;1; ;2;52;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;79;17;1;1;1749;11;11;2503,65779162179
1161557;1;2;1;70;1;52;48;1; ;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;97;52;1;2;5221;11;11;4703,21842940275
1161559;1;3;1;70;1;5;35;1; ;2;52;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;31;75;1;1;7513;11;11;2631,4808606405
1161571;1;3;1;70;1;108;48;1; ;2;108;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;30;30;15;1;2;1581;11;11;2642,31129960969
1161578;1;1;1;70;1;4;48;4; ;2;4;4; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;95;95;45;1;1;4521;11;11;2245,85791026717
1161589;1;1;1;70;1;6;56;4; ;2;6;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;1;4552;11;11;3086,16629272724
1161599;1;1;1;70;1;20;48;1; ;2;16;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;33;74;1;2;7499;11;11;2737,23004668357
1161622;1;3;1;70;1;8;48;1; ;2;8;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;33;26;1;1;2694;13;13;362,465419420584
