DIRECTORIO SECUENCIA_P ORDEN HOGAR REGIS P6016 P6020 P6030S1 P6030S3 P6040 P6050 P6080 P6080S1 P6070 P6081 P6081S1 P6083 P6083S1 P6071 P6071S1 P3147S1 P3147S2 P3147S3 P3147S4 P3147S5 P3147S6 P3147S7 P3147S8 P3147S9 P3147S10 P3147S11 P3147S10A1 P3246 P6090 P6140 P6150 P6100 P6110 P6120 P6125 P6160 P6170 P6175 P6210 P6210S1 P6220 P6269 CLASE ESC MES DPTO fex_c_2011
5550975 1 1 1 10 1 2 1 1952 69 1 6  5 3  3     1           2 1   3   2 1 2  3 1   2 1 09 15 711.01002639
5550976 1 1 1 10 1 2 2 1972 49 1 6  4 3  3     1 1 1   1      1 1   3   2 1 2  3 5   2 5 09 15 730.59251697
5550976 1 2 1 10 2 1 12 1997 23 3 6  6 2  1 1    1 1 1 1         1   3   2 2 2  1 0   2 0 09 15 730.59251697
5550976 1 3 1 10 1 2 8 1999 22 3 6  6 2  1 1             1   1   3   2 2 2  1 0   2 0 09 15 730.59251697
5550977 1 1 1 10 1 2 3 1943 78 1 6  3 3  3  1 2           1  2 1   3   2 1 2  3 5   2 5 09 15 711.01002639
5550977 1 2 1 10 2 1 12 1948 72 2 6  3 3  3  1 1           1   1   3   2 2 2  1 0   2 0 09 15 711.01002639
5550977 1 3 1 10 3 1 2 1970 51 3 6  3 1 2 1 1 2            1   1   1 5  2 1 2  4 8   2 8 09 15 711.01002639
5550978 1 1 1 10 1 1 8 1959 62 1 6  3 3  3  1 2  1 1 1         1 2 1 36    1 1 2  3 3   2 3 09 15 711.01002639
5550978 1 2 1 10 2 2 7 1962 59 2 6  3 3  2  1 1         1     1   3   2 1 2  3 3   2 3 09 15 711.01002639
5550978 1 3 1 10 3 1 10 2007 13 3 6  6 1 1 1 2          1      1   3   2 1 1 1 4 7   2 7 09 15 711.01002639
5550979 1 1 1 10 1 1 12 1992 28 1 6  2 2  2  1 2    1         2 1   3   2 1 2  3 5   2 5 09 15 2844.0401055
5550979 1 2 1 10 2 2 10 2000 20 2 6  2 2  2  1 1           1   1   3   2 1 2  4 9   2 9 09 15 2844.0401055
5550979 1 3 1 10 2 1 3 2019 2 3 6   1 1 1 2                1   3   2        2  09 15 2844.0401055
5550980 1 1 1 10 1 1 5 1990 31 1 6  6 2  2       1         1 1   3   2 1 2  3 5   2 5 09 15 1936.5118594
5550981 1 1 1 10 1 2 4 1976 45 1 6  4 3  3     1 1      1    1 1   3   2 2 2  1 0   2 0 09 15 711.01002639
5550981 1 2 1 10 1 2 5 1996 25 3 6  6 2  1 1             1   1   3   2 2 2  1 0   2 0 09 15 711.01002639
5550982 1 1 1 10 1 1 2 1946 75 1 6  2 3  3  1 2  1           1 1   3   2 1 2  3 2   2 2 09 15 711.01002639
5550982 1 2 1 10 2 2 3 1963 58 2 6  2 3  3  1 1  1       1     1   3   2 2 2  1 0   2 0 09 15 711.01002639
5550983 1 1 1 10 1 1 10 1963 57 1 6  3 2  2  1 2  1  1     1    1 1   3   2 1 2  3 4   2 4 09 15 711.01002639
5550983 1 2 1 10 2 2 2 1961 60 2 6  3 2  3  1 1         1     1   3   2 1 2  3 3   2 3 09 15 711.01002639
5550984 1 1 1 10 1 1 12 1978 42 1 6  1 3  2  1 2    1         2 1   3   2 1 2  3 2   2 2 09 15 1926.4328915
5550984 1 2 1 10 2 2 10 1971 49 2 6  1 3  3  1 1           1   1   3   2 2 2  1 0   2 0 09 15 1926.4328915
5550984 1 3 1 10 3 2 1 1999 22 3 6  6 3  1 2             1   1   3   2 1 2  5 11 2  2 11 09 15 1926.4328915
5550984 1 4 1 10 3 1 10 2019 1 4 6   2  1 3                1   3   2        2  09 15 1926.4328915
5550986 1 1 1 10 1 1 9 1950 71 1 6  3 3  3  1 2           1  2 1   1 3 113566 2 1 2  3 5   2 5 09 15 711.01002639
5550986 1 2 1 10 2 2 9 1969 51 2 6  3 3  3  1 1           1   1   1 5  2 1 2  4 9   2 9 09 15 711.01002639
5550986 1 3 1 10 3 1 1 1992 29 3 6  6 1 1 1 2          1      1   1 3 113566 2 1 1 1 6 4 2 2 2 15 09 15 711.01002639
5550988 1 1 1 10 1 1 11 1974 46 1 6  3 3  1 5 1 2  1 1 1         2 1   1 3 113565 2 1 2  4 6   2 6 09 15 1376.5728414
5550988 1 2 1 10 2 2 3 1983 38 2 6  3 2  2  1 1           1   1   3   2 1 2  4 6   2 6 09 15 1376.5728414
5550988 1 3 1 10 3 2 5 2010 11 3 6  6 2  1 2          1      1   3   2 1 1 1 4 0   2 5 09 15 1376.5728414
5550988 1 4 1 10 2 2 8 2014 7 3 6   1 1 1 2                1   1 5  2 1 1 1 3 0   2 0 09 15 1376.5728414
5550988 1 5 1 10 5 2 11 1935 85 5 6  5 3  3              1   1   1 5  2 1 2  3 4   2 4 09 15 1376.5728414
5550990 1 1 1 10 1 1 9 1952 69 1 6  3 3  3  1 2           1  2 1   3   2 1 2  3 2   2 2 09 15 711.01002639
5550990 1 2 1 10 2 2 8 1961 60 2 6  3 3  3  1 1           1   1   3   2 1 2  3 2   2 2 09 15 711.01002639
5551040 1 1 1 10 1 2 11 1974 46 1 6  3 3  3  1 2           1  1 1   3   2 1 2  4 6   2 6 09 17 561.49145353
5551040 1 2 1 10 2 1 9 1963 58 2 6  3 2  2  1 1           1   1   3   2 1 2  3 5   2 5 09 17 561.49145353
5551040 1 3 1 10 3 1 11 2000 20 3 6  6 1 2 1 1         1       1   3   2 1 2  5 11 2  2 11 09 17 561.49145353
5551041 1 1 1 10 1 1 9 1967 54 1 6  3 3  3  1 2           1  2 1   3   2 1 2  3 2   2 2 09 17 751.10693226
5551041 1 2 1 10 2 2 2 1969 52 2 6  3 3  3  1 1           1   1   3   2 1 2  3 4   2 4 09 17 751.10693226
5551041 1 3 1 10 3 2 3 1999 22 3 6  6 1 1 1 2             1   1   3   2 1 2  5 11 2  2 11 09 17 751.10693226
5551042 1 1 1 10 1 1 5 1956 65 1 6  3 3  3  1 2           1  1 1   3   2 1 2  3 2   2 2 09 17 559.63719952
5551042 1 2 1 10 2 2 6 1968 53 2 6  3 3  3  1 1           1   1   3   2 1 2  3 5   2 5 09 17 559.63719952
5551043 1 1 1 10 1 2 9 1997 23 1 6  4 2  2              1  2 1   3   2 1 2  3 3   2 3 09 17 1206.7384138
5551044 1 1 1 10 1 1 6 1975 46 1 6  2 3  3  1 2           1  2 1   3   2 1 2  4 8   2 8 09 17 663.6429175
5551044 1 2 1 10 2 2 5 1973 48 2 6  2 2  3  1 1           1   1   3   2 1 2  4 8   2 8 09 17 663.6429175
5551045 1 1 1 10 1 1 10 1993 27 1 6  6 2  3              1  2 1   3   2 1 2  5 11 2  2 11 09 17 1136.6984525
5551046 1 1 1 10 1 2 9 1976 45 1 6  4 3  3              1  2 1   3   2 1 2  3 5   2 5 09 17 1325.1600034
5551046 1 2 1 10 2 1 6 2004 17 3 6  6 2  1 1          1      1   3   2 1 1 1 5 10 1  2 10 09 17 1325.1600034
5551046 1 3 1 10 1 1 5 2012 9 3 6   2  1 1                1   3   2 1 1 1 3 3   2 3 09 17 1325.1600034
5551047 1 1 1 10 1 1 10 1976 44 1 6  3 3  3  2            1  1 1   3   2 1 2  3 5   2 5 09 17 1136.6984525
5551048 1 1 1 10 1 1 2 1987 34 1 6  2 3  2  1 2           1  2 1   3   2 1 2  3 5   2 5 09 17 1643.7191741
5551048 1 2 1 10 2 2 2 1996 25 2 6  2 2  2  1 1           1   1   3   2 1 2  5 11 2  2 11 09 17 1643.7191741
5551048 1 3 1 10 2 1 3 2015 6 3 6   1 1 1 2                1   3   2 1 1 1 3 0   2 0 09 17 1643.7191741
5551048 1 4 1 10 2 1 12 2020 0 3 6   1 1 1 2                1   3   2        2  09 17 1643.7191741
5551049 1 1 1 10 1 2 6 1963 58 1 6  4 3  1 2             1  2 1   3   2 1 2  3 2   2 2 09 17 1112.8541029
5551049 1 2 1 10 2 2 5 1933 88 5 6  5 3  3              1   1   1 2 72682 2 1 2  3 1   2 1 09 17 1112.8541029
5553733 1 1 1 10 1 1 5 1984 37 1 6  3 2  2  1 2    1         2 1   1 1 52000 2 1 2  5 11 2  2 11 09 68 684.74959295
5553733 1 2 1 10 2 2 3 1974 47 2 6  3 2  3  1 1    1          1   1 5  2 1 2  5 11 2  2 11 09 68 684.74959295
5553733 1 3 1 10 1 1 11 2009 11 3 6  6 1 1 1 2             1   1   1 5  2 1 1 1 4 0   2 5 09 68 684.74959295
5553734 1 1 1 10 1 1 4 1966 55 1 6  3 1 3 1 4 1 2  1 1 1         2 1   1 3 113000 2 1 2  5 11 2  2 11 09 68 684.74959295
5553734 1 2 1 10 2 2 11 1965 55 2 6  3 3  3  1 1           1   1   1 5  2 1 2  5 11 2  2 11 09 68 684.74959295
5553734 1 3 1 10 3 1 4 1934 87 5 6  3 3  3  1 4           1   1   2 2 80000 2 1 2  3 5   2 5 09 68 684.74959295
5553734 1 4 1 10 4 2 2 1933 88 5 6  3 3  3  1 3           1   1   2 5  2 1 2  3 5   2 5 09 68 684.74959295
5553735 1 1 1 10 1 1 5 1969 52 1 6  2 3  2  1 2           1  1 1   1 1 37000 2 1 2  3 3   2 3 09 68 2738.9983718
5553735 1 2 1 10 2 2 7 1991 30 2 6  2 2  2  1 1           1   1   1 5  2 1 2  4 7   2 7 09 68 2738.9983718
5553735 1 3 1 10 3 1 1 2007 14 3 6  6 2  1 2          1      1   1 5  2 1 1 1 4 6   2 6 09 68 2738.9983718
5553735 1 4 1 10 2 2 5 2016 5 3 6   1 1 1 2                1   1 5  2 2 1 1 2 0   2 0 09 68 2738.9983718
5553735 1 5 1 10 5 1 8 1996 25 5 6  6 2  2       1          1   1 1 37000 2 1 2  5 11 2  2 11 09 68 2738.9983718
5553736 1 1 1 10 1 2 10 1956 64 1 6  3 3  3  1 2  1 1 1         1 1   1 3 113000 2 2 2  1 0   2 0 09 68 684.74959295
5553736 1 2 1 10 1 1 4 1955 66 2 6  3 3  3  1 1           1   1   1 5  2 2 2  1 0   2 0 09 68 684.74959295
5553736 1 3 1 10 3 1 1 1980 41 8 6  6 2  2              1   1   1 4  2 1 2  3 5   2 5 09 68 684.74959295
5553737 1 1 1 10 1 1 4 1952 69 1 6  3 3  2  2            1  2 1   2 2 80000 2 1 2  5 11 2  2 11 09 68 684.74959295
5553737 1 2 1 10 2 2 11 1983 37 3 6  6 1 1 2              1   1   1 3 113000 2 1 2  6 5 4  2 16 09 68 684.74959295
5553738 1 1 1 10 1 1 7 1956 65 1 6  4 3  3              1  2 1   1 3 130000 2 1 2  6 5 4  2 16 09 68 684.74959295
5553739 1 1 1 10 1 1 11 1991 29 1 6  6 2  2              1  2 1   3   2 1 2  5 11 2  2 11 09 68 1864.98876
5553740 1 1 1 10 1 1 12 1987 33 1 6  2 2  2  1 2    1         2 1   3   2 1 2  4 7   2 7 09 68 684.74959295
5553740 1 2 1 10 2 2 12 1983 37 2 6  2 2  2  1 1    1          1   3   2 1 2  5 11 2  2 11 09 68 684.74959295
5553741 1 1 1 10 1 1 3 1972 49 1 6  3 3  3  1 2   1 1         2 1   1 5  2 1 2  6 5 4  2 16 09 68 684.74959295
5553741 1 2 1 10 2 2 8 1968 53 2 6  3 3  3  1 1           1   1   1 3 113000 2 1 2  6 5 4  2 16 09 68 684.74959295
5553742 1 1 1 10 1 1 11 1964 56 1 6  3 2  2  1 2    1         1 1   1 1 37000 2 1 2  3 1   2 1 09 68 684.74959295
5553742 1 2 1 10 2 2 12 1969 51 2 6  3 3  2  1 1           1   1   1 5  2 1 2  3 3   2 3 09 68 684.74959295
5553873 1 1 1 10 1 1 5 1992 29 1 6  2 3  2  1 2    1   1      2 1   3   2 1 2  6 3 3  2 14 09 68 2105.2640588
5553873 1 2 1 10 2 2 5 1989 32 2 6  2 3  2  1 1    1          1   3   2 1 2  5 11 2  2 11 09 68 2105.2640588
5553873 1 3 1 10 2 2 4 2008 13 3 6  6 1 1 2           1      1   3   2 1 1 1 4 7   2 7 09 68 2105.2640588
5553873 1 4 1 10 2 1 6 2011 10 3 6  6 1 1 1 2      1          1   3   2 1 1 1 3 4   2 4 09 68 2105.2640588
5553873 1 5 1 10 2 2 12 2015 5 3 6   1 1 1 2                1   3   2 2 1 1 2 0   2 0 09 68 2105.2640588
5553874 1 1 1 10 1 1 6 1964 57 1 6  4 3  3       1         2 1   3   2 1 2  5 11 2  2 11 09 68 526.3160147
5553874 1 2 1 10 2 1 11 2001 19 3 6  6 1 1 2       1          1   3   2 1 2  4 9   2 9 09 68 526.3160147
5553875 1 1 1 10 1 1 12 1967 53 1 6  3 3  3  1 2           1  2 1   1 1 64000 2 1 2  4 9   2 9 09 68 526.3160147
5553875 1 2 1 10 2 2 9 1969 52 2 6  3 2  2  1 1           1   1   1 5  2 1 2  5 11 2  2 11 09 68 526.3160147
5553875 1 3 1 10 3 2 11 1999 21 3 6  6 1 1 2           1      1   1 5  2 1 1 1 6 1 2 2 2 12 09 68 526.3160147
5553875 1 4 1 10 4 2 5 2004 17 3 6  6 2  1 2          1      1   1 5  2 1 1 1 5 10 1  2 10 09 68 526.3160147
5553876 1 1 1 10 1 1 10 1973 47 1 6  2 2  2  1 2 1            2 1   1 3 113566 2 1 2  5 11 2  2 11 09 68 526.3160147
5553876 1 2 1 10 2 2 6 1991 30 2 6  2 2  2  1 1           1   1   1 5  2 1 2  5 11 2  2 11 09 68 526.3160147
5553876 1 3 1 10 2 1 2 2020 1 3 6   1 1 1 2                1   3   2        2  09 68 526.3160147
5553877 1 1 1 10 1 1 12 1962 58 1 6  2 3  3  1 2           1  2 1   1 1 48000 2 1 2  5 11 2  2 11 09 68 526.3160147
5553877 1 2 1 10 2 2 2 1976 45 2 6  2 2  1 6 1 1           1   1   3   2 1 2  4 8   2 8 09 68 526.3160147
5553877 1 3 1 10 3 1 3 2002 19 3 6  6 1 1 1 2      1          1   3   2 1 1 1 6 1 2 2 2 12 09 68 526.3160147
5553877 1 4 1 10 4 2 12 2004 16 3 6  6 1 1 1 2          1      1   3   2 1 1 1 5 10 1  2 10 09 68 526.3160147
5553877 1 5 1 10 5 1 3 2007 14 3 6  6 1 1 1 2          1      1   3   2 1 1 1 4 6   2 6 09 68 526.3160147
5553877 1 6 1 10 6 2 12 1932 88 5 6  4 3  3              1   1   3   2 1 2  3 5   2 5 09 68 526.3160147
5553878 1 1 1 10 1 1 6 1968 53 1 6  3 2  2  1 2           1  2 1   1 3 113566 2 1 2  3 3   2 3 09 68 1699.0289503
5553878 1 2 1 10 2 2 1 1962 59 2 6  3 2  2  1 1           1   1   1 5  2 1 2  3 3   2 3 09 68 1699.0289503
5553878 1 3 1 10 3 2 2 2003 18 3 6  6 1 1 1 2           1     1   1 5  2 1 1 1 6 0 2 2 2 11 09 68 1699.0289503
5553879 1 1 1 10 1 1 8 1964 57 1 6  4 2  2              1  2 1   3   2 1 2  3 5   2 5 09 68 526.3160147
5553879 1 2 1 10 2 1 4 1990 31 8 6  6 2  2       1          1   3   2 1 2  3 5   2 5 09 68 526.3160147
5553880 1 1 1 10 1 1 3 1978 43 1 6  2 3  3  1 2 1            2 1   3   2 1 2  3 3   2 3 09 68 2105.2640588
5553880 1 2 1 10 2 2 6 1993 28 2 6  2 2  2  1 1           1   1   3   2 1 2  4 6   2 6 09 68 2105.2640588
5553880 1 3 1 10 3 1 5 2004 17 3 6  6 1 1 2           1      1   3   2 1 1 1 4 9   2 9 09 68 2105.2640588
5553880 1 4 1 10 4 1 11 2006 14 3 6  6 2  1 2          1      1   3   2 1 2  4 6   2 6 09 68 2105.2640588
5553880 1 5 1 10 5 2 5 2009 12 3 6  6 1 1 1 2          1      1   3   2 1 1 1 4 6   2 6 09 68 2105.2640588
5553880 1 6 1 10 2 1 1 2012 9 3 6   1 1 1 2                1   3   2 1 1 1 3 2   2 2 09 68 2105.2640588
5553880 1 7 1 10 2 1 7 2013 8 3 6   1 1 1 2                1   3   2 1 1 1 3 0   2 0 09 68 2105.2640588
5553880 1 8 1 10 2 1 2 2016 5 3 6   1 1 1 2                1   3   2 2 1 1 2 0   2 0 09 68 2105.2640588
5553880 1 9 1 10 2 1 4 2018 3 3 6   1 1 1 2                1   3   2 2 2  1 0   2 0 09 68 2105.2640588
5553880 1 10 1 10 2 2 12 2019 1 3 6   1 1 1 2                1   3   2        2  09 68 2105.2640588
5553880 1 11 1 10 11 1 12 1955 65 8 6  6 3  3              1   1   3   2 2 2  1 0   2 0 09 68 2105.2640588
5553881 1 1 1 10 1 1 12 1999 21 1 6  2 2  2  1 2           1  1 1   3   2 1 2  4 9   2 9 09 68 2105.2640588
5553881 1 2 1 10 2 2 10 1997 23 2 6  2 2  2  1 1           1   1   3   2 1 2  4 7   2 7 09 68 2105.2640588
5553881 1 3 1 10 2 2 1 2019 2 3 6   2  1 2                1   3   2        2  09 68 2105.2640588
5553882 1 1 1 10 1 1 1 2003 18 1 6  1 2  2  1 2           1  2 1   3   2 1 2  4 9   2 9 09 68 2105.2640588
5553882 1 2 1 10 2 2 3 2006 15 2 6  1 2  2  1 1           1   1   3   2 1 2  4 9   2 9 09 68 2105.2640588
5553882 1 3 1 10 2 1 10 2020 0 3 6   1 1 1 2                1   3   2        2  09 68 2105.2640588
5553883 1 1 1 10 1 1 6 1990 31 1 6  2 2  2  1 2           1  2 1   3   2 1 2  5 11 2  2 11 09 68 526.3160147
5553883 1 2 1 10 2 2 4 1992 29 2 6  2 2  2  1 1           1   1   3   2 1 2  4 8   2 8 09 68 526.3160147
5553883 1 3 1 10 2 1 5 2017 4 3 6   1 1 1 2                1   3   2 2 2  1 0   2 0 09 68 526.3160147
5553884 1 1 1 10 1 1 1 1956 65 1 6  2 2  2  2            1  2 1   3   2 2 2  1 0   2 0 09 68 526.3160147
5553885 1 1 1 10 1 1 5 1980 41 1 6  4 2  2              1  2 1   3   2 1 2  3 5   2 5 09 68 1433.477963
5553886 1 1 1 10 1 1 4 1961 60 1 6  2 3  3  1 2           1  2 1   3   2 2 2  1 0   2 0 09 68 526.3160147
5553886 1 2 1 10 2 2 12 1954 66 2 6  2 3  2  1 1           1   1   3   2 1 2  3 3   2 3 09 68 526.3160147
5553887 1 1 1 10 1 1 8 1960 61 1 6  6 3  3              1  2 1   3   2 1 2  4 7   2 7 09 68 526.3160147
5553888 1 1 1 10 1 1 4 1955 66 1 6  2 3  3  1 2    1         2 1   3   2 1 2  5 11 2  2 11 09 68 526.3160147
5553888 1 2 1 10 2 2 6 1956 65 2 6  2 2  3  1 1           1   1   3   2 1 2  3 5   2 5 09 68 526.3160147
5553895 1 1 1 10 1 1 11 1966 54 1 6  3 3  2  1 2    1         2 1   3   2 1 2  3 4   2 4 09 13 1870.699204
5553895 1 2 1 10 2 2 7 1979 42 2 6  3 3  2  1 1           1   1   3   2 1 2  3 3   2 3 09 13 1870.699204
5553895 1 3 1 10 3 1 9 1999 22 3 6  6 1 1 1 2             1   1   3   2 1 2  5 11 2  2 11 09 13 1870.699204
5553895 1 4 1 10 2 1 6 2009 12 3 6  6 1 1 1 2          1      1   3   2 1 1 1 4 0   2 5 09 13 1870.699204
5553895 1 5 1 10 5 2 2 1995 26 3 6  4 1 1 1 2             1   1   3   2 1 2  6 5 4  2 16 09 13 1870.699204
5553895 1 6 1 10 5 1 4 2018 3 4 6   2  1 5                1   3   2 2 2  1 0   2 0 09 13 1870.699204
5553899 1 1 1 10 1 1 1 1969 52 1 6  3 3  3  1 2           1  2 1   3   2 1 2  3 1   2 1 09 13 1354.2127409
5553899 1 2 1 10 2 2 1 1965 56 2 6  3 3  3  1 1           1   1   3   2 1 2  3 2   2 2 09 13 1354.2127409
5553902 1 1 1 10 1 2 8 1951 70 1 6  5 3  3              1  1 1   3   2 1 2  3 2   2 2 09 13 1583.1866944
5553903 1 1 1 10 1 1 2 1974 47 1 6  2 3  3  1 2 1   1         1 1   3   2 1 2  3 5   2 5 09 13 1950.7622071
5553903 1 2 1 10 2 2 4 1979 42 2 6  2 3  2  1 1           1   1   3   2 1 2  4 7   2 7 09 13 1950.7622071
5553903 1 3 1 10 2 2 3 2006 15 3 6  6 1 1 1 2          1      1   3   2 1 1 1 4 8   2 8 09 13 1950.7622071
5553903 1 4 1 10 2 1 1 2010 11 3 6  6 1 1 1 2          1      1   3   2 1 1 1 4 0   2 5 09 13 1950.7622071
5553903 1 5 1 10 2 1 4 2017 4 3 6   1 1 1 2                1   3   2 2 2  1 0   2 0 09 13 1950.7622071
5553904 1 1 1 10 1 1 8 1999 22 1 6  2 2  2  1 2           1  2 1   3   2 1 2  4 7   2 7 09 13 2276.4938679
5553904 1 2 1 10 2 2 9 2004 17 2 6  2 2  2  1 1           1   1   3   2 1 2  3 4   2 4 09 13 2276.4938679
5553905 1 1 1 10 1 1 12 1947 73 1 6  3 2  2  1 2           1  2 1   3   2 2 2  1 0   2 0 09 13 1556.6281576
5553905 1 2 1 10 2 2 5 1961 60 2 6  3 2  2  1 1           1   1   3   2 1 2  3 1   2 1 09 13 1556.6281576
5553906 1 1 1 10 1 1 1 1976 45 1 6  4 2  2          1      1 1   3   2 1 2  4 7   2 7 09 13 1614.5891802
5553907 1 1 1 10 1 1 4 1995 26 1 6  2 2  2  1 2           1  2 1   3   2 1 2  4 9   2 9 09 13 1948.5477327
5553907 1 2 1 10 2 2 12 1997 23 2 6  2 2  2  1 1           1   1   3   2 1 2  3 5   2 5 09 13 1948.5477327
5553907 1 3 1 10 2 2 1 2020 1 3 6   1 1 1 2                1   3   2        2  09 13 1948.5477327
5553908 1 1 1 10 1 1 4 1971 50 1 6  4 2  2              1  2 1   3   2 1 2  3 5   2 5 09 13 1614.5891802
5553909 1 1 1 10 1 1 5 1980 41 1 6  4 2  2              1  2 1   3   2 1 2  3 4   2 4 09 13 1614.5891802
5553910 1 1 1 10 1 1 12 1959 61 1 6  3 3  3  1 2           1  2 1   3   2 2 2  1 0   2 0 09 13 1957.4923373
5553910 1 2 1 10 2 2 2 1964 57 2 6  3 2  2  1 1           1   1   3   2 1 2  1 0   2 0 09 13 1957.4923373
5553910 1 3 1 10 2 1 2 2017 4 4 6   2  2                 1   3   2 2 2  1 0   2 0 09 13 1957.4923373
5553911 1 1 1 10 1 1 8 1983 38 1 6  2 2  2  1 2           1  2 1   3   2 1 2  5 11 2  2 11 09 13 2194.7573568
5553911 1 2 1 10 2 2 6 1980 41 2 6  2 2  2  1 1           1   1   3   2 1 2  3 5   2 5 09 13 2194.7573568
5553911 1 3 1 10 3 1 3 2004 17 3 6  6 2  1 2          1      1   3   2 1 1 1 4 8   2 8 09 13 2194.7573568
5553911 1 4 1 10 2 2 12 2012 8 3 6   1 1 1 2                1   3   2 1 1 1 3 2   2 2 09 13 2194.7573568
5553911 1 5 1 10 2 2 3 2015 6 3 6   1 1 1 2                1   3   2 2 1 1 3 0   2 0 09 13 2194.7573568
5553912 1 1 1 10 1 2 2 1962 59 1 6  5 3  3              1  2 1   3   2 1 2  3 3   2 3 09 13 2008.4315033
5553912 1 2 1 10 2 1 10 2000 20 5 6  6 2  2              1   1   3   2 1 2  5 11 2  2 11 09 13 2008.4315033
