DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,AREA,fex_c_2011
2684027,1,2,1,70,1,52,25,1,,2,102,1,,3,4,,,,,,,,,,1,,2,,2,55,53,55,1,2,5521,5,27,27,247.445.958.646.628
2684031,1,3,1,70,1,16,48,4,,2,16,4,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,5,27,27,247.445.958.646.628
2684033,1,2,1,70,1,8,48,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,21,45,52,1,1,5262,5,73,73,188.516.169.043.896
2684033,1,7,1,70,1,3,48,1,,2,4,4,,1,1,,,,,,,,,,1,,1,250000,2,39,45,52,1,1,5262,5,73,73,188.516.169.043.896
2684034,1,4,1,70,1,8,48,1,,2,120,1,,9,3,,,,,,,,,,1,,2,,2,59,59,85,1,1,8513,5,73,73,155.006.816.194.586
2684044,1,2,1,70,1,156,44,1,,2,156,3,,1,2,,,,,,,,,,1,,2,,2,79,54,95,1,2,9500,5,73,73,273.137.928.630.629
2684047,1,1,1,70,1,132,60,1,,2,48,2,,9,1,,,,,,,,,1,,ES PENSIONADO,2,,2,58,58,75,1,2,7524,5,73,73,225.336.555.695.058
2684048,1,2,1,70,1,12,50,1,,2,12,1,,3,1,,,,,,,,,1,,ES PENSIONADA POR SUSTITUCION,2,,2,45,53,55,1,1,5530,5,73,73,161.595.068.379.094
2684048,1,3,1,70,1,104,44,1,,2,104,1,,3,4,,,,,,,,,,1,,2,,2,34,32,51,1,2,5122,5,73,73,161.595.068.379.094
2684053,1,2,1,70,1,144,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,55,,,1,2,,5,73,73,264.136.121.979.028
2684055,1,3,1,70,1,8,48,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,21,44,80,1,1,8050,5,73,73,243.765.837.488.215
2684061,1,4,1,70,1,52,55,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,95,84,50,1,2,5020,5,15,15,119.697.189.342.688
2684061,3,1,3,70,1,3,48,3,,2,3,3,,1,1,,,,,,,,,,1,,1,250000,2,54,54,95,1,1,9500,5,15,15,119.697.189.342.688
2684072,1,1,1,70,1,12,48,1,,2,12,4,,1,2,,,,,,,,,,1,,2,,2,45,41,52,1,1,5244,5,15,15,730.170.547.033.162
2684105,1,2,1,70,1,3,48,4,,2,96,5,,2,2,,,,,,,,,,1,,1,100000,2,6,6,85,1,1,8520,5,18,18,733.915.934.464.315
2684110,1,3,1,70,1,12,48,1,,2,12,1,,4,4,,,,,,,,,,1,,2,,2,45,39,45,1,1,4512,5,18,18,721.733.658.096.003
2684110,1,4,1,70,1,32,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,2,,5,18,18,721.733.658.096.003
2684112,1,3,1,70,1,54,16,1,,2,48,2,,9,7,,,,,,,,,,1,,2,,2,58,58,75,1,2,7522,5,18,18,138.337.625.584.396
2684113,1,6,1,70,1,20,60,1,,2,20,1,,2,1,,,,,,,,,,1,,2,,2,53,53,55,1,2,5521,5,66,66,212.791.716.089.073
2684113,1,8,1,70,1,20,48,1,,2,20,1,,3,1,,,,,,,,,,1,,2,,2,53,45,52,1,2,5234,5,66,66,212.791.716.089.073
2684119,1,3,1,70,1,16,48,1,,2,20,1,,8,1,,,,,,,,,,1,,2,,2,95,62,1,1,2,111,5,66,66,320.507.327.056.923
2684125,1,3,1,70,1,16,48,1,,2,52,1,,4,1,,,,,,,,,,1,,2,,2,37,53,55,1,2,5521,5,66,66,214.063.126.891.736
2684125,1,4,1,70,1,4,48,1,,2,2,4,,1,1,,,,,,,,,,1,,1,100000,2,53,58,74,1,1,7492,5,66,66,214.063.126.891.736
2684125,1,5,1,70,1,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,5,66,66,214.063.126.891.736
2684130,1,5,1,70,1,36,14,1,,2,104,1,,6,1,,,,,,,,,,1,,2,,2,45,53,55,1,2,5521,5,66,66,274.158.779.888.069
2684134,1,2,1,70,1,3,48,1,,2,3,1,,2,1,,,,,,,,,,1,,1,450000,2,95,95,45,1,1,4521,5,66,66,285.552.509.632.811
2684136,3,1,3,70,1,4,70,1,,2,4,1,,4,1,,,,,,,,,,1,,2,,2,95,45,52,1,1,5221,5,66,66,27.391.380.993.667
2684143,1,2,1,70,1,4,40,4,,2,48,4,,1,4,,,,,,,,,,1,,2,,2,79,55,74,1,1,7493,5,54,54,400.797.942.136.107
2684148,1,1,1,70,1,4,48,1,,2,48,1,,2,1,,,,,,,,,,1,,2,,2,11,13,45,1,1,4521,5,54,54,389.070.182.946.075
2684148,1,2,1,70,1,20,36,1,,2,20,3,,1,1,,,,,,,,,,1,,2,,2,39,54,95,1,2,9500,5,54,54,389.070.182.946.075
2684151,1,1,1,70,1,120,36,8,,2,120,1,,5,8,,,,,,,,,,1,,2,,2,62,98,60,1,2,6042,5,54,54,465.777.834.981.722
2684175,1,3,1,70,1,104,48,1,,2,104,1,,8,1,,,,,,,,,,1,,2,,2,32,32,60,1,2,6042,5,68,68,519.999.356.175.458
2684185,1,2,1,70,1,25,25,1,,2,104,1,,3,7,,,,,,,,,,1,,2,,2,32,45,52,1,2,5235,5,52,52,210.959.387.048.226
2684197,1,1,1,70,1,4,48,1,,2,4,1,,9,4,,,,,,,,,,1,,1,500000,2,58,36,60,1,1,6022,5,70,70,111.597.091.507.098
2684198,1,5,1,70,1,12,48,1,,2,12,1,,4,4,,,,,,,,,,1,,2,,2,53,53,55,1,1,5529,5,70,70,760.611.647.067.492
2684202,1,4,1,70,1,18,48,4,,2,18,1,,4,1,,,,,,,,,,1,,2,,2,41,45,52,1,2,5231,5,70,70,120.907.713.853.567
2684211,1,1,1,70,1,1,60,1,,2,1,4,,1,1,,,,,,1,,,,,,1,450000,2,16,16,22,1,1,2213,5,11,11,210.578.514.543.871
2684223,1,2,1,70,1,4,40,4,,2,24,3,,1,1,,,,,,,,,,1,,2,,2,55,55,95,1,1,9500,5,63,63,146.968.889.168.559
2684227,1,1,1,70,1,8,45,1,,2,8,4,,1,1,,,,,,,,,,1,,1,150000,2,45,41,52,1,1,5239,5,63,63,123.777.317.877.685
2684227,1,2,1,70,1,8,40,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,41,41,52,1,1,5233,5,63,63,123.777.317.877.685
2684236,1,7,1,70,1,16,40,4,,2,14,4,,1,1,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,5,63,63,119.175.378.460.509
2684240,1,2,1,70,1,8,48,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,5,63,63,107.237.891.950.374
2684245,1,1,1,70,1,44,48,1,,2,144,4,,1,1,,,,,,,,,1,,YA  ES  PENSIONADO,2,,2,39,98,60,1,2,6041,5,63,63,104.233.340.978.647
2684251,1,2,1,70,1,4,70,4,,2,4,4,,1,1,,,,,,,,,,1,,1,500000,2,95,95,45,1,1,4521,5,63,63,181.888.123.516.507
2684259,1,2,1,70,1,8,48,4,,2,624,3,,1,2,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,5,5,5,718.677.576.984.257
2684263,1,2,1,70,1,26,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,5,5,5,796.114.014.015.314
2684264,1,2,1,70,1,12,48,1,,2,208,1,,3,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,5,5,5,854.736.527.451.575
2684267,1,2,1,70,1,6,48,1,,2,12,1,,3,1,,,,,,,,,,1,,1,300000,2,95,33,55,1,1,5529,5,5,5,8.587.415.079.258
2684268,1,1,1,70,1,24,50,1,,2,24,1,,2,1,,,,,,,,,,1,,1,400000,2,95,71,13,1,2,1320,5,5,5,101.568.672.558.375
2684269,1,4,1,70,1,8,60,1,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,95,95,45,1,1,4530,5,5,5,891.325.638.835.358
2684272,1,2,1,70,1,102,24,3,,2,180,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,5,5,5,969.197.238.404.051
2684285,1,3,1,70,1,28,24,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,97,59,52,1,2,5235,5,5,5,938.054.711.318.683
2684286,1,2,1,70,1,20,48,4,,2,104,4,,1,1,,,1,,,,,,,,,1,50000,2,84,3,72,1,2,7250,5,5,5,105.362.540.482.353
2684291,1,2,1,70,1,32,48,1,,2,32,1,,4,2,,,,,,,,,,1,,2,,2,19,19,85,1,2,8515,5,5,5,809.227.942.146.811
2684299,1,1,1,70,1,6,48,1,,2,6,1,,5,7,,,,,,,,,,1,,2,,2,32,32,51,1,1,5153,5,5,5,863.091.758.157.485
2684299,1,2,1,70,1,8,48,4,,2,40,1,,6,6,,,,,,,,,,1,,2,,2,16,45,51,1,1,5141,5,5,5,863.091.758.157.485
2684322,1,3,1,70,1,40,40,1,,2,104,1,,5,1,,,,,,,,,,1,,2,,2,59,45,52,1,2,5233,5,23,23,143.152.426.013.991
2684325,1,2,1,70,1,3,48,4,,2,8,1,,3,4,,,,,,,,,,1,,2,,2,98,95,45,1,1,4521,5,23,23,112.101.880.973.893
2684326,1,3,1,70,1,3,48,1,,2,12,1,,2,2,,,,,,,,,,1,,2,,2,33,32,74,1,1,7412,5,23,23,847.010.857.515.547
2684333,1,2,1,70,1,4,45,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,1,,5,23,23,107.159.967.708.969
2684349,1,2,1,70,1,16,48,1,,2,16,1,,3,1,,,,,,,,,,1,,2,,2,77,77,55,1,2,5529,5,23,23,137.383.838.444.422
