DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2689906,1,3,1,70,2,12,50,2,,2,180,2,,8,4,,,,,,,,,,1,,2,,2,59,39,75,1,1,7512,5,63,937.681.146.004.499
2689907,1,3,1,70,2,20,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,2,,5,63,9.021.990.229.659
2689908,1,1,1,70,2,16,50,4,,2,17,3,,1,1,,,,,,,,,,1,,2,,2,55,54,95,1,2,9500,5,63,572.555.517.345.524
2689916,1,1,1,70,2,12,50,1,,2,12,3,,2,1,,,,1,,,,,,,,2,,2,60,98,95,1,1,9500,5,63,523.867.723.724.479
2689916,1,2,1,70,2,4,48,3,,2,600,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,5,63,523.867.723.724.479
2689933,1,2,1,70,2,12,35,1,,2,24,1,,2,2,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,5,63,151.818.208.573.921
2693410,1,4,1,70,2,12,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,77,,,1,1,,5,63,656.854.783.307.076
2693432,1,3,1,70,2,8,48,1,,2,8,1,,8,4,,,,,,,,,,1,,2,,2,33,33,52,1,1,5239,5,63,714.509.995.979.765
2693501,1,3,1,70,2,2,45,4,,2,2,4,,1,2,,,,,,,,,,1,,1,150000,2,61,61,1,1,1,116,5,63,12.823.447.672.044
2693502,1,2,1,70,2,2,30,4,,2,2,4,,1,1,,,,,,,,,,1,,1,200000,2,53,53,1,1,1,140,5,63,523.867.723.724.479
2694528,1,3,1,70,2,6,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,1,,5,68,108.176.538.678.868
2694530,1,3,1,70,2,7,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,95,,,1,1,,5,68,84.836.483.042.783
2697260,1,5,1,70,2,24,40,2,,2,24,2,,9,1,,,,,,,,,,1,,2,,2,13,13,80,1,2,8021,5,68,146.664.651.309.816
2697299,1,3,1,70,2,4,48,3,,2,48,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,5,68,171.741.119.649.631
2697300,1,2,1,70,2,4,48,1,,2,4,1,,2,1,,,,,,,,,,1,,1,480000,2,53,53,55,1,1,5521,5,68,221.525.224.036.338
2697317,1,2,1,70,2,6,40,4,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,56,55,74,1,1,7493,5,73,16.975.765.995.589
2697317,1,3,1,70,2,8,10,8,,2,16,8,,4,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,115,5,73,16.975.765.995.589
2697318,1,2,1,70,2,3,20,4,,1,,,.,,,.,.,,,,,,,,,.,,,,41,,,1,1,,5,73,190.846.974.541.255
2697318,1,4,1,70,2,4,40,1,,2,4,8,,2,1,,,,,,,,,,1,,1,30000,2,45,62,1,1,1,121,5,73,190.846.974.541.255
2697318,1,5,1,70,2,2,10,8,,2,2,8,,2,1,,,,,,,,,,1,,1,20000,2,62,62,1,1,1,121,5,73,190.846.974.541.255
2697321,1,3,1,70,2,20,10,4,,1,,,.,,,.,.,,,,,,,,,.,,,,38,,,1,2,,5,73,125.408.210.979.154
2697321,1,4,1,70,2,1,30,8,,2,1,8,,3,4,,,,,,,,,,1,,1,180000,2,62,62,1,1,1,115,5,73,125.408.210.979.154
2697322,1,1,1,70,2,8,35,1,,2,8,4,,1,2,,,,,,,,,,1,,2,,2,53,41,52,1,1,5229,5,73,200.585.353.826.444
2697324,1,3,1,70,2,1,40,8,,2,1,8,,4,1,,,,,,,,,,1,,1,180000,2,62,62,1,1,1,115,5,73,189.526.038.358.973
2697341,1,3,1,70,2,8,10,8,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,1,,5,73,16.975.765.995.589
2697342,1,2,1,70,2,20,25,1,,2,20,4,,1,8,,,,,,,,,,1,,2,,2,53,45,51,1,2,5155,5,73,134.776.942.421.602
2697345,1,4,1,70,2,16,48,8,,2,16,8,,4,1,,,,,,,,,,1,,2,,2,62,62,1,1,2,117,5,73,2.914.793.029.927
2697345,1,5,1,70,2,20,20,8,,2,24,8,,4,1,,,,,,,,,,1,,2,,2,62,62,1,1,2,117,5,73,2.914.793.029.927
2697348,1,3,1,70,2,48,36,4,,2,480,4,,1,4,,,,,,,,,,1,,2,,2,55,55,74,1,2,7493,5,73,193.606.700.890.363
2697351,1,2,1,70,2,8,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5241,5,73,825.640.854.560.382
2697360,1,3,1,70,2,4,44,1,,2,5,1,,9,1,,,,,,,,,,1,,1,380000,2,33,39,15,1,1,1541,5,73,114.246.668.282.543
2697366,1,3,1,70,2,8,40,4,,2,8,4,,1,4,,,,,,,,,,1,,2,,2,56,56,93,1,1,9301,5,73,72.869.825.748.175
2697372,1,1,1,70,2,8,25,8,,2,12,8,,3,4,,,,,,,,,,1,,2,,2,62,62,1,1,1,115,5,73,151.428.071.719.633
2697373,1,3,1,70,2,2,40,4,,2,2,4,,1,1,,,,,,,,,,1,,1,50000,2,56,56,93,1,1,9301,5,73,72.869.825.748.175
2697388,1,2,1,70,2,1,12,8,,2,1,8,,4,1,,,,,,,,,,1,,1,40000,2,62,62,1,1,1,115,5,73,172.517.386.304.998
2697389,1,1,1,70,2,2,20,8,,2,2,8,,2,2,,,,,,,,,,1,,1,20000,2,62,62,1,1,1,121,5,73,172.517.386.304.998
2697391,1,3,1,70,2,4,16,1,,2,28,1,,2,2,,,,,,,,,,1,,2,,2,97,45,52,1,1,5229,5,73,204.199.969.131.503
2697406,1,1,1,70,2,5,60,5,,2,4,5,,2,1,,,,,,,,,,1,,1,150000,2,95,95,45,1,1,4559,5,73,72.869.825.748.175
2697406,1,2,1,70,2,4,48,1,,2,93,3,,1,1,,,,,,,,,,1,,2,,2,53,54,95,1,1,9500,5,73,72.869.825.748.175
2697407,1,1,1,70,2,40,40,8,,2,32,8,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,2,121,5,73,193.983.238.762.901
2697408,1,2,1,70,2,18,48,1,,2,99,1,,6,2,,,,,,,,,,1,,2,,2,45,77,15,1,2,1561,5,73,886.288.365.427.264
2697410,1,3,1,70,2,52,48,1,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,45,38,64,1,2,6421,5,73,844.509.521.144.218
2697416,1,1,1,70,2,2,48,4,,2,2,4,,1,1,,,1,,,,,,,,,1,200000,2,39,39,74,1,1,7412,5,73,72.869.825.748.175
2697431,1,1,1,70,2,4,40,8,,2,4,8,,3,1,,,,,,,,,,1,,1,50000,2,62,62,1,1,1,115,5,73,172.141.055.441.593
2697435,1,1,1,70,2,2,40,8,,2,2,8,,2,1,,,,,,,,,,1,,1,80000,2,71,74,14,1,1,1411,5,73,245.886.505.160.986
2697435,1,3,1,70,2,52,24,1,,2,52,8,,2,1,,,,,,,,,,1,,2,,2,45,62,1,1,2,140,5,73,245.886.505.160.986
2697435,1,4,1,70,2,52,24,8,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,2,,5,73,245.886.505.160.986
2697438,1,1,1,70,2,4,48,8,,2,4,8,,2,1,,,,,,,,,,1,,1,50000,2,62,62,1,1,1,121,5,73,172.517.386.304.998
2697440,1,2,1,70,2,2,40,4,,2,2,4,,1,1,,,,,,,,,,1,,1,30000,2,75,75,20,1,1,2090,5,73,172.141.055.441.593
2697441,1,1,1,70,2,2,48,2,,2,2,1,,2,1,,,,,,,,1,,,,1,11000,2,99,45,52,1,1,5223,5,73,123.798.109.307.891
