DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,clase,MES,DPTO,AREA,fex_c_2011
2684042,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,17,,23,,,,,,,1,5,73,73,278.011.827.256.912
2684042,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,2,,12,,,,,,,1,5,73,73,278.011.827.256.912
2684042,1,5,1,90,,2,1,2,1,2,2,2,2,2,2,,1,,3,,,,,,,1,5,73,73,278.011.827.256.912
2684043,1,1,1,90,,2,1,2,2,2,2,1,2,2,2,,7,,,,,29,,,,1,5,73,73,202.974.665.535.584
2684043,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,5,73,73,202.974.665.535.584
2684044,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,73,73,273.137.928.630.629
2684044,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,42,,28,,,,,,,1,5,73,73,273.137.928.630.629
2684044,1,3,1,90,,2,1,2,1,2,2,1,2,2,2,,12,,7,,,12,,,,1,5,73,73,273.137.928.630.629
2684044,1,4,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,19,,,,,,,1,5,73,73,273.137.928.630.629
2684045,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,1,5,73,73,222.998.652.564.767
2684045,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,1,,8,,,,,,,1,5,73,73,222.998.652.564.767
2684045,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,5,73,73,222.998.652.564.767
2684046,1,1,1,90,,2,1,2,2,2,2,2,1,2,2,,7,,,,,,3,,,1,5,73,73,193.626.561.422.353
2684046,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,42,,,,,,,,,1,5,73,73,193.626.561.422.353
2684046,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,5,73,73,193.626.561.422.353
2684047,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,5,73,73,225.336.555.695.058
2684047,1,2,1,90,,2,1,2,2,2,2,1,2,2,2,,28,,,,,15,,,,1,5,73,73,225.336.555.695.058
2684047,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,5,73,73,225.336.555.695.058
2684048,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,5,73,73,161.595.068.379.094
2684048,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,35,,,7,,,,,,1,5,73,73,161.595.068.379.094
2684048,1,3,1,90,,2,1,2,2,1,2,2,2,2,2,,5,,,3,,,,,,1,5,73,73,161.595.068.379.094
2684048,1,4,1,90,,2,1,2,2,1,2,2,2,2,2,,3,,,3,,,,,,1,5,73,73,161.595.068.379.094
2684048,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,5,73,73,161.595.068.379.094
2684049,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,28,,28,,,,,,,1,5,73,73,197.252.600.947.577
2684049,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,28,,49,,,,,,,1,5,73,73,197.252.600.947.577
2684050,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,5,73,73,150.262.717.920.137
2684050,1,2,1,90,,2,1,2,2,2,2,2,1,2,2,,45,,,,,,14,,,1,5,73,73,150.262.717.920.137
2684050,1,3,1,90,,2,1,2,2,1,2,2,2,2,2,,21,,,14,,,,,,1,5,73,73,150.262.717.920.137
2684051,1,1,1,90,,2,2,2,2,1,2,2,2,2,2,,,,,20,,,,,,1,5,73,73,17.360.257.439.317
2684051,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,73,73,17.360.257.439.317
2684052,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,5,,10,,,,,,,1,5,73,73,229.104.493.124.733
2684052,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,25,,25,,,,,,,1,5,73,73,229.104.493.124.733
2684053,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,5,73,73,264.136.121.979.028
2684053,1,2,1,90,,2,1,2,2,2,2,1,2,2,2,,35,,,,,3,,,,1,5,73,73,264.136.121.979.028
2684053,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,1,5,73,73,264.136.121.979.028
2684053,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,1,5,73,73,264.136.121.979.028
2684054,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,5,73,73,18.257.750.331.418
2684054,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,5,73,73,18.257.750.331.418
2684054,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,5,73,73,18.257.750.331.418
2684054,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,1,5,73,73,18.257.750.331.418
2684055,1,1,1,90,,2,1,2,2,2,2,1,2,1,2,,15,,,,,4,,10,,1,5,73,73,243.765.837.488.215
2684055,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,5,73,73,243.765.837.488.215
2684055,1,3,1,90,,2,1,2,1,2,2,2,2,2,2,,35,,25,,,,,,,1,5,73,73,243.765.837.488.215
2684055,1,6,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,73,73,243.765.837.488.215
2684057,1,1,1,90,,2,1,2,2,1,2,2,2,2,2,,7,,,49,,,,,,1,5,17,17,134.472.696.540.766
2684057,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,35,,,35,,,,,,1,5,17,17,134.472.696.540.766
2684057,1,3,1,90,,2,1,2,2,1,2,2,2,2,2,,7,,,7,,,,,,1,5,17,17,134.472.696.540.766
2684057,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,134.472.696.540.766
2684057,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,134.472.696.540.766
2684058,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,172.159.599.864.652
2684058,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,17,17,172.159.599.864.652
2684059,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,159.574.829.162.056
2684059,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,35,,,42,,,,,,1,5,17,17,159.574.829.162.056
2684059,1,3,1,90,,2,1,2,2,1,2,2,2,2,2,,7,,,35,,,,,,1,5,17,17,159.574.829.162.056
2684061,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,119.697.189.342.688
2684061,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,15,15,119.697.189.342.688
2684061,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,15,15,119.697.189.342.688
2684061,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,119.697.189.342.688
2684061,2,1,2,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,119.697.189.342.688
2684061,2,2,2,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,15,15,119.697.189.342.688
2684061,2,3,2,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,15,15,119.697.189.342.688
2684061,3,1,3,90,,2,1,2,2,2,2,2,2,2,2,,48,,,,,,,,,1,5,15,15,119.697.189.342.688
2684061,3,2,3,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,119.697.189.342.688
2684061,4,1,4,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,119.697.189.342.688
2684061,4,2,4,90,,2,1,2,2,2,2,2,2,2,2,,48,,,,,,,,,1,5,15,15,119.697.189.342.688
2684062,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,15,15,823.954.364.581.516
2684062,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,5,15,15,823.954.364.581.516
2684063,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,104.465.312.996.347
2684063,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,48,,,,,,,,,1,5,15,15,104.465.312.996.347
2684064,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,95.128.553.347.704
2684064,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,15,15,95.128.553.347.704
2684064,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,95.128.553.347.704
2684065,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,5,15,15,418.596.579.476.868
2684065,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,418.596.579.476.868
2684065,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,418.596.579.476.868
2684065,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,5,15,15,418.596.579.476.868
2684065,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,5,15,15,418.596.579.476.868
2684065,1,6,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,418.596.579.476.868
2684066,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,15,15,936.340.241.330.184
2684067,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,5,15,15,918.631.310.124.817
2684067,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,1,5,15,15,918.631.310.124.817
2684067,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,918.631.310.124.817
2684068,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,5,15,15,104.720.944.871.984
2684068,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,1,5,15,15,104.720.944.871.984
2684069,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,1,5,15,15,899.613.029.862.574
2684069,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,1,5,15,15,899.613.029.862.574
2684069,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,899.613.029.862.574
2684070,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,950.139.152.816.978
2684070,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,5,15,15,950.139.152.816.978
2684070,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,950.139.152.816.978
2684070,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,15,15,950.139.152.816.978
2684071,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,5,15,15,936.340.241.330.184
2684072,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,5,15,15,730.170.547.033.162
2684072,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,5,15,15,730.170.547.033.162
2684073,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,5,15,15,953.841.852.233.418
2684073,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,5,15,15,953.841.852.233.418
2684073,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,5,15,15,953.841.852.233.418
2684074,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,145.702.746.550.244
2684074,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,145.702.746.550.244
2684075,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,25,,25,,,,,,,1,5,17,17,178.105.306.923.463
2684075,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,42,,,,,,,1,5,17,17,178.105.306.923.463
2684075,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,5,17,17,178.105.306.923.463
2684075,1,6,1,90,,2,1,2,1,2,2,2,2,2,2,,56,,25,,,,,,,1,5,17,17,178.105.306.923.463
2684075,1,7,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,5,17,17,178.105.306.923.463
2684076,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,41,,,,,,,,,1,5,17,17,174.622.124.489.009
2684076,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,174.622.124.489.009
2684078,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,1,5,17,17,185.972.380.104.369
2684079,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,17,17,163.668.484.187.111
2684081,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,5,17,17,152.131.267.113.694
2684081,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,28,,28,,,,,,,1,5,17,17,152.131.267.113.694
2684081,1,3,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,28,,,,,,,1,5,17,17,152.131.267.113.694
2684081,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,17,17,152.131.267.113.694
2684081,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,5,17,17,152.131.267.113.694
2684082,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,17,17,158.287.517.252.841
2684083,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,5,17,17,198.774.119.269.451
2684084,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,5,17,17,154.134.559.855.691
2684085,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,8,,15,,,,,,,1,5,17,17,180.747.478.398.797
2684085,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,14,,,,,,,1,5,17,17,180.747.478.398.797
2684087,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,17,17,192.648.765.359.663
2684088,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,5,17,17,159.574.829.162.056
2684088,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,159.574.829.162.056
2684088,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,159.574.829.162.056
2684089,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,8,,14,,,,,,,1,5,17,17,154.132.958.993.998
2684089,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,40,,,,,,,,,1,5,17,17,154.132.958.993.998
2684089,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,154.132.958.993.998
2684090,1,1,1,90,,2,2,2,1,2,2,1,2,2,2,,,,14,,,24,,,,1,5,17,17,16.693.469.815.908
2684090,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,30,,25,,,,,,,1,5,17,17,16.693.469.815.908
2684090,1,3,1,90,,2,1,2,1,2,2,1,2,2,2,,14,,5,,,21,,,,1,5,17,17,16.693.469.815.908
2684091,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,5,17,17,167.945.739.233.715
2684091,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,5,17,17,167.945.739.233.715
2684093,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,5,17,17,159.513.925.928.269
2684093,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,17,17,159.513.925.928.269
2684093,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,159.513.925.928.269
2684094,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,185.972.380.104.369
2684095,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,5,17,17,113.863.325.439.874
2684095,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,113.863.325.439.874
2684095,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,5,17,17,113.863.325.439.874
2684095,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,17,17,113.863.325.439.874
2684096,1,1,1,90,,2,1,2,2,2,2,1,2,2,2,,21,,,,,2,,,,1,5,17,17,163.668.484.187.111
2684097,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,15,,,,,,,1,5,18,18,678.711.627.452.928
2684097,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,12,,20,,,,,,,1,5,18,18,678.711.627.452.928
2684098,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,30,,20,,,,,,,1,5,18,18,484.320.726.119.991
2684099,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,5,18,18,565.687.801.470.335
2684100,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,5,18,18,565.687.801.470.335
2684101,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,18,18,733.915.934.464.315
2684101,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,18,,,,,,,,,1,5,18,18,733.915.934.464.315
2684101,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,5,18,18,733.915.934.464.315
2684102,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,5,18,18,573.875.911.462.494
2684102,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,18,18,573.875.911.462.494
2684102,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,18,18,573.875.911.462.494
2684103,1,1,1,90,,2,1,2,2,2,1,2,2,2,2,,30,,,,1,,,,,1,5,18,18,294.351.615.646.266
2684103,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,5,18,18,294.351.615.646.266
2684103,1,3,1,90,,2,1,2,1,2,1,2,2,2,2,,21,,35,,1,,,,,1,5,18,18,294.351.615.646.266
2684104,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,18,18,527.817.325.025.124
2684104,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,26,,24,,,,,,,1,5,18,18,527.817.325.025.124
2684105,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,18,18,733.915.934.464.315
2684105,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,5,18,18,733.915.934.464.315
2684105,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,5,18,18,733.915.934.464.315
2684106,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,30,,,,,,,1,5,18,18,72.134.025.846.185
2684106,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,5,18,18,72.134.025.846.185
2684107,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,18,18,135.431.224.398.218
2684107,1,2,1,90,,2,1,2,2,1,2,2,2,1,2,,21,,,40,,,,4,,1,5,18,18,135.431.224.398.218
2684108,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,5,18,18,75.421.223.063.806
2684109,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,4,,4,,,,,,,1,5,18,18,162.178.994.134.146
2684109,1,2,1,90,,2,2,2,1,2,2,2,2,2,2,,,,5,,,,,,,1,5,18,18,162.178.994.134.146
2684109,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,5,18,18,162.178.994.134.146
2684109,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,5,18,18,162.178.994.134.146
2684110,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,5,18,18,721.733.658.096.003
2684110,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,42,,,20,,,,,,1,5,18,18,721.733.658.096.003
2684110,1,3,1,90,,2,1,2,2,2,2,1,2,2,1,,15,,,,,3,,,3,1,5,18,18,721.733.658.096.003
2684110,1,4,1,90,,2,1,2,2,2,2,2,2,2,1,,12,,,,,,,,3,1,5,18,18,721.733.658.096.003
2684110,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,5,18,18,721.733.658.096.003
2684111,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,5,18,18,113.137.560.294.067
2684112,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,15,,,,,,,1,5,18,18,138.337.625.584.396
2684112,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,42,,42,,,,,,,1,5,18,18,138.337.625.584.396
2684112,1,3,1,90,,2,2,2,1,2,2,2,2,2,2,,,,2,,,,,,,1,5,18,18,138.337.625.584.396
2684112,1,4,1,90,,2,1,2,1,2,2,2,2,2,2,,15,,35,,,,,,,1,5,18,18,138.337.625.584.396
2684113,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,5,66,66,212.791.716.089.073
