Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3715138;1;2;1;80;2;1;1;9;POR EMBARAZO;2; ;2; ; ; ; ;9;2;1;04;68;1375,11495498044
3715143;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;68;932,185870311081
3715149;1;2;1;80;2;1;3;9;POR EDAD;2; ;2; ; ; ; ;8;2;1;04;68;1118,88777145973
3715152;1;4;1;80;2;1;4;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;04;68;777,584297973522
3715153;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1322,21153069659
3715154;1;6;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;04;68;1035,22493588941
3715154;1;8;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1035,22493588941
3715156;1;1;1;80;2;1;3;8; ;2; ;2; ; ; ;EL DUEÑO DE LA FINCA NO LE PERMITIO SEGUIR COSECHANDO;12;2;1;04;68;1293,8350788093
3715160;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;68;1536,60827889167
3715160;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1536,60827889167
3715160;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1536,60827889167
3715160;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1536,60827889167
3715165;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;68;1348,54973028186
3715165;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1348,54973028186
3715165;2;2;2;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;68;1348,54973028186
3715167;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;68;717,346463076452
3715167;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;717,346463076452
3715167;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;717,346463076452
3715167;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;717,346463076452
3715168;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;68;1137,44992990757
3715169;2;1;2;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;68;1499,29802480255
3715169;2;2;2;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;68;1499,29802480255
3715170;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1051,00404327759
3715171;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;926,635036262043
3715172;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1672,46175558795
3715172;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1672,46175558795
