Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3715196;1;2;1;70;2;4;24;1; ;2;260;6; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;01;1;1;0118;04;68;1274,83026132192
3715259;1;5;1;70;2;2;40;4; ;2;2;4; ;1;4; ; ; ; ; ;1; ; ; ; ; ;1;125000;2;61;61;01;1;1;0140;04;19;1302,52331539698
3715259;1;7;1;70;2;2;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;61;61;01;1;1;0140;04;19;1302,52331539698
3715277;1;3;1;70;2;6;40;1; ;2;2;6; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;58;45;55;1;1;5521;04;19;1335,51194662179
3715282;1;2;1;70;2;12;40;4; ;2;480;4; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;85;1;1;8532;04;19;703,45900143278
3715289;1;2;1;70;2;2;24;4; ;2;2;4; ;1;1; ; ; ; ; ;1; ; ; ; ; ;1;80000;2;61;61;01;1;1;0140;04;19;1095,89631476239
3715290;1;2;1;70;2;2;24;4; ;2;3;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;70000;2;61;61;01;1;1;0129;04;19;1125,94519360096
3715298;1;3;1;70;2;4;40;1; ;2;16;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;1;5521;04;19;1146,15441111935
3715345;1;2;1;70;2;12;40;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;77;15;1;1;1551;04;19;1020,80987246325
3715346;1;3;1;70;2;3;40;1; ;2;20;2; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;07;85;1;1;8511;04;19;916,248221263538
3715348;1;3;1;70;2;8;40;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;61;01;1;1;0140;04;19;929,210804227335
3715355;1;2;1;70;2;8;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;19;1157,409883511
3715443;1;3;1;70;2;23;48;1; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;45;52;1;2;5262;04;19;4230,48588502384
3715444;3;2;3;70;2;8;48;3; ;2;20;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;04;19;5622,76010839295
3715447;1;1;1;70;2;4;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;770000;2;90;90;25;1;1;2521;04;19;5602,89811769781
3715508;1;3;1;70;2;2;40;4; ;2;2;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;55;55;15;1;1;1541;04;19;6039,45763602216
3715511;1;1;1;70;2;8;48;1; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;04;19;7546,86434050282
3715511;1;2;1;70;2;4;48;1; ;2;4;1; ;9;9;MEDICINA TRADICIONAL; ; ; ; ; ; ; ; ;1; ;1;400000;2;62;95;15;1;1;1571;04;19;7546,86434050282
3715587;1;2;1;70;2;24;48;1; ;2;52;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5211;04;54;633,587836723045
3715619;1;3;1;70;2;48;4;1; ;2;4;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;850000;2;58;58;75;1;2;7522;04;54;904,357978270134
3715664;1;3;1;70;2;2;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;04;54;1248,07192499372
3715674;1;3;1;70;2;1;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;04;54;690,012996687685
3715677;1;5;1;70;2;8;48;4; ;2;8;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;17;17;92;1;1;9214;04;54;465,937570587115
3715722;1;3;1;70;2;8;48;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;53;55;1;1;5521;04;54;567,440625998668
3715723;1;2;1;70;2;12;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;50;1;1;5020;04;54;1281,14553035591
3715726;1;4;1;70;2;12;48;1; ;2;12;1; ;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;53;55;1;1;5529;04;54;572,177631760654
3715878;1;2;1;70;2;98;50;1; ;2;98;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;50;1;2;5051;04;50;2372,73582943991
3715881;1;2;1;70;2;98;50;1; ;2;98;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;50;1;2;5051;04;50;1156,31134775179
3715921;1;1;1;70;2;68;56;1; ;2;68;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;45;1;2;4560;04;50;2184,14749632058
3715921;1;2;1;70;2;14;40;4; ;2;14;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;2;7493;04;50;2184,14749632058
