Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
3704603;1;1;1;1;1;1;1;1;3;1; ; ;60000000;300000; ;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;2;1;01;17;04;17;158,917503956949
3704604;1;5;4;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;5;2;2; ;5;1;2;1;4;1;1;1;1;1;2;2;1;01;17;04;17;166,69720805826
3704605;1;2;1;1;1;1;1;1;3;4; ; ; ;200000; ;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;2;1;2;1;2;1;1;1;1;1;2;2;1;01;17;04;17;130,391099278996
3704606;1;5;2;1;1;1;1;1;3;1; ; ;300000000;600000; ;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;2;2;1;01;17;04;17;264,556243354565
3704608;1;4;3;1;1;1;1;1;3;3; ; ; ; ;350000;1;2;1;1;2;2;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;4;2;2; ;7;1;1;1;2;1;1;1;1;1;2;2;1;01;17;04;17;195,139833093231
3704610;1;4;2;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;17;04;17;131,715229838206
3704611;1;2;1;1;1;1;1;1;3;1; ; ;25000000;150000; ;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;2;4;3;1;1;1;1;1;2;2;1;01;17;04;17;200,548259125586
3704612;1;3;2;1;1;1;1;1;3;1; ; ;160000000;400000; ;2;1;1;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;17;04;17;194,726793262795
3704613;1;3;1;1;1;1;1;1;3;1; ; ;150000000;300000; ;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;17;04;17;182,70264321948
3704615;1;4;1;1;1;1;1;1;4;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;5;2;1;01;17;04;17;182,70264321948
3704616;1;4;2;1;1;1;1;1;4;1; ; ;40000000;400000; ;2;1;1;1;2;2;2;2;2;1;1;2;1;1;1;1;1;1;1;2;1;1;3;2;2; ;4;1;2;1;4;1;2;1;1;1;5;2;1;01;17;04;17;211,02424597432
3704617;1;1;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;5;2;1;01;17;04;17;200,548259125586
3704618;1;4;1;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;1;2;2; ;1;1;2;4;3;1;2;1;1;1;3;2;1;01;17;04;17;182,70264321948
3704619;1;2;1;1;1;1;1;1;3;1; ; ;98;98; ;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;2;1;01;17;04;17;182,70264321948
3704620;1;4;1;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;1;1;2;2;2;2;2;1;2;1;2;2;2;1;1;2;1;2;2;1;2;2;2; ;3;1;2;4;3;1;2;1;1;1;3;2;1;01;17;04;17;251,704782225458
3704621;1;3;2;1;1;1;1;5;3;6;TIENE PROMESA DE COMPRA V; ; ;200000; ;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;1;2;2;1;2;2;2; ;8;1;1;1;2;1;1;1;1;1;1;3;1;01;76;04;76;921,769301591143
3704622;1;3;1;1;1;1;1;6; ;4; ; ; ;250000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;2;1;2;1;1;1;1;1;1;3;1;01;76;04;76;955,509827428221
3704623;1;4;2;1;1;1;1;1;3;1; ; ;98;350000; ;1;2;1;2;2;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;1;3;1;01;76;04;76;886,426795800497
3704624;1;3;2;1;1;1;1;1;3;3; ; ; ; ;240000;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;1;3;1;01;76;04;76;921,263135183935
3704625;1;4;3;1;1;1;1;1;3;1; ; ;98;1500000; ;1;1;1;1;1;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;4;3;1;01;76;04;76;821,12256601525
3704626;1;5;2;1;1;1;1;1;3;1; ; ;300000000;1400000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;4;3;1;01;76;04;76;821,12256601525
3704627;1;5;2;1;1;1;1;1;3;3; ; ; ; ;1000000;1;1;1;2;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;4;3;1;01;76;04;76;658,973427673907
3704628;1;7;1;1;1;1;1;1;3;4; ; ; ;1200000; ;1;1;1;1;1;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;6;3;1;01;76;04;76;760,766329747259
3704629;1;4;2;1;1;1;1;1;1;3; ; ; ; ;950000;1;2;1;1;1;1;2;1;2;1;2;2;1;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;4;1;2;1;1;1;5;3;1;01;76;04;76;652,073317235555
3704630;1;4;2;1;1;1;1;1;3;3; ; ; ; ;1200000;1;1;1;1;1;2;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;5;3;1;01;76;04;76;760,766329747259
3704631;1;4;2;1;1;1;1;1;4;1; ; ;80000000;500000; ;1;1;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;4;3;1;01;76;04;76;957,84267875681
3704632;1;5;2;1;1;1;1;1;1;1; ; ;98;1000000; ;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;4;3;1;01;76;04;76;731,086896612735
3704633;1;5;2;1;1;1;1;1;1;1; ; ;120000000;98; ;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;4;3;1;01;76;04;76;760,766329747259
3704634;1;2;1;1;1;1;1;6; ;4; ; ; ;400000; ;1;1;1;2;2;1;1;2;2;1;2;2;1;2;1;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;3;1;01;76;04;76;888,253480721878
3704635;1;3;2;1;1;1;1;1;1;1; ; ;98;400000; ;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;3;1;2;1;4;1;2;1;1;1;4;3;1;01;76;04;76;821,12256601525
3704636;1;4;1;1;1;1;1;1;3;4; ; ; ;800000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;4;3;1;01;76;04;76;760,766329747259
3704646;1;1;1;1;2;1;1;6; ;3; ; ; ; ;180000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;3;1;2;1;2;1;1;1;3;2;1;01;66;04;66;309,600452205943
3704647;1;1;1;1;2;1;1;6; ;3; ; ; ; ;180000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;3;1;2;1;2;1;1;1;3;2;1;01;66;04;66;357,175283652436
3704648;1;4;3;1;1;1;1;1;3;3; ; ; ; ;320000;1;2;1;2;2;1;2;2;2;1;2;2;2;1;1;1;1;1;1;1;1;1;3;2;2; ;6;1;2;1;4;1;1;1;1;1;4;2;1;01;66;04;66;355,788288541579
3704649;1;4;2;1;1;1;1;1;3;1; ; ;120000000;500000; ;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;66;04;66;178,377685808208
3704650;1;2;1;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;2;2;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;2;1;01;66;04;66;276,964228264975
3704651;1;1;1;1;2;1;1;5;5;3; ; ; ; ;180000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;3;1;2;1;2;1;1;1;3;2;1;01;66;04;66;241,975255410359
3704652;1;1;1;1;2;1;1;6; ;3; ; ; ; ;180000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;3;1;2;1;2;1;1;1;3;2;1;01;66;04;66;357,175283652436
3704653;1;2;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;2;1;1;2;2;1;1;2;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;66;04;66;331,379913884981
3704654;1;4;3;1;1;1;1;1;4;4; ; ; ;500000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;66;04;66;248,658594927429
3704655;1;5;2;1;1;1;1;1;3;1; ; ;120000000;700000; ;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;66;04;66;323,029573173602
