DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2853105,1,2,1,70,2,4,60,1,,2,6,1,,9,1,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,12,20,185.139.623.585.476
2853258,1,2,1,70,2,15,48,1,,2,6,4,,2,1,,,,,,,,1,,,,2,,2,53,53,55,1,2,5521,12,27,967.730.476.425.565
2853261,1,1,1,70,2,4,48,3,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,12,27,930.245.364.226.481
2853312,1,2,1,70,2,4,42,3,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,54,54,85,1,1,8532,12,27,104.279.243.885.293
2853462,1,1,1,70,2,40,40,3,,2,40,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,12,47,174.051.454.204.173
2853495,1,3,1,70,2,75,48,4,,2,86,1,,9,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5211,12,47,220.189.157.907.823
2853498,1,3,1,70,2,6,66,4,,2,6,4,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,12,47,252.157.959.650.579
2853499,1,2,1,70,2,25,24,1,,2,25,1,,7,1,,,,,,,,,,1,,2,,2,59,59,85,1,2,8512,12,47,128.333.179.555.383
2853536,1,2,1,70,2,4,40,2,,2,4,4,,2,3,,,,,,1,,,,,,2,,2,13,13,80,1,1,8012,12,47,139.881.557.373.328
2853558,1,2,1,70,2,8,40,1,,2,104,3,,1,4,,,,,,,,,,1,,2,,2,53,54,95,1,1,9500,12,47,252.157.959.650.579
2853558,1,3,1,70,2,4,40,1,,2,4,1,,7,4,,,,,,,,,,1,,2,,2,32,42,26,1,1,2693,12,47,252.157.959.650.579
2853600,1,1,1,70,2,1,48,4,,2,1,4,,1,2,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,12,47,15.460.819.968.557
2853600,1,3,1,70,2,2,48,1,,2,2,1,,7,4,,,,,,,,,,1,,2,,2,84,97,51,1,1,5125,12,47,15.460.819.968.557
2853772,1,2,1,70,2,12,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,12,18,561.621.139.461.171
2853906,1,2,1,70,2,96,60,1,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,32,54,95,1,2,9500,12,15,133.125.168.623.369
2853913,1,2,1,70,2,4,48,1,,2,5,1,,2,1,,,,,,,,,,1,,1,80000,2,95,95,45,1,1,4521,12,15,75.603.364.505.729
2853931,1,2,1,70,2,24,28,4,,2,24,4,,1,1,,,,,,,,,,1,,1,20000,2,61,61,1,1,2,117,12,15,11.187.314.619.947
2853957,1,3,1,70,2,8,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,98,98,60,1,1,6031,12,15,693.485.398.803.824
2853958,1,2,1,70,2,70,70,3,,2,70,3,,1,1,,,,,,,,1,,,,2,,2,54,54,95,1,2,9500,12,15,830.957.247.789.602
2853965,1,1,1,70,2,4,50,4,,2,4,1,,4,1,,,,,,,,1,,,,1,350000,2,61,97,10,1,1,1010,12,15,685.224.270.082.238
2854012,1,3,1,70,2,65,40,3,,2,65,1,,2,1,,,,,,,,,,1,,2,,2,54,62,1,1,2,115,12,15,830.957.247.789.602
2854024,1,3,1,70,2,2,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,12,15,127.464.638.247.434
2854030,1,3,1,70,2,8,40,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,121,12,15,112.675.000.424.609
2854139,1,2,1,70,2,12,40,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,53,53,1,1,1,115,12,5,386.849.579.438.781
2854149,1,5,1,70,2,8,56,1,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,53,54,95,1,1,9500,12,5,273.174.577.007.592
2854196,1,2,1,70,2,2,48,1,,2,2,1,,7,4,,,,,,,,,,1,,1,364000,2,53,59,73,1,1,7310,12,5,277.580.141.392.846
2854197,1,4,1,70,2,8,48,1,,2,12,1,,2,4,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,12,5,265.773.817.016.497
2854614,1,3,1,70,2,2,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,12,19,10.819.140.286.575
2854624,1,2,1,70,2,1,24,4,,2,1,4,,1,1,,,,,,,,,,1,,1,40000,2,61,61,1,1,1,140,12,19,87.475.805.471.196
2854630,1,2,1,70,2,3,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,12,19,107.502.159.974.112
2854668,1,3,1,70,2,3,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,1,,12,19,87.057.878.732.068
2854669,1,2,1,70,2,5,48,3,,2,20,3,,1,1,,,,,1,,,,,,,2,,2,54,54,95,1,1,9500,12,19,100.676.038.477.029
2854701,1,2,1,70,2,8,48,1,,2,4,1,,4,1,,,,,,,,,,1,,1,380000,2,17,17,92,1,1,9213,12,19,105.357.263.488.244
2854706,1,2,1,70,2,74,48,1,,2,74,1,,5,1,,,,,,,,,,1,,2,,2,55,55,92,1,2,9242,12,19,286.551.966.962.132
2854708,1,4,1,70,2,4,48,4,,2,4,4,,1,1,,,,,,,,,,1,,1,80000,2,61,61,1,1,1,140,12,19,838.334.504.690.966
2854710,1,2,1,70,2,4,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,12,19,107.502.159.974.112
2854717,1,8,1,70,2,4,48,4,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,140,12,19,129.800.038.381.672
2854748,1,2,1,70,2,12,48,4,,2,104,4,,9,1,,,,,,,,,,1,,2,,2,54,54,85,1,1,8532,12,19,903.099.448.487.025
2854749,1,3,1,70,2,2,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,12,19,933.734.317.326.494
2854768,1,3,1,70,2,2,48,4,,2,2,4,,1,1,,,,,,,,1,,,,1,80000,2,61,61,1,1,1,140,12,19,113.507.514.748.875
2854824,1,2,1,70,2,20,45,4,,2,20,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,2,111,12,52,201.892.451.030.006
2854829,1,1,1,70,2,12,45,4,,2,20,4,,1,1,,,,,,,,,,1,,2,,2,54,61,1,1,1,122,12,52,170.137.311.527.121
2854855,1,2,1,70,2,3,45,3,,2,3,3,,1,1,,,,,,,,,,1,,1,30000,2,54,54,95,1,1,9500,12,52,114.854.477.119.041
2854869,1,1,1,70,2,10,40,3,,2,312,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,12,52,167.515.850.633.561
2854877,1,2,1,70,2,52,20,4,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,2,111,12,52,158.236.824.412.828
2854877,1,3,1,70,2,18,20,4,,2,18,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,2,111,12,52,158.236.824.412.828
2854878,1,3,1,70,2,4,24,4,,2,4,4,,1,1,,,,,,,,,,1,,1,20000,2,61,61,1,1,1,140,12,52,146.512.014.441.191
2854898,1,2,1,70,2,21,40,3,,2,21,4,,1,6,,,,,,,,,,1,,2,,2,54,61,1,1,2,111,12,52,131.894.636.329.395
2854898,1,4,1,70,2,3,50,4,,2,3,4,,1,1,,,,,,,,,,1,,1,100000,2,61,61,1,1,1,111,12,52,131.894.636.329.395
2854899,1,4,1,70,2,8,40,1,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,45,54,95,1,1,9500,12,52,120.718.941.143.587
2854901,1,1,1,70,2,26,40,4,,2,3,4,,1,1,,,,,,,,,,1,,1,180000,2,61,61,1,1,2,114,12,52,167.473.723.323.021
2854904,1,2,1,70,2,21,40,3,,2,21,4,,1,1,,,,,,,,,,1,,2,,2,54,61,1,1,2,111,12,52,112.190.888.914.942
