DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2840124;1;2;1;70;73;3;48;1;;2;102;1;;2;4;;;;;;;;;;1;;2;;2;45;34;74;1;1;7499;12;73;241.523.237.185.486
2840128;1;1;1;70;73;2;48;1;;2;32;1;;3;2;;;;;;;;;;1;;2;;2;53;53;55;1;1;5521;12;73;321.063.983.994.976
2840140;1;1;1;70;73;52;44;1;;2;208;1;;7;1;;;;;;;;;;1;;2;;2;55;58;45;1;2;4521;12;73;311.895.513.451.652
2840140;1;2;1;70;73;48;35;4;;2;580;1;;5;8;;;;;;;;;;1;;2;;2;55;55;80;1;2;8041;12;73;311.895.513.451.652
2840140;1;3;1;70;73;2;50;1;;2;4;1;;4;1;;;;;;;;;;1;;1;240000;2;45;53;55;1;1;5521;12;73;311.895.513.451.652
2840141;1;1;1;70;73;258;40;1;;2;24;4;;1;1;;;;;;;;;;1;;2;;2;21;45;52;1;2;5261;12;73;206.848.360.660.321
2840189;1;1;1;70;17;52;20;1;;2;90;1;;2;1;;;;;;;;;;1;;2;;2;38;45;52;1;2;5233;12;17;192.478.175.541.048
2840221;1;1;1;70;66;2;48;1;;2;2;1;;5;1;;;;;;;;;;1;;1;700000;2;40;50;55;1;1;5522;12;66;198.915.105.667.967
2840221;1;4;1;70;66;12;48;1;;2;12;1;;5;1;;;;;;;;;;1;;2;;2;45;45;50;1;1;5051;12;66;198.915.105.667.967
2840224;1;3;1;70;66;8;20;1;;1;;;.;;;.;.;;;;;;;;;.;;;;97;;;1;1;;12;66;163.826.293.437.503
2840225;1;2;1;70;66;2;20;4;;2;2;1;;2;2;;;;;;;;;;1;;1;400000;2;85;53;15;1;1;1551;12;66;236.554.943.376.364
2840228;1;1;1;70;66;52;36;1;;2;52;1;;9;1;;;;;;;;;;1;;2;;2;45;55;93;1;2;9303;12;66;193.463.141.436.252
2840233;1;1;1;70;66;104;60;3;;2;104;3;;1;1;;;;;;;;;;1;;2;;2;54;54;95;1;2;9500;12;66;177.366.880.027.773
2840236;1;4;1;70;66;5;48;1;;2;52;1;;4;1;;;;;;;;;;1;;2;;2;45;97;52;1;1;5211;12;66;242.445.235.626.533
2840237;1;4;1;70;66;2;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;37;;;1;1;;12;66;168.633.356.874.438
2840240;1;2;1;70;66;1;48;1;;2;8;1;;9;1;;;;1;1;;;;;;;2;;2;19;19;74;1;1;7414;12;66;23.721.808.453.536
2840241;1;1;1;70;66;1;48;1;;2;2;4;;1;1;;;;;;;;;;1;;2;;2;95;93;45;1;1;4552;12;66;222.257.008.993.558
2840347;1;1;1;70;68;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;40;;;1;1;;12;68;598.304.586.035.236
2840349;1;2;1;70;68;4;48;1;;2;52;1;;9;2;;;;;;;;;;1;;2;;2;45;45;52;1;1;5237;12;68;434.832.164.708.755
2840350;1;2;1;70;68;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;45;;;1;1;;12;68;452.966.798.747.891
2840611;1;2;1;70;76;52;40;1;;2;104;1;;9;2;;;;;;;;;;1;;2;;2;13;30;75;1;2;7530;12;76;957.488.847.137.342
2840630;1;2;1;70;8;24;48;1;;2;15;1;;2;1;;;;;;;;;;1;;2;;2;33;33;52;1;2;5223;12;8;572.489.083.481.595
2840635;1;1;1;70;5;44;48;1;;2;208;1;;4;2;;;;;;;;;;1;;2;;2;45;97;18;1;2;1810;12;5;111.927.156.088.075
2840637;1;3;1;70;5;4;48;1;;2;1;1;;3;9;HOJA DEL SISBEN;;;;;;;;;1;;1;420000;2;99;99;45;1;1;4521;12;5;103.507.759.028.965
2840639;1;2;1;70;5;8;48;1;;2;105;1;;9;1;;;;;;;;;;1;;2;;2;45;97;52;1;1;5211;12;5;12.186.231.690.835
2840646;1;3;1;70;50;75;40;1;;2;75;1;;2;9;SISBEN;;;;;;;;;1;;2;;2;39;39;74;1;2;7411;12;50;164.921.975.937.628
2840646;1;4;1;70;50;4;40;1;;2;4;1;;2;9;SISBEN;;;;;;;;;1;;1;300000;2;34;34;74;1;1;7411;12;50;164.921.975.937.628
2840716;1;1;1;70;52;3;48;1;;2;3;1;;5;4;;;;;;;;;;1;;1;700000;2;70;70;45;1;1;4530;12;52;173.472.732.292.541
2840732;1;3;1;70;52;4;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;53;;;1;1;;12;52;184.135.665.622.665
2840762;1;3;1;70;17;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;13;;;1;2;;12;17;129.039.285.801.869
2840762;1;4;1;70;17;26;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;50;;;1;2;;12;17;129.039.285.801.869
2840786;1;2;1;70;17;32;48;1;;2;32;1;;9;4;;;;;;;;;;1;;2;;2;38;38;64;1;2;6421;12;17;164.975.868.790.555
