DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,fex_c_2011
2840125,1,3,1,80,73,1,4,5,,3,,2,,,,,10,2,1,12,73,198.275.767.575.164
2840131,1,2,1,80,73,1,4,3,,2,,2,,,,,9,2,1,12,73,22.071.061.424.991
2840132,1,1,1,80,73,1,4,5,,3,,2,,,,,8,2,1,12,73,232.950.644.100.328
2840132,1,2,1,80,73,1,4,8,,2,,2,,,,,9,2,1,12,73,232.950.644.100.328
2840135,1,2,1,80,73,2,,,,2,,2,,2,,.,,,1,12,73,135.585.714.105.871
2840135,1,3,1,80,73,2,,,,2,,2,,2,,.,,,1,12,73,135.585.714.105.871
2840138,1,1,1,80,73,1,2,1,,3,,2,,,2,,1,1,1,12,73,232.950.644.100.328
2840138,1,2,1,80,73,1,4,3,,2,,2,,,,,9,2,1,12,73,232.950.644.100.328
2840141,1,2,1,80,73,1,1,2,,2,,2,,,,,2,2,1,12,73,206.848.360.660.321
2840142,1,2,1,80,73,1,4,7,,2,,2,,,4,,1,1,1,12,73,241.538.859.040.677
2840143,1,1,1,80,73,1,4,4,,2,,2,,,,,9,2,1,12,73,29.246.220.905.616
2840147,1,1,1,80,73,1,2,5,,3,,2,,,,,8,2,1,12,73,198.275.767.575.164
2840147,1,2,1,80,73,1,4,3,,2,,2,,,,,9,2,1,12,73,198.275.767.575.164
2840147,1,3,1,80,73,2,,,,2,,2,,2,,.,,,1,12,73,198.275.767.575.164
2840148,1,1,1,80,73,1,4,4,,3,,2,,,,,8,2,1,12,73,213.968.355.157.163
2840148,1,3,1,80,73,2,,,,2,,2,,2,,.,,,1,12,73,213.968.355.157.163
2840149,1,1,1,80,73,1,4,5,,3,,2,,,,,10,2,1,12,73,212.605.484.141.092
2840149,1,2,1,80,73,2,,,,2,,2,,2,,.,,,1,12,73,212.605.484.141.092
2840172,1,2,1,80,17,2,,,,2,,2,,2,,.,,,1,12,17,171.039.963.900.162
