Directorio;Secuencia_p;Orden;Area;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Dsi;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
324141;2;4;50;70;16;48;2; ;2;2;2;12;4; ;1;2;2; ;2; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;1;39;93;4552;45;50;151,4539545791
324142;2;2;50;70;32;48;1; ;1;1;2;102;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;39;8512;85;50;177,720386639349
324155;2;2;50;70;200;48;1; ;1;1;2;200;1; ;3;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;45;45;5231;52;50;106,420925508858
324167;2;1;50;70;24;48;1; ;1;1;2;25;1; ;3;1; ;.;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;60;60;0121;01;50;56,0684662882558
324167;2;2;50;70;2;40;1; ;1;1;2;48;1; ;5;1; ;.;6; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;8513;85;50;56,0684662882558
324168;2;2;50;70;16;30;1; ;1;1;2;16;1; ;6;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;53;45;5234;52;50;156,232907563294
324168;2;4;50;70;24;30;1; ;1;1;2;24;1; ;4;2;2; ;2; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;33;30;5530;55;50;156,232907563294
324174;2;1;50;70;14;48;1; ;1;1;2;14;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;59;59;8511;85;50;165,828622150579
324175;2;3;50;70;17;48;1; ;1;1;2;2;1; ;5;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;140000;1;140000;1;84;62;0115;01;50;215,415758045442
324186;2;2;52;70;55;35;1; ;1;1;2;13;1; ;9;2;8; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;32;32;8511;85;52;99,8632524381518
324189;2;3;52;70;18;40;2; ;2;2;2;208;4; ;1;2;7; ;2; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;98;6041;60;52;98,1483501532444
324193;2;2;52;70;8;48;1; ;1;1;2;20;1; ;6;2;2; ;2; ;2;11;NO LO HA CONSIDERADO; ; ; ; ; ; ; ; ;1; ;2; ;1;2100000;1;33;33;4542;45;52;151,672101111137
324195;2;4;52;70;6;48;1; ;1;1;2;6;1; ;2;2;8; ;7; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;95;95;4521;45;52;139,720726238203
324208;2;6;52;70;25;48;1; ;1;1;2;25;1; ;2;1; ;.;7; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;21;21;6516;65;52;111,371558413298
324216;3;3;52;70;24;48;1; ;1;1;2;24;1; ;3;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;33;33;5530;55;52;200,959749489175
324216;3;5;52;70;58;50;1; ;1;1;2;58;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;54;9500;95;52;200,959749489175
324216;3;8;52;70;12;60;2; ;2;2;2;60;1; ;3;2;7; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;5233;52;52;200,959749489175
324221;2;1;52;70;52;48;1; ;1;1;2;52;1; ;2;2;4; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;90000;1;39;80;1921;19;52;184,051055635395
324222;2;6;52;70;2;48;2; ;2;2;2;2;4; ;1;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;6000000;1;12;12;7411;74;52;108,289569812247
324223;2;1;52;70;16;48;4; ;1;1;2;16;1; ;8;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;8000000;1;41;98;6021;60;52;179,50588771447
324231;2;5;52;70;20;25;1; ;1;1;2;20;1; ;4;2;12;TIPO DE CONTRATO;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;33;33;5231;52;52;119,995836812849
324310;2;2;68;70;24;48;1; ;2;2;2;24;1; ;3;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2600000;1;32;32;7414;74;68;514,987317534178
324314;2;3;68;70;8;48;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;68;653,776354182168
324323;2;2;68;70;12;45;3; ;1;1;2;60;3; ;1;2;6; ;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;9500;95;68;338,40233441017
324323;2;3;68;70;4;45;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;95; ; ; ;68;338,40233441017
324323;2;4;68;70;4;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;80; ; ; ;68;338,40233441017
324324;2;2;68;70;40;48;1; ;1;1;2;60;1; ;3;2;5; ;7; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;68;408,89520468239
324324;2;3;68;70;8;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;95; ; ; ;68;408,89520468239
324332;2;2;68;70;8;48;1; ;2;2;2;8;1; ;9;2;9; ;5; ;2;7; ; ; ;1; ; ; ; ; ; ; ;2; ;1;4000000;1;07;07;8511;85;68;350,2377995807
324353;2;2;68;70;12;72;1; ;1;1;2;12;1; ;4;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2700000;1;53;53;5521;55;68;329,206651690802
324379;2;2;73;70;52;48;1; ;1;1;2;20;3; ;1;2;5; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;1;45;54;9500;95;73;213,306942947056
324379;2;3;73;70;52;40;1; ;1;1;2;24;1; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;37;99;1551;15;73;213,306942947056
324382;2;3;73;70;104;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;73;182,901257344667
324383;2;4;73;70;24;56;2; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;73;452,402168791898
324390;2;2;73;70;250;48;1; ;1;1;2;300;1; ;4;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;53;8041;80;73;193,052840267011
324407;2;2;73;70;24;24;1; ;1;1;2;104;1; ;9;2;5; ;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;45;9242;92;73;193,052840267011
324409;2;2;73;70;2;48;3; ;1;1;2;2;3; ;1;2;8; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;33000;1;33000;1;54;54;9500;95;73;195,067858773587
324413;2;1;73;70;70;48;1; ;1;1;2;70;1; ;5;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;8060;80;73;176,869716482854
324413;2;2;73;70;6;48;1; ;1;1;2;6;1; ;2;2;8; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;28000;1;95;95;4552;45;73;176,869716482854
324416;2;4;73;70;4;48;1; ;1;1;2;4;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;5200000;1;98;87;2899;28;73;225,868059460877
324426;2;8;73;70;4;40;1; ;1;1;2;48;3; ;1;2;5; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;480000;1;97;54;9500;95;73;181,786438032361
324428;2;3;73;70;8;48;1; ;1;1;2;38;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;816000;1;05;05;0112;01;73;145,167880216702
324443;2;3;73;70;40;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;03; ; ; ;73;230,609810790826
324464;2;2;73;70;24;40;2; ;1;1;2;24;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;50000;1;02;02;4521;45;73;145,180285914021
324466;2;4;73;70;8;48;1; ;1;1;2;16;1; ;5;2;4; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;32;32;6042;60;73;113,326756064254
324467;2;5;73;70;60;48;1; ;1;1;2;60;1; ;9;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;37;45;5233;52;73;279,339445726559
324471;2;2;73;70;52;48;1; ;1;1;2;16;1; ;2;2;8; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;45;93;4552;45;73;186,275856965561
324471;2;3;73;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;73;186,275856965561
324474;2;2;73;70;156;48;1; ;1;1;2;104;1; ;4;2;3; ;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;37;62;0501;05;73;207,96200022248
324474;2;3;73;70;52;30;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;53; ; ; ;73;207,96200022248
324837;2;1;05;70;12;48;1; ;2;2;2;96;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;02;03;7499;74;05;888,637882038419
324845;2;2;05;70;12;48;1; ;1;1;2;12;1; ;4;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;45;45;2231;22;05;899,647334421628
324861;2;3;05;70;8;48;3; ;1;1;2;13;1; ;4;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;54;53;5521;55;05;916,158498547056
324861;2;4;05;70;8;56;1; ;2;2;2;8;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;58;95;4521;45;05;916,158498547056
324868;2;1;05;70;2;48;1; ;1;1;2;2;1; ;8;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;1;450000;1;5200000;1;79;79;1810;18;05;737,469497295553
324874;2;1;05;70;4;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;05;835,588645406263
324879;2;3;05;70;52;48;1; ;1;1;2;52;1; ;6;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;79;1810;18;05;927,077955843242
324879;2;4;05;70;4;48;1; ;1;1;2;52;1; ;6;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;79;1810;18;05;927,077955843242
324896;2;5;05;70;16;48;1; ;2;2;2;16;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;433700;1;85;97;4522;45;05;750,257772375564
324907;2;2;05;70;3;48;1; ;1;1;2;208;1; ;4;2;2; ;2; ;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;55;79;1810;18;05;911,309907480957
324911;2;2;05;70;24;48;1; ;2;2;2;260;1; ;8;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;97;6390;63;05;788,753887499823
324914;2;3;05;70;78;48;1; ;2;2;2;65;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1320000;1;77;77;1521;15;05;435,491627063867
324920;2;1;05;70;30;48;1; ;1;1;2;104;1; ;8;1; ;.;7; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;39;7491;74;05;625,265573673855
324931;2;3;05;70;16;48;1; ;2;2;2;16;1; ;6;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2800000;1;92;45;5249;52;05;916,814633672561
324936;2;3;05;70;2;48;1; ;1;1;2;36;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;840000;1;44;39;5249;52;05;670,416275578624
324937;2;3;05;70;48;48;4; ;1;1;2;48;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;350000;1;93;93;4552;45;05;773,570878255039
324946;2;2;05;70;13;48;4; ;1;1;2;8;4; ;9;2;2; ;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;45;45;5261;52;05;891,252355050733
324954;2;2;05;70;16;40;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;06; ; ; ;05;888,637882038419
324958;2;1;05;70;18;60;4; ;1;1;2;18;4; ;4;2;12;VIVIA EN EEUU;3; ;2;11;VIVIA EN EEUU; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;16;16;4559;45;05;958,30449834801
324972;2;3;05;70;4;48;1; ;2;1;2;4;1; ;8;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;433700;1;3200000;1;45;97;1810;18;05;842,857139606102
324973;2;6;05;70;8;48;3; ;1;1;2;8;3; ;1;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;54;54;9500;95;05;829,70493794506
324974;2;1;05;70;52;48;1; ;1;1;2;52;1; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;9500;95;05;630,765973902868
324975;2;2;05;70;52;48;1; ;1;1;2;150;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5239;52;05;882,857375679838
324980;2;3;05;70;12;20;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;894,142608230024
324988;2;3;05;70;21;48;1; ;1;1;2;21;1; ;4;2;12;APENAS ESTAN EMPEZANDO;1; ;2;11;ESTAN EMPEZANDO; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;55;56;1749;17;05;650,76040857844
324991;2;1;05;70;5;48;1; ;1;1;2;5;1; ;2;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;93;93;4552;45;05;885,747628859128
324998;2;2;05;70;13;48;1; ;1;1;2;13;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2100000;1;37;37;8511;85;05;885,747628859128
325006;2;4;05;70;2;48;4; ;1;1;2;2;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;40000;1;1200000;1;45;45;5262;52;05;956,653958366031
325006;2;5;05;70;7;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;956,653958366031
325010;2;1;05;70;48;48;1; ;1;1;2;36;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;360000;1;13;13;8043;80;05;751,369202858053
325010;2;3;05;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;05;751,369202858053
325027;2;5;08;70;52;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;08;493,101710652412
325037;2;3;08;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;19; ; ; ;08;573,565144283796
325039;2;3;08;70;27;48;1; ;2;2;2;26;1; ;8;2;12;ESTABA HACIENDO LAS PRACTICAS Y NO LE PAGABAN PRESTACIONES SOCIALE;1; ;2;11;NO LE PAGABAN PRESTACIONES; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;06;06;8532;85;08;1006,0177206774
325049;2;3;08;70;13;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;08;999,094439389739
325067;2;2;08;70;4;48;1; ;1;1;2;4;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;220000;1;1220000;1;45;45;5261;52;08;414,36038907186
325069;2;3;08;70;52;56;1; ;2;2;2;52;2; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;7524;75;08;557,910464325764
325093;2;2;08;70;36;48;1; ;1;1;2;36;1; ;7;1; ;.;2; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;30;30;6514;65;08;1132,8257227465
325094;2;2;08;70;8;48;1; ;1;1;2;8;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4500000;1;32;39;5511;55;08;512,910804353973
325098;2;2;08;70;230;48;1; ;1;1;2;312;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;19;19;6512;65;08;1050,20918291976
325102;2;3;08;70;7;48;1; ;2;2;2;56;1; ;4;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;53;5530;55;08;592,296200743178
325105;2;4;08;70;104;48;1; ;1;1;2;104;1; ;2;2;4; ;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5231;52;08;694,513204227863
325109;2;4;08;70;12;48;4; ;1;1;2;12;4; ;1;2;3; ;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;360000;1;95;93;4552;45;08;331,306253844723
325111;2;3;08;70;2;48;1; ;1;1;2;2;1; ;2;2;3; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;80000;1;45;45;1551;15;08;464,400805447305
325112;2;1;08;70;52;60;4; ;1;1;2;66;1; ;6;2;3; ;1; ;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;1;41;21;8012;80;08;569,69418543334
325122;2;4;08;70;2;48;1; ;1;1;2;2;1; ;3;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;250000;1;6000000;1;40;40;5223;52;08;352,172362484826
325131;2;5;08;70;16;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;03; ; ; ;08;710,903931041047
325139;2;2;08;70;76;48;3; ;1;1;2;104;3; ;1;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;08;514,900733903831
325141;2;5;08;70;78;48;1; ;1;1;2;78;1; ;4;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;45;5239;52;08;629,733710289671
325142;2;3;08;70;52;48;1; ;1;1;2;52;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5211;52;08;452,374792192751
325144;2;3;08;70;13;48;1; ;2;2;2;2;1; ;9;1; ;.;1; ;1; ;.; ; ; ;1; ; ; ; ; ; ;1;485000;1;3500000;1;33;45;1810;18;08;379,079835134871
325146;3;2;08;70;26;48;3; ;1;1;2;8;3; ;2;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;320000;1;54;55;9500;95;08;393,530872177787
325154;2;5;08;70;24;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;08;392,469028598566
