Directorio;Secuencia_p;Orden;Regis;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6290;P6290s1;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Clase;Dpto;Area;Fex_c_2011
328020;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1061,35180705277
328020;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1061,35180705277
328020;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1061,35180705277
328020;2;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1061,35180705277
328027;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23;23;84,9782292182304
328027;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;23;23;84,9782292182304
328027;2;3;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23;23;84,9782292182304
328027;2;4;50;4;4; ;2;2;2;2; ; ;1;2; ;1;2; ; ; ;1;23;23;84,9782292182304
328028;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23;23;121,922638876266
328029;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23;23;130,177242566703
328029;2;2;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23;23;130,177242566703
328029;2;3;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23;23;130,177242566703
328029;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23;23;130,177242566703
328029;2;5;50;5;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;23;23;130,177242566703
328029;2;6;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;23;23;130,177242566703
328030;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;23;23;102,961470369472
328030;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23;23;102,961470369472
328034;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;54;54;472,001471451603
328037;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;54;54;434,216573559072
328046;2;1;50;1;6;VISITANDO SUS FAMILIARES Y DESCANSANDO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;54;54;384,693118915989
328046;2;2;50;2;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;54;54;384,693118915989
328047;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;334,225539687159
328047;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;54;54;334,225539687159
328048;2;1;50;1;6;ACOMPAÑANDO A SU HIJA QUE ESTUVO INTERNA EN LA CLINICA;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;466,352956234428
328048;2;2;50;2;4;ESTUVO ACOMPAÑANDO A SU HIJA EN LA CLINICA POR ENFERMEDAD;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;466,352956234428
328049;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;54;54;440,799436588614
328049;2;2;50;2;6;DESCANSANDO;2;2;2;2; ; ;1;13;SE VA A PRESTAR EL SERVICIO MILITAR EN LA POLICIA NACIONAL.; ; ; ; ; ;1;54;54;440,799436588614
328049;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;54;54;440,799436588614
328049;3;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;440,799436588614
328049;3;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;440,799436588614
328050;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;359,98221545723
328050;2;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;54;54;359,98221545723
328050;2;3;50;3;6;DESCANSANDO Y VISITANDO SUS FAMILIARES;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;54;54;359,98221545723
328052;2;1;50;1;6;ESTUVO EN UN CONGRESO DE LA IGLESIA RELIGIOSA DONDE ASISTE;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;367,825456474647
328052;2;2;50;2;4; ;2;2;2;2; ; ;1;13;EMBARAZO; ; ; ; ; ;1;54;54;367,825456474647
328053;2;1;50;1;6;DESCANSAR;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;433,437664076474
328053;2;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;54;54;433,437664076474
328055;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;299,263810330499
328055;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;299,263810330499
328055;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;299,263810330499
328061;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;404,19027890999
328061;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;404,19027890999
328061;2;3;50;3;3; ;2;2;2;2; ; ;1;6; ;2; ;2; ; ;1;54;54;404,19027890999
328061;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;54;54;404,19027890999
328062;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;391,535686708723
328062;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;391,535686708723
328062;2;3;50;2;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;54;54;391,535686708723
328062;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;54;54;391,535686708723
328062;2;5;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;54;54;391,535686708723
328064;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;361,706980595925
328064;2;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;54;54;361,706980595925
328064;2;3;50;2;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;54;54;361,706980595925
328064;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;54;54;361,706980595925
328065;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;484,644555809139
328065;2;2;50;2;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;54;54;484,644555809139
328065;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;484,644555809139
328066;2;1;50;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;348,311956872467
328066;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;348,311956872467
328066;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;348,311956872467
328066;2;4;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;348,311956872467
328066;2;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;348,311956872467
328066;2;6;50;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;348,311956872467
328067;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;292,446616109724
328067;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54;54;292,446616109724
328081;2;1;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;888,637882038419
328081;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;888,637882038419
328082;2;1;50;1;6;LEER Y VER TV;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;857,13720012713
328082;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;857,13720012713
328082;2;3;50;3;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;857,13720012713
328082;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;857,13720012713
328083;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;961,194751527301
328084;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;640,475755936248
328085;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;949,803303425107
328085;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;949,803303425107
328085;2;5;50;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;949,803303425107
328085;2;6;50;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;949,803303425107
328086;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;742,974223487158
328086;2;2;50;2;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;742,974223487158
328087;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;802,053928481913
328088;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;724,156384254246
328088;2;2;50;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;05;05;724,156384254246
328088;2;3;50;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;05;05;724,156384254246
328088;2;4;50;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;05;05;724,156384254246
328088;2;5;50;5;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;05;05;724,156384254246
328088;2;6;50;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;724,156384254246
328090;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;751,369202858053
328090;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;751,369202858053
328090;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;751,369202858053
328091;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;731,58441614542
328092;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;891,802274624231
328092;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;891,802274624231
328092;2;3;50;3;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;05;05;891,802274624231
328092;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;891,802274624231
328092;2;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;891,802274624231
328093;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;673,307607177567
328093;2;2;50;2;3; ;2;2;2;2; ; ;1;3; ;1;2; ; ; ;1;05;05;673,307607177567
328093;3;1;50;1;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;05;05;673,307607177567
328094;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;731,58441614542
328095;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;908,419654301666
328095;2;2;50;2;4; ;2;2;2;2; ; ;1;13;AL ESPOSO NO LE GUSTA QUE ELLA TRABAJE; ; ; ; ; ;1;05;05;908,419654301666
328095;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;908,419654301666
328096;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;891,252355050733
328096;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;891,252355050733
328096;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;891,252355050733
328097;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;888,637882038419
328097;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;888,637882038419
328098;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;785,703801359919
328098;2;2;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;785,703801359919
328098;2;3;50;3;3; ;2;2;2;1;2; ; ; ; ; ; ; ; ;2;1;05;05;785,703801359919
328099;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;885,747628859128
328099;2;2;50;2;4; ;2;2;2;2; ; ;1;7; ;2; ;1;6;1;1;05;05;885,747628859128
328100;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1048,88840795265
328100;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1048,88840795265
328100;2;3;50;2;6;CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1048,88840795265
328100;2;4;50;4;6;CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1048,88840795265
328101;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;866,81548318031
328101;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;866,81548318031
328102;2;1;50;1;6;INCAPACITADO EN LA CASA;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;688,869892961227
328102;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;688,869892961227
328103;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;888,362101871442
328103;2;2;50;2;4; ;2;2;2;2; ; ;1;6; ;1;1; ;3;1;1;05;05;888,362101871442
328103;2;3;50;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;888,362101871442
328104;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;811,425912942361
328104;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;811,425912942361
328104;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;811,425912942361
328105;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1007,17467099859
328105;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1007,17467099859
328105;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1007,17467099859
328105;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1007,17467099859
328105;2;7;50;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1007,17467099859
328105;2;8;50;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1007,17467099859
328105;2;9;50;8;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1007,17467099859
328106;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;980,959686493803
328106;2;2;50;2;6;LEER,SALIR DE COMPRAS ,NATACION;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;980,959686493803
328106;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;980,959686493803
328106;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;980,959686493803
328106;2;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;980,959686493803
328106;2;6;50;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;980,959686493803
328108;2;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1491,7289533329
328108;2;2;50;2;3; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;1491,7289533329
328109;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;816,930639133965
328109;2;2;50;2;4; ;2;2;2;2; ; ;1;7; ;2; ;2; ; ;1;05;05;816,930639133965
328109;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;816,930639133965
328109;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;816,930639133965
328110;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;811,425912942361
328110;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;811,425912942361
328110;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;811,425912942361
328111;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;888,637882038419
328111;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;888,637882038419
328112;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;734,579244116263
328113;2;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;687,204298290681
328113;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;687,204298290681
328113;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;687,204298290681
328113;2;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;687,204298290681
328115;2;1;50;1;3; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;961,194751527301
328116;2;1;50;1;6;LEER  CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;860,024438857034
328116;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;860,024438857034
328116;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;860,024438857034
328117;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;763,031775917382
328117;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;763,031775917382
328118;2;1;50;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;888,637882038419
328118;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;888,637882038419
328119;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;740,359750474844
328120;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;842,857139606102
328120;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;842,857139606102
328120;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;842,857139606102
328121;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;899,647334421628
328121;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;899,647334421628
328121;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;899,647334421628
328121;2;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;899,647334421628
328122;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;885,3672739006
328122;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;885,3672739006
328122;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;885,3672739006
328126;2;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;429,303837282491
328127;2;1;50;1;6;ES PENSIONADO SE DEDICA A DESCANSAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;395,724743854065
328129;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;579,136610321256
328129;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;579,136610321256
328129;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;579,136610321256
328129;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;579,136610321256
328129;2;5;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;579,136610321256
328130;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;474,869692624878
328133;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;477,764390106408
328134;2;1;50;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;586,928728942899
328134;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;586,928728942899
328136;2;1;50;1;6;EN  EL  MEDICO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;2770,21429745653
328136;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2770,21429745653
328136;2;3;50;1;6;CON  LOS  AMIGOS;2;2;2;2; ; ;1;9; ; ; ; ; ; ;1;11;11;2770,21429745653
328137;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;5352,89086038855
328137;2;2;50;2;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;11;11;5352,89086038855
328137;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;5352,89086038855
328137;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;5352,89086038855
328137;2;5;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;5352,89086038855
328138;2;1;50;1;4; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;1;11;11;2413,06528637948
328138;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2413,06528637948
328139;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2414,40570165485
328139;2;2;50;2;6;ENFERMO;2;2;2;2; ; ;1;11; ; ; ; ; ; ;1;11;11;2414,40570165485
328139;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2414,40570165485
328140;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2728,17908214815
328140;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;2728,17908214815
328140;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2728,17908214815
328140;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2728,17908214815
328140;2;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2728,17908214815
328141;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;3061,81366352315
328141;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;3061,81366352315
328142;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;3339,74600983366
328142;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;3339,74600983366
328143;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2196,17665400953
328143;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2196,17665400953
328144;2;1;50;1;4; ;2;2;2;2; ; ;1;7; ;1;2; ; ; ;1;11;11;2553,36128187091
328144;2;2;50;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2553,36128187091
328144;2;4;50;1;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;11;11;2553,36128187091
328144;2;5;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;2553,36128187091
328145;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2551,51138626929
328145;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2551,51138626929
328146;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;1917,00041574829
328146;2;2;50;2;6;DESCANSAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;1917,00041574829
328147;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2550,30501131509
328150;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2480,22918281476
328150;2;2;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2480,22918281476
328150;2;4;50;4;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;2480,22918281476
328152;2;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;1918,2067907025
328152;3;1;50;1;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;11;11;1918,2067907025
328152;3;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;1918,2067907025
328153;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2447,1529482853
328153;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2447,1529482853
328153;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2447,1529482853
328154;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2604,73901175112
328154;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2604,73901175112
328154;2;4;50;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2604,73901175112
328154;2;5;50;5;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;11;11;2604,73901175112
328155;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2922,75064209894
328155;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2922,75064209894
328155;2;3;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;11;11;2922,75064209894
328155;3;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2922,75064209894
328155;3;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2922,75064209894
328156;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2351,34996756694
328157;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2983,28309356374
328157;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2983,28309356374
328157;3;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2983,28309356374
