Directorio;Secuencia_p;Orden;Regis;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7490;P7490s1;Clase;Dpto;Area;Fex_c_2011
323372;2;3;80;2; ; ; ; ; ; ; ; ; ;1;11;11;2258,49987668516
323374;2;3;80;2; ; ; ; ; ; ; ; ; ;1;11;11;2297,61374980791
323374;2;4;80;2; ; ; ; ; ; ; ; ; ;1;11;11;2297,61374980791
323374;2;5;80;2; ; ; ; ; ; ; ; ; ;1;11;11;2297,61374980791
323376;2;2;80;1;4;0; ;2; ; ; ; ; ;1;13;13;249,391490774672
323376;2;4;80;2; ; ; ; ; ; ; ; ; ;1;13;13;249,391490774672
323376;2;5;80;2; ; ; ; ; ; ; ; ; ;1;13;13;249,391490774672
323377;2;2;80;1;4;7; ;2; ; ; ; ; ;1;13;13;256,471736185107
323377;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;256,471736185107
323379;2;1;80;1;4;2; ;2; ; ; ; ; ;1;13;13;257,014982674462
323379;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;257,014982674462
323379;2;3;80;1;1;7; ;2; ; ; ; ; ;1;13;13;257,014982674462
323379;2;4;80;2; ; ; ; ; ; ; ; ; ;1;13;13;257,014982674462
323380;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;271,187395036681
323380;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;271,187395036681
323380;2;4;80;2; ; ; ; ; ; ; ; ; ;1;13;13;271,187395036681
323381;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;280,821812501185
323382;2;1;80;1;4;4; ;3; ; ; ; ; ;1;13;13;291,268025065337
323382;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;291,268025065337
323383;2;2;80;1;3;8;NO FUNCIONO EL NEGOCIO;2; ; ; ; ; ;1;13;13;503,362353392165
323387;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;236,837198696534
323387;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;236,837198696534
323389;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;584,941099620124
323389;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;584,941099620124
323391;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;268,045452832465
323391;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;268,045452832465
323394;2;1;80;1;3;0; ;2; ; ; ; ; ;1;13;13;273,342631806238
323394;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;273,342631806238
323394;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;273,342631806238
323394;2;4;80;1;4;4; ;2; ; ; ; ; ;1;13;13;273,342631806238
323394;2;5;80;1;4;2; ;2; ; ; ; ; ;1;13;13;273,342631806238
323397;2;1;80;1;2;4; ;3; ; ; ; ; ;1;13;13;252,916364979526
323397;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;252,916364979526
323397;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;252,916364979526
323399;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;475,058280981246
323411;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;268,025076675705
323412;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;230,593465076008
323414;2;1;80;1;4;4; ;3; ; ; ; ; ;1;15;15;101,716308331693
323414;2;2;80;2; ; ; ; ; ; ; ; ; ;1;15;15;101,716308331693
323414;3;2;80;1;4;2; ;2; ; ; ; ; ;1;15;15;101,716308331693
323421;2;1;80;1;4;2; ;2; ; ; ; ; ;1;15;15;80,3964522174054
323421;2;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;80,3964522174054
323425;2;1;80;1;4;4; ;3; ; ; ; ; ;1;15;15;71,8709061377054
323427;2;2;80;1;4;1; ;2; ; ; ; ; ;1;15;15;85,4154992089899
323427;2;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;85,4154992089899
323427;2;5;80;2; ; ; ; ; ; ; ; ; ;1;15;15;85,4154992089899
323429;2;2;80;1;4;2; ;2; ; ; ; ; ;1;15;15;67,2384788511529
323429;2;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;67,2384788511529
323429;2;4;80;2; ; ; ; ; ; ; ; ; ;1;15;15;67,2384788511529
323429;2;7;80;1;4;2; ;2; ; ; ; ; ;1;15;15;67,2384788511529
323429;2;8;80;2; ; ; ; ; ; ; ; ; ;1;15;15;67,2384788511529
323430;2;1;80;1;4;4; ;3; ; ; ; ; ;1;15;15;57,7642918329029
323430;2;2;80;2; ; ; ; ; ; ; ; ; ;1;15;15;57,7642918329029
323430;2;3;80;1;4;3; ;2; ; ; ; ; ;1;15;15;57,7642918329029
323431;2;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;103,251825794813
323431;3;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;103,251825794813
323433;2;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;125,185001980583
323434;2;6;80;2; ; ; ; ; ; ; ; ; ;1;15;15;106,695012118333
323435;2;1;80;1;4;2; ;2; ; ; ; ; ;1;15;15;78,8349933802066
323438;2;2;80;1;1;8;CAMBIO DE LUGAR DE RESIDENCIA;2; ; ; ; ; ;1;15;15;99,4514633120714
323438;2;4;80;1;1;2; ;2; ; ; ; ; ;1;15;15;99,4514633120714
323439;2;1;80;1;4;3; ;3; ; ; ; ; ;1;15;15;43,2916934449772
323439;2;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;43,2916934449772
323439;2;4;80;2; ; ; ; ; ; ; ; ; ;1;15;15;43,2916934449772
323440;2;1;80;1;4;4; ;3; ; ; ; ; ;1;15;15;75,2559539538472
323445;2;4;80;2; ; ; ; ; ; ; ; ; ;1;15;15;81,3342806082458
323445;2;5;80;2; ; ; ; ; ; ; ; ; ;1;15;15;81,3342806082458
323447;2;1;80;1;3;3; ;2; ; ; ; ; ;1;15;15;75,2559539538472
323447;2;2;80;2; ; ; ; ; ; ; ; ; ;1;15;15;75,2559539538472
323450;2;1;80;1;4;6; ;3; ; ; ; ; ;1;15;15;68,9804467565639
323456;2;1;80;1;3;4; ;3; ; ; ; ; ;1;15;15;55,0856747949838
323456;2;2;80;1;4;2; ;2; ; ; ; ; ;1;15;15;55,0856747949838
323456;2;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;55,0856747949838
323456;2;4;80;2; ; ; ; ; ; ; ; ; ;1;15;15;55,0856747949838
323460;2;2;80;1;1;2; ;2; ; ; ; ; ;1;15;15;109,327482454916
323461;2;1;80;1;2;3; ;9; ; ; ; ; ;1;15;15;68,9804467565639
323465;2;1;80;1;2;0; ;2; ; ; ; ; ;1;15;15;78,2273734126205
323466;2;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;101,295439330522
323468;2;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;105,011698143407
323470;2;1;80;1;4;1; ;2; ; ; ; ; ;1;15;15;101,002215224078
323472;2;1;80;2; ; ; ; ; ; ; ; ; ;1;15;15;71,1280492142595
323474;2;3;80;2; ; ; ; ; ; ; ; ; ;1;15;15;60,9280597184754
323474;2;4;80;1;4;6; ;2; ; ; ; ; ;1;15;15;60,9280597184754
323476;2;2;80;2; ; ; ; ; ; ; ; ; ;1;15;15;70,404686207237
323478;2;1;80;1;4;4; ;3; ; ; ; ; ;1;15;15;75,2559539538472
323478;2;2;80;1;4;2; ;2; ; ; ; ; ;1;15;15;75,2559539538472
323480;2;1;80;1;3;2; ;2; ; ; ; ; ;1;17;17;138,253252715591
323480;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;138,253252715591
323483;2;1;80;1;4;0; ;2; ; ; ; ; ;1;17;17;181,067595942159
323483;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;181,067595942159
323485;2;1;80;2; ; ; ; ; ; ; ; ; ;1;17;17;131,898020699565
323485;2;2;80;1;3;3; ;2; ; ; ; ; ;1;17;17;131,898020699565
323487;2;2;80;1;1;0; ;2; ; ; ; ; ;1;17;17;131,128479743248
323487;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;131,128479743248
323488;2;1;80;1;4;3; ;2; ; ; ; ; ;1;17;17;136,855735145494
323488;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;136,855735145494
323489;2;2;80;1;3;1; ;2; ; ; ; ; ;1;17;17;153,327204819022
323490;2;1;80;1;4;0; ;2; ; ; ; ; ;1;17;17;161,628422933956
323492;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;149,87643999747
323494;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;154,161297492034
323495;2;1;80;2; ; ; ; ; ; ; ; ; ;1;17;17;146,554470830525
323495;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;146,554470830525
323496;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;169,864503956152
323498;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;137,305707206639
323498;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;137,305707206639
323498;2;5;80;2; ; ; ; ; ; ; ; ; ;1;17;17;137,305707206639
323502;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;144,169869705806
323502;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;144,169869705806
323506;2;1;80;2; ; ; ; ; ; ; ; ; ;1;17;17;148,961919034201
323507;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;173,328463509621
323507;2;7;80;2; ; ; ; ; ; ; ; ; ;1;17;17;173,328463509621
323508;2;1;80;1;4;4; ;3; ; ; ; ; ;1;17;17;121,793206581541
323508;2;2;80;1;4;4; ;3; ; ; ; ; ;1;17;17;121,793206581541
323508;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;121,793206581541
323509;2;1;80;1;4;4; ;3; ; ; ; ; ;1;17;17;151,524458207411
323511;2;1;80;1;3;4; ;3; ; ; ; ; ;1;17;17;141,221020930315
323511;2;2;80;1;4;2; ;2; ; ; ; ; ;1;17;17;141,221020930315
323513;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;151,598268495613
323513;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;151,598268495613
323515;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;136,867158684973
323517;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;149,796011707213
323520;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;152,733436943225
323520;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;152,733436943225
323522;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;141,494303769067
323524;2;1;80;1;4;4; ;3; ; ; ; ; ;1;17;17;124,189231245739
323524;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;124,189231245739
323526;2;1;80;1;4;3; ;1;4;2; ;2; ;1;17;17;173,98366956186
323526;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;173,98366956186
323526;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;173,98366956186
323527;2;3;80;1;4;4; ;3; ; ; ; ; ;1;17;17;159,871121164089
323535;2;1;80;1;4;2; ;2; ; ; ; ; ;1;17;17;159,665480522193
323535;2;2;80;1;4;2; ;2; ; ; ; ; ;1;17;17;159,665480522193
323538;2;2;80;1;3;2; ;2; ; ; ; ; ;1;17;17;140,233447552481
323538;2;5;80;2; ; ; ; ; ; ; ; ; ;1;17;17;140,233447552481
323538;2;6;80;2; ; ; ; ; ; ; ; ; ;1;17;17;140,233447552481
323540;2;1;80;1;4;2; ;2; ; ; ; ; ;1;17;17;141,82572252238
323541;2;3;80;1;1;1; ;2; ; ; ; ; ;1;17;17;146,806219167217
323541;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;146,806219167217
323542;2;1;80;2; ; ; ; ; ; ; ; ; ;1;17;17;129,159218622625
323544;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;159,682827963309
323544;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;159,682827963309
323546;2;1;80;2; ; ; ; ; ; ; ; ; ;1;17;17;141,575221882536
323546;2;6;80;2; ; ; ; ; ; ; ; ; ;1;17;17;141,575221882536
323549;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;179,002990031274
323552;2;1;80;2; ; ; ; ; ; ; ; ; ;1;17;17;131,721757795834
323552;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;131,721757795834
323556;2;1;80;1;2;1; ;2; ; ; ; ; ;1;17;17;145,676613618726
323556;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;145,676613618726
323556;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;145,676613618726
323558;2;1;80;2; ; ; ; ; ; ; ; ; ;1;17;17;161,994302687913
323562;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;179,264849330548
323562;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;179,264849330548
323563;2;2;80;1;2;7; ;2; ; ; ; ; ;1;17;17;147,993265095601
323564;2;1;80;1;4;4; ;3; ; ; ; ; ;1;17;17;146,554470830525
323564;2;2;80;1;4;4; ;3; ; ; ; ; ;1;17;17;146,554470830525
323565;2;1;80;2; ; ; ; ; ; ; ; ; ;1;17;17;141,82572252238
323566;2;1;80;1;2;1; ;2; ; ; ; ; ;1;17;17;177,952955879074
323566;2;2;80;1;3;1; ;2; ; ; ; ; ;1;17;17;177,952955879074
323567;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;157,549468313505
323569;2;1;80;1;4;4; ;3; ; ; ; ; ;1;17;17;149,569646489037
323569;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;149,569646489037
323569;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;149,569646489037
323569;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;149,569646489037
323570;2;2;80;1;4;0; ;2; ; ; ; ; ;1;17;17;143,991931657315
323570;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;143,991931657315
323572;2;1;80;2; ; ; ; ; ; ; ; ; ;1;17;17;141,82572252238
323574;2;2;80;1;4;2; ;2; ; ; ; ; ;1;17;17;157,692490603843
323576;2;1;80;1;4;4; ;3; ; ; ; ; ;1;17;17;142,888162593189
323576;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;142,888162593189
323577;2;1;80;1;2;5; ;2; ; ; ; ; ;1;17;17;180,919982333085
323577;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;180,919982333085
323578;2;2;80;1;4;3; ;2; ; ; ; ; ;1;17;17;161,622891346863
323578;2;3;80;2; ; ; ; ; ; ; ; ; ;1;17;17;161,622891346863
323578;2;4;80;2; ; ; ; ; ; ; ; ; ;1;17;17;161,622891346863
323580;2;1;80;1;4;4; ;3; ; ; ; ; ;1;17;17;139,199882328919
323580;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;139,199882328919
323580;2;5;80;2; ; ; ; ; ; ; ; ; ;1;17;17;139,199882328919
323581;2;3;80;1;2;3; ;2; ; ; ; ; ;1;17;17;121,62669207253
323582;2;2;80;2; ; ; ; ; ; ; ; ; ;1;17;17;143,991931657315
323582;2;3;80;1;3;7; ;2; ; ; ; ; ;1;17;17;143,991931657315
323583;2;1;80;1;4;4; ;3; ; ; ; ; ;1;17;17;138,253252715591
323583;2;2;80;1;4;2; ;2; ; ; ; ; ;1;17;17;138,253252715591
323586;2;2;80;2; ; ; ; ; ; ; ; ; ;1;18;18;70,5621494268655
323587;2;2;80;2; ; ; ; ; ; ; ; ; ;1;18;18;80,8748924278171
323587;2;3;80;2; ; ; ; ; ; ; ; ; ;1;18;18;80,8748924278171
323588;2;4;80;2; ; ; ; ; ; ; ; ; ;1;18;18;99,0223894400522
323589;2;1;80;1;3;4; ;3; ; ; ; ; ;1;18;18;59,1396935879457
323589;2;2;80;1;4;2; ;2; ; ; ; ; ;1;18;18;59,1396935879457
323590;2;1;80;1;4;4; ;3; ; ; ; ; ;1;18;18;53,3925224885456
323590;2;2;80;2; ; ; ; ; ; ; ; ; ;1;18;18;53,3925224885456
323590;2;3;80;1;3;2; ;2; ; ; ; ; ;1;18;18;53,3925224885456
323590;2;4;80;1;4;2; ;2; ; ; ; ; ;1;18;18;53,3925224885456
323590;2;5;80;1;4;3; ;2; ; ; ; ; ;1;18;18;53,3925224885456
323594;2;3;80;2; ; ; ; ; ; ; ; ; ;1;18;18;72,2325882770542
323594;2;4;80;2; ; ; ; ; ; ; ; ; ;1;18;18;72,2325882770542
323594;2;5;80;2; ; ; ; ; ; ; ; ; ;1;18;18;72,2325882770542
323597;2;2;80;1;1;2; ;2; ; ; ; ; ;1;18;18;99,0223894400522
323597;2;3;80;1;2;1; ;2; ; ; ; ; ;1;18;18;99,0223894400522
323597;2;4;80;2; ; ; ; ; ; ; ; ; ;1;18;18;99,0223894400522
323600;2;4;80;2; ; ; ; ; ; ; ; ; ;1;18;18;73,0419386703717
323607;2;1;80;1;3;2; ;2; ; ; ; ; ;1;18;18;90,948642368758
323609;2;3;80;2; ; ; ; ; ; ; ; ; ;1;18;18;66,9347732045368
323615;2;4;80;1;4;5; ;2; ; ; ; ; ;1;18;18;42,8898731232401
323619;2;2;80;1;2;6; ;2; ; ; ; ; ;1;18;18;68,8489454882845
323619;2;3;80;2; ; ; ; ; ; ; ; ; ;1;18;18;68,8489454882845
323624;2;2;80;2; ; ; ; ; ; ; ; ; ;1;18;18;47,4185045538414
323626;2;1;80;1;3;1; ;2; ; ; ; ; ;1;18;18;73,1383825035238
323626;2;2;80;1;1;6; ;2; ; ; ; ; ;1;18;18;73,1383825035238
323630;2;1;80;1;2;2; ;2; ; ; ; ; ;1;18;18;79,6475009094798
323630;2;2;80;2; ; ; ; ; ; ; ; ; ;1;18;18;79,6475009094798
323631;2;2;80;2; ; ; ; ; ; ; ; ; ;1;18;18;70,3692617605611
323631;2;4;80;2; ; ; ; ; ; ; ; ; ;1;18;18;70,3692617605611
323631;2;5;80;1;1;7; ;2; ; ; ; ; ;1;18;18;70,3692617605611
323631;2;6;80;2; ; ; ; ; ; ; ; ; ;1;18;18;70,3692617605611
323635;2;2;80;2; ; ; ; ; ; ; ; ; ;1;18;18;36,0484580366333
323635;2;5;80;2; ; ; ; ; ; ; ; ; ;1;18;18;36,0484580366333
323637;2;1;80;1;1;8;TERMINARON DE  CULTIVOS ILICITOS Y SE QUEDARON SIN TRABAJO;2; ; ; ; ; ;1;18;18;81,9953541733805
323637;2;2;80;2; ; ; ; ; ; ; ; ; ;1;18;18;81,9953541733805
323638;2;4;80;1;2;2; ;2; ; ; ; ; ;1;19;19;77,5802182304497
323638;2;6;80;2; ; ; ; ; ; ; ; ; ;1;19;19;77,5802182304497
323638;2;9;80;2; ; ; ; ; ; ; ; ; ;1;19;19;77,5802182304497
323638;2;10;80;2; ; ; ; ; ; ; ; ; ;1;19;19;77,5802182304497
323642;2;2;80;1;4;6; ;2; ; ; ; ; ;1;19;19;112,384898445837
323642;2;4;80;2; ; ; ; ; ; ; ; ; ;1;19;19;112,384898445837
323642;2;5;80;2; ; ; ; ; ; ; ; ; ;1;19;19;112,384898445837
323645;2;1;80;1;4;3; ;2; ; ; ; ; ;1;19;19;90,82684058356
323647;2;2;80;2; ; ; ; ; ; ; ; ; ;1;19;19;88,085023330906
323648;2;1;80;1;3;2; ;2; ; ; ; ; ;1;19;19;88,6066607565973
323650;2;2;80;1;4;2; ;2; ; ; ; ; ;1;19;19;107,412338390301
323653;2;4;80;2; ; ; ; ; ; ; ; ; ;1;19;19;114,6050782728
323661;2;3;80;2; ; ; ; ; ; ; ; ; ;1;19;19;109,557817127241
323661;2;4;80;2; ; ; ; ; ; ; ; ; ;1;19;19;109,557817127241
323663;2;6;80;2; ; ; ; ; ; ; ; ; ;1;19;19;46,7710513033412
323663;2;7;80;1;3;7; ;1;1;2; ;2; ;1;19;19;46,7710513033412
323666;2;4;80;2; ; ; ; ; ; ; ; ; ;1;19;19;109,557817127241
323668;2;2;80;1;4;3; ;2; ; ; ; ; ;1;19;19;81,4352688174251
323677;3;3;80;2; ; ; ; ; ; ; ; ; ;1;19;19;119,168284877239
323695;2;3;80;2; ; ; ; ; ; ; ; ; ;1;19;19;114,567960067349
323697;2;3;80;2; ; ; ; ; ; ; ; ; ;1;19;19;105,298049093621
323700;2;1;80;2; ; ; ; ; ; ; ; ; ;1;19;19;69,5461346271711
323701;2;2;80;2; ; ; ; ; ; ; ; ; ;1;19;19;67,2021746059723
323705;2;2;80;1;3;2; ;2; ; ; ; ; ;1;20;20;44,1102937927577
323707;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;35,3194135204132
323707;2;3;80;2; ; ; ; ; ; ; ; ; ;1;20;20;35,3194135204132
323708;2;1;80;1;3;3; ;2; ; ; ; ; ;1;20;20;22,5810034020252
323708;2;2;80;1;3;3; ;2; ; ; ; ; ;1;20;20;22,5810034020252
323712;2;1;80;1;4;4; ;3; ; ; ; ; ;1;20;20;107,591482064644
323712;2;5;80;2; ; ; ; ; ; ; ; ; ;1;20;20;107,591482064644
323712;2;6;80;1;3;1; ;2; ; ; ; ; ;1;20;20;107,591482064644
323715;2;3;80;2; ; ; ; ; ; ; ; ; ;1;20;20;136,602617962306
323715;2;4;80;2; ; ; ; ; ; ; ; ; ;1;20;20;136,602617962306
323715;2;5;80;2; ; ; ; ; ; ; ; ; ;1;20;20;136,602617962306
323715;2;6;80;2; ; ; ; ; ; ; ; ; ;1;20;20;136,602617962306
323718;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;96,7565915356198
323720;2;1;80;2; ; ; ; ; ; ; ; ; ;1;20;20;51,0601792328212
323720;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;51,0601792328212
323720;2;3;80;2; ; ; ; ; ; ; ; ; ;1;20;20;51,0601792328212
323724;2;1;80;1;4;2; ;2; ; ; ; ; ;1;20;20;29,5261784805836
323730;2;1;80;2; ; ; ; ; ; ; ; ; ;1;20;20;24,955320383384
323730;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;24,955320383384
323732;2;2;80;1;2;2; ;2; ; ; ; ; ;1;20;20;36,4842748680904
323732;2;3;80;2; ; ; ; ; ; ; ; ; ;1;20;20;36,4842748680904
323732;2;4;80;2; ; ; ; ; ; ; ; ; ;1;20;20;36,4842748680904
323732;2;6;80;1;1;3; ;2; ; ; ; ; ;1;20;20;36,4842748680904
323734;2;1;80;2; ; ; ; ; ; ; ; ; ;1;20;20;36,2997533765051
323734;2;3;80;2; ; ; ; ; ; ; ; ; ;1;20;20;36,2997533765051
323734;2;4;80;2; ; ; ; ; ; ; ; ; ;1;20;20;36,2997533765051
323735;2;1;80;1;4;2; ;2; ; ; ; ; ;1;20;20;86,3926312520793
323737;2;1;80;2; ; ; ; ; ; ; ; ; ;1;20;20;43,8642651373107
323738;2;4;80;2; ; ; ; ; ; ; ; ; ;1;20;20;38,7341691579592
323738;2;5;80;2; ; ; ; ; ; ; ; ; ;1;20;20;38,7341691579592
323742;2;1;80;2; ; ; ; ; ; ; ; ; ;1;20;20;128,61970510649
323742;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;128,61970510649
323745;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;44,3872117883612
323747;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;25,3870707118809
323750;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;80,6194708168747
323751;2;2;80;1;1;2; ;2; ; ; ; ; ;1;20;20;125,447399602296
323751;2;8;80;2; ; ; ; ; ; ; ; ; ;1;20;20;125,447399602296
323755;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;106,271636259166
323757;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;119,999492955097
323764;2;1;80;1;4;3; ;2; ; ; ; ; ;1;20;20;115,98731907672
323768;2;3;80;2; ; ; ; ; ; ; ; ; ;1;20;20;127,197468013931
323768;2;4;80;2; ; ; ; ; ; ; ; ; ;1;20;20;127,197468013931
323770;2;1;80;1;4;3; ;2; ; ; ; ; ;1;20;20;222,858168111259
323770;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;222,858168111259
323770;2;3;80;2; ; ; ; ; ; ; ; ; ;1;20;20;222,858168111259
323770;2;4;80;2; ; ; ; ; ; ; ; ; ;1;20;20;222,858168111259
323773;2;3;80;2; ; ; ; ; ; ; ; ; ;1;20;20;111,343786188634
323779;2;3;80;1;1;1; ;2; ; ; ; ; ;1;20;20;110,607487486212
323782;2;2;80;1;4;2; ;2; ; ; ; ; ;1;20;20;244,943550653055
323783;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;113,192140311209
323785;2;4;80;2; ; ; ; ; ; ; ; ; ;1;20;20;110,041788786906
323788;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;112,080084891056
323793;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;110,231730768481
323795;2;2;80;2; ; ; ; ; ; ; ; ; ;1;20;20;144,240428609771
323795;2;3;80;2; ; ; ; ; ; ; ; ; ;1;20;20;144,240428609771
