DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S2,P5210S20,P5210S21,P5210S22,P5210S24,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5220,P5220S1,P6006,P6007,P6007S1,P6008,HOGAR,P4000,P4010,P4020,P4030S1,P4030S2,P4030S3,P4030S4,P4030S5,P4030S1A1,P4030S4A1,P4040,REGIS,AREA,MES,DPTO,ORDEN,fex_c_2011
2776179,1,4,2,1,1,1,1,1,3,3,,,,,300000,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,4,2,2,,4,1,2,1,2,1,1,1,1,1,2,3,1,1,73,9,73,1,301.092.367.357.333
2776180,1,4,3,1,1,1,1,1,3,2,,200000,30000000,250000,,1,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,,2,2,,6,1,1,1,2,1,1,1,1,1,2,3,2,1,73,9,73,1,19.862.385.421.784
2776182,1,4,1,1,1,1,1,1,3,2,,500000,40000000,250000,,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,4,1,1,1,1,1,2,3,2,1,73,9,73,1,21.315.662.880.928
2776183,1,3,1,1,1,1,1,1,3,3,,,,,260000,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,,2,1,1,1,4,1,1,1,1,1,2,3,2,1,73,9,73,1,258.662.464.241.598
2776184,1,4,1,1,1,1,1,6,,3,,,,,400000,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,,1,1,1,1,4,1,1,1,1,1,3,2,1,1,66,9,66,1,226.415.749.076.847
2776186,1,3,2,1,1,1,1,1,4,3,,,,,260000,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,3,2,2,,4,1,2,1,4,1,2,1,1,1,2,2,1,1,66,9,66,1,261.303.102.207.151
2776188,1,4,1,1,1,1,1,1,4,1,,,90000000,500000,,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,,1,1,1,1,4,1,2,1,1,1,3,3,1,1,66,9,66,1,235.913.832.223.691
2776190,1,3,2,1,1,1,1,1,3,1,,,25000000,150000,,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,,3,1,2,1,4,1,1,1,1,1,2,2,1,1,66,9,66,1,733.085.791.978.603
2776191,1,3,1,3,1,1,1,1,3,1,,,30000000,200000,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,2,,4,1,2,1,2,1,1,2,1,1,1,1,1,1,66,9,66,1,828.546.960.709.166
2776192,1,4,3,1,1,1,1,1,3,1,,,60000000,300000,,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,,4,1,1,1,4,1,1,1,1,1,3,2,1,1,66,9,66,1,190.947.361.930.705
2776194,1,4,2,1,1,1,1,1,3,3,,,,,210000,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,2,2,,3,1,2,1,4,1,1,1,1,1,3,2,1,1,66,9,66,1,228.409.514.839.033
2776195,1,3,1,1,1,1,1,1,4,3,,,,,170000,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,,2,1,2,1,4,1,2,1,1,1,3,2,1,1,66,9,66,1,213.805.727.700.624
2776196,1,4,2,1,1,1,1,1,3,1,,,200000000,700000,,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,,2,1,2,1,4,1,1,1,1,1,4,3,1,1,66,9,66,1,208.540.650.318.147
2776197,1,2,2,1,1,1,1,1,3,1,,,20000000,200000,,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,,6,1,2,1,3,1,1,1,1,1,1,2,1,1,66,9,66,1,527.947.213.358.279
2776198,1,3,2,1,1,1,1,1,3,1,,,15000000,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,2,,3,1,1,1,2,1,1,1,1,1,1,2,1,1,66,9,66,1,543.502.405.237.813
2776199,1,4,3,1,1,1,1,1,3,1,,,45000000,250000,,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,,4,1,1,1,2,1,1,1,1,1,1,2,1,1,66,9,66,1,776.897.153.393.831
2776200,1,4,1,1,1,1,1,1,3,4,,,,350000,,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,,2,1,2,1,6,1,1,1,1,1,4,3,1,1,66,9,66,1,208.540.650.318.147
2776201,1,5,1,1,1,1,1,1,3,1,,,90000000,600000,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,,2,1,1,1,4,1,1,1,1,1,4,2,1,1,66,9,66,1,208.540.650.318.147
2776202,1,2,1,1,1,1,1,1,4,3,,,,,150000,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,,3,1,1,1,6,1,2,1,1,1,1,2,1,1,66,9,66,1,53.337.032.815.229
2776203,1,2,2,1,1,1,1,1,4,3,,,,,190000,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,3,1,2,1,2,1,2,1,1,1,1,2,1,1,66,9,66,1,736.603.057.052.641
2776204,1,3,1,1,1,1,1,6,,1,,,60000000,300000,,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,,1,1,2,1,4,1,1,1,1,1,3,2,1,1,66,9,66,1,226.415.749.076.847
2776205,1,3,2,1,1,1,1,1,3,3,,,,,250000,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,2,2,,4,1,2,1,4,1,1,1,1,1,3,2,1,1,66,9,66,1,234.089.293.692.519
2776206,1,5,3,1,1,1,1,1,3,1,,,130000000,1200000,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,,2,1,2,1,6,1,1,1,1,1,5,3,1,1,11,9,11,1,240.180.037.014.861
2776207,1,4,2,1,1,1,1,1,3,3,,,,,260000,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,,4,1,2,1,4,1,1,1,1,1,3,2,1,1,66,9,66,1,2.494.676.346.511
2776208,1,2,1,1,1,1,1,1,4,3,,,,,250000,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,3,2,2,,3,1,2,1,4,1,2,1,1,1,3,2,1,1,66,9,66,1,172.816.935.091.908
2776209,1,5,3,1,1,1,1,1,3,3,,,,,550000,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,3,2,2,,6,1,1,1,4,1,1,1,1,1,3,2,1,1,66,9,66,1,20.084.199.495.835
2776217,1,3,2,2,1,1,1,5,4,5,,,,200000,,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,3,2,2,,4,1,1,1,2,1,2,2,1,1,1,3,1,1,23,9,23,1,109.667.676.960.948
2776218,1,2,1,6,,2,7,1,4,5,,,,50000,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,3,1,2,5,1,1,2,2,2,2,1,,,1,23,9,23,1,144.759.983.438.924
2776220,1,2,1,6,,2,7,1,4,5,,,,60000,,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,,3,1,1,5,2,1,2,2,2,2,1,,,1,23,9,23,1,134.494.818.319.241
2776221,1,2,1,6,,2,7,2,1,5,,,,100000,,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,,3,1,1,5,1,1,2,2,2,2,1,,,1,23,9,23,1,156.241.388.863.401
2776222,1,3,2,2,1,1,1,1,3,4,,,,200000,,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,,4,1,2,1,2,1,1,2,1,1,1,3,1,1,23,9,23,1,153.216.039.942.589
2776225,1,3,2,2,1,1,1,1,3,4,,,,300000,,2,2,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,3,2,2,,3,1,1,1,2,1,1,2,1,1,1,3,1,1,23,9,23,1,15.340.837.122.746
2776226,1,3,2,1,1,1,1,1,3,1,,,50000000,200000,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,2,2,,2,1,1,1,2,1,1,1,1,1,3,2,1,1,17,9,17,1,176.382.430.602.611
2776227,1,4,2,1,1,1,1,1,3,2,,172500,50000000,200000,,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,,3,1,1,1,4,1,1,1,1,1,2,2,1,1,17,9,17,1,163.189.874.206.499
2776228,1,4,1,1,1,1,1,1,3,1,,,150000000,250000,,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,,1,1,2,1,6,1,1,1,1,1,3,2,1,1,17,9,17,1,176.515.283.987.863
2776229,1,3,2,1,1,1,1,1,4,4,,,,300000,,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,,3,1,2,1,4,1,2,1,1,1,3,2,1,1,17,9,17,1,171.894.576.201.675
2776230,1,6,3,1,2,1,1,1,3,1,,,50000000,350000,,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,4,2,2,,5,1,1,1,6,1,1,1,1,1,3,2,1,1,17,9,17,1,158.564.711.915.648
2776231,1,4,3,1,1,1,1,1,3,4,,,,300000,,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,3,1,1,1,2,1,1,1,1,1,3,2,1,1,17,9,17,1,175.255.783.182.379
2776232,1,5,2,1,1,1,1,1,3,1,,,25000000,300000,,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,,3,1,1,1,6,1,1,1,1,1,2,2,1,1,17,9,17,1,169.964.159.010.074
2776233,1,5,3,1,1,1,1,1,3,1,,,80000000,350000,,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,5,2,2,,5,1,1,1,6,1,1,1,1,1,2,2,1,1,17,9,17,1,204.799.651.086.905
2776234,1,5,1,1,1,1,1,1,3,1,,,100000000,300000,,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,,1,1,2,1,4,1,1,1,1,1,2,2,1,1,17,9,17,1,174.096.000.199.973
2776235,1,3,2,1,1,1,1,1,3,3,,,,,300000,1,2,1,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,,2,1,2,1,4,1,1,1,1,1,3,2,1,1,17,9,17,1,155.414.298.851.411
2776236,1,3,2,1,1,1,1,1,3,1,,,90000000,400000,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,,3,1,1,1,4,1,1,1,1,1,3,2,1,1,17,9,17,1,149.984.521.257.661
2776237,1,4,1,1,1,1,1,1,3,3,,,,,280000,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,,2,1,1,1,4,1,1,1,1,1,3,2,1,1,17,9,17,1,194.874.953.219.092
2776248,1,3,1,1,1,1,1,1,3,1,,,60000000,300000,,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,,2,1,2,1,4,1,1,1,1,1,2,2,1,1,17,9,17,1,143.348.389.875.531
2776249,1,5,2,1,1,1,1,1,3,1,,,100000000,350000,,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,,3,1,1,1,4,1,1,1,1,1,2,2,1,1,17,9,17,1,165.536.439.602.251
2776250,1,4,2,1,1,1,1,1,3,1,,,75000000,250000,,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,3,2,2,,5,1,2,1,4,1,1,1,1,1,2,2,1,1,17,9,17,1,158.985.314.624.461
2776251,1,4,2,1,1,1,1,1,3,1,,,60000000,300000,,1,2,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,3,2,2,,5,1,2,1,3,1,1,1,1,1,3,2,1,1,17,9,17,1,205.214.953.759.525
2776252,1,5,2,1,1,1,1,1,3,3,,,,,300000,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,,3,1,1,1,4,1,1,1,1,1,3,2,1,1,17,9,17,1,155.281.445.466.159
2776253,1,5,3,1,1,1,1,1,3,3,,,,,200000,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,,6,1,1,1,2,1,1,1,1,1,3,2,1,1,17,9,17,1,22.021.341.601.005
2776254,1,2,2,1,1,1,1,1,3,4,,,,300000,,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,5,2,2,,5,1,2,4,3,1,1,1,1,1,3,2,1,1,17,9,17,1,153.033.450.661.886
2776255,1,4,3,1,1,1,1,1,3,3,,,,,250000,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,7,2,2,,9,1,2,4,3,1,1,1,1,1,3,2,1,1,17,9,17,1,176.492.521.571.879
2776256,1,7,6,1,1,1,1,1,3,3,,,,,600000,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,4,2,2,,8,1,2,1,4,1,1,1,1,1,2,2,1,1,17,9,17,1,222.439.711.419.575
2776257,1,1,1,1,1,1,1,1,3,1,,,70000000,150000,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,,2,2,,1,1,2,1,2,1,1,1,1,1,2,2,1,1,17,9,17,1,176.515.283.987.863
2776258,1,1,1,1,2,1,1,6,,3,,,,,70000,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,3,1,2,1,2,1,1,1,2,2,1,1,17,9,17,1,165.391.298.204.796
2776259,1,2,1,1,1,1,1,1,3,3,,,,,250000,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,,2,1,2,1,2,1,1,1,1,1,2,2,1,1,17,9,17,1,155.414.298.851.411
2776262,1,4,1,1,1,1,1,1,3,3,,,,,350000,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,,1,1,2,4,4,1,1,1,1,1,3,2,1,1,17,9,17,1,176.515.283.987.863
2776263,1,4,2,1,1,1,1,1,3,3,,,,,400000,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,,3,1,2,4,6,1,1,1,1,1,3,2,1,1,17,9,17,1,143.626.384.658.237
2776264,1,6,3,1,1,1,1,1,3,3,,,,,250000,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,3,2,2,,4,1,2,4,6,1,1,1,1,1,3,2,1,1,17,9,17,1,172.699.191.504.574
2776265,1,6,2,1,1,1,1,1,3,2,,45000,90000000,450000,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,3,2,2,,4,1,1,1,4,1,1,1,1,1,2,2,1,1,17,9,17,1,160.060.091.202.526
2776266,1,5,2,1,1,1,1,1,3,3,,,,,480000,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,,3,1,2,1,4,1,1,1,1,1,3,2,1,1,17,9,17,1,171.894.576.201.675
2776267,1,3,2,1,1,1,1,1,3,1,,,70000000,450000,,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,,4,1,2,1,2,1,1,1,1,1,2,2,1,1,17,9,17,1,175.122.929.797.127
2776268,1,4,3,1,1,1,1,1,3,3,,,,,400000,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,3,2,2,,4,1,2,4,3,1,1,1,1,1,3,2,1,1,17,9,17,1,200.504.785.064.334
2776313,1,4,1,1,1,1,1,6,,1,,,120000000,650000,,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,,1,1,2,1,4,1,1,1,1,1,4,3,1,1,68,9,68,1,461.408.896.798.016
2776317,1,4,3,1,2,1,1,1,3,1,,,120000000,600000,,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,3,2,2,,5,1,1,1,4,1,1,1,1,1,2,3,1,1,68,9,68,1,561.883.849.743.191
2776317,2,1,1,1,2,1,1,1,3,4,,,,150000,,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,,3,2,,,,,,,,,,,1,1,68,9,68,1,561.883.849.743.191
2776318,1,3,2,1,1,1,1,1,3,3,,,,,650000,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,,3,1,2,1,4,1,1,1,1,1,2,3,1,1,68,9,68,1,493.806.321.715.471
2776321,1,5,4,1,1,1,1,1,3,1,,,150000000,600000,,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,3,2,2,,6,1,1,1,4,1,1,1,1,1,2,3,1,1,68,9,68,1,429.325.618.875.138
2776322,1,5,2,1,1,1,1,1,3,1,,,100000000,500000,,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,,4,1,1,1,4,1,1,1,1,1,2,3,1,1,68,9,68,1,439.622.204.421.591
2776326,1,6,2,1,1,1,1,1,3,1,,,140000000,600000,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,4,1,1,1,1,1,3,3,1,1,68,9,68,1,420.913.581.133.485
2776327,1,6,3,1,1,1,1,1,3,2,,120000,160000000,600000,,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,3,2,2,,4,1,1,1,4,1,1,1,1,1,3,3,1,1,68,9,68,1,403.656.796.838.513
2776328,1,5,2,1,1,1,1,1,3,1,,,150000000,500000,,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,,3,1,1,1,4,1,1,1,1,1,3,3,1,1,68,9,68,1,40.613.740.466.876
2776329,1,5,3,1,1,1,1,1,3,1,,,85000000,500000,,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,2,2,,4,1,1,1,4,1,1,1,1,1,3,3,1,1,68,9,68,1,417.873.809.135.872
2776330,1,5,3,1,1,1,1,1,3,1,,,85000000,650000,,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,,4,1,1,1,4,1,1,1,1,1,3,3,1,1,68,9,68,1,505.171.348.872.914
2776368,1,6,4,1,1,1,1,1,3,1,,,98,300000,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,,2,2,,4,1,2,1,2,1,1,1,1,1,2,3,2,1,76,9,76,1,772.903.296.483.749
2776369,1,4,2,1,2,1,1,1,3,1,,,99,400000,,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,,2,1,2,1,4,1,1,1,1,1,2,3,1,1,76,9,76,1,923.599.216.304.901
2776369,2,2,1,1,2,1,1,1,3,3,,,,,160000,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,,2,2,,,,,,,,,,,1,1,76,9,76,1,923.599.216.304.901
2776370,1,3,2,1,1,1,1,1,3,3,,,,,100000,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,,3,1,2,1,4,1,1,1,1,1,2,3,1,1,76,9,76,1,107.821.831.265.304
2776371,1,6,1,1,1,1,1,1,3,1,,,180000000,450000,,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,,2,2,,1,1,2,1,4,1,1,1,1,1,3,3,1,1,76,9,76,1,103.684.937.714.689
2776372,1,3,2,1,1,1,1,6,,1,,,35000000,180000,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,,1,1,2,1,2,1,1,1,1,1,1,3,1,1,76,9,76,1,103.684.937.714.689
2776373,1,3,1,1,1,1,1,1,1,3,,,,,250000,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,,3,1,1,1,2,1,2,1,1,1,1,1,1,1,76,9,76,1,10.404.223.442.743
