DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2781493,1,1,1,70,2,3,60,8,,2,3,4,,1,1,,,,,,,,,,1,,1,120000,2,62,62,1,1,1,114,9,63,116.206.578.790.221
2781524,1,2,1,70,2,12,25,3,,2,130,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,9,63,241.898.736.989.512
2785174,1,1,1,70,2,2,50,4,,2,2,4,,1,1,,,,,,,,,,1,,1,162000,2,61,97,63,1,1,6310,9,63,189.421.166.851.131
2785177,1,6,1,70,2,4,50,1,,2,4,4,,1,1,,,,,,,,,,1,,1,100000,2,39,55,74,1,1,7493,9,63,227.055.191.822.642
2785212,1,2,1,70,2,180,48,1,,2,300,4,,1,2,,,,,,,,,,1,,2,,2,79,79,17,1,2,1741,9,63,147.132.737.172.802
2785212,1,3,1,70,2,108,16,1,,1,,,.,,,.,.,,,,,,,,,.,,,,59,,,1,2,,9,63,147.132.737.172.802
2785231,1,4,1,70,2,32,45,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,9,63,220.490.400.025.141
2785240,1,3,1,70,2,10,20,1,,2,32,1,,2,5,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,9,63,113.637.537.538.378
2785240,1,4,1,70,2,12,48,1,,2,32,1,,2,5,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,9,63,113.637.537.538.378
2785241,1,2,1,70,2,12,50,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,55,55,74,1,1,7493,9,63,967.401.534.622.415
2788040,1,1,1,70,2,60,60,4,,2,70,6,,2,1,,,,,,,,,,1,,2,,2,41,62,1,1,2,121,9,73,165.828.258.472.855
2788043,1,2,1,70,2,20,40,1,,2,2,8,,4,1,,,,,,,,,,1,,1,400000,2,62,62,1,1,2,115,9,73,303.674.424.777.155
