DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2776150,1,2,1,70,54,12,40,2,,2,12,1,,9,2,,,,,,,,,,1,,2,,2,19,21,75,1,1,7530,9,54,317.429.917.527.457
2776157,1,3,1,70,54,28,48,4,,2,1,1,,2,1,,,,,,,,,,1,,1,250000,2,95,95,36,1,2,3611,9,54,384.911.366.226.543
2776162,1,3,1,70,73,2,48,1,,2,104,1,,4,4,,,,,,,,,,1,,2,,2,33,33,52,1,1,5244,9,73,260.711.640.249.297
2776174,1,3,1,70,73,52,60,1,,2,52,1,,9,7,,,,,,,,,,1,,2,,2,33,38,64,1,2,6422,9,73,222.898.193.145.836
2776177,1,2,1,70,73,4,60,1,,2,4,1,,2,1,,,,,,,,,,1,,1,300000,2,97,21,64,1,1,6422,9,73,227.643.369.003.854
2776180,1,3,1,70,73,8,48,1,,2,8,1,,3,4,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,9,73,19.862.385.421.784
2776180,1,5,1,70,73,15,48,1,,2,8,1,,3,4,,,,,,,,,,1,,2,,2,45,45,52,1,2,5233,9,73,19.862.385.421.784
2776186,1,3,1,70,66,8,48,1,,2,16,1,,4,1,,,,,,,,,,1,,2,,2,45,95,45,1,1,4521,9,66,261.303.102.207.151
2776190,1,2,1,70,66,8,50,1,,2,8,1,,4,1,,,,,,,,1,,,,2,,2,45,54,55,1,1,5512,9,66,733.085.791.978.603
2776197,1,5,1,70,66,39,60,3,,2,52,8,,5,1,,,,,,,,,,1,,2,,2,54,61,1,1,2,111,9,66,527.947.213.358.279
2776203,1,1,1,70,66,4,48,1,,2,8,1,,5,7,,,,,,,,,,1,,2,,2,44,44,93,1,1,9303,9,66,736.603.057.052.641
2776205,1,1,1,70,66,2,48,4,,2,3,4,,2,1,,,,,,,,,,1,,1,1300000,2,84,84,50,1,1,5040,9,66,234.089.293.692.519
2776218,1,2,1,70,23,2,48,4,,2,4,1,,2,1,,,,,,,,,,1,,1,20000,2,45,95,45,1,1,4521,9,23,144.759.983.438.924
2776222,1,2,1,70,23,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,59,,,1,2,,9,23,153.216.039.942.589
2776229,1,1,1,70,17,52,48,1,,2,4,4,,1,2,,,,,,,,,,1,,1,600000,2,38,85,45,1,2,4542,9,17,171.894.576.201.675
2776229,1,2,1,70,17,52,48,1,,2,32,4,,2,1,,,,,,,,,,1,,2,,2,2,41,52,1,2,5239,9,17,171.894.576.201.675
2776230,1,1,1,70,17,52,48,1,,2,32,1,,4,1,,,,,,,,,1,,PENSIONADO,2,,2,17,37,15,1,2,1551,9,17,158.564.711.915.648
2776254,1,2,1,70,17,4,48,3,,2,4,3,,1,1,,,,,,,,,,1,,1,380000,2,54,54,95,1,1,9500,9,17,153.033.450.661.886
2776313,1,1,1,70,68,6,6,4,,2,24,4,,9,1,,,,,1,,,,,,,2,,2,13,13,80,1,1,8050,9,68,461.408.896.798.016
2776317,2,1,2,70,68,2,48,4,,2,2,4,,1,1,,,,,,,,,,1,,1,800000,2,88,88,36,1,1,3691,9,68,561.883.849.743.191
2776328,1,3,1,70,68,16,26,5,,2,16,1,,4,2,,,,,,1,,,,,,2,,2,21,21,74,1,2,7491,9,68,40.613.740.466.876
2776329,1,4,1,70,68,1,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,30,,,1,1,,9,68,417.873.809.135.872
2776377,1,2,1,70,52,2,48,1,,2,2,1,,7,1,,,,,,,,,,1,,1,140000,2,95,95,45,1,1,4521,9,52,170.471.182.675.695
2776379,1,2,1,70,52,20,48,1,,2,20,1,,5,1,,,,,,,,,,1,,2,,2,79,79,18,1,2,1810,9,52,136.941.014.725.286
2776381,1,3,1,70,52,26,48,1,,2,26,1,,4,1,,,,,,,,,,1,,2,,2,45,77,15,1,2,1511,9,52,204.334.782.136.352
2776381,1,5,1,70,52,3,50,1,,2,3,1,,5,1,,,,,,,,,,1,,1,130000,2,95,95,45,1,1,4521,9,52,204.334.782.136.352
