DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,clase,MES,DPTO,fex_c_2011
2781472,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,141.455.435.730.862
2781472,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,4,70,,,,,,,,,2,9,63,141.455.435.730.862
2781472,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,141.455.435.730.862
2781472,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,141.455.435.730.862
2781472,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,141.455.435.730.862
2781472,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,9,63,141.455.435.730.862
2781472,1,7,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,141.455.435.730.862
2781473,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,14,7,,,,,,,,,2,9,63,156.148.830.700.963
2781473,1,2,1,90,,1,1,2,2,1,2,2,2,2,2,7,28,,,8,,,,,,2,9,63,156.148.830.700.963
2781474,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,137.350.942.288.673
2781474,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,4,28,,,,,,,,,2,9,63,137.350.942.288.673
2781474,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,7,28,,,,,,,,,2,9,63,137.350.942.288.673
2781476,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,196.524.901.458.632
2781476,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,7,14,,,,,,,,,2,9,63,196.524.901.458.632
2781476,2,1,2,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,196.524.901.458.632
2781476,2,2,2,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,196.524.901.458.632
2781476,2,3,2,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,196.524.901.458.632
2781477,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,161.702.387.834.981
2781477,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,18,,,,,,,,,2,9,63,161.702.387.834.981
2781477,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,9,63,161.702.387.834.981
2781477,1,4,1,90,,2,1,2,2,2,2,1,2,2,2,,14,,,,,20,,,,2,9,63,161.702.387.834.981
2781478,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,151.848.450.505.166
2781478,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,9,63,151.848.450.505.166
2781478,1,3,1,90,,2,1,2,1,2,2,2,2,2,2,,56,,21,,,,,,,2,9,63,151.848.450.505.166
2781480,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,156.148.830.700.963
2781480,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,156.148.830.700.963
2781492,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,2,9,63,245.548.128.536.963
2781492,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,17,,,,,,,,,2,9,63,245.548.128.536.963
2781492,1,3,1,90,,1,1,2,1,2,2,2,2,2,2,7,21,,7,,,,,,,2,9,63,245.548.128.536.963
2781493,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,116.206.578.790.221
2781493,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,35,,21,,,,,,,2,9,63,116.206.578.790.221
2781494,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,192.646.801.861.679
2781494,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,28,,21,,,,,,,2,9,63,192.646.801.861.679
2781495,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,2,9,63,165.069.721.304.822
2781496,1,1,1,90,,1,1,2,2,1,2,2,2,2,2,21,21,,,21,,,,,,2,9,63,15.043.502.214.496
2781496,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,15.043.502.214.496
2781496,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,15.043.502.214.496
2781497,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,171.749.699.375.421
2781497,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,12,35,,,,,,,,,2,9,63,171.749.699.375.421
2781497,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,7,7,,,,,,,,,2,9,63,171.749.699.375.421
2781499,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,159.355.912.748.819
2781499,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,9,63,159.355.912.748.819
2781501,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,217.669.264.957.084
2781501,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,38,,,,,,,,,2,9,63,217.669.264.957.084
2781501,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,217.669.264.957.084
2781501,1,4,1,90,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,2,2,9,63,217.669.264.957.084
2781501,1,5,1,90,,1,1,2,2,2,2,2,2,2,2,14,14,,,,,,,,,2,9,63,217.669.264.957.084
2781501,1,6,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,217.669.264.957.084
2781515,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,199.346.036.526.689
2781515,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,40,,30,,,,,,,2,9,63,199.346.036.526.689
2781515,1,3,1,90,,1,2,2,2,2,2,2,2,2,2,3,,,,,,,,,,2,9,63,199.346.036.526.689
2781515,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,199.346.036.526.689
2781518,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,9,63,168.276.803.352.678
2781519,1,1,1,90,,1,2,2,2,2,2,2,2,2,2,7,,,,,,,,,,2,9,63,171.891.230.976.458
2781519,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,40,,25,,,,,,,2,9,63,171.891.230.976.458
2781521,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,119.413.660.838.077
2781521,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,2,9,63,119.413.660.838.077
2781522,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,10,,14,,,,,,,2,9,63,201.646.417.176.528
2781522,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,40,,25,,,,,,,2,9,63,201.646.417.176.528
2781522,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,9,63,201.646.417.176.528
2781524,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,241.898.736.989.512
2781524,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,45,,,,,,,,,2,9,63,241.898.736.989.512
2785174,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,189.421.166.851.131
2785174,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,2,9,63,189.421.166.851.131
2785176,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,884.877.997.740.708
2785176,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,2,9,63,884.877.997.740.708
2785176,1,3,1,90,,2,2,2,2,2,2,2,2,1,2,,,,,,,,,2,,2,9,63,884.877.997.740.708
2785176,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,884.877.997.740.708
2785177,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,63,,,,,,,,,2,9,63,227.055.191.822.642
2785177,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,9,63,227.055.191.822.642
2785177,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,227.055.191.822.642
2785177,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,9,63,227.055.191.822.642
2785177,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,9,63,227.055.191.822.642
2785177,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,9,63,227.055.191.822.642
2785177,1,7,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,9,63,227.055.191.822.642
2785177,1,10,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,2,9,63,227.055.191.822.642
2785177,1,11,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,227.055.191.822.642
2785184,1,1,1,90,,1,2,2,2,2,2,2,2,1,2,8,,,,,,,,4,,2,9,63,804.823.459.469.569
2785184,1,2,1,90,,1,1,2,2,2,2,2,2,2,1,12,28,,,,,,,,14,2,9,63,804.823.459.469.569
2785184,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,9,63,804.823.459.469.569
