DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,AREA,fex_c_2011
2776149,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,54,54,219.420.306.247.009
2776149,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,54,54,219.420.306.247.009
2776152,1,2,1,80,1,1,2,8,,2,,2,,,,,9,2,1,9,54,54,395.262.760.905.512
2776152,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,54,54,395.262.760.905.512
2776154,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,54,54,376.180.080.691.885
2776155,1,1,1,80,1,1,2,7,,2,,2,,,,,1,2,1,9,54,54,286.017.208.419.971
2776155,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,9,54,54,286.017.208.419.971
2776157,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,9,54,54,384.911.366.226.543
2776158,1,1,1,80,1,1,4,4,,2,,2,,,,,4,2,1,9,54,54,351.961.853.022.036
2776158,1,2,1,80,1,1,4,7,,2,,2,,,,,4,2,1,9,54,54,351.961.853.022.036
2776167,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,9,73,73,202.713.318.641.118
2776167,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,9,73,73,202.713.318.641.118
2776169,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,73,73,270.113.446.271.122
2776169,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,9,73,73,270.113.446.271.122
2776172,1,1,1,80,1,1,4,4,,2,,2,,,,,4,2,1,9,73,73,181.481.822.136.795
2776173,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,73,73,232.441.062.145.709
2776174,1,2,1,80,1,1,4,7,,2,,2,,,4,,8,1,1,9,73,73,222.898.193.145.836
2776175,1,1,1,80,1,1,1,3,,2,,2,,,,,9,2,1,9,73,73,350.361.638.959.518
2776175,1,2,1,80,1,1,4,4,,2,,2,,,,,4,2,1,9,73,73,350.361.638.959.518
2776176,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,73,73,250.135.738.290.726
2776176,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,9,73,73,250.135.738.290.726
2776177,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,73,73,227.643.369.003.854
2776179,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,9,73,73,301.092.367.357.333
2776186,1,2,1,80,1,1,3,3,,2,,2,,,,,9,2,1,9,66,66,261.303.102.207.151
2776188,1,1,1,80,1,1,4,8,,2,,2,,,,,4,2,1,9,66,66,235.913.832.223.691
2776190,1,1,1,80,1,1,3,4,,2,,2,,,,,4,2,1,9,66,66,733.085.791.978.603
2776191,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,828.546.960.709.166
2776191,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,828.546.960.709.166
2776191,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,828.546.960.709.166
2776192,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,9,66,66,190.947.361.930.705
2776192,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,190.947.361.930.705
2776196,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,9,66,66,208.540.650.318.147
2776196,1,2,1,80,1,1,4,4,,2,,2,,,,,4,2,1,9,66,66,208.540.650.318.147
2776197,1,1,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,527.947.213.358.279
2776197,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,527.947.213.358.279
2776198,1,3,1,80,1,1,4,4,,2,,2,,,,,4,2,1,9,66,66,543.502.405.237.813
2776200,1,1,1,80,1,1,4,8,,3,,2,,,,,10,2,1,9,66,66,208.540.650.318.147
2776201,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,9,66,66,208.540.650.318.147
2776201,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,208.540.650.318.147
2776203,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,736.603.057.052.641
2776205,1,2,1,80,1,1,1,7,,2,,2,,,,,9,2,1,9,66,66,234.089.293.692.519
2776205,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,234.089.293.692.519
2776206,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,9,11,11,240.180.037.014.861
2776207,1,2,1,80,1,1,3,3,,2,,2,,,,,9,2,1,9,66,66,2.494.676.346.511
2776208,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,172.816.935.091.908
2776209,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,9,66,66,20.084.199.495.835
2776209,1,6,1,80,1,2,,,,2,,2,,2,,.,,,1,9,66,66,20.084.199.495.835
2776210,1,1,1,80,1,1,4,4,,3,,2,,,,,4,2,1,9,15,15,83.062.081.309.248
2776210,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,15,15,83.062.081.309.248
2776210,1,3,1,80,1,1,3,2,,2,,2,,,,,2,2,1,9,15,15,83.062.081.309.248
2776211,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,9,15,15,78.616.716.115.423
2776211,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,15,15,78.616.716.115.423
2776212,1,3,1,80,1,1,1,2,,2,,2,,,,,2,2,1,9,15,15,811.502.491.353.126
2776212,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,9,15,15,811.502.491.353.126
2776213,1,1,1,80,1,2,,,,2,,2,,2,,.,,,1,9,15,15,78.616.716.115.423
2776214,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,9,15,15,857.732.158.932.819
2776214,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,15,15,857.732.158.932.819
2776214,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,15,15,857.732.158.932.819
2776214,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,9,15,15,857.732.158.932.819
2776216,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,9,15,15,687.140.365.339.307
2776216,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,9,15,15,687.140.365.339.307
2776216,1,5,1,80,1,1,4,4,,2,,2,,,,,8,2,1,9,15,15,687.140.365.339.307
2776219,1,1,1,80,1,1,3,4,,2,,2,,,3,,8,1,1,9,15,15,603.565.068.739.871
2776219,1,2,1,80,1,1,4,5,,3,,2,,,3,,8,1,1,9,15,15,603.565.068.739.871
2776219,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,15,15,603.565.068.739.871
2776224,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,9,15,15,902.746.486.099.636
2776225,1,2,1,80,1,1,3,3,,2,,2,,,,,9,2,1,9,23,23,15.340.837.122.746
2776226,1,1,1,80,1,1,1,7,,2,,2,,,,,9,2,1,9,17,17,176.382.430.602.611
2776227,1,1,1,80,1,1,2,3,,2,,2,,,,,9,2,1,9,17,17,163.189.874.206.499
2776228,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,9,17,17,176.515.283.987.863
2776230,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,17,17,158.564.711.915.648
2776231,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,17,17,175.255.783.182.379
2776232,1,1,1,80,1,1,4,3,,2,,2,,,,,9,2,1,9,17,17,169.964.159.010.074
2776232,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,17,17,169.964.159.010.074
2776233,1,1,1,80,1,1,4,8,,2,,2,,,4,,8,1,1,9,17,17,204.799.651.086.905
2776233,1,2,1,80,1,1,4,4,,2,,2,,,,,9,2,1,9,17,17,204.799.651.086.905
2776233,1,4,1,80,1,1,4,4,,2,,2,,,,,11,2,1,9,17,17,204.799.651.086.905
2776233,1,5,1,80,1,2,,,,2,,2,,2,,.,,,1,9,17,17,204.799.651.086.905
2776235,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,9,17,17,155.414.298.851.411
2776236,1,1,1,80,1,1,4,8,,2,,2,,,,,9,2,1,9,17,17,149.984.521.257.661
2776236,1,2,1,80,1,1,4,6,,2,,2,,,,,11,2,1,9,17,17,149.984.521.257.661
2776238,1,1,1,80,1,1,4,3,,2,,2,,,,,9,2,1,9,27,27,873.942.446.277.274
