DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,fex_c_2011
2781472,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,63,141.455.435.730.862
2781473,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,63,156.148.830.700.963
2781474,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,137.350.942.288.673
2781477,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,161.702.387.834.981
2781478,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,151.848.450.505.166
2781480,1,1,1,80,2,1,2,4,,2,,2,,,,,4,2,1,9,63,156.148.830.700.963
2781492,1,1,1,80,2,1,4,4,,2,,2,,,,,8,2,1,9,63,245.548.128.536.963
2781492,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,245.548.128.536.963
2781493,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,116.206.578.790.221
2781494,1,2,1,80,2,1,1,3,,2,,2,,,,,9,2,1,9,63,192.646.801.861.679
2781496,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,15.043.502.214.496
2781497,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,171.749.699.375.421
2781497,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,171.749.699.375.421
2781501,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,217.669.264.957.084
2781501,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,217.669.264.957.084
2781501,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,217.669.264.957.084
2781501,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,217.669.264.957.084
2781515,1,2,1,80,2,1,1,8,,2,,2,,,,,1,2,1,9,63,199.346.036.526.689
2781515,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,199.346.036.526.689
2781515,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,199.346.036.526.689
2781519,1,2,1,80,2,1,1,8,,2,,2,,,,,1,2,1,9,63,171.891.230.976.458
2781521,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,63,119.413.660.838.077
2781522,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,63,201.646.417.176.528
2781522,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,201.646.417.176.528
2785174,1,2,1,80,2,1,3,9,NO QUIERE TRABAJAR EN LA ZONA,2,,2,,,,SE CAMBIARA DE DOMICILIO,12,2,1,9,63,189.421.166.851.131
2785177,1,1,1,80,2,2,,,,2,,2,,1,4,,9,,1,9,63,227.055.191.822.642
2785177,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,227.055.191.822.642
2785177,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,227.055.191.822.642
2785177,1,7,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,227.055.191.822.642
2785177,1,10,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,227.055.191.822.642
2785177,1,11,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,227.055.191.822.642
2785184,1,2,1,80,2,1,3,7,,2,,2,,,3,,9,1,1,9,63,804.823.459.469.569
2785184,1,4,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,63,804.823.459.469.569
2785188,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,117.569.625.047.056
2785205,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,119.413.660.838.077
2785206,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,179.990.819.199.962
2785214,1,2,1,80,2,1,3,3,,2,,2,,,,,9,2,1,9,63,141.393.107.028.036
2785215,1,4,1,80,2,1,3,4,,2,,2,,,,,4,2,1,9,63,629.239.687.868.347
2785231,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,220.490.400.025.141
2785238,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,63,117.569.625.047.056
2785240,1,5,1,80,2,1,1,3,,2,,2,,,,,9,2,1,9,63,113.637.537.538.378
2788037,1,1,1,80,2,1,4,3,,2,,2,,,,,11,2,1,9,73,234.042.360.891.953
2788040,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,165.828.258.472.855
2788042,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,73,242.319.926.012.377
2788042,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,242.319.926.012.377
2788042,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,242.319.926.012.377
2788043,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,303.674.424.777.155
2788044,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,231.043.176.478.915
2788050,1,1,1,80,2,1,4,4,,2,,2,,,,,4,2,1,9,73,317.312.928.992.286
2788050,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,317.312.928.992.286
2788050,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,317.312.928.992.286
2788053,1,1,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,73,181.357.429.845.394
2788053,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,181.357.429.845.394
2788053,1,3,1,80,2,1,4,5,,3,,2,,,,,8,2,1,9,73,181.357.429.845.394
2788054,1,1,1,80,2,1,4,4,,2,,2,,,,,4,2,1,9,73,177.337.344.477.736
2788054,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,177.337.344.477.736
2788055,1,2,1,80,2,1,4,4,,2,,2,,,4,,4,1,1,9,73,203.910.928.912.318
2788055,1,3,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,73,203.910.928.912.318
2788056,1,2,1,80,2,1,4,6,,2,,2,,,,,8,2,1,9,73,2.045.451.162.953
2788056,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,2.045.451.162.953
2788064,1,1,1,80,2,1,4,5,,3,,2,,,,,10,2,1,9,73,158.884.512.943.126
2788064,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,158.884.512.943.126
2788064,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,158.884.512.943.126
2788066,1,1,1,80,2,1,4,5,,3,,2,,,,,10,2,1,9,73,229.779.113.956.681
2788066,1,2,1,80,2,1,4,4,,2,,2,,,,,8,2,1,9,73,229.779.113.956.681
2788066,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,229.779.113.956.681
2788067,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,218.698.555.455.866
2788067,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,218.698.555.455.866
2788069,1,1,1,80,2,1,1,4,,2,,2,,,,,4,2,1,9,73,22.789.979.235.123
2788069,1,2,1,80,2,1,1,3,,2,,2,,,,,9,2,1,9,73,22.789.979.235.123
2788070,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,175.060.767.930.665
2788071,1,1,1,80,2,1,4,9,EDAD,2,,2,,,,,8,2,1,9,73,185.688.094.781.884
2788072,1,1,1,80,2,1,4,4,,2,,2,,,,,4,2,1,9,73,135.408.707.743.961
2788072,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,73,135.408.707.743.961
2788073,1,6,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,73,11.230.160.345.871
2788079,1,1,1,80,2,1,4,5,,3,,2,,,,,10,2,1,9,73,206.589.356.370.952
2788079,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,73,206.589.356.370.952
2788079,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,206.589.356.370.952
2788080,1,1,1,80,2,1,2,3,,2,,2,,,,,9,2,1,9,73,246.200.869.579.076
2788080,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,246.200.869.579.076
2788081,1,1,1,80,2,1,4,5,,3,,2,,,,,10,2,1,9,73,181.951.070.249.797
2788081,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,181.951.070.249.797
2788085,1,1,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,73,139.145.732.276.048
2788086,1,1,1,80,2,1,4,4,,2,,2,,,,,4,2,1,9,73,192.346.060.629.596
2788094,1,1,1,80,2,1,4,4,,2,,2,,,,,4,2,1,9,73,144.279.718.838.652
2788094,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,144.279.718.838.652
2788094,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,144.279.718.838.652
2788094,1,4,1,80,2,1,4,3,,2,,2,,,,,4,2,1,9,73,144.279.718.838.652
2788096,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,112.574.486.908.709
2788096,1,4,1,80,2,1,4,3,,2,,2,,,,,9,2,1,9,73,112.574.486.908.709
2788097,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,178.819.411.141.567
2788098,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,262.933.068.852.185
2788098,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,262.933.068.852.185
2788102,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,9,73,168.918.199.389.942
