directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P3148;P6500;P6750;P6760;P6870;P6880;P6920;P6930;Oci;mes;area;dpto;fex_c_2011
105018;1;3;07;86;8699;1;48;56; ; ; ; ; ;5;7;1;1;1;05;76;76;692,035534544104
105019;1;4;45;32;3290;1;48;0;5;1;980657; ; ;8;11;1;1;1;05;76;76;442,862289323843
105022;1;1;13;85;8530;2;32;32; ; ;3400000; ; ;9;11;1;3;1;05;66;66;333,115003440195
105029;1;1;98;49;4921;4;60;36;6;1; ;400000;1;1;4;1;2;1;05;68;68;320,925156627593
105029;1;2;79;14;1410;4;36;15;6;1; ;350000;1;1;1;2; ;1;05;68;68;320,925156627593
105029;1;3;53;56;5611;1;15;0;5;1;0; ; ;6;7;2; ;1;05;68;68;320,925156627593
105029;1;5;56;96;9601;4;36;0;5;1; ;0;1;1;2;2; ;1;05;68;68;320,925156627593
105031;1;1;16;73;7310;1;48;48; ; ;977000; ; ;2;7;1;1;1;05;68;68;513,23085256611
105037;1;1;95;41;4112;1;48;16;6;1;0; ; ;6;9;1;1;1;05;05;05;1065,73786027751
105037;1;2;79;14;1410;1;48;48; ; ;877809; ; ;8;7;1;1;1;05;05;05;1065,73786027751
105038;1;1;41;47;4711;4;40;40; ; ; ;400000;1;2;1;2; ;1;05;68;68;345,762814664245
105038;1;2;45;47;4711;6;40;40; ; ; ; ; ;2;1;2; ;1;05;68;68;345,762814664245
105044;1;1;53;56;5619;1;48;0;6;1;0; ; ;2;7;2; ;1;05;66;66;197,068679509285
105049;1;1;42;14;1410;1;48;48; ; ;1000000; ; ;6;7;1;1;1;05;05;05;862,75498975367
105052;1;1;77;56;5619;4;60;0;7; ; ;100000;1;1;6;2; ;1;05;05;05;810,723167703889
105056;1;2;11;85;8530;1;40;48; ; ;2000000; ; ;7;7;1;1;1;05;17;17;181,786445717445
105061;1;2;41;47;4729;4;60;45;6;1; ;600000;1;1;1;2; ;1;05;76;76;628,345492927797
105065;1;3;53;56;5619;4;40;0;6;1; ;600000;1;1;1;2; ;1;05;66;66;131,849119495717
105067;1;2;79;14;1410;1;48;48; ; ;920000; ; ;6;7;1;1;1;05;76;76;905,058017714088
105078;1;1;41;47;4721;4;48;0;6;1; ;300000;1;2;7;2; ;1;05;76;76;618,684639249892
105078;1;3;53;56;5613;1;48;0;6;1;890000; ; ;3;7;1;1;1;05;76;76;618,684639249892
105080;1;1;62;01;0123;8;50;50; ; ;877000; ; ;3;8;2; ;1;05;17;17;126,777786114739
105080;1;4;33;64;6424;1;48;24;6;1;877000; ; ;8;7;1;2;1;05;17;17;126,777786114739
105086;1;1;12;69;6910;4;40;40; ; ; ;3511200;1;1;1;1;1;1;05;68;68;447,466813320421
105086;1;2;02;10;1040;1;45;45; ; ;1800000; ; ;8;7;1;1;1;05;68;68;447,466813320421
105090;1;1;95;41;4111;4;48;6;6;1; ;0;1;1;2;2; ;1;05;05;05;2519,01676065593
105093;1;1;98;99;9900;4;50;4;6;1; ;2780000;1;9;4;1;1;1;05;50;50;410,006286543038
105096;1;1;45;47;4781;4;50;40;7; ; ;400000;1;1;6;2; ;1;05;13;13;295,404430208588
105101;1;1;13;85;8530;2;40;40; ; ;3700000; ; ;9;11;1;3;1;05;66;66;445,824449471008
105102;1;1;45;26;2620;1;48;0;6;1;500000; ; ;9;7;1;2;1;05;05;05;1178,30322913251
105104;1;1;97;47;4724;1;48;48; ; ;720000; ; ;2;7;2; ;1;05;66;66;288,38898444763
105105;1;1;79;14;1410;4;30;10;7; ; ;50000;1;1;1;2; ;1;05;05;05;674,753660616015
105105;1;2;77;56;5619;4;50;20;7; ; ;180000;1;1;5;2; ;1;05;05;05;674,753660616015
105108;1;1;77;56;5619;4;21;12;6;1; ;200000;1;2;1;2; ;1;05;54;54;416,177124537583
105108;1;2;97;56;5619;6;12;12; ; ; ; ; ;2;5;2; ;1;05;54;54;416,177124537583
105113;1;1;53;56;5619;1;60;0;5;1;0; ; ;4;7;2; ;1;05;76;76;775,006768797253
105113;1;3;45;47;4781;4;35;0;5;1; ;0;1;2;6;2; ;1;05;76;76;775,006768797253
105115;1;2;03;95;9511;4;50;20;6;1; ;180000;1;1;1;2; ;1;05;23;23;192,649190514378
105120;1;1;33;64;6495;1;48;48; ; ;2050000; ; ;9;1;1;1;1;05;05;05;1432,71042138819
105123;1;3;45;47;4792;4;30;20;6;1; ;75000;1;1;2;2; ;1;05;13;13;441,646636600011
105123;1;4;45;47;4789;4;40;0;6;1; ;40000;1;1;6;2; ;1;05;13;13;441,646636600011
105123;1;5;45;47;4781;4;40;20;6;1; ;250000;1;1;6;2; ;1;05;13;13;441,646636600011
105128;1;1;98;49;4921;4;25;10;6;1; ;150000;1;1;4;2; ;1;05;17;17;192,399747192497
105130;1;1;98;49;4921;4;48;0;5;1; ;0;1;3;4;2; ;1;05;76;76;934,67926871795
105130;1;2;45;46;4642;1;48;0;6;1;0; ; ;9;7;1;1;1;05;76;76;934,67926871795
105130;1;3;44;46;4642;1;48;24;6;1;0; ; ;9;7;1;1;1;05;76;76;934,67926871795
105130;1;4;84;45;4542;4;48;0;6;1; ;0;1;1;6;2; ;1;05;76;76;934,67926871795
105133;1;1;85;95;9522;4;48;0;6;1; ;50000;1;1;1;3; ;1;05;76;76;888,940388457142
105134;1;1;11;70;7010;1;45;45; ; ;2500000; ; ;9;1;1;2;1;05;52;52;43,6479329608938
105134;1;2;11;69;6920;4;45;35;6;1; ;2500000;1;1;1;3; ;1;05;52;52;43,6479329608938
105136;2;1;95;41;4111;1;48;30;6;1; ; ; ;7;9;1;1;1;05;05;05;919,48994264106
105137;1;1;41;56;5619;4;35;0;6;1; ;0;1;2;3;2; ;1;05;76;76;480,76709691494
105137;1;3;41;56;5619;4;35;0;6;1; ;0;1;2;3;2; ;1;05;76;76;480,76709691494
105141;1;1;21;14;1410;5;48;48; ; ; ;0;1;3;7;2; ;1;05;05;05;1755,33294633943
105141;1;2;79;14;1410;5;48;48; ; ; ;0;1;3;7;2; ;1;05;05;05;1755,33294633943
105144;1;1;45;47;4792;4;12;0;6;1; ;0;1;1;2;2; ;1;05;68;68;495,516672733476
105144;1;2;03;95;9512;5;40;0;6;1; ;0;1;2;7;1;1;1;05;68;68;495,516672733476
105144;1;4;84;95;9512;1;40;0;6;1;0; ; ;2;7;1;1;1;05;68;68;495,516672733476
105145;1;1;45;47;4789;4;40;30;6;1; ;500000;1;1;6;2; ;1;05;13;13;896,187816397844
105145;1;6;55;81;8121;4;35;0;6;1; ;150000;1;1;2;2; ;1;05;13;13;896,187816397844
105146;1;1;33;42;4210;1;48;54; ; ;1400000; ; ;7;7;1;2;1;05;76;76;1088,76943638982
105146;1;3;97;20;2023;1;48;60; ; ;1200000; ; ;6;7;1;2;1;05;76;76;1088,76943638982
105149;1;4;32;86;8621;1;48;40;6;1;500000; ; ;2;7;2; ;1;05;23;23;115,840682543757
105150;1;2;79;95;9529;4;40;0;6;1; ;0;1;1;1;2; ;1;05;05;05;759,00669306546
105151;1;1;79;95;9529;4;30;0;6;1; ;0;1;1;1;2; ;1;05;17;17;275,57268295411
105156;1;3;95;42;4210;4;40;0;6;1; ;600000;1;1;9;2; ;1;05;13;13;760,041891700736
105160;1;1;45;47;4752;1;48;48; ; ;0; ; ;3;7;2; ;1;05;17;17;232,643934091172
105161;1;1;44;46;4649;1;48;0;5;1;850000; ; ;9;7;1;1;1;05;05;05;1817,34482780822
105163;1;3;08;62;6201;1;40;40; ; ;2450000; ; ;5;7;1;1;1;05;17;17;203,82082460354
105164;1;1;45;56;5619;4;40;0;6;1; ;0;1;1;6;2; ;1;05;68;68;525,762662572226
105165;1;1;19;94;9411;4;40;40; ; ; ;7000000;1;9;1;1;1;1;05;52;52;71,0533891796066
105166;1;3;03;20;2011;1;48;48; ; ; ; ; ;9;7;1;1;1;05;05;05;1245,76056744918
105167;1;1;54;81;8121;4;8;0;7; ; ;60000;1;1;2;2; ;1;05;05;05;808,999587934658
105167;1;2;57;96;9602;4;100;100; ; ; ;250000;1;1;1;2; ;1;05;05;05;808,999587934658
105171;1;1;45;47;4781;4;50;20;6;1; ;400000;1;2;6;2; ;1;05;17;17;149,70154521404
105173;1;1;77;56;5619;4;30;25;6;1; ;40000;1;1;1;2; ;1;05;13;13;276,71166487584
105175;1;2;30;22;2229;1;48;0;6;1;1300000; ; ;6;7;1;1;1;05;76;76;1231,92424413064
105176;1;1;97;52;5224;4;40;0;7; ; ;0;1;1;6;2; ;1;05;17;17;214,702140033149
105177;1;1;59;49;4921;4;40;20;6;1; ;500000;1;8;7;1;2;1;05;13;13;212,18248260238
105177;1;3;03;45;4520;1;48;48; ; ;1000000; ; ;6;7;1;1;1;05;13;13;212,18248260238
105177;1;4;41;47;4771;4;35;15;6;1; ;400000;1;1;2;2; ;1;05;13;13;212,18248260238
105179;1;1;41;47;4722;4;10;10; ; ; ;300000;1;1;1;2; ;1;05;13;13;215,695493806542
105181;1;1;53;56;5619;6;20;6;6;1; ; ; ;2;7;2; ;1;05;17;17;375,538640108465
105181;1;2;77;56;5619;4;45;25;6;1; ;250000;1;2;7;2; ;1;05;17;17;375,538640108465
105185;1;1;45;47;4799;1;48;0;6;1;900000; ; ;8;5;1;2;1;05;76;76;1232,2358279019
105187;1;1;92;18;1811;4;50;0;6;1; ;0;1;1;1;2; ;1;05;05;05;1060,36649366864
105187;1;2;44;64;6412;1;48;48; ; ;2700000; ; ;9;5;1;1;1;05;05;05;1060,36649366864
105191;1;1;54;97;9700;3;45;0;6;1;300000; ; ;1;2;2; ;1;05;05;05;740,657580786248
105191;1;2;38;82;8220;1;42;42; ; ;1000000; ; ;9;7;1;1;1;05;05;05;740,657580786248
105198;1;1;79;13;1313;4;18;0;6;1; ;160000;1;2;2;2; ;1;05;05;05;634,240448950654
105198;1;2;45;47;4799;4;48;48; ; ; ; ;1;1;5;2; ;1;05;05;05;634,240448950654
105200;1;1;57;96;9602;4;72;72; ; ; ;1800000;1;1;5;1;1;1;05;05;05;764,101810441542
105200;1;2;45;47;4711;1;42;42; ; ;980657; ; ;4;7;1;1;1;05;05;05;764,101810441542
105201;1;1;18;93;9319;4;30;0;6;1; ;500000;1;4;7;1;1;1;05;05;05;809,710394808755
105201;1;3;44;66;6619;1;42;42; ; ;990000; ; ;9;7;1;1;1;05;05;05;809,710394808755
105202;1;2;33;49;4921;1;48;24;6;1;200000; ; ;9;7;1;1;1;05;05;05;806,587356918561
105202;1;3;58;80;8010;1;70;70; ; ;1000000; ; ;9;7;1;1;1;05;05;05;806,587356918561
105202;1;4;38;82;8220;1;42;42; ; ;420000; ; ;9;1;1;2;1;05;05;05;806,587356918561
105202;1;5;97;78;7810;1;45;40;6;1;1000000; ; ;9;4;1;2;1;05;05;05;806,587356918561
105203;1;3;16;14;1410;1;40;40; ; ;1200000; ; ;9;7;1;1;1;05;05;05;968,964281809363
105205;1;3;97;10;1051;1;48;48; ; ;877807; ; ;9;7;1;1;1;05;76;76;1046,9332563408
105206;1;3;21;17;1702;1;48;30;6;1;1000000; ; ;6;7;1;1;1;05;13;13;346,859263106808
105207;1;1;15;74;7490;4;48;0;6;1; ;2000000;1;1;1;2; ;1;05;05;05;1367,71448787452
105209;1;2;03;96;9609;1;48;30;6;1;1000000; ; ;6;7;1;1;1;05;13;13;370,109319541762
105210;1;1;55;68;6820;1;30;30; ; ;540000; ; ;3;7;1;1;1;05;76;76;535,721790179039
105210;1;3;45;45;4541;1;64;64; ; ;877807; ; ;7;7;1;1;1;05;76;76;535,721790179039
105210;1;4;39;64;6412;1;47;40;6;1;950000; ; ;9;7;1;1;1;05;76;76;535,721790179039
105210;1;5;45;45;4541;1;78;78; ; ;877807; ; ;2;7;1;1;1;05;76;76;535,721790179039
105213;1;1;51;56;5630;5;48;0;6;1; ;900000;1;3;7;1;1;1;05;05;05;1543,86989136077
105213;1;2;45;56;5613;5;48;0;6;1; ;1000000;1;3;7;2; ;1;05;05;05;1543,86989136077
105213;1;3;97;53;5320;4;70;40;6;1; ;800000;1;1;5;2; ;1;05;05;05;1543,86989136077
105213;1;4;03;47;4774;1;48;24;6;1;878000; ; ;4;7;1;1;1;05;05;05;1543,86989136077
105213;2;1;97;53;5320;1;70;70; ; ;1000000; ; ;1;5;2; ;1;05;05;05;1543,86989136077
105213;2;2;53;56;5619;1;10;0;6;1;200000; ; ;4;7;2; ;1;05;05;05;1543,86989136077
105214;1;1;44;46;4631;1;48;48; ; ;1500000; ; ;9;1;1;1;1;05;68;68;422,78771542694
105214;1;2;11;46;4631;1;48;48; ; ;1900000; ; ;9;1;1;2;1;05;68;68;422,78771542694
105214;1;5;44;61;6120;1;48;48; ; ;500000; ; ;9;5;1;2;1;05;68;68;422,78771542694
105217;1;1;41;47;4773;4;70;70; ; ; ;800000;1;1;1;2; ;1;05;13;13;253,864920510794
105217;1;3;03;52;5229;1;48;40;6;1;1300000; ; ;6;7;1;1;1;05;13;13;253,864920510794
105221;1;1;55;86;8610;1;48;32;6;1;877807; ; ;9;7;1;1;1;05;76;76;406,382290746935
105221;1;4;97;20;2023;1;48;8;3; ;877807; ; ;9;7;1;1;1;05;76;76;406,382290746935
105222;1;2;03;25;2591;1;48;40;6;1;1100000; ; ;7;7;1;2;1;05;13;13;305,088817457922
105233;1;2;54;97;9700;3;48;48; ; ;987000; ; ;1;2;1;2;1;05;54;54;267,95305876073
105234;1;1;80;95;9523;4;40;0;6;1; ;0;1;1;5;2; ;1;05;05;05;1070,93534495841
105234;1;2;79;95;9529;4;20;0;6;1; ;0;1;1;1;2; ;1;05;05;05;1070,93534495841
105238;1;1;53;56;5611;1;48;30;6;1;1200000; ; ;5;7;1;2;1;05;05;05;1247,47287052616
105239;1;3;30;50;5012;1;48;40;6;1;1300000; ; ;8;7;1;1;1;05;13;13;253,864920510794
105241;1;1;32;86;8621;1;40;40; ; ; ; ; ;2;7;1;2;1;05;68;68;358,268528976664
105243;1;1;32;86;8610;1;48;35;6;1;877803; ; ;9;7;1;1;1;05;23;23;213,80606206821
105246;1;1;79;14;1410;4;48;48; ; ; ;0;1;1;1;1;4;1;05;68;68;581,057916259582
105254;1;2;37;53;5320;4;43;43; ; ; ;500000;1;1;4;2; ;1;05;76;76;628,26473715883
105256;1;1;41;47;4729;4;60;0;6;1; ;0;1;1;3;2; ;1;05;66;66;204,242696994777
105256;1;3;12;69;6910;4;45;0;6;1; ;0;1;1;5;1;2;1;05;66;66;204,242696994777
105261;1;1;45;47;4792;4;21;0;5;1; ;0;1;1;5;2; ;1;05;23;23;345,284131909623
105261;1;2;45;47;4771;1;66;0;5;1;439000; ; ;9;7;1;2;1;05;23;23;345,284131909623
105262;1;1;41;47;4752;4;70;70; ; ; ;900000;1;1;1;2; ;1;05;13;13;234,898784056757
105263;1;1;02;42;4290;1;48;48; ; ;5000000; ; ;5;7;1;1;1;05;68;68;329,772995925847
105263;1;2;07;86;8692;4;48;0;5;1; ;0;1;1;2;2; ;1;05;68;68;329,772995925847
105263;1;5;45;47;4771;1;24;0;5;1;0; ; ;2;7;2; ;1;05;68;68;329,772995925847
105266;1;2;03;62;6202;4;48;48; ; ; ;1000000;1;1;1;2; ;1;05;05;05;988,480703711832
105270;1;1;54;97;9700;3;24;24; ; ;382000; ; ;1;2;2; ;1;05;68;68;510,934724502479
105270;2;1;57;96;9602;4;48;0;6;1; ;0;1;1;7;2; ;1;05;68;68;510,934724502479
105274;1;1;57;96;9602;4;36;0;6;1; ;1200000;1;1;1;2; ;1;05;23;23;158,359768861306
105277;1;1;98;47;4781;1;40;10;6;1;150000; ; ;2;4;2; ;1;05;23;23;150,957739598991
105279;1;1;41;47;4711;4;60;60; ; ; ;2000000;1;2;7;2; ;1;05;68;68;682,337104196333
105279;1;2;45;47;4711;6;18;18; ; ; ; ; ;2;7;2; ;1;05;68;68;682,337104196333
105280;1;1;13;85;8544;2;25;30; ; ;1800000; ; ;9;7;1;1;1;05;23;23;200,535340974321
105282;1;1;59;86;8699;4;20;0;6;1; ;100000;1;1;2;2; ;1;05;13;13;424,721316176803
105282;1;2;05;71;7120;4;40;0;5;1; ;1000000;1;5;7;2; ;1;05;13;13;424,721316176803
105286;1;1;98;49;4921;1;48;0;5;1;0; ; ;7;4;1;2;1;05;13;13;144,833056990836
105286;1;2;45;10;1011;1;48;40;6;1;1000000; ; ;9;7;1;2;1;05;13;13;144,833056990836
105286;1;4;98;49;4921;4;48;40;6;1; ;600000;1;1;4;2; ;1;05;13;13;144,833056990836
105288;1;1;53;56;5619;4;60;10;6;1; ;0;1;1;1;2; ;1;05;23;23;311,138104455103
105296;1;1;98;49;4921;1;48;0;6;1;1400000; ; ;9;4;1;2;1;05;68;68;523,271943511911
105296;1;2;06;86;8621;1;48;48; ; ;2800000; ; ;9;11;1;2;1;05;68;68;523,271943511911
105297;1;1;80;95;9524;4;60;60; ; ; ;300000;1;1;7;2; ;1;05;68;68;422,035222322082
105302;1;1;53;56;5619;4;36;0;5;1; ;0;1;1;6;2; ;1;05;23;23;479,713546944835
105302;1;2;98;49;4921;4;60;0;5;1; ;0;1;1;4;2; ;1;05;23;23;479,713546944835
105302;1;3;45;47;4792;4;30;0;5;1; ;0;1;1;5;2; ;1;05;23;23;479,713546944835
105302;1;4;55;86;8610;1;68;68; ; ;900000; ; ;8;7;1;1;1;05;23;23;479,713546944835
105306;1;3;30;94;9411;1;48;48; ; ;3000000; ; ;9;11;1;1;1;05;66;66;129,681732280509
105310;1;1;45;47;4781;4;36;24;6;1; ;400000;1;1;6;2; ;1;05;54;54;471,476237289653
105312;1;1;55;23;2394;1;48;48; ; ;1000000; ; ;9;7;1;1;1;05;76;76;1303,86942039273
105312;1;6;37;47;4711;1;72;60;6;1;839000; ; ;5;4;1;1;1;05;76;76;1303,86942039273
105321;1;1;79;14;1410;4;50;0;6;1; ;0;1;1;1;1;2;1;05;05;05;1571,73964656535
105321;1;2;79;14;1410;4;50;0;6;1; ;0;1;1;1;2; ;1;05;05;05;1571,73964656535
105324;1;3;21;66;6619;1;48;30;6;1;1800000; ; ;9;7;1;1;1;05;68;68;523,346962551243
105324;1;4;32;49;4923;1;48;48; ; ;1200000; ; ;9;7;1;1;1;05;68;68;523,346962551243
105327;1;2;84;45;4520;1;45;0;7; ;500000; ; ;4;7;2; ;1;05;52;52;298,003626974454
105329;1;1;95;42;4210;4;24;24; ; ; ;500000;1;1;2;2; ;1;05;13;13;384,689322891354
105330;1;1;62;85;8544;1;40;16;7; ;877803; ; ;9;7;1;1;1;05;05;05;2519,01676065593
105337;1;1;12;84;8424;2;48;48; ; ;3800000; ; ;9;7;1;2;1;05;17;17;222,772003542323
105337;1;2;97;46;4645;1;48;48; ; ;877802; ; ;4;7;1;2;1;05;17;17;222,772003542323
105339;1;3;45;47;4731;1;48;8;6;1;900000; ; ;4;6;1;1;1;05;13;13;692,213051185929
105341;1;2;41;47;4771;4;60;30;6;1; ;300000;1;1;1;2; ;1;05;13;13;259,381810477541
105344;1;1;03;95;9512;4;50;20;6;1; ;250000;1;1;7;2; ;1;05;17;17;389,808736540161
105350;1;1;49;77;7729;4;20;0;6;1; ;450000;1;1;1;2; ;1;05;13;13;392,106543534319
105350;1;3;99;45;4542;1;24;0;6;1;400000; ; ;3;7;2; ;1;05;13;13;392,106543534319
105350;1;4;95;41;4112;4;48;0;6;1; ;900000;1;1;2;2; ;1;05;13;13;392,106543534319
105351;1;2;98;49;4921;4;48;0;5;1; ;0;1;1;4;1;2;1;05;76;76;638,180408954611
105351;1;3;11;69;6920;1;48;48; ; ;1200000; ; ;4;7;1;1;1;05;76;76;638,180408954611
105352;1;1;55;81;8121;4;24;0;6;1; ;0;1;1;2;2; ;1;05;76;76;784,49614698086
105356;1;1;19;94;9499;1;48;55; ; ;5000000; ; ;9;7;1;2;1;05;52;52;137,522688734722
105360;1;3;21;65;6511;1;48;35;6;1;977000; ; ;4;7;1;1;1;05;68;68;481,371879539917
105362;1;3;06;86;8610;1;45;45; ; ;5500000; ; ;9;7;1;1;1;05;05;05;1163,08139516268
105362;1;4;06;86;8610;1;48;48; ; ;6000000; ; ;9;7;1;1;1;05;05;05;1163,08139516268
105363;1;1;41;47;4773;5;60;60; ; ; ;2000000;1;2;7;1;2;1;05;17;17;327,724253411578
105365;1;1;13;85;8544;2;40;30;6;1;5500000; ; ;8;7;1;1;1;05;13;13;391,70565919418
105365;1;2;03;41;4111;1;48;0;5;1;0; ; ;8;9;2; ;1;05;13;13;391,70565919418
105375;1;1;99;38;3830;4;56;56; ; ; ;0;1;1;6;2; ;1;05;68;68;394,580709230934
105376;1;1;13;85;8544;1;48;60; ; ;2300000; ; ;9;7;1;2;1;05;52;52;188,210221239017
105384;1;1;54;97;9700;3;66;66; ; ;400000; ; ;1;2;2; ;1;05;23;23;189,811711131196
105384;1;2;99;38;3830;4;49;0;5;1; ;800000;1;1;5;2; ;1;05;23;23;189,811711131196
105386;1;1;41;47;4711;5;70;0;6;1; ;3000000;1;3;7;2; ;1;05;05;05;1364,65737580914
105386;1;2;45;47;4729;5;48;0;6;1; ;1000000;1;3;7;2; ;1;05;05;05;1364,65737580914
105388;1;1;39;82;8299;1;48;48; ; ;2250000; ; ;9;7;1;1;1;05;05;05;1259,59738637278
105388;1;2;03;33;3312;4;40;0;6;1; ;0;1;1;7;2; ;1;05;05;05;1259,59738637278
105389;1;1;95;42;4210;1;55;0;6;1;0; ; ;6;9;2; ;1;05;68;68;518,317558951811
105392;1;1;44;61;6190;4;30;24;6;1; ;1500000;1;4;5;3; ;1;05;05;05;3139,62514384115
105393;1;1;80;95;9522;1;50;0;5;1;500000; ; ;2;7;2; ;1;05;52;52;256,827590652126
105393;1;2;59;86;8610;1;50;50; ; ;1200000; ; ;9;11;1;1;1;05;52;52;256,827590652126
105396;1;1;13;85;8530;2;30;50; ; ;2000000; ; ;9;7;1;3;1;05;54;54;287,645652266547
105396;1;2;13;85;8530;2;30;50; ; ;2000000; ; ;7;7;1;3;1;05;54;54;287,645652266547
105398;1;1;56;81;8121;4;20;9;5;1; ;60000;1;1;2;2; ;1;05;23;23;411,226595298851
105398;1;2;53;81;8121;4;20;0;5;1; ;200000;1;1;2;2; ;1;05;23;23;411,226595298851
105398;1;3;45;46;4631;1;60;60; ; ;877000; ; ;4;7;2; ;1;05;23;23;411,226595298851
105409;1;2;59;86;8622;1;48;0;7; ;980657; ; ;2;7;1;2;1;05;52;52;349,453032087743
105413;1;6;08;96;9603;1;48;40;6;1;877803; ; ;9;7;1;1;1;05;13;13;556,276323560997
105417;1;1;53;56;5611;1;48;0;6;1;480000; ; ;4;7;2; ;1;05;13;13;310,060738114066
105417;1;2;77;10;1081;1;48;24;6;1;400000; ; ;2;7;2; ;1;05;13;13;310,060738114066
105418;1;1;33;46;4649;1;48;24;6;1;1200000; ; ;4;7;1;1;1;05;76;76;1248,54143402629
105419;1;1;99;45;4520;1;48;48; ; ;900000; ; ;5;7;1;1;1;05;54;54;376,117781611764
105419;1;2;55;81;8121;4;5;0;6;1; ;0;1;1;2;2; ;1;05;54;54;376,117781611764
105427;1;1;12;84;8424;2;48;48; ; ;5300000; ; ;9;7;1;1;1;05;66;66;229,721175932199
105427;1;2;32;84;8414;2;40;40; ; ;2000000; ; ;9;11;1;2;1;05;66;66;229,721175932199
105427;1;3;02;84;8412;2;43;43; ; ;5800000; ; ;9;7;1;2;1;05;66;66;229,721175932199
105428;1;1;55;81;8121;4;40;0;6;1; ;0;1;1;5;2; ;1;05;66;66;189,034397152414
105432;1;2;97;47;4711;1;48;48; ; ;877803; ; ;9;7;1;1;1;05;23;23;248,160442373426
105434;1;4;16;18;1811;4;40;0;6;1; ;1200000;1;1;1;2; ;1;05;23;23;163,127341633104
105434;1;5;54;97;9700;3;36;36; ; ;480000; ; ;1;2;2; ;1;05;23;23;163,127341633104
105435;1;1;15;63;6391;4;20;20; ; ; ;2000000;1;9;1;1;1;1;05;05;05;1043,98678862755
105435;1;2;15;63;6391;4;20;20; ; ; ;2000000;1;9;1;1;1;1;05;05;05;1043,98678862755
105440;1;1;81;47;4754;1;50;0;5;1;0; ; ;2;7;2; ;1;05;76;76;1506,07915985785
105440;1;2;54;97;9700;3;48;0;5;1;0; ; ;3;2;2; ;1;05;76;76;1506,07915985785
105441;1;1;03;84;8413;4;48;48; ; ; ;1080000;1;9;7;1;1;1;05;50;50;254,878499983426
105444;1;1;54;88;8890;1;40;40; ; ;877803; ; ;9;1;1;2;1;05;52;52;197,575084451195
105446;1;2;21;86;8610;1;48;48; ; ;2300000; ; ;9;7;1;1;1;05;05;05;2060,61756544424
105447;1;1;39;47;4771;1;40;30;6;1;1300000; ; ;7;7;1;1;1;05;68;68;447,466813320421
105447;1;2;43;47;4773;4;40;40; ; ; ;2500000;1;1;5;1;1;1;05;68;68;447,466813320421
105448;1;3;13;85;8559;4;55;25;6;1; ;100000;1;1;2;2; ;1;05;13;13;309,520852748965
105450;1;1;37;53;5320;4;48;30;7; ; ;5000000;1;1;5;2; ;1;05;76;76;545,668031091943
105450;1;2;45;47;4711;1;24;10;7; ;180000; ; ;3;7;2; ;1;05;76;76;545,668031091943
105451;1;2;45;47;4799;4;10;1;6;1; ;100000;1;1;5;2; ;1;05;66;66;194,309656457219
105452;1;1;95;41;4111;1;50;40;6;1;960000; ; ;6;9;1;1;1;05;52;52;505,379563480148
105454;1;1;11;55;5511;1;48;48; ; ;900000; ; ;9;7;1;2;1;05;13;13;163,97018401627
105454;1;2;11;85;8544;1;40;40; ; ;1800000; ; ;9;7;1;2;1;05;13;13;163,97018401627
105459;1;1;98;49;4923;1;72;72; ; ;1799999; ; ;7;4;1;2;1;05;76;76;761,457489289318
105460;1;1;97;11;1104;1;48;48; ; ;1234000; ; ;9;7;1;1;1;05;08;08;645,813090206648
105460;1;3;97;52;5222;1;48;48; ; ;980000; ; ;9;7;1;1;1;05;08;08;645,813090206648
105463;1;1;77;56;5619;4;36;12;6;1; ;230000;1;1;1;2; ;1;05;13;13;1132,55263907279
105465;1;1;45;47;4789;4;48;0;6;1; ;0;1;1;6;2; ;1;05;05;05;2538,43640675732
105465;1;3;55;81;8129;4;48;8;6;1; ;50000;1;2;5;2; ;1;05;05;05;2538,43640675732
105465;1;4;59;88;8890;1;48;0;6;1;0; ; ;4;7;1;1;1;05;05;05;2538,43640675732
105472;1;1;53;86;8610;1;48;16;3; ;887000; ; ;9;7;1;1;1;05;08;08;515,800403780508
105473;1;1;03;84;8415;2;45;45; ; ;2300000; ; ;9;7;1;2;1;05;11;11;2991,6799938323
105475;1;1;53;56;5611;1;48;0;6;1;900000; ; ;4;6;1;1;1;05;13;13;813,387861168384
105476;1;1;54;97;9700;3;27;0;5;1;0; ; ;1;2;2; ;1;05;23;23;287,451622724949
105477;1;1;30;56;5611;1;84;72;6;1;1100000; ; ;8;7;1;1;1;05;08;08;1277,08220383933
105478;1;2;98;49;4923;4;60;10;7; ; ;200000;1;1;4;2; ;1;05;76;76;755,169093220983
105480;1;1;15;90;9001;4;50;50; ; ; ;800000;1;1;1;3; ;1;05;05;05;1388,55629742215
105481;1;1;53;56;5619;4;48;24;6;1; ;490000;1;2;1;2; ;1;05;66;66;303,08115045925
105481;1;2;53;56;5619;4;48;24;6;1; ;490000;1;2;1;2; ;1;05;66;66;303,08115045925
105482;1;1;55;68;6820;1;48;24;6;1;500000; ; ;5;7;1;1;1;05;50;50;115,385146274672
105484;1;1;39;52;5221;1;48;18;6;1;1400000; ; ;8;7;1;2;1;05;54;54;389,047240524402
105484;1;2;59;96;9609;4;20;0;6;1; ;0;1;1;2;2; ;1;05;54;54;389,047240524402
105484;1;3;59;96;9609;4;20;0;6;1; ;0;1;1;2;2; ;1;05;54;54;389,047240524402
