DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;clase;MES;DSI;DSCY;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1;OFICIO2;DPTO;fex_c_2011
5170912;1;3;1;70;12;48;1; ;2;12;4; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877000;2; ;2;05;1;1;8412;84;03;39;41;1008,21729659192
5170914;1;3;1;70;24;48;2; ;2;24;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;2;05;1;2;8413;84;13;13;41;1951,93616347249
5170914;1;4;1;70;12;48;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;1;4321;43;03;03;41;1951,93616347249
5170951;1;1;1;70;5;48;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;1;4731;47;61;45;54;1528,58320124568
5171000;1;1;1;70;6;45;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;1;4921;49;61;98;54;1962,72275002893
5171107;1;1;1;70;6;56;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;1;4111;41;95;95;54;1935,04831625613
5171128;1;4;1;70;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;2;05;1;1;4112;41;95;95;54;1769,21999341378
5171132;1;3;1;70;10;54;1; ;2;10;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;4771;47;45;45;54;1387,47221749153
5171135;1;3;1;70;10;48;4; ;2;12;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4111;41;95;95;54;1941,61347072615
5171135;1;5;1;70;10;48;4; ;2;13;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;4111;41;95;95;54;1941,61347072615
5171140;1;1;1;70;4;54;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;600000;2; ;2;05;1;1;4112;41;95;95;54;1889,92042716962
5171140;1;3;1;70;8;54;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;4112;41;95;95;54;1889,92042716962
5171161;1;2;1;70;20;40;1; ;2;98;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;500000;2; ;2;05;1;2;9700;97;53;54;70;1057,8120883904
5171186;1;1;1;70;5;30;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;2;05;1;1;4773;47;41;41;70;1556,87044551536
5171186;1;2;1;70;2;40;1; ;2;11;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;1;0312;03;85;64;70;1556,87044551536
5171189;1;2;1;70;9;45;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;2;05;1;1;6910;69;12;12;70;937,771951597263
5171190;1;2;1;70;8;40;1; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;9700;97;54;54;70;918,358390110058
5171207;1;1;1;70;1;40;4; ;2;8;4; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;0722;07;71;71;70;691,687607385933
5171273;1;7;1;70;24;45;1; ;2;24;4; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;830000;2; ;2;05;1;2;8413;84;45;39;70;1599,36501978887
5171279;1;1;1;70;5;42;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;05;1;1;1040;10;56;45;70;876,580574437352
5171319;1;2;1;70;2;48;1; ;2;204;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;2;05;1;1;9499;94;59;59;70;1525,94634893643
5171386;1;3;1;70;12;48;1; ;2;12;8; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;1;100000;877803;2; ;2;05;1;1;0121;01;95;62;05;5516,02345876379
5171388;1;1;1;70;26;20;8; ;2;104;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;2;8130;81;62;62;05;2321,29839629387
5171389;1;3;1;70;5;40;1; ;2;4;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;1;8530;85;95;93;05;5516,02345876379
5171392;1;3;1;70;104;48;1; ;2;104;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;2;8413;84;97;39;05;2321,29839629387
5171394;1;4;1;70;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;800000;2; ;2;05;1;1;0510;05;71;71;05;2321,29839629387
5171394;1;6;1;70;20;48;8; ;2;28;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;0123;01;62;62;05;2321,29839629387
5171394;1;7;1;70;1;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;4771;47;45;45;05;2321,29839629387
5171396;1;2;1;70;152;40;1; ;2;400;8; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;0123;01;45;62;05;2321,29839629387
5171402;1;5;1;70;20;48;1; ;2;20;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;160000;98;2; ;2;05;1;2;4111;41;98;95;05;2321,29839629387
5171410;1;1;1;70;8;48;8; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;0141;01;54;62;05;5619,26703392616
5171413;1;1;1;70;5;48;8; ;2;5;8; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;0141;01;62;62;05;5619,26703392616
5171417;1;3;1;70;8;48;1; ;2;10;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;1;7410;74;32;32;05;2321,29839629387
5171422;1;3;1;70;4;48;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;2;05;1;1;2229;22;92;92;05;658,194820149465
5171422;1;4;1;70;150;48;1; ;2;208;4; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;2;05;1;2;8424;84;92;03;05;658,194820149465
5171423;1;1;1;70;4;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;877803;3; ;2;05;1;1;4112;41;95;95;05;658,194820149465
5171424;1;1;1;70;12;48;4; ;2;16;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;2;05;1;1;4111;41;95;95;05;744,458852321004
5171424;1;3;1;70;10;24;1; ;2;11;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;4921;49;38;36;05;744,458852321004
5171427;1;4;1;70;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;2;05;1;1;1410;14;79;59;05;658,194820149465
5171436;1;4;1;70;20;48;1; ;2;20;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;2;05;1;2;4645;46;97;39;05;658,194820149465
5171439;1;1;1;70;6;48;1; ;2;10;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;270000;877803;2; ;2;05;1;1;1410;14;79;79;05;658,194820149465
5171442;1;1;1;70;11;40;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4111;41;95;95;05;1295,71726312502
5171472;1;1;1;70;2;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;2;05;1;1;.; ;54; ;17;2144,93817948783
5171478;1;2;1;70;6;40;3; ;2;100;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;250000;2; ;2;05;1;1;9700;97;54;54;17;536,234544871957
5171483;1;1;1;70;4;20;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;150000;2; ;2;05;1;1;5630;56;55;55;17;536,234544871957
5171527;1;2;1;70;12;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;1;4771;47;45;45;17;1257,32771134148
5171640;1;1;1;70;8;48;8; ;2;8;8; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;0123;01;62;62;17;536,234544871957
5171640;1;3;1;70;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;5630;56;98;53;17;536,234544871957
5171668;1;2;1;70;2;20;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;120000;400000;2; ;2;05;1;1;5629;56;54;53;17;2144,93817948783
5171670;1;2;1;70;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;2;05;1;1;.; ;38; ;17;2144,93817948783
5171686;1;2;1;70;52;60;1; ;2;23;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;8010;80;58;58;17;536,234544871957
5171691;1;1;1;70;10;50;4; ;2;15;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;480000;2; ;2;05;1;1;8121;81;55;55;17;536,234544871957
5171703;1;1;1;70;20;60;1; ;2;20;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;2431;24;95;99;17;829,652855816323
5171731;1;2;1;70;4;48;4; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;0124;01;62;62;18;808,980478642409
5171736;1;2;1;70;6;42;1; ;2;19;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;9700;97;59;54;18;658,194820149465
5171737;1;1;1;70;4;45;4; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;1;4789;47;62;45;18;2632,77928059786
5171738;1;1;1;70;12;45;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;1;4111;41;95;95;18;2262,20654967293
5171738;1;3;1;70;11;45;4; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;1;0161;01;61;61;18;2262,20654967293
5171738;1;4;1;70;4;45;1; ;2;25;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;4711;47;45;45;18;2262,20654967293
5171769;1;4;1;70;3;57;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;1;0161;01;61;61;18;209,054564787778
5171793;1;4;1;70;3;40;1; ;2;4;4; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;1;300000;300000;2; ;2;05;1;1;0161;01;62;62;18;209,054564787778
5171803;1;2;1;70;3;46;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;2;05;1;1;.; ;61; ;18;836,218259151111
5171816;1;3;1;70;1;48;8; ;2;9;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;0141;01;62;62;18;209,054564787778
5171825;1;1;1;70;10;48;4; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;0141;01;62;62;18;496,769344851195
5171831;1;1;1;70;12;40;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;850000;2; ;2;05;1;1;4210;42;53;53;18;836,218259151111
5171831;1;2;1;70;12;40;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;800000;2; ;2;05;1;1;4210;42;62;95;18;836,218259151111
5171835;1;3;1;70;6;40;1; ;2;6;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;1000000;2; ;2;05;1;1;0127;01;03;03;18;209,054564787778
5171839;1;5;1;70;2;49;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;1;0161;01;61;61;18;304,924665814335
5171845;1;1;1;70;3;52;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;1;0161;01;62;62;18;209,054564787778
5171865;1;1;1;70;8;48;4; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;0161;01;61;61;18;836,218259151111
5171917;1;3;1;70;4;40;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;420000;800000;2; ;2;05;1;1;4210;42;99;99;18;836,218259151111
5171918;1;1;1;70;2;40;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;570000;1000000;2; ;2;05;1;1;4210;42;99;99;18;836,218259151111
5171937;1;2;1;70;8;48;1; ;2;12;1; ;8;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1000000;1;1;2;05;1;1;5630;56;53;33;11;1412,16324298248
5172155;1;3;1;70;8;40;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;1;0220;02;63;63;27;747,359827614285
5172159;1;1;1;70;14;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;850000; ; ;2;05;1;2;.; ;13; ;27;2429,03827500038
5172180;1;1;1;70;13;40;1; ;2;15;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;0722;07;71;71;27;2433,98389663636
5172299;1;3;1;70;8;50;1; ;2;17;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;1;4711;47;45;45;44;530,734798836959
5172307;1;1;1;70;9;60;4; ;2;11;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;1;4923;49;98;98;44;775,250953027427
5172357;1;2;1;70;9;50;4; ;2;14;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;900000;2; ;2;05;1;1;4921;49;98;98;44;667,089793005108
5172370;1;1;1;70;8;48;1; ;2;12;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;2;05;1;1;9499;94;06;39;44;994,077826481763
5172437;1;2;1;70;100;48;1; ;2;120;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2000000;2; ;2;05;1;2;7810;78;11;19;44;672,28432609313
5172621;1;3;1;70;5;50;4; ;2;6;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;0113;01;62;62;50;539,007240503985
5172625;1;1;1;70;5;50;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;0161;01;61;61;50;1299,7764737622
5172635;1;2;1;70;12;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;05;1;1;4923;49;98;98;50;1107,32550000298
5172637;1;1;1;70;7;48;8; ;2;7;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;0122;01;62;62;50;1081,73745385711
5172637;1;3;1;70;7;48;8; ;2;12;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;1;0121;01;62;62;50;1081,73745385711
5172639;1;1;1;70;7;50;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;0121;01;61;61;50;641,351641331969
5172639;1;3;1;70;7;50;1; ;2;7;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;4111;41;95;95;50;641,351641331969
5172639;1;4;1;70;7;60;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;0122;01;61;61;50;641,351641331969
5172642;1;1;1;70;7;50;8; ;2;7;8; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;05;1;1;0122;01;62;62;50;1013,20345587157
5172700;1;1;1;70;8;48;3; ;2;8;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;1;9700;97;54;54;50;1073,54114098316
5172713;1;2;1;70;8;48;8; ;2;8;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;1;4210;42;62;99;50;843,135236062041
5172732;1;1;1;70;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1300000;1200000;2; ;2;05;1;1;4111;41;95;95;50;1003,12092044452
5172741;1;2;1;70;7;48;3; ;2;7;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;9700;97;54;54;50;702,535119996648
5172741;1;3;1;70;7;56;1; ;2;7;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;05;1;1;4923;49;98;98;50;702,535119996648
5172754;1;1;1;70;7;52;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;1;4781;47;45;45;50;1108,4136421917
5172754;1;2;1;70;7;60;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;4781;47;45;45;50;1108,4136421917
5172761;1;3;1;70;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;1;0161;01;62;62;50;781,10394022053
5172762;1;1;1;70;8;40;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;970000;2; ;2;05;1;1;5611;56;53;53;50;1333,46919203705
5172763;1;1;1;70;6;54;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;05;1;1;4111;41;95;95;50;702,535119996648
5172831;1;1;1;70;8;60;1; ;2;9;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;1;5611;56;53;53;50;1256,08060746634
5172832;1;1;1;70;16;48;1; ;2;16;5; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;2;4520;45;95;99;50;1273,13150692546
5172832;1;2;1;70;16;48;3; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;2;8121;81;54;54;50;1273,13150692546
5172840;1;1;1;70;20;48;2; ;2;28;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;2;05;1;2;8412;84;19;31;50;1267,52231152323
5172867;1;3;1;70;8;48;4; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;05;1;1;0161;01;61;61;50;1082,67822543144
5172868;1;3;1;70;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;2;05;1;1;.; ;34; ;50;1163,56478411133
5172873;1;2;1;70;6;48;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;1;0311;03;64;64;68;1537,52230622142
5172877;1;2;1;70;6;48;1; ;2;7;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;1;4210;42;62;62;68;1044,7886831858
5172885;1;2;1;70;8;60;1; ;2;8;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4210;42;95;95;68;1240,61924265067
5172888;1;1;1;70;6;60;1; ;2;7;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;1;8010;80;58;58;68;1496,05443851989
5173001;1;1;1;70;12;40;4; ;2;12;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4111;41;95;95;68;1331,03496790046
5173008;1;2;1;70;104;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;05;1;2;.; ;32; ;76;1108,30691916365
5173015;1;1;1;70;11;45;1; ;2;21;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;4210;42;95;95;76;4433,22767665461
5173023;1;4;1;70;1;12;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;2;05;1;1;.; ;45; ;76;4271,5798114236
5173110;1;2;1;70;8;48;3; ;2;208;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;5511;55;54;55;76;7155,03130160919
5173184;1;1;1;70;12;48;1; ;2;32;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;2;05;1;1;4759;47;39;45;08;1596,76848366523
5173186;1;1;1;70;16;48;1; ;2;25;1; ;9;2;7; ; ; ; ; ; ; ;1; ; ; ;2; ;1200000;2; ;2;05;1;2;8530;85;58;58;08;1346,56665070847
5173187;1;8;1;70;6;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;05;1;1;.; ;62; ;08;920,163102341216
5173193;1;3;1;70;52;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;2;6412;64;39;39;08;954,372772446512
5173262;1;2;1;70;4;50;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;2;05;1;1;.; ;95; ;27;608,49597415909
5173265;1;1;1;70;7;60;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;880000;2; ;2;05;1;1;4921;49;98;98;76;819,642568565456
5173271;1;2;1;70;2;45;1; ;2;8;6; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;5619;56;53;53;76;5354,6059963996
5173271;1;3;1;70;24;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;2;05;1;2;.; ;53; ;76;5354,6059963996
5173273;1;1;1;70;7;36;1; ;2;10;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;360000;2; ;2;05;1;1;5611;56;53;53;76;3117,36943991178
5173273;1;7;1;70;1;40;4; ;2;51;4; ;9;2;9;SE DESPLAZA A OTRO MUNICIPIO DONDE TIENE  EPS S; ; ; ; ; ; ; ; ; ;1;2; ;1150000;2; ;2;05;1;1;8622;86;59;59;76;3117,36943991178
5173290;1;2;1;70;52;40;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;2;8121;81;54;54;19;1041,76415761106
5173333;1;2;1;70;8;40;1; ;2;8;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;2;05;1;1;4111;41;95;95;19;3739,54794445833
5173339;1;4;1;70;20;40;3; ;2;22;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877300;2; ;2;05;1;2;9700;97;54;54;19;1041,76415761106
5173340;1;5;1;70;6;40;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;80000;350000;2; ;2;05;1;1;4111;41;95;95;19;2161,17029708058
5173343;2;2;2;70;16;40;1; ;2;16;1; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;2;4210;42;95;95;19;1041,76415761106
5173350;1;1;1;70;2;40;3; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;5619;56;54;53;19;1041,76415761106
5173352;1;1;1;70;52;40;1; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;5619;56;32;45;19;4167,05663044425
5173354;1;2;1;70;4;40;4; ;2;5;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4111;41;95;95;19;1041,76415761106
5173354;1;3;1;70;12;40;1; ;2;12;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;1;4111;41;58;95;19;1041,76415761106
5173355;1;1;1;70;16;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;2;4111;41;95;95;19;4167,05663044425
5173474;1;2;1;70;52;48;2; ;2;208;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;2;05;1;2;8530;85;13;13;13;1445,08922281859
5173479;1;4;1;70;38;48;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877303;2; ;2;05;1;2;4711;47;33;33;13;857,287082457284
5173483;1;1;1;70;12;48;1; ;2;24;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;1;4321;43;85;85;13;1552,8724407867
5173483;1;2;1;70;4;48;4; ;2;4;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;1200000;2; ;2;05;1;1;8413;84;19;19;13;1552,8724407867
5173488;1;3;1;70;8;40;3; ;2;9;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;1;4724;47;53;53;18;343,829243274315
5173489;1;4;1;70;6;48;1; ;2;6;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4210;42;32;32;18;209,054564787778
