DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;clase;MES;INI;DPTO;fex_c_2011
5170286;2;2;2;80;1;2;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170287;1;2;1;80;1;3;3; ;1; ;2;9; ;2; ;2; ;1;20;877803;2;2;05;1;52;4210,8835185827
5170288;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;2509,40886951099
5170291;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170293;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1438,46723216218
5170293;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1438,46723216218
5170294;1;3;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170295;1;2;1;80;1;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;3435,12854770233
5170296;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;1965,23493724706
5170297;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;3173,41214173522
5170297;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;3173,41214173522
5170297;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;3173,41214173522
5170298;1;1;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170298;1;3;1;80;1;1;4; ;1; ;1;12;CUARENTENA COVID 19;2; ;2; ;1;40;300000;2;2;05;1;52;1173,06893418371
5170299;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170299;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170300;1;2;1;80;1;2;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;52;2692,44473740248
5170302;1;2;1;80;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170305;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170306;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;1;54000; ; ; ;2;2;05;1;52;2745,04866722954
5170306;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;2745,04866722954
5170307;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170307;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170307;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;1173,06893418371
5170307;1;7;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170308;1;2;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;3054,22561658196
5170308;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;3054,22561658196
5170310;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170311;1;2;1;80;1;1;9;MIEDO A CONTAGIO DE COVID 19 EN CENTRO DE SALUD DONDE TRABAJABA;2; ; ;12;CUARENTENA COVID 19;2; ;1;1400000;1;40;2000000;2;2;05;1;52;1173,06893418371
5170312;1;1;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;05;1;52;1173,06893418371
5170312;1;2;1;80;2; ; ; ; ;1;4;8; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170313;1;1;1;80;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170314;1;2;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170316;1;2;1;80;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170316;1;3;1;80;1;4;8; ;2; ; ;11; ;2; ;1;14000; ; ; ;2;2;05;1;52;1173,06893418371
5170317;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170318;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170319;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170321;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;4210,8835185827
5170322;1;1;1;80;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;52;1173,06893418371
5170324;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;3925,46271199798
5170334;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;1229,82442628239
5170335;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;1834,61617883922
5170336;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;3202,09954999996
5170336;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;3202,09954999996
5170336;1;4;1;80;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;05;1;52;3202,09954999996
5170337;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170339;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170339;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170349;1;2;1;80;1;1;9;EMERGENCIA POR COVID;2; ; ;9; ;2; ;2; ;2; ;200000;2;2;05;1;52;4919,29770512957
5170350;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170352;1;4;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1681,65100022249
5170353;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170353;1;4;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170354;1;2;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170354;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170355;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;52;2869,39268369438
5170355;1;5;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;2869,39268369438
5170356;1;4;1;80;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;05;1;52;1284,77973766811
5170357;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1834,61617883922
5170357;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;1834,61617883922
5170358;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170358;1;3;1;80;1;2;8; ;1; ;1;12;CUARENTENA;2; ;2; ;2; ;500000;2;2;05;1;52;1229,82442628239
5170359;1;1;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;2;05;1;52;1229,82442628239
5170359;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;1229,82442628239
5170360;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170360;2;2;2;80;1;2;8; ;2; ; ;9; ;2; ;2; ;2; ;877803;2;2;05;1;52;1229,82442628239
5170361;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170363;1;1;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170363;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170363;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;1229,82442628239
5170364;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;4738,75030678247
5170364;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;4738,75030678247
5170366;1;2;1;80;1;2;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170366;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;1229,82442628239
5170367;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170368;1;3;1;80;1;1;9;EMERGENCIA POR COVID;2; ; ;4; ;2; ;2; ;1;48;500000;2;2;05;1;52;1229,82442628239
5170368;1;6;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170368;1;8;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170368;1;9;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170369;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170370;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170370;1;5;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170371;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;1;24;500000;2;2;05;1;52;1229,82442628239
5170371;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;1229,82442628239
5170372;1;1;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170372;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170372;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170374;1;2;1;80;1;1;1; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;2;05;1;52;3047,23557338733
5170375;1;2;1;80;1;1;9;CUARENTENA;2; ; ;12;CUARENTENA;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170377;1;4;1;80;1;1;9;CUARENTENA;2; ; ;12;CUARENTENA;2; ;2; ; ; ; ;2;2;05;1;52;3964,38905369961
5170378;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170378;1;3;1;80;1;2;8; ;2; ; ;12;CUARENTENA;2; ;2; ;1;40;400000;2;2;05;1;52;1229,82442628239
5170379;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;1;250000;1;24;300000;2;2;05;1;52;1229,82442628239
5170379;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;52;1229,82442628239
5170380;1;2;1;80;1;1;9;CUARENTENA;2; ; ;12;CUARENTENA;1; ;2; ;1;48;877803;2;2;05;1;52;4414,6147395733
5170380;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;52;4414,6147395733
5170381;1;2;1;80;1;2;8; ;2; ; ;9; ;2; ;2; ;2; ;200000;2;2;05;1;52;2555,62300860276
5170381;1;3;1;80;1;1;9;EMERGENCIA POR COVID;2; ; ;12;EMERGENCIA POR COVID;1; ;2; ;1;40;873000;2;2;05;1;52;2555,62300860276
5170381;1;5;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;200000;2;2;05;1;52;2555,62300860276
5170383;1;2;1;80;1;2;8; ;2; ; ;12;CUARENTENA;2; ;2; ;1;24;300000;2;2;05;1;52;1229,82442628239
5170383;1;3;1;80;1;2;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;2;05;1;52;1229,82442628239
5170383;1;4;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;52;1229,82442628239
5170384;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;52;2630,81924115723
5170387;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;13;4987,24770368151
5170387;1;4;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;13;4987,24770368151
5170387;1;6;1;80;1;3;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;13;4987,24770368151
5170387;1;7;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;13;4987,24770368151
5170388;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1603,02789299216
5170389;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;750000;2;2;05;1;15;1729,31083038247
5170389;1;3;1;80;1;1;9;PANDEMIA;2; ; ;12;CUARENTENA OBLIGATORIA;2; ;2; ; ; ; ;2;2;05;1;15;1729,31083038247
5170389;1;6;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1729,31083038247
5170390;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;861,854266904561
5170390;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;861,854266904561
5170391;1;1;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;937,746860215125
5170391;1;3;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;937,746860215125
5170391;1;6;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;937,746860215125
5170391;1;7;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;937,746860215125
5170393;1;1;1;80;1;1;9;AISLAMIENTO COVID 19;1; ;1;12;AISLAMIENTO COVID 19;2; ;2; ;1;40;877803;2;2;05;1;15;1777,45125709654
5170393;1;2;1;80;1;4;3; ;2; ; ;1; ;2; ;2; ;1;20;877803;2;2;05;1;15;1777,45125709654
5170393;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;15;1777,45125709654
5170394;1;1;1;80;2; ; ; ; ;1;4;4; ;2; ;2; ; ; ; ;2;2;05;1;15;1337,20758262143
5170394;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1337,20758262143
5170394;1;3;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;15;1337,20758262143
5170395;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170395;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170396;1;2;1;80;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;1158,33892896162
5170396;1;3;1;80;2; ; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;2;05;1;15;1158,33892896162
5170397;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1033,24412763495
5170397;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1033,24412763495
5170397;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1033,24412763495
5170397;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1033,24412763495
5170398;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170399;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170399;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170400;1;2;1;80;1;3;4; ;2; ; ;1; ;2; ;2; ;1;40;1000000;2;2;05;1;15;775,62844588835
5170400;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;775,62844588835
5170400;1;4;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;775,62844588835
5170402;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;1256,93317828953
5170403;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170411;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;717,105488585063
5170411;1;3;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;717,105488585063
5170412;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;1256,93317828953
5170413;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1215,41156189781
5170413;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1215,41156189781
5170413;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;15;1215,41156189781
5170414;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;1025,71806881022
5170415;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;1243,5191813146
5170415;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1243,5191813146
5170417;1;1;1;80;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;15;1039,13206578515
5170419;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;717,105488585063
5170419;1;3;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;717,105488585063
5170420;1;1;1;80;1;3;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;15;1343,15899930575
5170421;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;1623,62298038985
5170421;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1623,62298038985
5170421;1;5;1;80;2; ; ; ; ;1;1;1; ;2; ;2; ; ; ; ;2;2;05;1;15;1623,62298038985
5170422;1;1;1;80;1;1;9;CUARENTENA;2; ; ;1; ;2; ;2; ; ; ; ;2;2;05;1;15;1868,56671349503
5170422;1;2;1;80;1;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;1868,56671349503
5170422;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;15;1868,56671349503
5170422;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;15;1868,56671349503
5170423;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;861,854266904561
5170425;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;861,854266904561
5170425;1;3;1;80;1;4;4; ;2; ; ;4; ;1; ;2; ; ; ; ;2;2;05;1;15;861,854266904561
5170445;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1434,27445570423
5170446;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;1039,13206578515
5170447;1;2;1;80;1;4;3; ;1; ;4;1; ;2; ;2; ; ; ; ;2;2;05;1;15;1508,27771038329
5170447;1;5;1;80;1;1;1; ;2; ; ;12;CUARENTENA OBLIGATORIA;1; ;2; ;1;48;877803;2;2;05;1;15;1508,27771038329
5170447;1;6;1;80;1;1;8; ;1; ;1;1; ;1; ;2; ;1;48;877803;2;2;05;1;15;1508,27771038329
5170448;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1150,9398272051
5170449;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;717,105488585063
5170449;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;717,105488585063
5170450;1;1;1;80;1;4;4; ;1; ;4;4; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170450;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170451;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170451;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170452;1;2;1;80;1;4;3; ;2; ; ;1; ;2; ;2; ;1;21;877803;2;2;05;1;15;1025,71806881022
5170453;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;861,854266904561
5170454;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170456;1;2;1;80;2; ; ; ; ;1;4;1; ;2; ;2; ;1;40;877803;2;2;05;1;15;1550,84489543824
5170456;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1550,84489543824
5170458;1;1;1;80;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170459;1;2;1;80;1;3;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;2;05;1;15;1686,33580069805
5170461;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;861,854266904561
5170461;1;3;1;80;1;1;9;AISLAMIENTO COVID 19;2; ; ;12;AISLAMIENTO COVID 19;2; ;1;400000;1;40;877803;2;2;05;1;15;861,854266904561
5170462;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;948,080087920772
5170464;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;1777,45125709654
5170464;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;15;1777,45125709654
5170468;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;1150,87634867099
5170469;1;1;1;80;1;3;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;15;1170,70735727332
5170471;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;861,854266904561
5170471;1;3;1;80;1;1;8; ;1; ;1;12;CUARENTENA OBLIGATORIA;1; ;2; ;1;50;900000;2;2;05;1;15;861,854266904561
5170474;1;1;1;80;1;1;9;AISLAMIENTO;2; ; ;1; ;2; ;2; ; ; ; ;2;2;05;1;15;1474,654599621
5170474;1;2;1;80;1;4;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;05;1;15;1474,654599621
5170474;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1474,654599621
5170474;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;15;1474,654599621
5170475;1;1;1;80;1;1;3; ;2; ; ;1; ;2; ;2; ;1;40;700000;2;2;05;1;15;1871,13965840337
5170475;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1871,13965840337
5170475;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;15;1871,13965840337
5170476;1;1;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ;1;25;700000;2;2;05;1;15;1511,91243659368
5170477;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;1079,65537940894
5170477;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1079,65537940894
5170477;1;4;1;80;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;15;1079,65537940894
5170487;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;2019,46472824694
5170489;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;1295,81404271759
5170489;1;3;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;1295,81404271759
5170490;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1425,45618061517
5170491;1;1;1;80;1;1;9;AISLAMIENTO POR COVID 19;2; ; ;12;AISLAMIENTO POR COVID 19;2; ;2; ;1;40;877800;2;2;05;1;15;1897,07880761992
5170491;1;2;1;80;1;1;7; ;2; ; ;1; ;2; ;2; ;1;40;877800;2;2;05;1;15;1897,07880761992
5170492;1;1;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;1679,18013626715
5170492;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1679,18013626715
5170493;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;15;1425,45618061517
5170494;1;2;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;05;1;15;1573,67010627579
5170494;1;3;1;80;1;1;9;PANDEMIA COVID 19;2; ; ;1; ;2; ;2; ; ; ; ;2;2;05;1;15;1573,67010627579
5170494;1;4;1;80;1;1;9;PANDEMIA POR COVID 19;2; ; ;12;PANDEMIA POR COVID 19;2; ;2; ;1;40;877800;2;2;05;1;15;1573,67010627579
5170495;1;2;1;80;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;15;1078,18154170754
5170495;1;4;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;15;1078,18154170754
5170496;1;1;1;80;1;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ;1;50;877700;2;2;05;1;15;2026,7209455175
